,pidSzn,MIN,GP,Season,PIE,POSS,USG_PCT
970,201942_2016-17,3.5,41,2016-17,0.256,307,0.418
971,202326_2016-17,3.9,48,2016-17,0.19,374,0.451
972,201960_2016-17,3.7,21,2016-17,-0.014,158,0.094
973,1627749_2016-17,1.4,7,2016-17,0.174,24,0.069
974,1626153_2016-17,5.2,1,2016-17,0.222,11,0.056
975,203471_2016-17,3.8,41,2016-17,0.129,335,0.289
976,1627756_2016-17,2.8,12,2016-17,0.035,69,0.105
977,101114_2016-17,3.6,21,2016-17,0.062,148,0.228
978,202324_2016-17,1.7,13,2016-17,0.077,49,0.179
979,1627884_2016-17,1.3,5,2016-17,0.0,12,0.0
980,201565_2016-17,3.1,33,2016-17,0.096,211,0.28
981,202682_2016-17,1.7,6,2016-17,-0.204,20,0.136
982,1626164_2016-17,3.5,48,2016-17,0.086,349,0.295
983,2734_2016-17,2.0,11,2016-17,0.045,54,0.158
984,203473_2016-17,2.0,14,2016-17,0.141,60,0.087
985,1627738_2016-17,1.9,2,2016-17,-0.174,7,0.0
986,203079_2016-17,3.2,20,2016-17,0.07,133,0.268
987,1717_2016-17,2.3,20,2016-17,0.162,110,0.216
988,1627734_2016-17,2.5,12,2016-17,0.025,71,0.074
989,202700_2016-17,1.6,3,2016-17,0.083,11,0.182
990,1627827_2016-17,1.5,26,2016-17,0.043,78,0.096
991,203926_2016-17,2.5,24,2016-17,0.071,133,0.147
992,1627733_2016-17,2.4,6,2016-17,-0.01,33,0.028
993,203110_2016-17,4.0,23,2016-17,0.084,197,0.179
994,2730_2016-17,3.3,30,2016-17,0.128,193,0.136
995,203939_2016-17,1.9,20,2016-17,0.043,67,0.056
996,2548_2016-17,3.9,25,2016-17,0.151,212,0.283
997,202734_2016-17,3.2,34,2016-17,-0.016,236,0.11
998,202334_2016-17,2.5,9,2016-17,0.035,45,0.115
999,203901_2016-17,3.6,34,2016-17,0.116,249,0.181
1000,1626144_2016-17,3.4,17,2016-17,0.158,126,0.282
1001,202683_2016-17,2.2,20,2016-17,0.097,100,0.149
1002,202339_2016-17,3.7,42,2016-17,0.179,333,0.33
1003,201569_2016-17,3.2,33,2016-17,0.087,228,0.179
1004,101141_2016-17,2.7,37,2016-17,0.056,229,0.167
1005,203095_2016-17,3.8,35,2016-17,0.143,272,0.268
1006,202323_2016-17,2.9,23,2016-17,0.043,147,0.106
1007,1626163_2016-17,2.6,30,2016-17,0.148,177,0.179
1008,1627832_2016-17,3.1,3,2016-17,0.158,22,0.16
1009,202066_2016-17,4.2,31,2016-17,0.005,273,0.096
1010,203914_2016-17,3.1,21,2016-17,0.035,150,0.159
1011,201588_2016-17,2.7,21,2016-17,0.12,116,0.206
1012,1627834_2016-17,2.7,3,2016-17,0.138,17,0.111
1013,101123_2016-17,1.5,5,2016-17,0.176,16,0.222
1014,201945_2016-17,3.2,28,2016-17,0.042,201,0.132
1015,203507_2016-17,3.5,37,2016-17,0.201,275,0.294
1016,203922_2016-17,1.9,17,2016-17,0.11,70,0.118
1017,201609_2016-17,3.8,38,2016-17,0.11,302,0.264
1018,202330_2016-17,3.2,40,2016-17,0.174,256,0.27
1019,203476_2016-17,3.1,33,2016-17,0.059,196,0.103
1020,202328_2016-17,2.5,28,2016-17,0.158,148,0.169
1021,202349_2016-17,0.0,1,2016-17,0.0,0,0.0
1022,203084_2016-17,3.7,39,2016-17,0.136,289,0.284
1023,202355_2016-17,3.5,40,2016-17,0.126,280,0.162
1024,1627740_2016-17,3.8,2,2016-17,0.258,18,0.286
1025,203138_2016-17,0.9,8,2016-17,0.163,20,0.136
1026,203546_2016-17,1.1,7,2016-17,-0.047,16,0.15
1027,101133_2016-17,1.1,8,2016-17,0.042,17,0.105
1028,202697_2016-17,2.3,27,2016-17,0.019,149,0.061
1029,203477_2016-17,1.1,9,2016-17,-0.259,26,0.156
1030,1627819_2016-17,0.3,2,2016-17,0.667,2,0.5
1031,202738_2016-17,3.7,44,2016-17,0.266,368,0.45
1032,1627785_2016-17,2.0,18,2016-17,-0.01,72,0.105
1033,202397_2016-17,3.7,24,2016-17,0.081,179,0.175
1034,1627826_2016-17,2.8,4,2016-17,0.061,19,0.143
1035,200826_2016-17,3.9,8,2016-17,0.217,59,0.231
1036,200755_2016-17,3.2,30,2016-17,0.123,220,0.125
1037,2747_2016-17,3.8,15,2016-17,0.118,133,0.108
1038,203210_2016-17,2.7,32,2016-17,0.113,177,0.153
1039,201580_2016-17,2.4,2,2016-17,0.069,11,0.143
1040,203953_2016-17,3.9,26,2016-17,0.042,212,0.222
1041,203109_2016-17,3.7,42,2016-17,0.103,347,0.123
1042,1626143_2016-17,2.9,10,2016-17,0.048,61,0.169
1043,1627774_2016-17,3.2,3,2016-17,-0.03,20,0.154
1044,1627751_2016-17,3.4,3,2016-17,0.245,22,0.172
1045,2037_2016-17,2.3,32,2016-17,0.104,183,0.242
1046,1627750_2016-17,1.4,18,2016-17,-0.013,63,0.275
1047,2749_2016-17,2.8,29,2016-17,0.056,187,0.167
1048,203516_2016-17,2.2,26,2016-17,0.029,118,0.125
1049,201935_2016-17,3.4,39,2016-17,0.216,287,0.477
1050,201949_2016-17,3.1,31,2016-17,0.012,201,0.215
1051,203949_2016-17,1.8,3,2016-17,0.145,10,0.077
1052,203923_2016-17,1.7,3,2016-17,0.0,10,0.0
1053,201162_2016-17,1.6,22,2016-17,-0.028,79,0.08
1054,204067_2016-17,0.0,1,2016-17,0.0,0,0.0
1055,1626185_2016-17,1.9,7,2016-17,0.062,29,0.2
1056,1627784_2016-17,2.9,2,2016-17,0.0,11,0.0
1057,201160_2016-17,1.6,11,2016-17,0.027,40,0.085
1058,1891_2016-17,1.2,21,2016-17,-0.008,65,0.028
1059,1627759_2016-17,1.9,18,2016-17,0.131,68,0.181
1060,201145_2016-17,2.2,23,2016-17,0.096,112,0.132
1061,201952_2016-17,4.3,37,2016-17,0.112,314,0.162
1062,203481_2016-17,2.6,2,2016-17,0.108,11,0.333
1063,203924_2016-17,2.1,31,2016-17,0.06,144,0.057
1064,203087_2016-17,2.3,11,2016-17,0.117,62,0.235
1065,202391_2016-17,2.8,15,2016-17,0.124,95,0.274
1066,1626170_2016-17,1.8,13,2016-17,0.014,52,0.2
1067,201573_2016-17,6.9,2,2016-17,0.25,26,0.3
1068,202710_2016-17,3.7,38,2016-17,0.294,297,0.399
1069,201149_2016-17,4.0,14,2016-17,0.049,104,0.119
1070,201975_2016-17,1.4,9,2016-17,0.0,31,0.171
1071,203925_2016-17,3.2,16,2016-17,0.011,108,0.143
1072,204060_2016-17,2.9,30,2016-17,0.095,183,0.082
1073,2207_2016-17,2.8,28,2016-17,0.156,172,0.203
1074,203954_2016-17,3.3,18,2016-17,0.154,120,0.473
1075,203530_2016-17,2.4,10,2016-17,0.04,45,0.121
1076,203089_2016-17,2.5,20,2016-17,0.082,108,0.092
1077,202322_2016-17,3.8,53,2016-17,0.202,431,0.359
1078,202720_2016-17,1.9,21,2016-17,0.036,83,0.082
1079,201973_2016-17,1.6,18,2016-17,0.087,73,0.064
1080,202685_2016-17,3.0,30,2016-17,0.137,194,0.124
1081,1626780_2016-17,1.9,5,2016-17,0.02,18,0.222
1082,203613_2016-17,1.6,24,2016-17,0.077,91,0.152
1083,203903_2016-17,2.7,34,2016-17,0.093,180,0.199
1084,202348_2016-17,3.3,7,2016-17,0.154,47,0.176
1085,203895_2016-17,0.5,1,2016-17,1.0,1,1.0
1086,1626175_2016-17,0.0,2,2016-17,0.0,0,0.0
1087,101181_2016-17,1.1,2,2016-17,-0.333,7,0.111
1088,201177_2016-17,1.0,4,2016-17,1.2,13,0.214
1089,1626196_2016-17,3.7,25,2016-17,0.045,189,0.11
1090,201950_2016-17,4.0,31,2016-17,0.123,272,0.288
1091,1627823_2016-17,1.4,5,2016-17,0.015,12,0.077
1092,203944_2016-17,2.8,34,2016-17,0.109,195,0.211
1093,1626147_2016-17,2.4,9,2016-17,0.013,46,0.1
1094,203120_2016-17,0.5,14,2016-17,0.015,27,0.194
1095,203200_2016-17,3.1,27,2016-17,0.131,171,0.133
1096,1626159_2016-17,4.2,12,2016-17,0.068,102,0.212
1097,203994_2016-17,3.9,18,2016-17,0.192,154,0.225
1098,203909_2016-17,1.0,1,2016-17,0.0,2,0.0
1099,1626157_2016-17,3.9,44,2016-17,0.179,337,0.234
1100,202695_2016-17,3.7,37,2016-17,0.293,302,0.398
1101,1627770_2016-17,2.7,1,2016-17,0.333,5,0.167
1102,203482_2016-17,2.4,18,2016-17,-0.021,95,0.125
1103,1626162_2016-17,1.8,37,2016-17,0.012,163,0.078
1104,202689_2016-17,3.7,50,2016-17,0.158,392,0.336
1105,202702_2016-17,1.3,22,2016-17,0.057,62,0.155
1106,203145_2016-17,3.4,36,2016-17,0.074,260,0.179
1107,203484_2016-17,3.8,33,2016-17,0.097,252,0.268
1108,201142_2016-17,4.1,16,2016-17,0.194,145,0.259
1109,201567_2016-17,4.3,22,2016-17,0.141,216,0.192
1110,202338_2016-17,2.7,4,2016-17,0.121,21,0.125
1111,1626172_2016-17,0.0,1,2016-17,0.0,0,0.0
1112,203114_2016-17,3.7,10,2016-17,0.071,83,0.247
1113,202691_2016-17,3.3,24,2016-17,0.096,178,0.193
1114,201585_2016-17,1.7,19,2016-17,0.04,62,0.072
1115,1627739_2016-17,3.0,13,2016-17,0.036,71,0.059
1116,2743_2016-17,1.0,5,2016-17,0.059,10,0.0
1117,204001_2016-17,3.2,34,2016-17,0.096,218,0.199
1118,203937_2016-17,1.1,23,2016-17,0.083,65,0.118
1119,2594_2016-17,3.0,28,2016-17,0.075,192,0.114
1120,200768_2016-17,3.6,38,2016-17,0.174,295,0.331
1121,203124_2016-17,2.9,13,2016-17,0.212,81,0.168
1122,202713_2016-17,3.4,5,2016-17,-0.012,36,0.044
1123,1627787_2016-17,0.3,1,2016-17,0.0,1,0.0
1124,202681_2016-17,4.0,31,2016-17,0.153,278,0.35
1125,200746_2016-17,4.0,32,2016-17,0.128,278,0.191
1126,202362_2016-17,5.0,5,2016-17,-0.02,50,0.14
1127,202498_2016-17,2.0,18,2016-17,0.064,76,0.106
1128,204038_2016-17,3.4,28,2016-17,0.115,205,0.148
1129,1626204_2016-17,2.7,19,2016-17,0.127,108,0.148
1130,202730_2016-17,2.5,9,2016-17,0.017,42,0.039
1131,2544_2016-17,3.6,35,2016-17,0.246,277,0.308
1132,2571_2016-17,2.0,15,2016-17,-0.032,73,0.139
1133,101150_2016-17,2.2,36,2016-17,0.116,164,0.251
1134,201601_2016-17,2.0,22,2016-17,0.053,89,0.029
1135,203512_2016-17,2.6,17,2016-17,0.084,90,0.03
1136,202337_2016-17,0.6,7,2016-17,-0.042,12,0.077
1137,2736_2016-17,2.3,19,2016-17,0.026,91,0.048
1138,1627763_2016-17,2.0,28,2016-17,0.143,120,0.205
1139,1627098_2016-17,2.2,11,2016-17,0.0,55,0.115
1140,1627736_2016-17,0.3,2,2016-17,0.0,3,0.0
1141,1938_2016-17,2.4,25,2016-17,0.089,143,0.113
1142,201188_2016-17,4.0,40,2016-17,0.18,325,0.236
1143,1626273_2016-17,2.0,1,2016-17,-0.111,4,0.2
1144,101162_2016-17,3.6,44,2016-17,0.123,335,0.093
1145,201158_2016-17,1.9,35,2016-17,0.066,149,0.145
1146,1627875_2016-17,1.5,2,2016-17,0.125,9,0.111
1147,202694_2016-17,3.5,33,2016-17,0.062,234,0.212
1148,203935_2016-17,3.4,45,2016-17,0.101,349,0.134
1149,201977_2016-17,1.2,8,2016-17,0.0,23,0.0
1150,1626209_2016-17,3.0,3,2016-17,0.098,22,0.136
1151,202693_2016-17,3.4,46,2016-17,0.083,334,0.169
1152,1627737_2016-17,2.6,21,2016-17,-0.011,105,0.197
1153,201578_2016-17,0.8,12,2016-17,-0.231,25,0.179
1154,1627850_2016-17,2.3,2,2016-17,0.056,8,0.2
1155,101107_2016-17,3.3,45,2016-17,0.084,314,0.122
1156,203486_2016-17,3.7,33,2016-17,0.111,255,0.157
1157,2440_2016-17,3.1,33,2016-17,0.106,214,0.156
1158,203521_2016-17,3.5,31,2016-17,-0.011,228,0.175
1159,203090_2016-17,3.9,30,2016-17,0.078,254,0.095
1160,1626254_2016-17,3.1,1,2016-17,0.114,6,0.143
1161,1897_2016-17,2.4,3,2016-17,0.019,15,0.19
1162,203086_2016-17,1.4,15,2016-17,-0.022,56,0.156
1163,201563_2016-17,1.8,5,2016-17,0.262,19,0.3
1164,203487_2016-17,2.0,18,2016-17,0.187,82,0.172
1165,203077_2016-17,2.6,43,2016-17,0.037,222,0.111
1166,201144_2016-17,3.5,38,2016-17,0.195,269,0.347
1167,2399_2016-17,0.8,11,2016-17,0.0,34,0.056
1168,2034_2016-17,0.4,2,2016-17,-0.2,4,0.25
1169,203488_2016-17,2.1,14,2016-17,0.11,67,0.074
1170,203101_2016-17,1.8,2,2016-17,-1.5,7,0.125
1171,1627851_2016-17,3.6,8,2016-17,0.055,54,0.127
1172,203141_2016-17,1.4,10,2016-17,-0.061,35,0.184
1173,101145_2016-17,4.3,21,2016-17,0.039,187,0.199
1174,1626149_2016-17,2.0,15,2016-17,0.094,66,0.11
1175,1626167_2016-17,3.8,38,2016-17,0.102,295,0.159
1176,202357_2016-17,2.4,14,2016-17,0.063,74,0.163
1177,2403_2016-17,2.2,26,2016-17,0.111,135,0.11
1178,203457_2016-17,1.4,19,2016-17,0.144,65,0.174
1179,2555_2016-17,0.2,3,2016-17,-0.5,1,0.0
1180,201156_2016-17,2.1,27,2016-17,-0.025,107,0.202
1181,201587_2016-17,3.8,47,2016-17,0.089,369,0.211
1182,1627852_2016-17,2.6,3,2016-17,0.095,18,0.222
1183,203917_2016-17,2.4,27,2016-17,0.005,140,0.156
1184,203999_2016-17,2.7,34,2016-17,0.195,216,0.229
1185,202703_2016-17,2.7,29,2016-17,0.058,173,0.151
1186,202696_2016-17,3.4,32,2016-17,0.078,233,0.297
1187,203943_2016-17,3.9,4,2016-17,0.23,30,0.105
1188,1626181_2016-17,2.7,26,2016-17,0.063,156,0.128
1189,202708_2016-17,2.0,3,2016-17,0.077,11,0.25
1190,1627855_2016-17,1.7,5,2016-17,0.203,24,0.2
1191,201600_2016-17,2.2,6,2016-17,-0.05,25,0.069
1192,201956_2016-17,2.3,7,2016-17,0.0,34,0.026
1193,203490_2016-17,3.8,49,2016-17,0.128,397,0.093
1194,200782_2016-17,3.3,44,2016-17,0.051,305,0.097
1195,1627783_2016-17,0.1,3,2016-17,0.0,1,0.0
1196,1626192_2016-17,3.4,3,2016-17,-0.049,22,0.138
1197,1627868_2016-17,5.2,1,2016-17,-0.045,13,0.0
1198,201976_2016-17,2.2,30,2016-17,0.036,158,0.056
1199,1627775_2016-17,1.3,8,2016-17,0.042,23,0.111
1200,202335_2016-17,3.2,29,2016-17,0.091,204,0.089
1201,201988_2016-17,3.5,29,2016-17,0.159,222,0.169
1202,2200_2016-17,2.5,29,2016-17,0.108,161,0.098
1203,202331_2016-17,4.2,36,2016-17,0.214,296,0.405
1204,200794_2016-17,4.0,37,2016-17,0.165,322,0.241
1205,1718_2016-17,4.4,2,2016-17,-0.056,22,0.08
1206,1627835_2016-17,3.5,9,2016-17,0.034,68,0.1
1207,203510_2016-17,0.6,2,2016-17,0.8,3,0.333
1208,203112_2016-17,1.4,7,2016-17,0.021,24,0.207
1209,1626188_2016-17,3.3,2,2016-17,0.0,15,0.25
1210,200765_2016-17,3.4,21,2016-17,0.021,144,0.146
1211,1626176_2016-17,0.0,1,2016-17,0.0,0,0.0
1212,201196_2016-17,0.8,4,2016-17,0.0,8,0.0
1213,200751_2016-17,2.0,19,2016-17,-0.01,81,0.191
1214,1626173_2016-17,1.2,3,2016-17,0.286,8,0.5
1215,203526_2016-17,0.0,1,2016-17,0.0,0,0.0
1216,101109_2016-17,2.0,14,2016-17,-0.023,69,0.125
1217,203493_2016-17,3.3,6,2016-17,0.131,42,0.056
1218,202704_2016-17,3.6,15,2016-17,0.054,110,0.379
1219,202130_2016-17,0.0,1,2016-17,0.0,1,0.0
1220,2210_2016-17,2.4,19,2016-17,0.013,107,0.07
1221,1626158_2016-17,2.7,20,2016-17,0.035,111,0.109
1222,201937_2016-17,3.7,37,2016-17,0.072,266,0.15
1223,203496_2016-17,3.8,38,2016-17,0.084,315,0.17
1224,201577_2016-17,3.1,31,2016-17,0.04,196,0.073
1225,203918_2016-17,2.3,21,2016-17,0.116,107,0.197
1226,203585_2016-17,2.3,17,2016-17,0.074,85,0.107
1227,201155_2016-17,1.1,7,2016-17,-0.049,18,0.19
1228,1627758_2016-17,2.6,10,2016-17,0.04,53,0.169
1229,1626178_2016-17,2.2,25,2016-17,0.091,110,0.084
1230,101179_2016-17,1.2,1,2016-17,2.0,3,0.0
1231,201579_2016-17,1.6,2,2016-17,0.263,6,0.0
1232,200752_2016-17,3.9,19,2016-17,0.08,142,0.256
1233,203497_2016-17,3.0,43,2016-17,0.192,260,0.19
1234,201566_2016-17,3.7,40,2016-17,0.404,330,0.598
1235,201583_2016-17,3.1,29,2016-17,0.055,181,0.114
1236,1626257_2016-17,1.7,17,2016-17,0.151,59,0.046
1237,1626155_2016-17,3.4,3,2016-17,0.207,20,0.19
1238,2756_2016-17,2.2,6,2016-17,0.0,26,0.125
1239,203930_2016-17,3.4,25,2016-17,0.074,186,0.311
1240,203902_2016-17,1.1,12,2016-17,0.037,32,0.0
1241,201586_2016-17,3.3,38,2016-17,0.055,254,0.149
1242,200771_2016-17,2.4,20,2016-17,0.032,101,0.19
1243,203552_2016-17,3.2,30,2016-17,0.099,197,0.178
1244,203498_2016-17,2.5,9,2016-17,0.057,43,0.245
1245,203894_2016-17,1.2,8,2016-17,0.138,22,0.2
1246,2733_2016-17,1.7,15,2016-17,0.104,58,0.076
1247,1627848_2016-17,2.6,2,2016-17,0.07,12,0.25
1248,1627815_2016-17,1.2,1,2016-17,0.0,2,0.0
1249,202714_2016-17,2.9,22,2016-17,0.066,133,0.19
1250,1627746_2016-17,4.7,2,2016-17,0.205,22,0.2
1251,203524_2016-17,3.0,35,2016-17,0.063,221,0.078
1252,203915_2016-17,2.0,15,2016-17,0.143,57,0.233
1253,201150_2016-17,1.7,11,2016-17,0.043,43,0.113
1254,1626169_2016-17,3.2,12,2016-17,0.011,81,0.146
1255,201939_2016-17,3.9,23,2016-17,0.233,191,0.35
1256,1627757_2016-17,2.4,1,2016-17,0.0,5,0.2
1257,203500_2016-17,3.3,39,2016-17,0.038,281,0.109
1258,204456_2016-17,2.7,38,2016-17,0.105,220,0.157
1259,203933_2016-17,3.5,31,2016-17,0.034,232,0.147
1260,201959_2016-17,2.9,32,2016-17,0.063,194,0.072
1261,204028_2016-17,1.8,6,2016-17,0.122,19,0.261
1262,1627752_2016-17,1.4,9,2016-17,0.204,36,0.179
1263,203093_2016-17,3.4,16,2016-17,0.1,114,0.172
1264,203082_2016-17,2.5,31,2016-17,0.051,178,0.178
1265,1626179_2016-17,1.2,25,2016-17,0.058,80,0.056
1266,200757_2016-17,2.8,28,2016-17,0.129,168,0.063
1267,201152_2016-17,3.3,32,2016-17,0.038,211,0.1
1268,203080_2016-17,0.9,6,2016-17,0.0,13,0.188
1269,1627748_2016-17,3.0,3,2016-17,0.333,19,0.227
1270,201168_2016-17,3.3,1,2016-17,0.146,7,0.3
1271,204025_2016-17,3.7,15,2016-17,0.143,114,0.137
1272,203501_2016-17,3.5,35,2016-17,0.145,266,0.198
1273,1627817_2016-17,4.5,1,2016-17,-1.0,8,0.308
1274,202389_2016-17,1.4,9,2016-17,0.0,29,0.167
1275,1627789_2016-17,1.6,11,2016-17,0.119,39,0.182
1276,202699_2016-17,3.2,34,2016-17,0.064,226,0.14
1277,203107_2016-17,1.3,8,2016-17,-0.097,21,0.0
1278,201962_2016-17,2.3,5,2016-17,0.18,27,0.167
1279,2754_2016-17,3.3,33,2016-17,0.078,213,0.129
1280,2225_2016-17,2.6,20,2016-17,0.083,114,0.209
1281,203503_2016-17,3.4,37,2016-17,0.02,259,0.088
1282,1626203_2016-17,2.1,1,2016-17,-0.444,3,0.333
1283,2772_2016-17,3.4,39,2016-17,0.055,287,0.1
1284,202344_2016-17,3.0,31,2016-17,0.149,191,0.142
1285,203504_2016-17,0.1,1,2016-17,0.0,2,0.0
1286,1626168_2016-17,2.1,11,2016-17,0.023,37,0.2
1287,202684_2016-17,3.5,24,2016-17,0.033,175,0.074
1288,203584_2016-17,3.2,22,2016-17,0.062,150,0.18
1289,1627786_2016-17,2.2,5,2016-17,-0.095,23,0.042
1290,201951_2016-17,3.1,30,2016-17,0.073,199,0.133
1291,203898_2016-17,1.8,6,2016-17,0.088,24,0.148
1292,204020_2016-17,3.4,38,2016-17,0.099,270,0.199
1293,1627755_2016-17,2.2,13,2016-17,0.05,56,0.106
1294,203092_2016-17,0.2,5,2016-17,0.0,4,0.0
1295,201936_2016-17,2.8,9,2016-17,0.026,56,0.277
1296,2199_2016-17,3.9,28,2016-17,0.097,223,0.05
1297,1626145_2016-17,2.4,15,2016-17,0.073,74,0.092
1298,2617_2016-17,1.7,2,2016-17,-0.19,8,0.0
1299,203506_2016-17,3.7,34,2016-17,0.106,277,0.142
1300,1713_2016-17,2.8,34,2016-17,0.044,193,0.099
1301,1627735_2016-17,2.8,5,2016-17,0.029,27,0.25
1302,201961_2016-17,2.3,17,2016-17,0.058,78,0.157
1303,1627782_2016-17,5.0,2,2016-17,-0.071,20,0.091
1304,202325_2016-17,0.3,10,2016-17,-0.333,15,0.125
1305,202083_2016-17,3.9,35,2016-17,0.025,265,0.18
1306,203115_2016-17,2.4,20,2016-17,0.128,112,0.242
1307,1626161_2016-17,3.1,17,2016-17,0.186,108,0.23
1308,203186_2016-17,2.9,3,2016-17,0.022,20,0.045
1309,1626195_2016-17,2.6,14,2016-17,0.134,68,0.195
1310,201163_2016-17,3.0,31,2016-17,0.069,223,0.184
1311,1627812_2016-17,1.9,16,2016-17,0.098,77,0.225
1312,203897_2016-17,4.0,24,2016-17,0.04,196,0.163
1313,2216_2016-17,2.9,33,2016-17,0.167,197,0.234
1314,2585_2016-17,2.0,9,2016-17,-0.028,33,0.105
1315,203932_2017-18,2.9,27,2017-18,0.123,158,0.198
1316,1626151_2017-18,3.0,5,2017-18,0.045,32,0.278
1317,1627846_2017-18,3.9,2,2017-18,0.091,14,0.125
1318,201143_2017-18,3.7,37,2017-18,0.095,295,0.141
1319,2744_2017-18,0.7,2,2017-18,0.0,2,0.0
1320,202329_2017-18,3.8,31,2017-18,0.064,241,0.102
1321,202692_2017-18,3.2,5,2017-18,0.064,33,0.2
1322,203518_2017-18,0.9,24,2017-18,0.009,53,0.221
1323,1627936_2017-18,2.3,6,2017-18,-0.179,32,0.171
1324,203458_2017-18,1.7,16,2017-18,0.105,61,0.103
1325,1627816_2017-18,0.0,1,2017-18,0.0,0,0.0
1326,203459_2017-18,3.7,47,2017-18,0.077,368,0.134
1327,101161_2017-18,0.3,4,2017-18,-0.167,5,0.2
1328,203083_2017-18,3.4,38,2017-18,0.134,261,0.2
1329,2738_2017-18,3.4,19,2017-18,0.056,147,0.087
1330,201281_2017-18,1.2,1,2017-18,-2.0,3,0.333
1331,203460_2017-18,3.8,19,2017-18,0.121,135,0.054
1332,101106_2017-18,0.3,5,2017-18,2.0,4,0.4
1333,1626150_2017-18,2.6,17,2017-18,-0.056,81,0.176
1334,203952_2017-18,4.2,41,2017-18,0.076,346,0.19
1335,1627790_2017-18,0.5,2,2017-18,0.2,3,0.0
1336,203076_2017-18,4.6,41,2017-18,0.223,397,0.285
1337,201229_2017-18,1.7,28,2017-18,-0.005,109,0.167
1338,1628469_2017-18,4.7,2,2017-18,-0.027,18,0.19
1339,1628499_2017-18,0.1,2,2017-18,-0.5,0,0.0
1340,203382_2017-18,1.3,14,2017-18,-0.026,37,0.026
1341,201167_2017-18,0.4,8,2017-18,-0.296,8,0.25
1342,203085_2017-18,2.8,31,2017-18,0.059,173,0.203
1343,202340_2017-18,3.4,25,2017-18,0.046,171,0.179
1344,1628389_2017-18,2.1,27,2017-18,0.105,112,0.081
1345,203463_2017-18,2.7,9,2017-18,0.0,47,0.06
1346,1627732_2017-18,3.3,45,2017-18,0.15,337,0.185
1347,202687_2017-18,3.7,11,2017-18,0.179,74,0.109
1348,201933_2017-18,3.8,25,2017-18,0.148,202,0.284
1349,1626246_2017-18,0.9,3,2017-18,0.333,7,0.286
1350,1626171_2017-18,2.1,23,2017-18,0.086,109,0.214
1351,203992_2017-18,3.2,32,2017-18,0.074,218,0.204
1352,202711_2017-18,2.9,41,2017-18,0.116,272,0.116
1353,203078_2017-18,4.1,44,2017-18,0.069,398,0.355
1354,201148_2017-18,1.9,6,2017-18,-0.107,20,0.111
1355,1627742_2017-18,4.2,27,2017-18,0.079,246,0.192
1356,203464_2017-18,1.5,5,2017-18,-0.135,15,0.133
1357,1627362_2017-18,0.6,2,2017-18,-0.143,1,1.0
1358,1627744_2017-18,0.0,1,2017-18,0.0,0,0.0
1359,201572_2017-18,2.2,22,2017-18,0.12,106,0.161
1360,203998_2017-18,0.2,1,2017-18,0.0,1,0.0
1361,1627854_2017-18,2.1,20,2017-18,-0.006,97,0.117
1362,1627741_2017-18,2.9,32,2017-18,0.104,204,0.226
1363,203710_2017-18,1.3,11,2017-18,0.229,37,0.152
1364,203468_2017-18,3.9,45,2017-18,0.111,375,0.271
1365,101139_2017-18,1.1,27,2017-18,0.074,98,0.156
1366,1628403_2017-18,0.5,2,2017-18,0.333,4,0.0
1367,1626166_2017-18,4.7,2,2017-18,0.042,18,0.333
1368,1627747_2017-18,2.7,34,2017-18,0.062,203,0.211
1369,2546_2017-18,3.9,44,2017-18,0.032,367,0.184
1370,1626224_2017-18,1.3,9,2017-18,0.032,24,0.222
1371,202718_2017-18,1.9,8,2017-18,0.063,28,0.206
1372,101112_2017-18,2.4,7,2017-18,0.033,32,0.244
1373,1627767_2017-18,1.8,3,2017-18,0.235,10,0.182
1374,1626191_2017-18,2.8,1,2017-18,-0.071,9,0.0
1375,101108_2017-18,2.6,21,2017-18,0.302,123,0.324
1376,203991_2017-18,2.5,26,2017-18,0.101,123,0.133
1377,203469_2017-18,2.0,5,2017-18,0.087,18,0.13
1378,201147_2017-18,2.7,18,2017-18,0.052,119,0.076
1379,202709_2017-18,2.4,34,2017-18,0.1,195,0.091
1380,201584_2017-18,3.9,29,2017-18,0.054,240,0.107
1381,1626245_2017-18,2.1,7,2017-18,0.168,29,0.167
1382,1626156_2017-18,3.0,23,2017-18,0.085,154,0.337
1383,201571_2017-18,1.8,27,2017-18,0.105,108,0.156
1384,1626177_2017-18,1.8,1,2017-18,0.0,4,0.0
1385,1627745_2017-18,2.9,1,2017-18,0.293,8,0.333
1386,203081_2017-18,3.9,39,2017-18,0.227,319,0.323
1387,1627814_2017-18,2.6,8,2017-18,0.029,47,0.113
1388,1628422_2017-18,0.5,3,2017-18,0.0,4,0.0
1389,1628464_2017-18,2.1,10,2017-18,0.042,41,0.043
1390,201568_2017-18,2.6,8,2017-18,0.101,38,0.184
1391,201980_2017-18,2.9,26,2017-18,0.032,179,0.173
1392,201967_2017-18,1.5,20,2017-18,-0.024,71,0.037
1393,203957_2017-18,0.5,2,2017-18,0.571,3,0.333
1394,1627863_2017-18,1.6,4,2017-18,0.08,16,0.158
1395,203967_2017-18,3.1,36,2017-18,0.169,255,0.161
1396,203121_2017-18,3.3,32,2017-18,0.045,222,0.097
1397,201954_2017-18,2.9,29,2017-18,0.153,187,0.198
1398,1628021_2017-18,2.9,24,2017-18,0.09,142,0.081
1399,2561_2017-18,1.2,10,2017-18,0.0,32,0.059
1400,202722_2017-18,2.1,18,2017-18,0.076,87,0.112
