,pidSzn,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,MIN,GP,Season,PFD,DRIVE_PF,DRIVE_PF_PCT,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
1737,1628404_2017-18,0.3,0.4,0.7,23.5,63,2017-18,1.2,0.1,0.049,1.69,0.87,0.83,4.4,4.71,4.11
1738,203962_2017-18,0.14,0.22,0.36,14.4,69,2017-18,0.4,0.0,0.042,1.04,0.52,0.52,4.39,4.47,4.31
1739,1628367_2017-18,0.44,0.57,1.01,25.8,77,2017-18,2.9,0.5,0.08,1.9,1.02,0.88,4.5,4.93,4.1
1740,203705_2017-18,0.17,0.33,0.5,12.2,18,2017-18,1.0,0.1,0.039,0.87,0.49,0.39,4.51,5.04,4.04
1741,201177_2017-18,0.0,0.0,0.0,2.9,2,2017-18,0.0,0.0,0.0,0.2,0.12,0.09,4.17,3.8,4.61
1742,1626196_2017-18,0.32,0.85,1.17,33.6,81,2017-18,2.4,0.2,0.03,2.45,1.33,1.12,4.43,4.72,4.12
1743,2746_2017-18,0.0,0.0,0.0,4.0,3,2017-18,0.0,0.0,0.0,0.27,0.14,0.13,4.06,4.36,3.8
1744,201950_2017-18,0.77,0.88,1.64,36.6,81,2017-18,2.8,0.5,0.039,2.64,1.41,1.24,4.4,4.91,3.93
1745,1627823_2017-18,0.16,0.16,0.32,11.2,25,2017-18,0.5,0.0,0.071,0.76,0.4,0.36,4.43,4.65,4.17
1746,203944_2017-18,0.7,0.46,1.16,27.1,82,2017-18,4.2,0.4,0.098,1.81,0.96,0.85,4.13,4.54,3.74
1747,202933_2017-18,0.04,0.22,0.26,7.7,23,2017-18,0.3,0.0,0.0,0.52,0.27,0.25,4.17,4.44,3.91
1748,1626147_2017-18,0.21,0.11,0.32,13.8,38,2017-18,0.8,0.1,0.042,1.0,0.54,0.46,4.31,4.64,3.97
1749,203200_2017-18,0.32,0.58,0.9,31.9,72,2017-18,1.7,0.2,0.05,2.36,1.27,1.09,4.5,4.92,4.09
1750,1628382_2017-18,0.21,0.37,0.57,22.4,68,2017-18,0.7,0.1,0.068,1.63,0.88,0.75,4.47,4.8,4.13
1751,1628383_2017-18,0.0,0.0,0.0,3.8,1,2017-18,0.0,0.0,0.0,0.26,0.12,0.13,4.81,4.57,2.47
1752,1626159_2017-18,0.43,0.76,1.19,25.0,68,2017-18,1.4,0.3,0.055,1.81,0.97,0.84,4.4,4.63,4.14
1753,203994_2017-18,0.49,0.41,0.9,26.8,79,2017-18,3.6,0.1,0.154,1.86,1.02,0.84,4.25,4.56,3.92
1754,1628443_2017-18,0.0,0.11,0.11,6.0,18,2017-18,0.4,0.1,0.105,0.43,0.24,0.19,4.38,4.83,3.9
1755,1626157_2017-18,0.62,0.78,1.4,36.1,82,2017-18,4.7,0.3,0.097,2.41,1.27,1.14,4.07,4.16,3.98
1756,202695_2017-18,0.44,1.0,1.44,23.6,9,2017-18,3.0,0.7,0.072,1.71,0.95,0.76,4.5,4.87,4.05
1757,1627770_2017-18,0.06,0.06,0.13,8.8,16,2017-18,1.0,0.3,0.086,0.69,0.38,0.31,4.74,5.23,4.18
1758,203482_2017-18,0.43,0.38,0.82,23.7,76,2017-18,2.9,0.2,0.066,1.68,0.91,0.76,4.31,4.64,3.98
1759,1626162_2017-18,0.36,0.51,0.86,27.9,81,2017-18,2.6,0.5,0.132,1.93,1.0,0.92,4.23,4.39,4.07
1760,202689_2017-18,0.43,0.83,1.25,34.6,80,2017-18,4.1,0.8,0.067,2.39,1.33,1.06,4.2,4.66,3.73
1761,2570_2017-18,0.0,1.0,1.0,14.7,1,2017-18,1.0,0.0,0.0,0.88,0.45,0.43,3.73,3.51,3.13
1762,202702_2017-18,0.16,0.16,0.31,14.6,32,2017-18,1.7,0.1,0.133,1.02,0.55,0.47,4.28,4.52,4.01
1763,203145_2017-18,0.32,0.85,1.18,27.9,65,2017-18,2.8,0.7,0.087,2.05,1.08,0.96,4.48,4.73,4.24
1764,203484_2017-18,0.49,0.96,1.45,33.7,74,2017-18,2.2,0.2,0.073,2.36,1.22,1.14,4.35,4.69,4.03
1765,201142_2017-18,0.34,0.69,1.03,34.6,68,2017-18,4.9,0.6,0.113,2.3,1.21,1.09,4.06,4.55,3.63
1766,201567_2017-18,0.41,0.61,1.02,28.4,59,2017-18,4.0,0.3,0.213,1.99,1.05,0.94,4.27,4.46,4.09
1767,1626172_2017-18,0.35,0.33,0.68,14.0,66,2017-18,1.0,0.1,0.085,1.02,0.54,0.48,4.46,4.75,4.18
1768,203920_2017-18,0.19,0.26,0.45,14.0,42,2017-18,1.3,0.0,0.091,0.98,0.52,0.45,4.32,4.54,4.09
1769,203114_2017-18,0.55,0.73,1.28,36.8,82,2017-18,3.2,0.4,0.049,2.47,1.27,1.2,4.09,4.38,3.82
1770,202691_2017-18,0.34,0.7,1.04,34.8,73,2017-18,1.7,0.2,0.043,2.5,1.32,1.18,4.4,4.93,3.93
1771,1628424_2017-18,0.28,0.28,0.56,20.4,32,2017-18,1.2,0.1,0.026,1.51,0.82,0.69,4.54,4.78,4.26
1772,201585_2017-18,0.25,0.25,0.51,19.9,71,2017-18,1.4,0.0,0.037,1.41,0.74,0.66,4.36,4.56,4.16
1773,1627739_2017-18,0.5,0.85,1.35,29.7,52,2017-18,2.2,0.6,0.046,2.18,1.16,1.02,4.48,4.89,4.09
1774,204001_2017-18,0.33,0.63,0.96,32.8,48,2017-18,6.0,0.3,0.107,2.23,1.22,1.02,4.15,4.49,3.81
1775,203937_2017-18,0.24,0.74,0.99,27.1,74,2017-18,1.6,0.3,0.062,1.96,1.08,0.88,4.41,4.69,4.1
1776,1627858_2017-18,0.34,0.41,0.75,15.2,32,2017-18,1.0,0.2,0.036,1.16,0.62,0.55,4.67,4.89,4.47
1777,2594_2017-18,0.14,0.42,0.56,21.8,73,2017-18,1.0,0.0,0.0,1.59,0.83,0.76,4.44,4.78,4.12
1778,1628398_2017-18,0.27,0.4,0.68,31.6,77,2017-18,2.1,0.3,0.056,2.3,1.23,1.07,4.52,5.05,4.03
1779,200768_2017-18,0.51,0.73,1.24,32.6,78,2017-18,4.0,0.3,0.041,2.24,1.23,1.02,4.21,4.62,3.8
1780,203124_2017-18,0.27,0.39,0.66,18.2,77,2017-18,1.5,0.0,0.041,1.23,0.65,0.57,4.14,4.37,3.91
1781,202713_2017-18,0.08,0.0,0.08,5.0,12,2017-18,0.7,0.1,0.091,0.24,0.13,0.11,4.29,4.7,3.89
1782,202681_2017-18,0.57,0.7,1.27,32.6,60,2017-18,3.4,0.7,0.062,2.25,1.24,1.02,4.22,4.65,3.79
1783,200746_2017-18,0.6,0.44,1.04,33.9,75,2017-18,4.6,0.1,0.067,2.28,1.23,1.06,4.11,4.23,3.97
1784,202362_2017-18,0.4,0.41,0.82,22.9,82,2017-18,1.6,0.3,0.06,1.52,0.8,0.72,4.06,4.23,3.89
1785,202498_2017-18,0.12,0.27,0.4,18.8,73,2017-18,0.9,0.1,0.147,1.39,0.74,0.66,4.58,4.76,4.39
1786,204038_2017-18,0.28,0.34,0.62,15.1,58,2017-18,0.7,0.0,0.024,1.11,0.59,0.52,4.49,4.86,4.14
1787,203580_2017-18,0.2,0.0,0.2,7.1,10,2017-18,0.2,0.0,0.0,0.53,0.29,0.25,4.55,4.97,4.3
1788,1626204_2017-18,0.47,0.52,0.98,21.8,66,2017-18,2.2,0.0,0.056,1.61,0.84,0.77,4.49,4.92,4.1
1789,1628374_2017-18,0.31,0.43,0.74,30.1,68,2017-18,2.8,0.2,0.057,2.2,1.24,0.97,4.46,5.08,3.86
1790,2544_2017-18,0.44,0.68,1.12,37.4,82,2017-18,5.4,0.9,0.08,2.38,1.26,1.12,3.88,4.1,3.65
1791,1628506_2017-18,0.0,0.07,0.07,4.7,14,2017-18,0.1,0.0,0.0,0.32,0.18,0.14,4.11,4.51,3.67
1792,1628366_2017-18,0.42,0.87,1.29,34.7,52,2017-18,1.3,0.2,0.023,2.48,1.3,1.18,4.45,4.92,4.03
1793,203485_2017-18,0.07,0.0,0.07,10.0,14,2017-18,0.1,0.0,0.0,0.74,0.38,0.36,4.52,4.74,4.22
1794,101150_2017-18,0.53,0.63,1.16,33.2,79,2017-18,4.7,1.0,0.088,2.2,1.18,1.02,4.04,4.44,3.66
1795,201601_2017-18,0.26,0.54,0.8,26.0,61,2017-18,1.2,0.2,0.075,1.73,0.9,0.83,4.05,4.25,3.86
1796,203512_2017-18,0.06,0.14,0.2,3.1,1,2017-18,0.0,0.0,0.0,0.6,0.31,0.29,4.18,4.39,3.98
1797,203512_2017-18,0.06,0.14,0.2,8.8,48,2017-18,0.6,0.0,0.0,0.6,0.31,0.29,4.18,4.39,3.98
1798,1626242_2017-18,0.0,0.0,0.0,4.0,2,2017-18,0.0,0.0,0.0,0.3,0.15,0.15,4.53,4.46,4.61
1799,202337_2017-18,0.08,0.16,0.24,14.5,50,2017-18,0.4,0.1,0.067,1.08,0.6,0.48,4.63,5.05,4.18
1800,1628379_2017-18,0.23,0.32,0.55,20.3,73,2017-18,0.9,0.2,0.048,1.48,0.81,0.67,4.47,4.89,4.06
1801,1628436_2017-18,0.15,0.15,0.3,16.5,20,2017-18,0.9,0.0,0.0,1.21,0.67,0.54,4.46,4.88,3.99
1802,2736_2017-18,0.0,0.0,0.0,13.3,1,2017-18,0.0,0.0,0.0,1.0,0.49,0.51,4.61,4.9,4.35
1803,1627781_2017-18,0.15,0.08,0.23,12.6,26,2017-18,0.7,0.3,0.152,0.85,0.46,0.39,4.13,4.37,3.84
1804,1627763_2017-18,0.4,0.65,1.04,30.3,48,2017-18,1.5,0.4,0.042,2.13,1.12,1.01,4.29,4.67,3.93
1805,1627098_2017-18,0.11,0.3,0.41,19.0,54,2017-18,2.0,0.3,0.088,1.31,0.71,0.6,4.23,4.57,3.89
1806,1626259_2017-18,0.13,0.27,0.4,8.5,15,2017-18,0.2,0.0,0.0,0.66,0.36,0.3,4.72,4.88,4.53
1807,1627736_2017-18,0.11,0.29,0.4,9.5,62,2017-18,0.5,0.0,0.048,0.69,0.37,0.33,4.48,4.78,4.18
1808,1628370_2017-18,0.16,0.16,0.32,13.7,63,2017-18,0.7,0.0,0.017,1.02,0.55,0.46,4.51,4.84,4.18
1809,1628493_2017-18,0.5,0.25,0.75,5.0,4,2017-18,0.3,0.0,0.0,0.37,0.21,0.15,4.59,4.51,4.01
1810,1938_2017-18,0.25,0.31,0.55,20.2,65,2017-18,2.2,0.3,0.05,1.4,0.77,0.62,4.2,4.53,3.86
1811,202705_2017-18,0.57,0.43,1.0,27.9,7,2017-18,2.5,0.3,0.026,1.92,1.04,0.88,4.18,4.37,3.99
1812,201188_2017-18,0.59,0.4,0.99,33.4,73,2017-18,4.8,0.2,0.071,2.04,1.13,0.92,3.74,3.98,3.47
1813,101162_2017-18,0.29,0.32,0.61,25.6,82,2017-18,2.3,0.0,0.08,1.8,0.95,0.85,4.28,4.5,4.06
1814,201158_2017-18,0.29,0.44,0.73,24.7,80,2017-18,1.9,0.2,0.067,1.81,1.0,0.81,4.47,5.01,3.95
1815,1627875_2017-18,0.12,0.05,0.17,5.4,42,2017-18,0.4,0.1,0.111,0.36,0.18,0.18,4.08,4.03,4.13
1816,202694_2017-18,0.35,0.57,0.93,27.1,54,2017-18,2.4,0.3,0.103,1.83,1.0,0.83,4.12,4.41,3.82
1817,1627779_2017-18,0.0,0.2,0.2,5.7,5,2017-18,0.2,0.2,0.167,0.4,0.23,0.17,4.29,4.45,4.12
1818,203935_2017-18,0.31,0.37,0.69,30.3,54,2017-18,2.9,0.3,0.044,2.05,1.09,0.96,4.1,4.37,3.83
1819,201596_2017-18,0.24,0.68,0.92,21.8,66,2017-18,2.6,0.4,0.068,1.49,0.84,0.65,4.16,4.59,3.71
1820,1626209_2017-18,0.27,0.43,0.69,22.4,75,2017-18,1.2,0.1,0.033,1.57,0.85,0.72,4.29,4.63,3.95
1821,203900_2017-18,0.25,0.25,0.5,8.0,4,2017-18,0.3,0.0,0.0,0.58,0.3,0.28,4.39,4.42,4.37
1822,1628365_2017-18,0.43,0.5,0.93,18.3,14,2017-18,1.4,0.2,0.023,1.4,0.76,0.64,4.67,5.07,4.27
1823,202693_2017-18,0.29,0.59,0.88,27.3,73,2017-18,1.7,0.1,0.048,1.74,0.91,0.83,3.89,4.04,3.74
1824,1627737_2017-18,0.26,0.4,0.67,21.5,72,2017-18,1.8,0.2,0.155,1.54,0.83,0.7,4.35,4.8,3.92
1825,203104_2017-18,0.33,0.33,0.67,24.9,3,2017-18,1.7,0.0,0.0,1.65,0.92,0.72,4.0,4.55,3.6
1826,201578_2017-18,0.12,0.15,0.27,13.2,52,2017-18,1.5,0.1,0.075,0.8,0.42,0.38,3.71,3.88,3.55
1827,1627850_2017-18,0.0,0.13,0.13,6.6,8,2017-18,1.3,0.1,0.5,0.48,0.26,0.22,4.43,4.73,4.1
1828,101107_2017-18,0.19,0.41,0.6,26.1,78,2017-18,1.3,0.1,0.07,1.86,1.02,0.84,4.35,4.77,3.93
1829,203486_2017-18,0.28,0.45,0.73,19.7,74,2017-18,2.2,0.1,0.116,1.36,0.72,0.64,4.26,4.55,3.98
1830,1627856_2017-18,0.0,0.0,0.0,8.2,4,2017-18,0.3,0.0,0.0,0.59,0.3,0.29,4.48,4.74,4.25
1831,1628475_2017-18,0.0,0.0,0.0,3.9,3,2017-18,0.0,0.0,0.0,0.26,0.13,0.13,4.22,4.56,3.93
1832,203521_2017-18,0.39,0.21,0.61,19.0,38,2017-18,1.0,0.1,0.021,1.35,0.72,0.62,4.34,4.8,3.9
1833,203090_2017-18,0.24,0.39,0.63,21.7,59,2017-18,0.9,0.1,0.047,1.55,0.84,0.72,4.39,4.56,4.21
1834,1628467_2017-18,0.18,0.24,0.42,17.0,72,2017-18,0.9,0.0,0.042,1.18,0.63,0.55,4.25,4.38,4.1
1835,203086_2017-18,0.15,0.03,0.18,7.8,33,2017-18,0.5,0.0,0.083,0.53,0.29,0.24,4.13,4.27,3.96
1836,201563_2017-18,0.43,0.3,0.73,22.6,74,2017-18,1.8,0.3,0.058,1.55,0.83,0.72,4.24,4.48,3.99
1837,203487_2017-18,0.33,0.56,0.88,16.3,52,2017-18,2.1,0.4,0.084,1.22,0.66,0.55,4.58,4.81,4.32
1838,203077_2017-18,0.35,0.51,0.86,25.3,74,2017-18,1.9,0.2,0.059,1.89,0.97,0.92,4.53,4.62,4.43
1839,201144_2017-18,0.42,0.33,0.75,31.5,12,2017-18,4.9,1.5,0.117,2.2,1.21,0.99,4.25,4.64,3.87
1840,1628455_2017-18,0.28,0.53,0.81,19.3,36,2017-18,1.9,0.6,0.072,1.43,0.77,0.66,4.51,4.85,4.14
1841,203488_2017-18,0.13,0.25,0.38,20.3,53,2017-18,1.2,0.0,0.042,1.54,0.84,0.69,4.63,5.02,4.23
1842,203118_2017-18,0.28,0.26,0.54,18.7,76,2017-18,1.0,0.1,0.049,1.35,0.73,0.61,4.42,4.79,4.04
1843,203101_2017-18,0.33,0.18,0.51,16.9,55,2017-18,0.9,0.1,0.2,1.23,0.69,0.55,4.48,4.88,4.05
1844,1628462_2017-18,0.29,0.58,0.87,25.5,45,2017-18,1.5,0.1,0.018,1.81,0.97,0.84,4.32,4.75,3.91
1845,1628495_2017-18,0.3,1.0,1.3,12.6,10,2017-18,0.8,0.2,0.047,0.92,0.51,0.4,4.45,4.7,4.06
1846,1627851_2017-18,0.0,0.0,0.0,1.9,1,2017-18,0.0,0.0,0.0,0.13,0.05,0.07,3.23,11.78,4.46
1847,203141_2017-18,0.0,0.3,0.3,16.1,10,2017-18,0.4,0.0,0.0,1.11,0.59,0.52,4.19,4.57,3.92
1848,1628420_2017-18,0.0,1.0,1.0,8.5,3,2017-18,0.7,0.3,0.167,0.62,0.34,0.27,4.52,4.79,3.79
1849,1626149_2017-18,0.29,0.29,0.58,17.2,76,2017-18,2.5,0.1,0.103,1.18,0.61,0.57,4.16,4.49,3.87
1850,1627988_2017-18,0.3,0.65,0.95,19.2,20,2017-18,0.5,0.0,0.0,1.45,0.81,0.65,4.64,4.99,4.26
1851,1626167_2017-18,0.31,0.49,0.8,28.6,65,2017-18,2.9,0.1,0.113,2.01,1.08,0.94,4.29,4.62,3.97
1852,203489_2017-18,0.0,0.0,0.0,3.8,5,2017-18,0.2,0.0,0.0,0.25,0.14,0.11,3.87,4.25,3.43
1853,1628513_2017-18,0.0,0.0,0.0,0.5,1,2017-18,0.0,0.0,0.0,0.04,0.02,0.02,0.0,0.0,0.0
1854,202357_2017-18,0.24,0.34,0.58,20.7,67,2017-18,0.7,0.1,0.032,1.48,0.79,0.69,4.35,4.53,4.17
1855,2403_2017-18,0.12,0.35,0.46,14.8,52,2017-18,1.6,0.1,0.12,1.03,0.53,0.5,4.24,4.51,3.99
1856,203457_2017-18,0.3,0.33,0.63,15.9,30,2017-18,1.4,0.0,0.0,1.12,0.6,0.52,4.28,4.41,4.14
1857,2555_2017-18,0.07,0.07,0.13,5.1,15,2017-18,0.7,0.0,0.0,0.33,0.18,0.15,4.42,4.68,3.94
1858,201156_2017-18,0.18,0.38,0.55,17.6,80,2017-18,0.9,0.1,0.072,1.19,0.63,0.56,4.13,4.42,3.85
1859,201587_2017-18,0.41,0.67,1.08,31.4,64,2017-18,1.8,0.1,0.038,2.26,1.2,1.06,4.4,4.65,4.14
1860,1627852_2017-18,0.0,0.0,0.0,2.5,4,2017-18,0.0,0.0,0.0,0.18,0.09,0.08,4.25,5.31,3.36
1861,1628502_2017-18,0.33,0.22,0.56,13.8,9,2017-18,0.3,0.0,0.0,0.97,0.54,0.43,4.22,4.68,3.75
1862,203917_2017-18,0.07,0.22,0.29,12.9,41,2017-18,0.6,0.1,0.037,0.93,0.51,0.42,4.37,4.78,3.95
1863,203999_2017-18,0.68,0.55,1.23,33.0,75,2017-18,5.1,0.1,0.04,2.17,1.19,0.98,4.06,4.46,3.66
1864,202703_2017-18,0.42,0.82,1.24,27.5,55,2017-18,2.5,0.1,0.056,1.99,1.05,0.93,4.39,4.9,3.94
1865,202696_2017-18,0.26,0.37,0.63,29.9,57,2017-18,1.8,0.1,0.049,1.96,1.02,0.94,4.05,4.26,3.84
1866,203943_2017-18,0.33,0.33,0.67,16.4,54,2017-18,1.1,0.0,0.029,1.18,0.64,0.54,4.4,4.77,4.01
1867,1626181_2017-18,0.19,0.23,0.41,15.4,70,2017-18,0.8,0.1,0.035,1.14,0.61,0.54,4.56,4.91,4.23
1868,1628384_2017-18,0.23,0.36,0.59,20.3,74,2017-18,0.8,0.1,0.064,1.5,0.78,0.72,4.54,4.71,4.36
1869,1627855_2017-18,0.33,0.0,0.33,13.4,6,2017-18,1.0,0.0,0.0,1.0,0.52,0.48,4.55,4.75,4.35
1870,204179_2017-18,0.25,0.25,0.5,19.0,4,2017-18,0.0,0.0,0.0,1.33,0.71,0.61,4.24,4.62,4.02
1871,201600_2017-18,0.06,0.06,0.11,10.3,18,2017-18,0.7,0.0,0.0,0.68,0.35,0.33,4.0,4.31,3.73
1872,201956_2017-18,0.09,0.15,0.25,14.2,53,2017-18,1.1,0.0,0.03,1.05,0.56,0.49,4.54,4.99,4.12
1873,203490_2017-18,0.32,0.87,1.19,32.0,77,2017-18,1.5,0.2,0.061,2.35,1.26,1.09,4.48,4.78,4.18
1874,200782_2017-18,0.48,0.76,1.23,28.2,82,2017-18,1.0,0.1,0.075,1.88,0.97,0.91,4.06,4.2,3.93
1875,1628408_2017-18,0.0,0.0,0.0,1.6,2,2017-18,0.0,0.0,0.0,0.11,0.06,0.05,3.76,3.87,3.66
1876,1627783_2017-18,0.44,0.57,1.01,25.2,1,2017-18,0.0,0.1,0.02,1.57,0.84,0.73,4.59,5.02,4.17
1877,1627783_2017-18,0.44,0.57,1.01,21.0,80,2017-18,1.0,0.1,0.02,1.57,0.84,0.73,4.59,5.02,4.17
1878,1626192_2017-18,0.3,0.29,0.6,18.4,82,2017-18,0.5,0.1,0.034,1.33,0.74,0.59,4.41,4.68,4.11
1879,201976_2017-18,0.45,1.45,1.91,30.7,11,2017-18,2.8,0.1,0.008,2.29,1.22,1.07,4.53,4.85,4.21
1880,1627775_2017-18,0.19,0.42,0.61,17.1,57,2017-18,0.7,0.1,0.053,1.24,0.65,0.59,4.42,4.69,4.15
1881,202335_2017-18,0.11,0.23,0.34,15.7,82,2017-18,0.6,0.1,0.133,1.04,0.54,0.5,4.07,4.33,3.81
1882,201988_2017-18,0.41,0.51,0.93,26.0,82,2017-18,2.0,0.0,0.008,1.93,1.09,0.85,4.53,4.94,4.1
1883,2200_2017-18,0.27,0.27,0.55,23.8,77,2017-18,2.6,0.2,0.113,1.6,0.88,0.72,4.1,4.36,3.83
1884,202331_2017-18,0.8,1.0,1.8,37.1,79,2017-18,4.2,0.9,0.096,2.56,1.35,1.21,4.21,4.62,3.83
1885,200794_2017-18,0.47,0.87,1.34,30.5,38,2017-18,3.7,0.4,0.076,2.0,1.07,0.93,4.11,4.39,3.82
1886,1627835_2017-18,0.17,0.24,0.41,15.5,54,2017-18,0.7,0.1,0.047,1.14,0.62,0.53,4.51,5.02,4.04
1887,203112_2017-18,0.2,0.2,0.4,19.7,70,2017-18,1.2,0.1,0.088,1.34,0.75,0.6,4.16,4.51,3.79
1888,202347_2017-18,0.13,0.13,0.26,8.6,23,2017-18,0.4,0.0,0.0,0.62,0.33,0.3,4.39,4.74,4.07
1889,1626188_2017-18,0.3,0.36,0.67,22.7,33,2017-18,0.8,0.0,0.0,1.75,0.97,0.78,4.75,5.27,4.22
1890,1626154_2017-18,0.2,0.4,0.6,9.1,5,2017-18,1.0,0.0,0.0,0.65,0.34,0.31,4.14,4.53,3.78
1891,200765_2017-18,0.31,0.89,1.2,26.6,65,2017-18,1.2,0.2,0.019,1.87,0.98,0.89,4.29,4.67,3.95
1892,201196_2017-18,0.29,0.21,0.5,14.2,28,2017-18,1.7,0.5,0.094,0.94,0.53,0.42,4.2,4.62,3.77
1893,1626173_2017-18,0.14,0.11,0.25,7.7,28,2017-18,0.2,0.0,0.059,0.54,0.27,0.27,4.28,4.4,4.18
1894,203526_2017-18,0.2,0.37,0.56,12.3,41,2017-18,1.1,0.1,0.027,0.92,0.5,0.41,4.61,4.96,4.23
1895,101109_2017-18,0.26,0.5,0.76,16.9,82,2017-18,0.7,0.1,0.028,1.13,0.58,0.54,4.05,4.24,3.86
1896,203493_2017-18,0.24,0.65,0.89,28.3,62,2017-18,0.9,0.1,0.042,2.04,1.08,0.96,4.42,4.66,4.16
1897,203687_2017-18,0.0,0.0,0.0,2.2,3,2017-18,0.0,0.0,0.0,0.13,0.08,0.05,4.21,3.6,5.06
1898,202704_2017-18,0.53,0.51,1.04,27.0,45,2017-18,2.8,0.7,0.054,1.91,1.05,0.86,4.32,4.67,3.95
1899,2210_2017-18,0.1,0.2,0.3,8.3,20,2017-18,0.4,0.1,0.087,0.56,0.3,0.26,4.13,4.2,4.06
1900,1626158_2017-18,0.33,0.21,0.54,15.7,48,2017-18,1.0,0.1,0.14,1.09,0.57,0.52,4.23,4.5,3.98
1901,201937_2017-18,0.49,1.0,1.49,29.7,77,2017-18,3.3,0.4,0.039,2.16,1.21,0.94,4.45,4.89,3.99
1902,203496_2017-18,0.35,0.96,1.31,32.1,80,2017-18,1.6,0.2,0.085,2.25,1.18,1.07,4.27,4.65,3.92
1903,201577_2017-18,0.23,0.33,0.56,26.8,64,2017-18,1.6,0.0,0.027,1.86,1.0,0.86,4.24,4.59,3.92
1904,203918_2017-18,0.3,0.4,0.7,27.3,60,2017-18,1.9,0.3,0.05,1.93,1.04,0.89,4.31,4.62,4.01
1905,203585_2017-18,0.28,0.28,0.56,16.8,18,2017-18,0.7,0.0,0.0,1.28,0.68,0.6,4.62,4.85,4.39
1906,1628681_2017-18,0.19,0.25,0.44,18.3,16,2017-18,0.6,0.0,0.0,1.26,0.66,0.6,4.26,4.4,4.11
1907,1627758_2017-18,0.14,0.48,0.62,13.4,29,2017-18,0.7,0.1,0.086,1.04,0.56,0.48,4.78,5.25,4.32
1908,1626178_2017-18,0.47,0.47,0.94,28.6,68,2017-18,3.9,0.5,0.092,2.1,1.14,0.96,4.49,4.8,4.19
1909,1626220_2017-18,0.14,0.48,0.62,16.9,69,2017-18,1.1,0.2,0.048,1.22,0.66,0.56,4.44,4.72,4.13
1910,200752_2017-18,0.58,0.39,0.96,21.9,57,2017-18,2.1,0.4,0.092,1.57,0.86,0.71,4.38,4.63,4.1
1911,203497_2017-18,0.34,0.43,0.77,32.9,56,2017-18,5.1,0.2,0.193,2.31,1.26,1.04,4.3,4.62,3.97
1912,201566_2017-18,0.95,1.19,2.14,36.9,80,2017-18,5.8,1.1,0.057,2.51,1.35,1.16,4.14,4.67,3.66
1913,201583_2017-18,0.3,0.3,0.61,26.5,66,2017-18,1.3,0.2,0.133,1.79,0.95,0.84,4.13,4.39,3.89
1914,1627853_2017-18,0.04,0.29,0.33,12.8,24,2017-18,0.7,0.0,0.042,0.99,0.53,0.47,4.73,5.24,4.23
1915,1626257_2017-18,0.3,0.25,0.54,12.1,61,2017-18,1.3,0.0,0.333,0.87,0.46,0.41,4.37,4.49,4.23
1916,1626155_2017-18,0.23,0.27,0.51,12.3,73,2017-18,0.6,0.1,0.07,0.95,0.51,0.45,4.74,5.27,4.27
1917,203816_2017-18,0.0,1.0,1.0,8.5,1,2017-18,1.0,0.0,0.0,0.68,0.35,0.33,5.04,4.12,4.54
1918,203930_2017-18,0.13,0.35,0.48,12.5,52,2017-18,1.1,0.2,0.069,0.88,0.47,0.41,4.32,4.68,3.97
1919,1628400_2017-18,0.15,0.19,0.34,16.0,73,2017-18,0.5,0.0,0.02,1.19,0.65,0.55,4.43,4.71,4.14
1920,201586_2017-18,0.2,0.39,0.59,27.9,76,2017-18,1.3,0.2,0.069,1.92,1.04,0.88,4.22,4.57,3.88
1921,203498_2017-18,0.09,0.21,0.3,9.8,43,2017-18,0.8,0.1,0.067,0.73,0.37,0.36,4.53,4.56,4.5
1922,203894_2017-18,0.32,0.47,0.8,21.0,74,2017-18,2.0,0.4,0.082,1.45,0.8,0.65,4.23,4.51,3.93
1923,203499_2017-18,0.22,0.41,0.63,14.5,54,2017-18,1.1,0.2,0.076,1.07,0.57,0.5,4.41,4.51,4.3
1924,1627885_2017-18,0.22,0.7,0.91,16.9,23,2017-18,1.6,0.2,0.036,1.4,0.75,0.65,5.0,5.5,4.53
1925,2733_2017-18,0.17,0.34,0.51,16.1,71,2017-18,0.7,0.1,0.08,1.17,0.62,0.55,4.47,5.01,3.99
1926,202714_2017-18,0.3,0.46,0.77,20.0,69,2017-18,1.4,0.3,0.035,1.48,0.8,0.68,4.54,4.92,4.16
1927,1628414_2017-18,0.22,0.4,0.62,16.0,73,2017-18,1.0,0.2,0.099,1.2,0.6,0.6,4.55,4.75,4.37
1928,1627746_2017-18,0.4,0.37,0.77,20.9,60,2017-18,2.0,0.1,0.07,1.51,0.8,0.71,4.42,4.65,4.19
1929,203524_2017-18,0.25,0.67,0.92,15.8,12,2017-18,0.7,0.0,0.0,1.11,0.6,0.52,4.31,4.79,3.86
1930,203915_2017-18,0.36,0.66,1.03,29.2,80,2017-18,2.8,0.8,0.063,1.99,1.12,0.87,4.13,4.51,3.72
1931,1626169_2017-18,0.25,0.8,1.04,27.8,69,2017-18,1.6,0.3,0.08,1.95,1.01,0.94,4.29,4.43,4.15
1932,201939_2017-18,0.69,0.98,1.67,32.4,51,2017-18,4.1,0.7,0.09,2.42,1.28,1.13,4.55,5.24,3.96
