,pidSzn,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,MIN,GP,Season,PFD,DRIVE_PF,DRIVE_PF_PCT,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
2652,1627749_2019-20,0.58,0.68,1.26,25.9,66,2019-20,1.6,0.4,0.043,2.1,1.16,0.95,4.68,5.14,4.22
2653,1626153_2019-20,0.45,0.36,0.81,21.8,73,2019-20,1.3,0.3,0.05,1.66,0.92,0.74,4.4,4.75,4.03
2654,203471_2019-20,0.42,0.57,0.98,31.2,65,2019-20,3.2,0.8,0.066,2.3,1.2,1.09,4.12,4.31,3.92
2655,1628372_2019-20,0.24,0.44,0.68,16.0,34,2019-20,1.5,0.4,0.061,1.21,0.66,0.55,4.32,4.7,3.94
2656,1627756_2019-20,0.08,0.42,0.5,13.7,36,2019-20,0.3,0.1,0.021,1.01,0.55,0.47,4.24,4.59,3.92
2657,1629126_2019-20,0.15,0.13,0.28,9.3,39,2019-20,0.4,0.1,0.03,0.66,0.34,0.32,4.14,4.38,3.88
2658,202324_2019-20,0.41,0.39,0.8,24.7,51,2019-20,1.6,0.0,0.0,1.8,0.95,0.84,4.19,4.56,3.83
2659,1627884_2019-20,0.32,0.49,0.81,23.6,59,2019-20,1.9,0.1,0.104,1.73,0.9,0.84,4.15,4.31,4.0
2660,201565_2019-20,0.44,0.38,0.82,26.3,50,2019-20,2.3,0.6,0.036,1.96,1.1,0.86,4.22,4.72,3.72
2661,1628476_2019-20,0.04,0.08,0.12,9.7,26,2019-20,0.4,0.0,0.0,0.72,0.38,0.34,4.26,4.43,4.12
2662,1628401_2019-20,0.28,0.43,0.71,25.0,68,2019-20,3.2,0.6,0.074,1.91,1.06,0.85,4.3,4.81,3.8
2663,1626164_2019-20,0.54,0.41,0.96,36.4,70,2019-20,6.5,0.9,0.066,2.69,1.5,1.19,4.19,4.72,3.68
2664,1628985_2019-20,0.09,0.18,0.27,7.4,11,2019-20,0.8,0.1,0.048,0.53,0.3,0.23,4.05,4.67,3.46
2665,1629719_2019-20,0.0,0.0,0.0,9.0,1,2019-20,0.0,0.0,0.0,0.73,0.38,0.35,4.28,4.95,3.62
2666,1628984_2019-20,0.48,0.44,0.92,35.6,63,2019-20,4.1,0.6,0.061,2.57,1.45,1.12,4.11,4.57,3.64
2667,1629608_2019-20,0.0,0.17,0.17,4.8,6,2019-20,0.5,0.0,0.0,0.38,0.2,0.17,4.43,4.38,4.07
2668,203473_2019-20,0.39,0.27,0.66,17.8,44,2019-20,1.2,0.0,0.0,1.25,0.66,0.59,3.98,4.23,3.72
2669,1628415_2019-20,0.38,0.52,0.9,29.3,73,2019-20,2.5,0.5,0.068,2.11,1.09,1.02,4.09,4.26,3.93
2670,203079_2019-20,0.3,0.5,0.8,21.0,10,2019-20,1.4,0.2,0.032,1.45,0.79,0.66,3.89,4.43,3.39
2671,1627734_2019-20,0.48,0.35,0.84,35.3,62,2019-20,5.0,0.1,0.061,2.53,1.35,1.18,4.08,4.38,3.8
2672,1628378_2019-20,0.59,0.42,1.01,34.7,69,2019-20,3.9,1.0,0.066,2.41,1.33,1.08,3.94,4.29,3.59
2673,1629743_2019-20,0.22,0.11,0.33,15.0,9,2019-20,1.7,0.0,0.0,1.16,0.65,0.51,4.34,4.5,4.15
2674,1628978_2019-20,0.59,0.48,1.08,23.3,66,2019-20,1.5,0.2,0.054,1.82,0.96,0.86,4.44,4.85,4.05
2675,1627827_2019-20,0.45,0.49,0.94,30.2,71,2019-20,1.3,0.2,0.063,2.27,1.2,1.07,4.24,4.41,4.06
2676,203926_2019-20,0.2,0.17,0.38,20.2,69,2019-20,0.8,0.0,0.02,1.58,0.87,0.71,4.56,5.02,4.11
2677,1627733_2019-20,0.25,0.13,0.38,18.1,16,2019-20,1.2,0.1,0.095,1.4,0.76,0.64,4.18,4.55,3.81
2678,203110_2019-20,0.23,0.35,0.58,28.8,43,2019-20,2.0,0.4,0.107,1.96,1.04,0.93,3.91,4.27,3.56
2679,1629234_2019-20,0.14,0.0,0.14,12.5,22,2019-20,1.3,0.0,0.0,0.95,0.51,0.45,4.32,4.67,3.97
2680,1629130_2019-20,0.15,0.34,0.49,30.1,73,2019-20,1.2,0.0,0.014,2.25,1.25,0.99,4.27,4.71,3.82
2681,1628605_2019-20,0.0,0.5,0.5,6.8,2,2019-20,0.5,0.5,0.143,0.47,0.26,0.21,3.76,4.34,3.22
2682,1628407_2019-20,0.21,0.31,0.51,17.9,39,2019-20,1.1,0.4,0.078,1.28,0.68,0.59,4.06,4.3,3.82
2683,2730_2019-20,0.32,0.12,0.43,19.2,69,2019-20,3.0,0.0,0.125,1.34,0.71,0.64,3.98,4.18,3.78
2684,203939_2019-20,0.18,0.33,0.5,26.9,40,2019-20,2.9,0.2,0.123,1.97,1.08,0.89,4.23,4.55,3.88
2685,1629058_2019-20,0.23,0.18,0.4,12.3,40,2019-20,1.3,0.3,0.08,0.92,0.5,0.42,4.26,4.61,3.92
2686,202734_2019-20,0.34,0.3,0.64,18.5,56,2019-20,0.7,0.1,0.022,1.42,0.77,0.65,4.42,4.9,3.96
2687,202334_2019-20,0.25,0.21,0.46,11.0,28,2019-20,0.9,0.0,0.0,0.81,0.44,0.37,4.16,4.39,3.92
2688,1628410_2019-20,0.19,0.06,0.26,14.6,31,2019-20,0.9,0.1,0.033,1.13,0.59,0.54,4.37,4.66,4.09
2689,203901_2019-20,0.51,0.71,1.22,28.1,45,2019-20,1.7,0.7,0.052,2.12,1.17,0.96,4.32,4.72,3.91
2690,1629059_2019-20,0.2,0.25,0.45,13.2,55,2019-20,1.1,0.3,0.067,1.04,0.56,0.47,4.49,4.85,4.13
2691,1626144_2019-20,0.2,0.19,0.39,15.9,54,2019-20,1.5,0.5,0.065,1.24,0.7,0.53,4.42,4.89,3.91
2692,202683_2019-20,0.28,0.26,0.53,17.2,58,2019-20,1.6,0.0,0.0,1.2,0.62,0.58,3.97,4.03,3.9
2693,202339_2019-20,0.51,0.64,1.15,27.3,61,2019-20,3.0,0.8,0.069,2.06,1.09,0.98,4.32,4.86,3.84
2694,201569_2019-20,0.19,0.33,0.53,28.6,36,2019-20,2.5,0.6,0.094,1.86,0.94,0.92,3.69,3.97,3.45
2695,1628450_2019-20,1.0,0.0,1.0,19.3,1,2019-20,1.0,0.0,0.0,1.44,0.76,0.68,4.11,4.93,3.92
2696,1629672_2019-20,0.33,0.32,0.65,27.9,60,2019-20,2.8,0.6,0.109,2.11,1.13,0.98,4.34,4.68,4.0
2697,101141_2019-20,0.16,0.24,0.4,15.9,63,2019-20,1.3,0.0,0.061,1.2,0.65,0.55,4.32,4.74,3.92
2698,203095_2019-20,0.5,0.5,1.0,31.9,66,2019-20,2.7,0.6,0.068,2.4,1.31,1.09,4.3,4.68,3.92
2699,202323_2019-20,0.37,0.16,0.53,13.4,19,2019-20,0.7,0.1,0.031,0.97,0.53,0.45,4.05,4.3,3.83
2700,1628402_2019-20,0.22,0.2,0.42,13.7,59,2019-20,1.0,0.2,0.085,1.05,0.56,0.49,4.35,4.79,3.94
2701,1626163_2019-20,0.26,0.28,0.54,20.2,39,2019-20,1.9,0.3,0.191,1.47,0.82,0.65,4.21,4.63,3.78
2702,1628412_2019-20,0.33,0.33,0.67,13.3,9,2019-20,1.5,0.4,0.07,0.97,0.52,0.46,4.15,4.54,3.88
2703,1628373_2019-20,0.23,0.39,0.61,21.1,57,2019-20,1.2,0.2,0.039,1.59,0.86,0.73,4.29,4.64,3.93
2704,1627832_2019-20,0.54,0.87,1.41,36.2,54,2019-20,3.5,0.6,0.041,2.66,1.45,1.21,4.16,4.59,3.74
2705,1627788_2019-20,0.11,0.28,0.39,21.9,72,2019-20,1.3,0.1,0.056,1.69,0.93,0.76,4.35,4.68,4.01
2706,1629216_2019-20,0.11,0.33,0.44,9.3,9,2019-20,0.3,0.0,0.0,0.55,0.29,0.26,4.25,4.48,3.86
2707,202066_2019-20,0.42,0.47,0.89,28.3,62,2019-20,1.5,0.1,0.033,2.03,1.09,0.94,4.18,4.5,3.86
2708,1629726_2019-20,0.11,0.33,0.44,12.8,18,2019-20,1.6,0.1,0.091,1.0,0.51,0.49,4.38,4.6,4.14
2709,1629109_2019-20,0.33,0.1,0.43,13.7,42,2019-20,0.4,0.0,0.0,1.03,0.55,0.48,4.24,4.57,3.92
2710,203914_2019-20,0.34,0.7,1.04,32.2,56,2019-20,1.5,0.4,0.071,2.25,1.19,1.07,4.08,4.23,3.93
2711,1627780_2019-20,0.34,0.62,0.97,15.1,29,2019-20,0.4,0.0,0.016,1.24,0.64,0.6,4.67,4.89,4.47
2712,1629018_2019-20,0.25,0.34,0.59,22.1,61,2019-20,0.9,0.1,0.078,1.55,0.8,0.74,4.07,4.18,3.97
2713,201588_2019-20,0.24,0.54,0.78,21.8,59,2019-20,1.6,0.2,0.058,1.61,0.87,0.74,4.24,4.52,3.95
2714,1627777_2019-20,0.29,0.12,0.41,14.2,66,2019-20,0.4,0.1,0.049,1.07,0.59,0.48,4.3,4.63,3.96
2715,203507_2019-20,1.03,0.51,1.54,30.8,63,2019-20,8.3,1.4,0.133,2.23,1.22,1.01,4.13,4.75,3.56
2716,203922_2019-20,0.48,0.42,0.9,29.2,62,2019-20,1.1,0.2,0.083,2.3,1.22,1.08,4.49,4.81,4.18
2717,1629048_2019-20,0.04,0.02,0.06,8.8,54,2019-20,0.5,0.0,0.0,0.64,0.35,0.29,4.15,4.41,3.88
2718,201609_2019-20,0.44,0.42,0.86,28.6,59,2019-20,3.3,0.4,0.041,2.1,1.2,0.9,4.14,4.67,3.61
2719,202330_2019-20,0.5,0.48,0.98,33.9,52,2019-20,2.6,0.6,0.064,2.59,1.41,1.18,4.33,4.76,3.91
2720,203476_2019-20,0.32,0.32,0.63,17.6,63,2019-20,1.8,0.1,0.071,1.26,0.69,0.57,4.06,4.4,3.71
2721,1629684_2019-20,0.29,0.13,0.42,15.3,69,2019-20,0.9,0.1,0.129,1.14,0.59,0.54,4.19,4.37,4.01
2722,1628960_2019-20,0.18,0.45,0.63,19.2,38,2019-20,1.4,0.3,0.074,1.48,0.78,0.7,4.34,4.65,4.04
2723,1628977_2019-20,0.37,0.46,0.83,19.7,46,2019-20,1.4,0.2,0.087,1.47,0.78,0.69,4.3,4.52,4.08
2724,203084_2019-20,0.42,0.35,0.76,34.9,72,2019-20,3.2,0.7,0.108,2.62,1.42,1.21,4.25,4.6,3.89
2725,1628385_2019-20,0.39,0.2,0.59,14.7,46,2019-20,1.3,0.0,0.038,1.05,0.55,0.5,4.04,4.21,3.87
2726,202355_2019-20,0.48,0.27,0.75,30.4,67,2019-20,3.3,0.0,0.03,2.06,1.09,0.97,3.88,4.0,3.75
2727,1627740_2019-20,0.0,0.0,0.0,3.1,5,2019-20,0.0,0.0,0.0,0.24,0.13,0.11,4.31,5.31,4.1
2728,101133_2019-20,0.39,0.39,0.79,21.5,38,2019-20,2.7,0.1,0.103,1.58,0.85,0.73,4.17,4.45,3.9
2729,1629649_2019-20,0.11,0.0,0.11,6.0,9,2019-20,0.3,0.2,0.133,0.39,0.2,0.19,4.17,4.52,3.86
2730,202697_2019-20,0.31,0.38,0.69,18.8,13,2019-20,0.8,0.1,0.083,1.38,0.7,0.68,4.18,4.31,4.01
2731,1629067_2019-20,0.27,0.32,0.59,19.2,66,2019-20,1.6,0.2,0.083,1.45,0.74,0.71,4.3,4.47,4.14
2732,1628392_2019-20,0.52,0.22,0.74,11.7,23,2019-20,1.1,0.0,0.25,0.91,0.47,0.44,4.4,4.67,4.13
2733,1629676_2019-20,0.0,0.0,0.0,3.9,3,2019-20,0.0,0.0,0.0,0.24,0.12,0.12,4.51,6.04,4.5
2734,202738_2019-20,0.2,0.23,0.43,23.4,40,2019-20,1.7,0.3,0.037,1.54,0.88,0.67,3.87,4.37,3.36
2735,202397_2019-20,0.37,0.69,1.06,26.6,68,2019-20,1.2,0.2,0.019,2.1,1.18,0.92,4.46,5.15,3.81
2736,1627826_2019-20,0.32,0.14,0.46,18.7,72,2019-20,1.8,0.0,0.0,1.37,0.73,0.64,4.19,4.55,3.84
2737,200826_2019-20,0.21,0.28,0.48,15.7,29,2019-20,1.4,0.2,0.034,1.15,0.66,0.49,4.17,4.66,3.64
2738,1629122_2019-20,0.0,0.0,0.0,0.6,1,2019-20,0.0,0.0,0.0,0.04,0.02,0.02,0.0,0.0,0.0
2739,200755_2019-20,0.22,0.32,0.53,26.7,60,2019-20,2.7,0.2,0.062,2.1,1.15,0.95,4.46,5.05,3.91
2740,2747_2019-20,0.0,0.33,0.33,13.3,6,2019-20,0.5,0.0,0.0,0.99,0.51,0.48,4.25,4.73,3.84
2741,1629630_2019-20,0.43,0.57,1.0,31.4,67,2019-20,4.1,1.3,0.066,2.4,1.34,1.06,4.33,4.84,3.82
2742,203960_2019-20,0.26,0.26,0.53,14.0,34,2019-20,1.0,0.1,0.077,1.07,0.56,0.5,4.34,4.54,4.14
2743,203210_2019-20,0.21,0.14,0.35,21.0,63,2019-20,0.7,0.0,0.103,1.54,0.81,0.72,4.12,4.46,3.78
2744,201580_2019-20,0.18,0.19,0.37,16.8,68,2019-20,1.3,0.1,0.167,1.2,0.62,0.58,4.1,4.31,3.91
2745,203953_2019-20,0.45,0.45,0.89,24.5,38,2019-20,1.9,0.3,0.098,1.93,1.05,0.88,4.46,4.87,4.06
2746,1628980_2019-20,0.14,0.03,0.17,14.6,29,2019-20,0.9,0.2,0.106,1.16,0.62,0.53,4.53,4.93,4.14
2747,203109_2019-20,0.28,0.51,0.78,29.2,65,2019-20,1.9,0.1,0.105,2.1,1.11,0.98,4.1,4.39,3.81
2748,1626143_2019-20,0.7,0.1,0.8,15.8,30,2019-20,2.1,0.1,0.051,1.17,0.62,0.55,4.21,4.57,3.86
2749,1627774_2019-20,0.26,0.35,0.61,22.3,23,2019-20,1.3,0.1,0.052,1.75,0.95,0.8,4.41,4.81,4.0
2750,1627751_2019-20,0.21,0.24,0.45,18.0,66,2019-20,1.5,0.1,0.132,1.42,0.76,0.66,4.49,4.89,4.11
2751,1628973_2019-20,0.32,0.39,0.7,18.2,57,2019-20,2.1,0.3,0.044,1.36,0.75,0.62,4.25,4.56,3.93
2752,1629665_2019-20,0.0,0.0,0.0,6.4,5,2019-20,0.6,0.0,0.0,0.49,0.26,0.24,4.36,4.77,4.0
2753,1629667_2019-20,0.38,0.25,0.63,18.6,16,2019-20,1.1,0.2,0.05,1.46,0.8,0.66,4.52,4.91,4.12
2754,2037_2019-20,0.0,0.0,0.0,6.0,1,2019-20,1.0,0.0,0.0,0.42,0.26,0.17,3.83,5.22,4.27
2755,1627750_2019-20,0.58,0.66,1.24,32.7,59,2019-20,3.1,0.5,0.052,2.44,1.37,1.07,4.25,4.67,3.82
2756,203516_2019-20,0.36,0.2,0.57,18.6,69,2019-20,1.3,0.2,0.119,1.43,0.76,0.66,4.45,4.7,4.21
2757,201935_2019-20,0.84,0.63,1.47,37.0,68,2019-20,7.8,2.1,0.12,2.28,1.21,1.08,3.53,3.87,3.22
2758,201949_2019-20,0.34,0.22,0.56,19.6,32,2019-20,1.0,0.4,0.11,1.41,0.76,0.65,4.1,4.53,3.7
2759,201162_2019-20,0.07,0.11,0.18,8.2,45,2019-20,0.2,0.0,0.0,0.59,0.33,0.26,4.11,4.59,3.61
2760,1629607_2019-20,0.0,0.0,0.0,2.7,3,2019-20,0.0,0.0,0.0,0.15,0.08,0.07,4.53,3.76,3.51
2761,1628991_2019-20,0.53,0.39,0.91,28.8,57,2019-20,3.3,0.6,0.148,2.16,1.18,0.98,4.27,4.71,3.83
2762,1629020_2019-20,0.09,0.27,0.36,4.3,11,2019-20,0.1,0.0,0.0,0.28,0.15,0.13,4.37,4.8,3.94
2763,1629714_2019-20,0.11,0.22,0.33,10.8,9,2019-20,0.3,0.0,0.0,0.75,0.42,0.33,4.1,4.37,3.8
2764,1628386_2019-20,0.56,0.34,0.9,26.8,70,2019-20,4.0,0.0,0.15,1.9,1.03,0.87,4.05,4.44,3.66
2765,1629633_2019-20,0.52,0.35,0.87,24.2,63,2019-20,1.5,0.4,0.074,1.79,0.97,0.82,4.22,4.6,3.85
2766,1627784_2019-20,0.0,0.0,0.0,7.7,7,2019-20,0.1,0.0,0.0,0.59,0.32,0.27,4.44,4.83,4.04
2767,1629750_2019-20,0.06,0.27,0.33,9.9,48,2019-20,0.6,0.2,0.143,0.75,0.39,0.36,4.33,4.54,4.12
2768,1629637_2019-20,0.31,0.22,0.53,17.1,64,2019-20,2.3,0.1,0.429,1.31,0.69,0.62,4.27,4.68,3.89
2769,1627759_2019-20,0.61,0.51,1.12,34.4,57,2019-20,3.4,0.7,0.079,2.48,1.3,1.18,4.11,4.37,3.86
2770,1629658_2019-20,0.38,0.15,0.54,8.0,13,2019-20,0.8,0.2,0.231,0.66,0.34,0.31,4.59,4.89,4.4
2771,1629669_2019-20,0.07,0.07,0.13,10.2,15,2019-20,0.7,0.2,0.12,0.78,0.42,0.36,4.32,4.73,4.0
2772,1628369_2019-20,0.61,0.77,1.38,34.8,66,2019-20,3.7,1.1,0.099,2.45,1.33,1.12,4.01,4.38,3.63
2773,201145_2019-20,0.23,0.23,0.46,20.3,48,2019-20,1.5,0.3,0.16,1.37,0.7,0.66,3.9,4.13,3.68
2774,201952_2019-20,0.24,0.36,0.59,25.1,59,2019-20,2.6,0.8,0.065,1.65,0.9,0.74,3.71,4.09,3.33
2775,203924_2019-20,0.3,0.23,0.52,27.0,71,2019-20,2.6,0.4,0.114,1.94,1.06,0.88,4.06,4.31,3.8
2776,1629725_2019-20,0.22,0.22,0.44,11.2,9,2019-20,1.8,0.3,0.056,0.89,0.5,0.39,4.44,4.72,4.13
2777,203087_2019-20,0.15,0.43,0.59,28.4,46,2019-20,2.2,0.5,0.089,2.08,1.11,0.97,4.16,4.37,3.94
2778,202951_2019-20,0.33,0.0,0.33,15.0,3,2019-20,0.7,0.3,0.063,1.15,0.62,0.53,4.44,5.19,3.79
2779,1626170_2019-20,0.17,0.0,0.17,13.6,6,2019-20,0.7,0.0,0.0,0.99,0.53,0.46,4.13,4.33,3.77
2780,1629010_2019-20,0.14,0.17,0.32,15.7,63,2019-20,0.8,0.2,0.069,1.24,0.66,0.58,4.54,4.96,4.15
2781,1628975_2019-20,0.26,0.41,0.67,16.5,58,2019-20,0.6,0.1,0.027,1.28,0.65,0.62,4.47,4.54,4.4
2782,202710_2019-20,0.88,0.55,1.43,34.2,58,2019-20,6.8,1.9,0.121,2.53,1.37,1.15,4.2,4.46,3.93
2783,201149_2019-20,0.0,0.2,0.2,10.2,5,2019-20,1.0,0.2,0.167,0.78,0.45,0.33,4.28,4.73,3.76
2784,1629147_2019-20,0.0,0.25,0.25,8.5,4,2019-20,0.3,0.3,0.111,0.69,0.37,0.32,4.73,5.16,4.32
2785,203925_2019-20,0.51,0.49,1.0,31.2,69,2019-20,1.2,0.2,0.029,2.41,1.38,1.03,4.46,5.08,3.83
2786,204060_2019-20,0.43,0.4,0.83,30.1,72,2019-20,1.7,0.3,0.038,2.22,1.21,1.01,4.2,4.5,3.89
2787,203954_2019-20,0.92,0.63,1.55,29.9,51,2019-20,6.8,0.3,0.124,2.0,1.09,0.91,3.77,4.01,3.52
2788,1628381_2019-20,0.59,0.54,1.12,33.7,41,2019-20,3.6,0.2,0.071,2.48,1.34,1.13,4.18,4.59,3.78
2789,203089_2019-20,0.33,0.18,0.5,15.2,40,2019-20,1.3,0.0,0.143,1.06,0.56,0.49,3.96,4.11,3.8
2790,1629723_2019-20,0.21,0.26,0.47,9.7,19,2019-20,0.3,0.0,0.0,0.72,0.39,0.33,4.37,4.59,4.12
2791,1628405_2019-20,0.0,0.0,0.0,3.2,13,2019-20,0.4,0.0,0.0,0.23,0.12,0.11,4.21,4.45,3.72
2792,1629140_2019-20,0.67,0.13,0.8,12.1,15,2019-20,1.0,0.0,0.0,0.91,0.49,0.42,4.28,4.6,3.95
2793,1628413_2019-20,0.14,0.0,0.14,6.8,7,2019-20,0.6,0.1,1.0,0.51,0.28,0.23,4.43,4.54,4.29
2794,202685_2019-20,0.51,0.23,0.74,26.7,70,2019-20,2.8,0.1,0.114,1.88,1.02,0.87,4.02,4.31,3.73
2795,1628371_2019-20,0.29,0.74,1.03,29.2,34,2019-20,2.4,0.1,0.031,2.2,1.22,0.99,4.33,4.83,3.84
2796,1628395_2019-20,0.24,0.07,0.31,9.0,29,2019-20,0.8,0.1,0.125,0.64,0.34,0.3,4.23,4.53,3.94
2797,1629648_2019-20,0.0,0.0,0.0,5.4,10,2019-20,0.0,0.0,0.0,0.36,0.2,0.15,4.3,4.4,3.92
2798,203903_2019-20,0.51,0.32,0.83,24.3,71,2019-20,1.8,0.4,0.046,1.87,1.04,0.83,4.37,4.72,4.0
2799,1629162_2019-20,0.17,0.43,0.6,19.9,30,2019-20,1.6,0.3,0.043,1.54,0.84,0.7,4.52,4.96,4.08
2800,203895_2019-20,0.3,0.38,0.68,21.5,37,2019-20,2.4,0.6,0.102,1.5,0.8,0.69,3.95,4.31,3.6
2801,1629673_2019-20,0.23,0.28,0.51,22.6,57,2019-20,1.9,0.2,0.053,1.63,0.9,0.72,4.07,4.53,3.61
2802,1627982_2019-20,0.0,0.0,0.0,11.5,2,2019-20,0.5,0.0,0.0,0.91,0.47,0.44,4.3,4.34,4.26
2803,1628404_2019-20,0.46,0.51,0.97,27.4,65,2019-20,1.6,0.2,0.082,2.1,1.12,0.98,4.29,4.69,3.91
2804,1628367_2019-20,0.14,0.27,0.41,17.6,22,2019-20,2.0,0.3,0.09,1.29,0.68,0.61,4.17,4.46,3.9
2805,203705_2019-20,0.0,0.25,0.25,4.8,8,2019-20,0.4,0.0,0.0,0.32,0.18,0.14,4.21,4.74,3.96
2806,1629006_2019-20,0.39,0.63,1.02,25.3,62,2019-20,2.4,0.6,0.129,1.9,0.97,0.94,4.27,4.36,4.18
2807,1629729_2019-20,0.0,0.0,0.0,7.2,4,2019-20,0.3,0.0,0.0,0.53,0.27,0.25,4.17,4.41,3.93
2808,1626196_2019-20,0.4,0.71,1.11,31.2,55,2019-20,3.0,0.5,0.059,2.36,1.3,1.06,4.29,4.56,3.99
2809,201950_2019-20,0.69,0.74,1.43,35.2,61,2019-20,2.8,0.6,0.039,2.64,1.45,1.2,4.28,4.88,3.72
2810,1629308_2019-20,0.38,0.54,0.92,21.2,13,2019-20,0.9,0.1,0.024,1.71,0.96,0.75,4.58,5.06,4.09
2811,1627823_2019-20,0.27,0.23,0.5,17.6,48,2019-20,1.6,0.1,0.146,1.3,0.69,0.62,4.4,4.65,4.16
2812,203944_2019-20,0.84,0.61,1.45,32.9,64,2019-20,4.4,0.6,0.076,2.28,1.25,1.03,3.96,4.29,3.61
2813,1626147_2019-20,0.1,0.0,0.1,10.9,10,2019-20,0.6,0.0,0.0,0.77,0.44,0.34,4.02,4.42,3.7
2814,203200_2019-20,0.23,0.32,0.55,25.3,73,2019-20,1.1,0.1,0.07,1.92,1.04,0.88,4.34,4.74,3.94
2815,1628382_2019-20,0.25,0.18,0.43,16.3,65,2019-20,0.7,0.1,0.072,1.19,0.66,0.53,4.3,4.59,3.99
2816,1629713_2019-20,0.08,0.11,0.19,6.5,36,2019-20,0.5,0.0,0.0,0.51,0.26,0.25,4.42,4.56,4.23
2817,1628383_2019-20,0.2,0.0,0.2,4.9,5,2019-20,0.0,0.0,0.0,0.36,0.19,0.17,4.09,4.62,3.58
2818,1629620_2019-20,0.22,0.0,0.22,5.5,9,2019-20,0.1,0.0,0.0,0.31,0.16,0.15,4.2,5.01,3.55
2819,1629625_2019-20,0.25,0.5,0.75,11.4,4,2019-20,0.5,0.3,0.077,0.84,0.47,0.37,4.24,4.47,3.99
2820,1626159_2019-20,0.45,0.09,0.55,32.4,11,2019-20,1.9,0.3,0.032,2.36,1.32,1.05,4.11,4.46,3.74
2821,203994_2019-20,0.0,0.63,0.63,32.1,8,2019-20,5.7,0.0,0.0,2.29,1.21,1.07,4.09,4.31,3.87
2822,1629752_2019-20,0.0,0.1,0.1,6.5,21,2019-20,0.2,0.0,0.0,0.48,0.27,0.22,4.23,4.46,3.98
2823,1629644_2019-20,0.0,0.0,0.0,5.3,5,2019-20,0.6,0.0,0.0,0.35,0.16,0.19,4.16,4.09,3.78
2824,1628443_2019-20,0.3,0.1,0.4,11.9,10,2019-20,0.7,0.0,0.0,0.9,0.52,0.38,4.28,4.98,3.59
2825,1626157_2019-20,0.49,0.69,1.17,34.4,35,2019-20,5.5,0.6,0.14,2.37,1.26,1.11,3.9,4.15,3.65
2826,202695_2019-20,0.68,0.68,1.37,32.9,57,2019-20,6.1,1.2,0.093,2.4,1.31,1.09,4.14,4.6,3.7
2827,1628966_2019-20,0.16,0.32,0.48,17.1,44,2019-20,1.2,0.2,0.132,1.26,0.69,0.57,4.17,4.48,3.84
2828,1629103_2019-20,0.23,0.16,0.39,16.2,31,2019-20,0.8,0.1,0.028,1.22,0.64,0.58,4.25,4.54,3.98
2829,1629640_2019-20,0.35,0.35,0.71,17.9,17,2019-20,1.6,0.7,0.179,1.39,0.73,0.66,4.36,4.66,4.04
2830,203482_2019-20,0.19,0.34,0.54,19.7,67,2019-20,1.6,0.1,0.053,1.45,0.8,0.65,4.15,4.53,3.77
2831,1626162_2019-20,0.5,0.52,1.02,35.0,56,2019-20,3.6,0.8,0.128,2.51,1.35,1.16,4.08,4.42,3.74
2832,202689_2019-20,0.52,0.61,1.13,31.5,56,2019-20,3.9,0.8,0.074,2.33,1.3,1.03,4.21,4.71,3.7
2833,1629134_2019-20,0.34,0.39,0.73,29.7,67,2019-20,1.3,0.2,0.031,2.15,1.19,0.96,4.13,4.49,3.75
2834,1629026_2019-20,0.41,0.59,1.0,21.6,39,2019-20,0.9,0.1,0.036,1.7,0.92,0.78,4.5,5.0,4.03
2835,203145_2019-20,0.37,0.53,0.9,25.1,68,2019-20,2.3,0.4,0.104,1.94,1.04,0.9,4.37,4.64,4.1
2836,203484_2019-20,0.32,0.46,0.78,25.9,69,2019-20,1.3,0.1,0.061,1.86,0.96,0.9,4.16,4.36,3.96
2837,1628987_2019-20,0.0,0.3,0.3,5.3,10,2019-20,0.1,0.0,0.0,0.39,0.2,0.18,4.16,4.32,3.78
2838,1628989_2019-20,0.29,0.41,0.7,31.8,56,2019-20,1.0,0.2,0.031,2.4,1.28,1.12,4.28,4.58,3.98
2839,1628995_2019-20,0.18,0.17,0.35,18.2,65,2019-20,1.3,0.4,0.141,1.29,0.68,0.61,4.16,4.46,3.88
2840,201567_2019-20,0.3,0.45,0.75,32.2,56,2019-20,2.9,0.1,0.083,2.18,1.2,0.98,3.87,4.09,3.63
2841,1629645_2019-20,0.3,0.24,0.54,23.5,50,2019-20,1.7,0.5,0.102,1.76,0.93,0.82,4.24,4.38,4.1
2842,1626172_2019-20,0.2,0.2,0.4,13.3,20,2019-20,0.6,0.1,0.053,0.98,0.53,0.45,4.22,4.48,3.95
2843,203920_2019-20,0.31,0.29,0.6,19.5,48,2019-20,1.7,0.1,0.4,1.44,0.77,0.68,4.25,4.4,4.08
2844,203114_2019-20,0.37,0.45,0.82,30.3,62,2019-20,2.8,0.3,0.051,2.22,1.17,1.05,4.2,4.66,3.78
2845,1629017_2019-20,0.0,0.25,0.25,7.8,8,2019-20,0.4,0.1,0.167,0.6,0.33,0.26,4.46,4.76,4.13
2846,1628961_2019-20,0.0,0.0,0.0,4.1,5,2019-20,0.4,0.0,0.0,0.27,0.14,0.13,4.11,4.51,3.73
