,pidSzn,EFG_PCT,TS_PCT,USG_PCT,MIN,GP,Season,DD2,TD3,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_TOUCH,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,FG2A_FREQUENCY,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3A,FG3_PCT
1234,1626172_2016-17,0.533,0.553,0.126,8.5,53,2016-17,0,0,0.4,0.6,0.2,2.1,0.304,0.077,0.752,0.189,0.1,0.286,0.1,0.118,0.0,0.0,1.9,0.667,0.0,0.2,0.3,0.545,0.903,1.58,0.643,0.097,0.17,0.222
1235,203114_2016-17,0.518,0.57,0.227,31.1,29,2016-17,0,0,3.0,0.7,0.7,3.7,0.233,0.462,1.211,0.269,2.8,0.446,4.9,0.45,3.7,0.395,0.8,0.714,1.0,0.452,0.3,0.4,0.679,7.52,0.482,0.321,3.55,0.437
1236,202691_2016-17,0.565,0.592,0.258,34.4,78,2016-17,0,0,4.1,2.3,4.3,5.4,0.657,0.565,1.036,0.467,2.1,0.418,11.9,0.453,3.6,0.386,2.6,0.675,0.5,0.472,1.4,0.479,0.518,8.85,0.545,0.482,8.24,0.417
1237,201585_2016-17,0.551,0.56,0.151,20.3,71,2016-17,4,0,0.8,1.4,0.4,6.0,0.436,0.436,0.798,0.228,0.3,0.5,0.4,0.371,0.1,0.308,4.8,0.582,0.7,0.469,1.4,0.549,0.997,5.1,0.597,0.003,0.01,0.0
1238,1627739_2016-17,0.411,0.432,0.139,17.3,78,2016-17,1,0,0.8,0.3,0.6,1.5,0.5,0.0,0.619,0.108,0.9,0.407,0.7,0.278,1.2,0.347,0.3,0.522,0.0,0.0,0.1,0.571,0.753,2.85,0.437,0.247,0.94,0.288
1239,2743_2016-17,0.451,0.514,0.176,12.5,56,2016-17,0,0,0.6,0.8,0.5,1.7,0.245,0.588,0.529,0.179,0.4,0.348,1.8,0.377,0.1,0.364,1.3,0.391,0.2,0.667,0.5,0.357,0.738,2.66,0.456,0.262,0.95,0.358
1240,204001_2016-17,0.507,0.546,0.24,33.2,66,2016-17,12,0,2.3,2.1,1.5,6.5,0.515,0.541,0.871,0.3,1.8,0.427,6.8,0.377,2.8,0.421,4.3,0.63,2.2,0.364,2.1,0.514,0.671,9.7,0.517,0.329,4.76,0.357
1241,203937_2016-17,0.481,0.525,0.118,14.4,72,2016-17,0,0,0.8,0.5,0.3,1.7,0.211,0.313,0.791,0.162,0.9,0.431,0.8,0.344,0.2,0.219,1.0,0.6,0.1,0.333,0.1,0.5,0.797,2.15,0.503,0.203,0.55,0.359
1242,2594_2016-17,0.621,0.635,0.147,26.5,67,2016-17,0,0,1.3,0.9,0.8,0.6,0.308,1.0,0.677,0.343,0.2,0.357,7.2,0.466,1.9,0.417,0.3,0.833,0.1,1.0,0.1,0.4,0.296,2.24,0.513,0.704,5.31,0.455
1243,200768_2016-17,0.569,0.623,0.243,37.9,60,2016-17,11,1,3.3,1.8,3.4,6.4,0.486,0.0,0.589,0.265,6.7,0.522,4.1,0.374,7.4,0.428,0.7,0.538,0.0,0.0,0.3,0.583,0.46,6.61,0.582,0.54,7.75,0.414
1244,203124_2016-17,0.523,0.552,0.182,15.8,79,2016-17,6,0,0.8,1.7,0.3,4.0,0.335,0.382,0.705,0.205,0.2,0.4,1.6,0.395,0.2,0.25,2.8,0.601,0.4,0.467,0.9,0.542,0.959,4.68,0.576,0.041,0.2,0.125
1245,202713_2016-17,0.452,0.486,0.112,12.2,32,2016-17,0,0,0.4,0.3,0.8,1.6,0.25,0.0,0.8,0.221,0.6,0.4,0.6,0.162,0.2,0.429,0.4,0.833,0.0,0.0,0.1,0.5,0.526,1.28,0.659,0.474,1.16,0.189
1246,1627787_2016-17,0.429,0.437,0.177,3.2,14,2016-17,0,0,0.2,0.1,0.0,0.0,0.0,0.0,0.333,0.151,0.0,0.0,0.6,0.273,0.2,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.071,0.07,0.0,0.929,0.93,0.308
1247,202681_2016-17,0.535,0.58,0.295,35.5,72,2016-17,8,0,2.7,1.8,2.5,8.4,0.739,0.712,0.667,0.319,7.4,0.481,4.2,0.463,8.9,0.426,1.0,0.627,0.7,0.5,0.9,0.692,0.674,12.6,0.545,0.326,6.08,0.404
1248,200746_2016-17,0.488,0.532,0.248,32.9,72,2016-17,18,0,2.4,3.5,0.8,6.8,0.29,0.468,0.899,0.32,0.6,0.486,5.2,0.43,2.3,0.361,4.8,0.662,4.7,0.427,1.0,0.431,0.945,13.35,0.498,0.055,0.77,0.4
1249,203934_2016-17,0.233,0.276,0.23,8.2,5,2016-17,0,0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.105,0.8,0.333,0.6,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,1.4,0.286,0.462,1.2,0.167
1250,202362_2016-17,0.475,0.485,0.181,20.4,18,2016-17,0,0,0.6,0.3,0.8,3.4,0.333,0.0,0.778,0.19,2.6,0.538,0.9,0.333,2.2,0.339,0.4,0.75,0.0,0.0,0.1,0.5,0.832,5.5,0.485,0.168,1.11,0.3
1251,202498_2016-17,0.475,0.516,0.131,21.3,46,2016-17,1,0,0.7,0.8,0.3,1.6,0.244,0.5,0.528,0.201,1.5,0.417,2.9,0.426,0.7,0.313,0.6,0.393,0.2,0.5,0.2,0.286,0.626,3.09,0.415,0.374,1.85,0.447
1252,204038_2016-17,0.49,0.51,0.18,20.5,74,2016-17,0,0,1.1,0.6,1.5,0.9,0.27,0.0,0.514,0.267,0.5,0.289,4.9,0.419,1.6,0.319,0.2,0.533,0.0,0.0,0.1,0.357,0.419,2.97,0.395,0.581,4.12,0.393
1253,1626204_2016-17,0.54,0.567,0.133,23.2,63,2016-17,7,0,1.6,1.4,1.1,4.5,0.338,0.277,0.683,0.194,0.1,0.3,1.8,0.37,0.1,0.25,3.3,0.645,0.3,0.3,1.2,0.478,0.897,5.0,0.571,0.103,0.57,0.278
1254,202336_2016-17,0.25,0.41,0.226,2.6,5,2016-17,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.333,0.0,0.0,0.0,0.0,1.0,0.8,0.25,0.0,0.0,
1255,202730_2016-17,0.458,0.485,0.103,14.5,61,2016-17,2,0,0.4,1.1,0.1,1.9,0.236,0.233,0.559,0.127,0.1,0.25,0.7,0.375,0.1,0.4,1.9,0.565,0.2,0.4,0.4,0.563,0.994,2.57,0.5,0.006,0.02,0.0
1256,2544_2016-17,0.594,0.619,0.292,38.3,74,2016-17,42,13,4.1,2.6,5.6,14.1,0.531,0.41,0.921,0.3,6.8,0.585,2.7,0.364,5.3,0.368,3.5,0.776,1.6,0.477,1.7,0.875,0.734,12.73,0.65,0.266,4.62,0.363
1257,2571_2016-17,0.483,0.509,0.201,14.6,67,2016-17,0,0,1.4,0.5,1.1,2.7,0.316,0.0,0.667,0.295,2.0,0.438,1.5,0.366,1.6,0.388,0.2,0.667,0.0,0.0,0.1,0.333,0.73,4.03,0.508,0.27,1.49,0.361
1258,101150_2016-17,0.511,0.593,0.277,24.9,81,2016-17,0,0,2.2,1.0,2.8,5.3,0.3,0.0,0.674,0.399,4.7,0.447,3.4,0.389,4.8,0.368,0.4,0.56,0.0,0.0,0.1,0.3,0.53,6.16,0.531,0.47,5.46,0.369
1259,201601_2016-17,0.562,0.581,0.114,22.6,80,2016-17,0,0,1.1,0.5,1.1,2.8,0.474,0.273,0.786,0.301,1.0,0.483,2.2,0.421,0.4,0.471,1.1,0.629,0.0,0.333,0.2,0.571,0.683,2.96,0.624,0.317,1.38,0.391
1260,203512_2016-17,0.67,0.682,0.093,19.3,57,2016-17,0,0,0.8,1.1,0.5,3.5,0.204,0.25,0.788,0.211,0.1,0.667,0.2,0.294,0.0,0.0,3.4,0.686,0.0,0.0,0.4,0.563,0.917,2.36,0.742,0.083,0.21,0.25
1261,2449_2016-17,0.526,0.55,0.18,13.0,36,2016-17,1,0,0.8,1.4,0.6,2.9,0.324,0.543,0.775,0.207,0.2,0.333,1.3,0.302,0.3,0.556,1.8,0.591,0.7,0.522,0.3,0.444,0.657,2.51,0.58,0.343,1.31,0.348
1262,202337_2016-17,0.557,0.563,0.13,15.9,68,2016-17,0,0,0.5,0.4,0.1,0.4,0.353,0.0,0.267,0.182,0.3,0.296,3.8,0.418,0.7,0.435,0.1,0.5,0.0,0.0,0.1,1.0,0.244,0.99,0.388,0.756,3.06,0.418
1263,2736_2016-17,0.447,0.47,0.141,26.9,56,2016-17,5,0,1.2,1.4,1.3,3.3,0.667,0.4,0.802,0.202,1.0,0.426,2.5,0.302,1.2,0.27,1.6,0.559,0.4,0.45,0.5,0.688,0.59,4.21,0.479,0.41,2.93,0.311
1264,1627781_2016-17,0.471,0.517,0.189,9.1,22,2016-17,0,0,0.3,0.2,0.2,0.7,0.0,0.0,1.0,0.306,1.2,0.583,0.7,0.313,1.6,0.421,0.1,0.5,0.0,0.0,0.0,0.0,0.588,1.82,0.5,0.412,1.27,0.286
1265,1627763_2016-17,0.518,0.555,0.182,26.8,75,2016-17,2,1,2.0,0.7,1.0,4.8,0.552,0.324,0.602,0.179,3.6,0.491,2.8,0.424,1.5,0.349,0.9,0.429,0.2,0.5,0.4,0.467,0.68,5.37,0.526,0.32,2.53,0.411
1266,1627098_2016-17,0.407,0.456,0.181,17.3,73,2016-17,0,0,1.0,0.6,0.6,0.7,0.0,0.0,0.381,0.145,0.7,0.309,1.0,0.268,2.6,0.414,0.1,0.429,0.0,0.0,0.0,0.0,0.709,3.58,0.456,0.291,1.47,0.243
1267,1627736_2016-17,0.514,0.536,0.216,7.6,22,2016-17,0,0,0.7,0.6,1.5,1.9,0.0,0.0,1.75,0.376,0.6,0.5,1.1,0.296,0.4,0.364,0.7,1.0,0.0,0.0,0.0,0.0,0.569,1.76,0.595,0.431,1.33,0.321
1268,202412_2016-17,0.2,0.239,0.292,6.3,4,2016-17,0,0,0.8,0.5,0.0,1.5,0.0,0.0,0.4,0.133,1.3,0.4,0.0,0.0,0.5,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.833,2.5,0.3,0.167,0.5,0.0
1269,1938_2016-17,0.491,0.532,0.188,19.0,69,2016-17,0,0,1.4,0.6,1.0,2.0,0.333,0.0,0.404,0.23,1.7,0.395,3.0,0.383,1.4,0.336,0.3,0.417,0.0,0.0,0.1,0.5,0.465,2.82,0.422,0.535,3.25,0.394
1270,201188_2016-17,0.503,0.554,0.262,34.7,74,2016-17,11,2,2.5,1.3,0.8,7.3,0.297,0.54,0.65,0.261,2.0,0.551,7.6,0.414,2.1,0.4,2.9,0.535,5.8,0.462,2.5,0.479,0.764,11.74,0.493,0.236,3.62,0.388
1271,1626273_2016-17,0.397,0.417,0.17,10.4,23,2016-17,0,0,0.5,0.2,0.4,1.2,1.0,0.0,0.0,0.117,1.0,0.346,0.4,0.308,1.0,0.333,0.0,0.0,0.0,0.0,0.2,1.0,0.714,1.96,0.467,0.286,0.78,0.222
1272,101162_2016-17,0.579,0.593,0.146,31.6,82,2016-17,36,0,1.6,2.2,0.5,8.5,0.448,0.59,0.861,0.229,0.1,1.0,0.7,0.35,0.4,0.429,7.5,0.627,1.8,0.5,2.2,0.524,0.998,7.57,0.626,0.002,0.01,0.0
1273,201158_2016-17,0.512,0.566,0.187,24.3,74,2016-17,1,0,1.3,0.8,0.7,1.9,0.738,0.286,0.866,0.345,0.9,0.442,4.3,0.41,2.5,0.368,1.0,0.605,0.0,0.0,0.6,0.514,0.531,4.32,0.503,0.469,3.82,0.36
1274,1627875_2016-17,0.357,0.614,0.122,9.6,5,2016-17,0,0,0.0,0.0,0.4,0.4,0.0,0.0,1.0,0.259,0.0,0.0,0.6,1.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.714,1.0,0.2,0.286,0.4,0.5
1275,202694_2016-17,0.477,0.508,0.201,32.9,79,2016-17,5,0,1.7,1.5,1.1,3.0,0.619,0.665,0.75,0.29,2.2,0.508,4.9,0.392,4.8,0.399,1.1,0.493,1.3,0.458,0.8,0.473,0.638,7.95,0.482,0.362,4.52,0.331
1276,203935_2016-17,0.422,0.486,0.183,30.8,79,2016-17,2,0,1.8,1.3,0.9,3.6,0.197,0.454,0.696,0.185,2.0,0.355,3.2,0.307,1.5,0.308,1.8,0.547,0.9,0.379,0.2,0.235,0.529,4.68,0.473,0.471,4.16,0.286
1277,201977_2016-17,0.467,0.494,0.183,17.6,33,2016-17,0,0,0.9,1.0,0.4,2.5,0.667,1.0,1.241,0.289,1.3,0.432,1.9,0.338,1.7,0.338,1.1,0.63,0.1,0.0,0.3,0.5,0.6,3.64,0.467,0.4,2.42,0.35
1278,1626209_2016-17,0.42,0.45,0.187,15.0,65,2016-17,0,0,0.9,0.6,0.9,1.4,0.381,0.0,0.526,0.248,0.9,0.423,2.1,0.313,0.9,0.321,0.3,0.412,0.0,0.0,0.1,0.667,0.541,2.62,0.435,0.459,2.22,0.299
1279,202693_2016-17,0.497,0.54,0.203,31.7,76,2016-17,9,0,2.0,1.6,1.0,6.2,0.437,0.584,0.87,0.33,1.6,0.49,3.5,0.35,1.9,0.431,3.7,0.56,2.6,0.428,1.3,0.488,0.767,8.51,0.518,0.233,2.58,0.362
1280,1627737_2016-17,0.506,0.529,0.194,21.5,82,2016-17,3,0,1.7,1.4,1.7,4.7,0.432,0.377,0.915,0.26,0.5,0.309,3.1,0.331,0.1,0.208,3.1,0.617,0.6,0.365,0.6,0.442,0.618,4.35,0.598,0.382,2.69,0.316
1281,201578_2016-17,0.539,0.584,0.234,15.9,82,2016-17,4,0,1.0,1.2,0.5,2.9,0.533,0.737,0.938,0.307,0.5,0.444,4.0,0.372,0.5,0.404,2.2,0.593,0.9,0.473,0.5,0.483,0.471,3.01,0.571,0.529,3.38,0.372
1282,1627850_2016-17,0.533,0.521,0.121,8.2,21,2016-17,1,0,0.6,0.5,0.3,1.4,0.29,0.133,0.478,0.173,0.0,0.0,0.1,0.5,0.0,0.0,1.0,0.611,0.1,0.5,0.4,0.333,1.0,1.19,0.64,0.0,0.0,
1283,101107_2016-17,0.51,0.551,0.16,30.6,76,2016-17,11,0,1.7,2.0,1.1,3.8,0.522,0.407,0.837,0.182,1.7,0.476,5.2,0.354,0.6,0.338,1.8,0.614,0.5,0.467,0.9,0.565,0.474,4.17,0.546,0.526,4.63,0.352
1284,203486_2016-17,0.536,0.558,0.18,26.9,81,2016-17,19,0,1.4,2.1,1.2,7.8,0.421,0.276,0.808,0.227,0.7,0.404,0.4,0.321,0.4,0.257,5.6,0.623,0.4,0.361,2.0,0.474,0.989,6.98,0.589,0.011,0.07,0.0
1285,2440_2016-17,0.483,0.514,0.155,24.3,74,2016-17,4,0,1.2,1.0,0.9,2.2,0.36,0.167,0.663,0.15,0.6,0.348,3.4,0.345,0.5,0.273,1.5,0.566,0.1,0.286,0.6,0.563,0.42,2.57,0.516,0.58,3.54,0.332
1286,203521_2016-17,0.463,0.501,0.158,26.5,76,2016-17,0,0,0.9,0.5,0.4,2.6,0.293,0.138,0.405,0.141,2.5,0.381,2.9,0.379,1.8,0.389,0.2,0.545,0.1,0.286,0.2,0.385,0.576,3.83,0.443,0.424,2.82,0.369
1287,203090_2016-17,0.558,0.57,0.149,29.3,77,2016-17,2,0,1.9,1.7,1.6,6.1,0.793,0.611,0.882,0.298,1.0,0.345,2.7,0.354,0.3,0.294,3.8,0.66,1.0,0.559,0.6,0.808,0.662,4.94,0.645,0.338,2.52,0.351
1288,1626254_2016-17,0.459,0.503,0.142,10.5,32,2016-17,1,0,0.5,0.4,0.5,1.8,0.349,0.32,0.73,0.199,0.1,0.333,0.6,0.391,0.1,0.118,1.4,0.552,0.3,0.273,0.5,0.5,0.907,2.13,0.559,0.093,0.22,0.143
1289,1897_2016-17,0.346,0.38,0.221,6.5,25,2016-17,0,0,0.2,0.3,0.3,0.5,0.0,0.571,0.0,0.279,0.4,0.5,1.0,0.243,0.5,0.3,0.0,0.0,0.3,0.4,0.0,0.0,0.415,1.08,0.37,0.585,1.52,0.237
1290,203086_2016-17,0.484,0.507,0.154,16.7,74,2016-17,1,0,0.8,0.6,0.2,1.0,0.232,0.531,0.519,0.205,0.1,0.571,3.7,0.369,0.3,0.308,0.7,0.51,0.4,0.364,0.3,0.385,0.43,2.15,0.453,0.57,2.85,0.351
1291,201563_2016-17,0.554,0.584,0.243,16.9,56,2016-17,1,0,1.4,1.2,1.0,4.8,0.6,0.688,0.844,0.338,2.4,0.549,2.0,0.455,1.5,0.448,1.8,0.563,0.8,0.529,0.9,0.512,0.888,6.09,0.572,0.112,0.77,0.419
1292,203487_2016-17,0.391,0.437,0.203,19.1,45,2016-17,0,0,0.9,0.4,1.1,3.5,0.929,0.444,0.8,0.162,2.7,0.364,1.1,0.27,0.8,0.243,0.7,0.56,0.1,0.5,0.3,0.75,0.774,4.87,0.443,0.226,1.42,0.234
1293,1627771_2016-17,0.1,0.184,0.151,3.6,9,2016-17,0,0,0.0,0.2,0.2,0.2,2.0,0.0,0.5,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.333,0.0,0.0,0.2,1.0,0.6,0.67,0.167,0.4,0.44,0.0
1294,203077_2016-17,0.478,0.528,0.144,29.4,81,2016-17,11,0,1.6,1.4,1.9,5.3,0.649,0.708,0.68,0.287,1.8,0.406,0.6,0.293,1.9,0.411,2.1,0.576,0.4,0.52,0.6,0.636,0.984,6.65,0.545,0.016,0.11,0.111
1295,201144_2016-17,0.545,0.604,0.256,33.7,69,2016-17,8,0,3.1,1.5,2.3,5.9,0.519,0.222,0.558,0.245,5.9,0.492,3.6,0.439,7.2,0.411,0.3,0.476,0.0,0.333,0.6,0.436,0.575,8.09,0.525,0.425,5.97,0.415
1296,2399_2016-17,0.543,0.573,0.137,16.1,53,2016-17,0,0,1.0,0.4,0.3,1.1,0.176,0.0,0.82,0.269,0.4,0.278,2.8,0.376,0.6,0.371,0.8,0.731,0.0,0.0,0.1,0.0,0.376,1.51,0.5,0.624,2.51,0.398
1297,2034_2016-17,0.565,0.586,0.102,7.6,20,2016-17,0,0,0.2,0.6,0.2,0.1,0.0,0.667,0.0,0.093,0.1,0.5,1.1,0.389,0.2,0.333,0.0,0.0,0.1,0.0,0.0,0.0,0.136,0.16,0.333,0.864,1.0,0.421
1298,203488_2016-17,0.573,0.596,0.145,17.9,70,2016-17,0,0,0.9,1.1,0.5,2.6,0.344,0.231,0.744,0.216,0.2,0.444,3.1,0.435,0.1,0.182,2.4,0.63,0.2,0.556,0.7,0.585,0.667,3.11,0.569,0.333,1.56,0.422
1299,203118_2016-17,0.322,0.36,0.162,11.0,18,2016-17,0,0,0.4,0.7,0.4,1.1,0.455,0.235,0.615,0.154,0.0,0.0,0.9,0.2,0.3,0.286,0.9,0.438,0.2,0.5,0.6,0.714,0.509,1.56,0.464,0.491,1.5,0.148
1300,1627861_2016-17,0.25,0.25,0.098,12.8,2,2016-17,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,1.0,1.5,0.333,0.0,0.0,
1301,203101_2016-17,0.478,0.518,0.128,10.9,45,2016-17,0,0,0.4,0.3,0.1,1.9,0.262,0.433,0.64,0.244,0.1,0.25,0.0,0.333,0.0,0.0,1.9,0.538,0.3,0.333,0.4,0.667,1.0,1.78,0.55,0.0,0.0,
1302,1627851_2016-17,0.501,0.533,0.186,15.1,68,2016-17,0,0,1.0,1.3,0.9,3.0,0.422,0.261,0.959,0.264,0.9,0.333,2.2,0.323,0.3,0.321,1.7,0.63,0.1,0.667,0.3,0.643,0.5,2.46,0.623,0.5,2.46,0.323
1303,203141_2016-17,0.498,0.515,0.188,16.4,70,2016-17,0,0,1.0,0.3,1.1,1.0,0.476,0.571,0.516,0.251,0.6,0.459,4.3,0.345,0.7,0.344,0.2,0.5,0.1,0.75,0.1,0.556,0.254,1.49,0.5,0.746,4.36,0.341
1304,101145_2016-17,0.482,0.514,0.166,27.4,74,2016-17,0,0,1.7,0.4,1.5,3.8,0.262,0.5,0.629,0.203,2.9,0.494,1.8,0.333,1.9,0.365,0.3,0.75,0.0,1.0,0.2,0.417,0.745,5.27,0.519,0.255,1.81,0.326
1305,1626149_2016-17,0.654,0.662,0.17,18.6,58,2016-17,3,0,1.8,1.8,1.3,7.4,0.72,0.917,1.08,0.3,0.7,0.667,0.3,0.286,0.1,0.5,5.3,0.721,0.4,0.769,2.1,0.617,0.977,5.16,0.749,0.023,0.12,0.143
1306,1626167_2016-17,0.534,0.585,0.195,31.8,81,2016-17,15,0,2.0,2.0,0.8,6.5,0.645,0.556,0.937,0.304,0.6,0.632,4.9,0.414,0.6,0.407,6.3,0.634,1.2,0.384,2.7,0.612,0.858,8.7,0.575,0.142,1.44,0.339
1307,202357_2016-17,0.503,0.526,0.159,18.5,65,2016-17,3,0,0.8,1.0,0.7,2.8,0.645,0.6,0.823,0.182,1.3,0.444,2.6,0.331,0.3,0.28,1.4,0.603,0.1,0.8,0.3,0.727,0.485,2.57,0.569,0.515,2.72,0.316
1308,2403_2016-17,0.621,0.63,0.191,18.1,67,2016-17,0,0,1.6,1.1,0.6,6.4,0.732,0.345,0.869,0.31,0.5,0.481,0.9,0.368,0.3,0.526,4.8,0.645,0.3,0.348,2.8,0.667,0.975,5.25,0.688,0.025,0.13,0.333
1309,203457_2016-17,0.595,0.622,0.171,20.8,51,2016-17,3,0,2.1,1.7,1.2,6.6,0.342,0.633,0.938,0.291,0.5,0.5,0.7,0.352,0.1,0.2,5.6,0.655,0.4,0.692,1.1,0.429,0.997,5.8,0.618,0.003,0.02,0.0
1310,2555_2016-17,0.609,0.622,0.097,6.5,20,2016-17,0,0,0.2,0.8,0.1,1.3,0.25,0.667,1.037,0.126,0.0,0.0,0.2,0.5,0.0,0.0,1.4,0.786,0.1,1.0,0.3,0.4,0.957,1.1,0.636,0.043,0.05,0.0
1311,201156_2016-17,0.564,0.588,0.192,26.3,60,2016-17,0,0,2.4,1.6,2.5,1.7,1.0,0.0,0.941,0.417,0.9,0.389,6.6,0.434,4.0,0.378,0.5,0.824,0.0,1.0,0.5,0.8,0.326,3.38,0.502,0.674,6.98,0.406
1312,201587_2016-17,0.472,0.529,0.215,34.4,77,2016-17,15,1,2.3,1.4,1.0,3.3,0.446,0.595,0.804,0.241,2.4,0.446,4.9,0.353,4.5,0.393,1.0,0.585,1.2,0.508,0.5,0.412,0.568,6.9,0.486,0.432,5.25,0.334
1313,1627852_2016-17,0.472,0.498,0.148,9.8,54,2016-17,0,0,0.3,0.6,0.2,0.5,0.143,0.0,0.655,0.177,0.2,0.625,1.6,0.306,0.3,0.333,0.4,0.727,0.0,0.0,0.0,0.0,0.309,0.78,0.548,0.691,1.74,0.309
1314,1627879_2016-17,0.532,0.579,0.179,9.8,18,2016-17,0,0,1.1,0.3,0.6,1.0,0.4,0.0,0.5,0.145,0.7,0.357,1.6,0.526,0.2,0.1,0.2,0.5,0.0,0.0,0.1,1.0,0.422,1.06,0.526,0.578,1.44,0.385
1315,203917_2016-17,0.5,0.54,0.161,27.7,80,2016-17,0,0,1.3,0.9,1.2,2.4,0.5,0.0,0.683,0.221,2.4,0.442,3.8,0.424,1.9,0.293,0.5,0.6,0.0,0.0,0.2,0.4,0.404,3.01,0.494,0.596,4.45,0.371
1316,203999_2016-17,0.605,0.64,0.231,28.3,73,2016-17,39,6,1.4,3.4,1.0,10.1,0.416,0.635,0.977,0.246,1.2,0.514,4.0,0.464,0.5,0.381,7.2,0.708,2.9,0.57,2.0,0.584,0.829,9.15,0.674,0.171,1.89,0.316
1317,202703_2016-17,0.516,0.546,0.194,24.3,70,2016-17,8,0,1.6,1.7,1.3,3.0,0.787,0.52,0.834,0.214,0.9,0.481,5.2,0.331,1.2,0.422,1.9,0.651,0.6,0.394,0.5,0.652,0.374,3.17,0.581,0.626,5.31,0.347
1318,202696_2016-17,0.48,0.498,0.241,29.2,75,2016-17,38,0,1.9,2.5,0.5,7.2,0.495,0.372,0.77,0.225,1.3,0.432,4.9,0.406,1.2,0.376,4.9,0.577,2.9,0.421,1.9,0.537,0.926,12.27,0.499,0.074,0.99,0.311
1319,203943_2016-17,0.494,0.525,0.129,17.3,74,2016-17,4,0,0.4,1.4,0.1,2.7,0.398,0.377,0.615,0.189,0.4,0.522,0.8,0.419,0.1,0.273,2.2,0.524,0.4,0.314,0.4,0.524,0.917,2.99,0.557,0.083,0.27,0.35
1320,1626181_2016-17,0.504,0.552,0.208,18.2,76,2016-17,0,0,1.6,0.7,1.8,4.0,0.571,1.333,0.821,0.352,3.1,0.486,2.0,0.327,0.9,0.357,0.4,0.542,0.1,1.0,0.1,1.0,0.629,3.81,0.577,0.371,2.25,0.325
1321,202708_2016-17,0.337,0.381,0.215,9.7,13,2016-17,0,0,0.5,0.0,0.7,0.9,0.0,0.0,2.0,0.169,1.0,0.333,0.8,0.4,0.9,0.25,0.2,1.0,0.0,0.0,0.0,0.0,0.729,2.69,0.371,0.271,1.0,0.231
1322,1627855_2016-17,0.448,0.507,0.106,13.6,35,2016-17,0,0,0.3,0.4,0.3,0.9,0.375,0.2,0.64,0.142,0.1,0.1,1.0,0.364,0.3,0.333,0.9,0.481,0.1,0.0,0.2,0.333,0.564,1.26,0.477,0.436,0.97,0.353
1323,201600_2016-17,0.477,0.517,0.086,15.8,31,2016-17,1,0,0.2,0.8,0.1,2.0,0.4,0.0,0.661,0.122,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,0.4,0.667,1.0,1.68,0.596,0.0,0.0,
1324,201956_2016-17,0.515,0.526,0.138,18.1,36,2016-17,0,0,1.1,0.5,1.2,3.5,0.933,0.857,0.835,0.166,0.9,0.382,1.2,0.417,0.1,0.091,2.0,0.582,0.2,1.0,0.8,0.65,0.717,3.03,0.569,0.283,1.19,0.349
1325,203490_2016-17,0.608,0.628,0.147,33.0,80,2016-17,12,0,2.4,2.2,2.3,4.2,1.024,0.278,0.93,0.329,1.0,0.5,6.8,0.469,1.7,0.442,2.3,0.678,0.1,0.5,1.1,0.74,0.571,5.64,0.59,0.429,4.24,0.437
1326,200782_2016-17,0.485,0.516,0.111,28.0,81,2016-17,3,0,1.3,1.3,1.2,2.7,0.414,0.263,0.711,0.176,0.7,0.338,2.9,0.4,0.5,0.362,1.7,0.515,0.2,0.222,0.3,0.474,0.57,3.15,0.51,0.43,2.38,0.367
1327,1627783_2016-17,0.505,0.523,0.129,15.8,55,2016-17,0,0,1.0,0.8,0.8,3.0,0.522,0.8,0.694,0.193,0.5,0.632,0.7,0.367,0.2,0.385,2.0,0.532,0.2,0.5,0.4,0.611,0.962,3.28,0.559,0.038,0.13,0.143
1328,1626192_2016-17,0.632,0.645,0.127,8.2,39,2016-17,0,0,0.3,0.3,0.6,1.0,0.625,0.0,0.769,0.236,0.3,0.455,1.2,0.516,0.1,0.167,0.3,0.625,0.0,0.0,0.1,0.5,0.507,0.87,0.588,0.493,0.85,0.515
