,pidSzn,EFG_PCT,TS_PCT,USG_PCT,MIN,GP,Season,DD2,TD3,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_TOUCH,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,FG2A_FREQUENCY,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3A,FG3_PCT
81,203921_2014-15,0.407,0.447,0.19,16.8,39,2014-15,0,0,1.2,0.9,0.7,2.2,0.25,0.857,0.909,0.177,1.0,0.394,1.8,0.238,0.7,0.419,1.0,0.571,0.2,1.0,0.4,0.357,0.579,2.92,0.474,0.421,2.13,0.265
82,203991_2014-15,0.483,0.409,0.206,7.6,12,2014-15,0,0,0.5,0.3,0.0,2.4,0.357,0.0,0.651,0.232,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.565,0.0,0.0,0.4,0.286,1.0,2.08,0.56,0.0,0.0,
83,203469_2014-15,0.462,0.53,0.153,24.3,62,2014-15,2,0,0.9,1.4,0.6,3.9,0.331,0.061,0.659,0.15,1.0,0.377,1.7,0.378,0.2,0.35,2.4,0.519,0.0,0.111,0.9,0.5,0.997,5.31,0.52,0.003,0.02,1.0
84,202332_2014-15,0.478,0.513,0.178,16.2,61,2014-15,6,0,0.7,1.2,0.0,4.6,0.189,0.284,0.635,0.165,0.1,0.5,0.0,0.2,0.1,0.2,3.2,0.48,1.5,0.398,0.8,0.365,1.0,4.72,0.505,0.0,0.0,
85,201147_2014-15,0.465,0.507,0.206,26.4,80,2014-15,3,0,2.8,1.3,4.2,6.2,0.704,0.467,0.754,0.308,1.7,0.331,2.5,0.275,1.1,0.32,1.8,0.574,0.1,0.429,0.7,0.512,0.688,6.48,0.535,0.312,2.94,0.267
86,203928_2014-15,0.455,0.48,0.17,10.8,50,2014-15,1,0,0.7,1.3,0.2,2.0,0.412,0.407,0.874,0.213,0.2,0.6,0.6,0.294,0.3,0.389,2.2,0.57,0.2,0.308,0.4,0.421,0.901,2.72,0.537,0.099,0.3,0.133
87,202709_2014-15,0.523,0.564,0.166,18.5,79,2014-15,0,0,0.9,0.5,1.1,3.5,0.447,0.0,0.787,0.164,2.6,0.491,0.9,0.467,1.4,0.439,0.7,0.657,0.0,0.0,0.2,0.636,0.887,4.25,0.568,0.113,0.54,0.372
88,201584_2014-15,0.518,0.555,0.148,31.0,77,2014-15,0,0,2.3,0.9,1.7,2.5,0.435,0.0,0.458,0.247,1.5,0.404,4.2,0.416,2.4,0.448,0.3,0.45,0.0,0.0,0.4,0.6,0.645,5.23,0.491,0.355,2.88,0.405
89,201571_2014-15,0.463,0.527,0.194,24.3,82,2014-15,4,0,1.2,0.6,1.5,3.5,0.444,0.0,0.65,0.174,3.4,0.43,1.7,0.346,2.4,0.344,0.2,0.667,0.0,0.0,0.1,0.625,0.593,4.32,0.494,0.407,2.96,0.342
90,2563_2014-15,0.286,0.406,0.094,3.8,33,2014-15,0,0,0.2,0.1,0.2,0.3,0.5,2.0,1.0,0.2,0.1,0.0,0.0,0.0,0.1,0.167,0.2,0.75,0.1,0.0,0.1,0.333,0.8,0.48,0.375,0.2,0.12,0.0
91,203081_2014-15,0.506,0.56,0.262,36.1,82,2014-15,6,0,2.8,1.6,2.4,7.2,0.245,0.5,0.667,0.243,6.9,0.489,3.6,0.364,6.5,0.366,0.6,0.583,0.1,0.6,0.2,0.333,0.563,8.88,0.541,0.437,6.9,0.346
92,204014_2014-15,0.584,0.591,0.134,15.6,68,2014-15,0,0,0.7,0.4,0.5,0.6,0.421,0.261,1.0,0.265,0.2,0.583,3.4,0.441,0.6,0.404,0.3,0.733,0.1,0.667,0.1,0.5,0.345,1.31,0.562,0.655,2.49,0.408
93,201568_2014-15,0.496,0.563,0.214,24.5,59,2014-15,0,0,1.8,1.2,1.3,2.5,0.596,0.677,0.887,0.358,2.0,0.463,5.5,0.38,1.6,0.331,0.9,0.6,0.7,0.367,0.6,0.448,0.447,4.05,0.506,0.553,5.02,0.361
94,101122_2014-15,0.494,0.527,0.156,20.7,30,2014-15,0,0,0.6,0.9,0.3,1.3,0.4,0.292,0.889,0.266,1.2,0.5,3.4,0.35,0.7,0.409,0.8,0.889,0.2,0.375,0.2,0.429,0.459,2.34,0.471,0.541,2.76,0.363
95,201980_2014-15,0.566,0.596,0.17,28.9,81,2014-15,2,0,1.9,1.3,2.0,2.3,0.63,0.4,0.906,0.248,1.0,0.375,6.5,0.447,1.7,0.318,1.1,0.667,0.0,0.333,0.4,0.688,0.371,3.28,0.492,0.629,5.57,0.424
96,201967_2014-15,0.459,0.473,0.109,25.4,66,2014-15,1,0,0.7,0.7,0.7,2.0,0.471,0.167,0.63,0.183,0.3,0.476,2.6,0.42,0.2,0.25,1.3,0.655,0.0,1.0,0.5,0.536,0.975,4.64,0.503,0.025,0.12,0.125
97,203957_2014-15,0.448,0.457,0.137,22.5,82,2014-15,0,0,0.7,0.6,0.7,1.3,0.422,0.0,0.698,0.107,0.5,0.302,2.9,0.328,0.4,0.189,0.4,0.875,0.0,0.0,0.2,0.563,0.364,1.83,0.413,0.636,3.2,0.313
98,203121_2014-15,0.143,0.143,0.084,8.8,5,2014-15,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.067,0.4,0.333,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.857,1.2,0.167,0.143,0.2,0.0
99,202721_2014-15,0.373,0.377,0.19,8.0,38,2014-15,0,0,0.3,0.3,0.4,1.3,1.667,0.0,0.2,0.125,0.9,0.429,0.5,0.333,0.4,0.195,0.1,0.25,0.0,0.0,0.1,1.0,0.673,1.79,0.426,0.327,0.87,0.212
100,201589_2014-15,0.438,0.466,0.199,17.3,58,2014-15,2,0,1.0,0.7,0.7,1.6,0.442,0.462,0.629,0.261,0.3,0.583,3.9,0.36,0.4,0.394,1.1,0.5,0.3,0.353,0.7,0.486,0.709,4.57,0.487,0.291,1.88,0.239
101,201954_2014-15,0.527,0.575,0.206,35.2,45,2014-15,3,0,2.9,1.1,4.1,5.2,0.429,0.0,0.919,0.191,3.4,0.465,2.4,0.366,6.1,0.449,0.8,0.8,0.0,0.0,0.4,0.571,0.693,8.09,0.549,0.307,3.58,0.373
102,101135_2014-15,0.511,0.541,0.192,18.7,49,2014-15,1,0,1.1,1.6,0.6,5.6,0.442,0.449,0.826,0.2,0.5,0.391,0.7,0.395,0.2,0.333,3.5,0.583,1.4,0.456,1.3,0.529,0.993,5.92,0.552,0.007,0.04,0.0
103,204065_2014-15,0.417,0.463,0.15,11.2,3,2014-15,0,0,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.104,0.0,0.0,1.0,1.0,0.7,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1.33,0.25,0.333,0.67,0.5
104,204033_2014-15,0.0,0.0,0.087,3.5,2,2014-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
105,2561_2014-15,0.474,0.508,0.208,29.1,66,2014-15,7,0,1.5,1.8,0.3,4.1,0.345,0.467,0.658,0.195,0.6,0.372,5.1,0.476,0.8,0.315,2.6,0.595,2.0,0.425,1.8,0.491,0.97,9.71,0.498,0.03,0.3,0.2
106,201599_2014-15,0.711,0.638,0.134,34.8,82,2014-15,47,0,1.7,3.9,1.4,9.3,0.296,0.545,0.919,0.235,0.0,0.0,0.0,0.667,0.0,0.333,9.5,0.714,0.3,0.524,0.7,0.862,0.992,6.27,0.735,0.008,0.05,0.25
107,201971_2014-15,0.456,0.469,0.172,6.3,29,2014-15,0,0,0.1,0.4,0.2,1.7,0.571,0.25,0.791,0.188,0.0,0.0,0.3,0.4,0.1,0.167,1.2,0.5,0.1,0.222,0.7,0.529,1.0,1.72,0.52,0.0,0.0,
108,201942_2014-15,0.426,0.51,0.282,35.5,60,2014-15,4,0,3.3,1.2,2.1,6.8,0.628,0.585,0.883,0.355,6.5,0.432,2.7,0.37,5.7,0.352,0.9,0.769,1.2,0.429,0.8,0.5,0.906,13.9,0.46,0.094,1.45,0.287
109,202326_2014-15,0.468,0.545,0.334,34.6,59,2014-15,47,2,3.1,4.2,1.6,12.6,0.407,0.56,0.898,0.35,4.3,0.522,2.5,0.369,1.8,0.362,7.0,0.551,7.0,0.458,1.7,0.455,0.992,16.08,0.523,0.008,0.14,0.25
110,201960_2014-15,0.579,0.603,0.165,31.7,70,2014-15,3,0,3.1,1.7,2.4,5.0,0.839,0.0,0.779,0.257,1.8,0.489,5.3,0.414,0.7,0.343,2.5,0.623,0.0,0.0,0.7,0.63,0.507,4.43,0.639,0.493,4.31,0.397
111,203471_2014-15,0.466,0.516,0.267,19.9,77,2014-15,5,0,1.6,0.8,0.8,4.7,0.4,0.333,0.275,0.187,4.9,0.464,1.3,0.315,2.4,0.392,0.1,0.385,0.0,0.0,0.1,0.5,0.753,5.78,0.521,0.247,1.9,0.356
112,101114_2014-15,0.443,0.504,0.219,31.5,68,2014-15,11,0,1.4,0.7,1.4,4.0,0.471,0.488,0.446,0.174,3.9,0.365,3.5,0.431,3.1,0.331,0.4,0.44,0.3,0.538,0.5,0.519,0.679,7.34,0.423,0.321,3.47,0.369
113,202324_2014-15,0.526,0.558,0.237,31.2,74,2014-15,23,0,2.3,3.1,0.8,10.4,0.374,0.522,0.925,0.242,0.6,0.459,2.8,0.385,0.5,0.283,7.0,0.642,3.1,0.403,3.1,0.5,0.993,11.39,0.571,0.007,0.08,0.167
114,201565_2014-15,0.45,0.493,0.305,30.4,51,2014-15,4,0,2.1,1.8,3.5,7.6,0.529,0.286,0.586,0.231,6.1,0.502,2.6,0.297,5.5,0.343,0.8,0.474,0.0,0.333,0.4,0.286,0.663,10.22,0.503,0.337,5.2,0.287
115,202682_2014-15,0.498,0.54,0.185,20.0,74,2014-15,1,0,0.9,1.2,1.8,3.8,0.698,0.353,0.907,0.32,1.3,0.397,2.1,0.343,0.8,0.298,1.8,0.574,0.2,0.143,0.5,0.556,0.654,3.99,0.569,0.346,2.11,0.314
116,2734_2014-15,0.509,0.559,0.175,22.5,76,2014-15,0,0,1.5,0.6,2.3,2.6,0.109,0.0,0.167,0.191,2.2,0.45,2.9,0.373,1.6,0.34,0.0,0.5,0.0,0.0,0.1,0.333,0.473,3.13,0.521,0.527,3.49,0.358
117,203906_2014-15,0.364,0.362,0.122,13.2,16,2014-15,0,0,0.4,0.1,0.4,1.0,0.4,0.0,0.4,0.208,0.3,0.4,0.8,0.19,0.4,0.5,0.1,0.25,0.0,0.0,0.1,0.25,0.488,1.25,0.5,0.512,1.31,0.19
118,203473_2014-15,0.562,0.568,0.124,14.5,59,2014-15,2,0,0.8,1.8,0.3,3.1,0.323,0.222,0.749,0.25,0.0,0.0,0.1,0.375,0.0,0.0,3.1,0.586,0.1,0.167,0.4,0.529,0.993,2.41,0.641,0.007,0.02,0.0
119,203079_2014-15,0.435,0.46,0.218,28.0,80,2014-15,1,0,2.0,0.8,2.4,4.7,0.467,0.586,0.439,0.328,3.4,0.385,2.6,0.329,3.1,0.36,0.2,0.5,0.2,0.4,0.2,0.467,0.726,8.13,0.464,0.274,3.06,0.298
120,1717_2014-15,0.508,0.56,0.244,30.0,77,2014-15,6,0,3.2,1.7,1.3,2.7,0.563,0.58,0.815,0.323,0.4,0.464,9.0,0.441,3.1,0.455,1.4,0.556,3.6,0.483,1.8,0.475,0.736,9.94,0.501,0.264,3.56,0.38
121,202388_2014-15,0.466,0.503,0.181,21.2,53,2014-15,1,0,1.4,0.9,1.0,3.2,0.444,0.0,0.588,0.139,2.4,0.455,1.5,0.325,1.6,0.308,0.2,0.5,0.0,0.0,0.2,0.6,0.596,3.62,0.542,0.404,2.45,0.315
122,202700_2014-15,0.539,0.553,0.19,29.1,71,2014-15,7,0,1.7,2.0,0.9,8.4,0.363,0.652,0.676,0.224,0.4,0.417,2.4,0.38,0.2,0.5,4.4,0.553,3.6,0.541,1.4,0.473,0.797,7.4,0.579,0.203,1.89,0.371
123,2748_2014-15,0.487,0.525,0.164,12.5,48,2014-15,0,0,0.8,0.5,0.9,1.1,0.286,0.0,0.5,0.244,0.7,0.414,2.5,0.385,0.3,0.188,0.2,0.444,0.0,0.0,0.1,1.0,0.422,1.65,0.392,0.578,2.25,0.38
124,203926_2014-15,0.463,0.48,0.18,9.0,36,2014-15,0,0,0.5,0.2,0.5,1.4,1.286,0.667,1.0,0.291,0.4,0.25,1.1,0.318,0.3,0.385,0.3,0.625,0.1,1.0,0.3,0.667,0.596,1.64,0.508,0.404,1.11,0.325
125,203110_2014-15,0.516,0.54,0.169,31.9,79,2014-15,18,1,1.9,1.2,2.1,5.2,0.526,0.183,0.752,0.177,1.1,0.484,4.8,0.356,0.4,0.292,2.5,0.624,0.4,0.387,1.1,0.679,0.551,5.1,0.566,0.449,4.16,0.337
126,2400_2014-15,0.44,0.469,0.167,17.2,51,2014-15,2,0,0.7,1.4,0.3,1.4,0.102,0.042,0.613,0.19,0.3,0.353,2.9,0.413,0.6,0.35,1.3,0.388,0.0,0.0,0.1,0.286,0.774,3.96,0.431,0.226,1.16,0.39
127,204079_2014-15,0.421,0.428,0.155,8.0,9,2014-15,0,0,0.0,0.2,0.2,1.6,0.222,1.0,0.833,0.153,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.5,0.7,1.0,0.2,0.25,0.833,1.67,0.533,0.167,0.33,0.0
128,202779_2014-15,0.538,0.586,0.207,20.7,6,2014-15,0,0,0.7,0.8,0.2,2.7,0.0,0.0,0.0,0.218,3.5,0.412,1.5,0.75,4.0,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.686,4.0,0.458,0.314,1.83,0.636
129,2730_2014-15,0.595,0.596,0.232,30.2,41,2014-15,23,0,2.2,3.1,1.0,12.3,0.417,0.454,0.99,0.298,0.2,0.4,0.1,0.2,0.0,0.0,9.5,0.725,5.0,0.403,1.0,0.684,0.995,9.25,0.651,0.005,0.05,0.5
130,203939_2014-15,0.485,0.552,0.166,8.3,29,2014-15,0,0,0.6,0.6,0.4,1.3,0.35,0.545,0.816,0.234,0.2,0.375,1.0,0.419,0.0,0.0,1.1,0.8,0.2,1.0,0.2,0.2,0.817,1.69,0.571,0.183,0.38,0.273
131,2548_2014-15,0.483,0.534,0.338,32.2,62,2014-15,3,0,4.1,1.7,2.4,9.4,0.53,0.601,0.809,0.327,5.5,0.508,1.2,0.371,6.9,0.386,2.1,0.659,3.0,0.465,1.3,0.586,0.904,15.03,0.513,0.096,1.59,0.278
132,202734_2014-15,0.493,0.504,0.14,9.1,56,2014-15,0,0,0.4,0.3,0.3,1.3,0.5,0.0,1.286,0.223,1.1,0.509,0.5,0.294,0.7,0.442,0.3,0.9,0.0,0.0,0.0,0.333,0.714,1.61,0.544,0.286,0.64,0.333
133,2853_2014-15,0.333,0.361,0.151,9.0,16,2014-15,0,0,0.3,0.3,0.0,0.4,0.381,0.0,0.304,0.158,0.1,0.0,1.5,0.458,0.0,0.0,0.4,0.111,0.0,0.0,0.5,0.5,0.892,2.06,0.303,0.108,0.25,0.5
134,201947_2014-15,0.433,0.425,0.174,9.4,10,2014-15,0,0,0.7,0.2,0.3,0.6,0.0,0.0,1.0,0.172,0.0,0.0,1.6,0.316,0.4,0.333,0.2,1.0,0.0,0.0,0.0,0.0,0.533,1.6,0.438,0.467,1.4,0.286
135,202334_2014-15,0.601,0.594,0.144,23.6,79,2014-15,6,0,1.1,2.8,0.7,7.1,0.327,0.504,0.841,0.236,0.2,0.467,0.1,0.444,0.1,0.5,6.4,0.63,0.7,0.435,1.1,0.427,1.0,5.29,0.675,0.0,0.0,
136,202327_2014-15,0.458,0.519,0.122,3.9,33,2014-15,0,0,0.2,0.1,0.1,0.6,0.867,0.3,0.706,0.169,0.0,0.0,0.3,0.556,0.0,0.0,0.4,0.5,0.2,0.25,0.4,0.857,1.0,0.67,0.5,0.0,0.0,
137,203901_2014-15,0.433,0.456,0.179,30.7,82,2014-15,12,2,1.9,1.1,1.7,6.3,0.353,0.0,0.549,0.133,4.3,0.405,0.4,0.308,1.0,0.326,1.1,0.548,0.0,0.0,0.3,0.611,0.931,6.88,0.514,0.069,0.51,0.262
138,202407_2014-15,0.399,0.45,0.164,19.9,47,2014-15,0,0,1.1,0.7,1.2,2.0,0.56,0.0,0.625,0.19,1.2,0.286,1.8,0.326,0.4,0.233,0.5,0.579,0.0,0.0,0.3,0.75,0.571,2.55,0.442,0.429,1.91,0.311
139,202343_2014-15,0.486,0.477,0.162,9.3,13,2014-15,0,0,0.5,0.2,0.2,0.6,0.0,0.0,0.0,0.2,0.2,0.333,1.6,0.389,0.5,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.486,1.31,0.353,0.514,1.38,0.444
140,1882_2014-15,0.442,0.457,0.114,13.7,36,2014-15,0,0,0.6,0.6,0.1,1.2,0.303,0.125,0.434,0.122,0.0,0.0,1.4,0.448,0.1,0.25,1.0,0.7,0.1,0.333,0.8,0.56,0.989,2.5,0.467,0.011,0.03,0.0
141,202683_2014-15,0.528,0.564,0.238,28.9,75,2014-15,31,0,2.1,4.4,1.3,10.1,0.37,0.547,0.97,0.274,1.2,0.516,2.8,0.356,0.2,0.4,7.4,0.625,2.1,0.476,1.3,0.441,0.947,10.75,0.578,0.053,0.6,0.356
142,202339_2014-15,0.489,0.555,0.233,35.0,81,2014-15,13,2,3.7,1.2,4.2,7.0,0.299,0.3,0.73,0.215,5.6,0.475,1.9,0.298,4.3,0.394,1.0,0.63,0.1,0.5,0.3,0.438,0.728,8.94,0.525,0.272,3.35,0.325
143,201569_2014-15,0.512,0.544,0.196,33.5,61,2014-15,1,0,1.9,1.2,1.2,3.4,0.318,0.0,0.7,0.302,3.1,0.382,6.5,0.474,2.1,0.329,0.3,0.563,0.0,0.0,0.3,0.375,0.524,5.61,0.421,0.476,5.1,0.453
144,203961_2014-15,1.0,1.0,0.2,0.7,3,2014-15,0,0,0.0,0.0,0.0,0.7,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,
145,203475_2014-15,0.42,0.436,0.181,9.7,43,2014-15,0,0,0.8,0.2,1.0,1.0,0.667,0.0,0.333,0.187,0.4,0.346,1.3,0.339,1.1,0.343,0.0,0.25,0.0,0.0,0.0,0.5,0.711,2.63,0.416,0.289,1.07,0.304
146,101141_2014-15,0.539,0.554,0.217,23.0,58,2014-15,6,0,1.9,2.3,1.1,4.3,0.405,0.586,0.9,0.322,1.0,0.457,5.5,0.44,0.7,0.362,3.3,0.579,0.3,0.462,0.6,0.469,0.641,5.86,0.566,0.359,3.28,0.396
147,203095_2014-15,0.514,0.546,0.197,29.0,58,2014-15,0,0,2.4,0.8,1.9,5.0,0.516,0.5,0.933,0.317,3.6,0.416,3.5,0.392,1.9,0.326,1.0,0.697,0.0,1.0,0.3,0.583,0.582,5.4,0.537,0.418,3.88,0.378
148,202323_2014-15,0.451,0.482,0.193,27.9,82,2014-15,7,3,1.7,1.1,1.2,3.9,0.431,0.519,0.675,0.155,3.6,0.466,1.3,0.299,3.7,0.426,0.7,0.524,0.3,0.379,0.4,0.571,0.833,7.17,0.486,0.167,1.44,0.28
149,203105_2014-15,0.547,0.58,0.173,11.1,46,2014-15,0,0,0.5,1.3,0.3,3.2,0.453,0.477,0.784,0.263,0.0,0.0,0.1,0.25,0.0,0.0,3.0,0.6,0.7,0.382,0.6,0.462,1.0,2.65,0.623,0.0,0.0,
150,101128_2014-15,0.349,0.347,0.163,14.5,14,2014-15,0,0,0.4,0.2,0.8,0.9,0.0,0.0,0.0,0.133,0.5,0.273,1.9,0.225,0.2,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.262,1.14,0.438,0.738,3.21,0.222
151,203128_2014-15,0.513,0.517,0.083,13.4,41,2014-15,1,0,0.3,1.3,0.1,1.7,0.043,0.0,0.559,0.109,0.0,0.0,0.2,0.278,0.0,0.0,1.7,0.592,0.0,0.0,0.0,0.167,0.926,1.54,0.635,0.074,0.12,0.0
152,203539_2014-15,0.15,0.15,0.234,11.0,4,2014-15,0,0,0.5,0.0,0.5,1.5,0.0,0.0,0.0,0.056,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824,3.5,0.214,0.176,0.75,0.0
153,202066_2014-15,0.497,0.534,0.136,14.3,52,2014-15,0,0,1.1,0.4,0.8,0.9,0.5,0.0,0.652,0.204,0.2,0.167,1.9,0.395,0.5,0.316,0.3,0.5,0.0,0.0,0.1,0.5,0.45,1.38,0.486,0.55,1.69,0.375
154,203914_2014-15,0.353,0.395,0.16,13.2,55,2014-15,0,0,0.8,0.4,0.7,1.1,0.462,0.0,0.542,0.261,0.8,0.385,1.2,0.23,0.7,0.309,0.2,0.286,0.0,0.0,0.2,0.5,0.495,1.78,0.459,0.505,1.82,0.21
155,202390_2014-15,0.423,0.483,0.231,22.4,54,2014-15,0,0,1.6,0.6,0.8,1.8,0.647,0.0,0.5,0.289,2.4,0.369,2.4,0.377,4.3,0.389,0.1,0.429,0.0,0.0,0.4,0.438,0.661,5.85,0.437,0.339,3.0,0.309
156,201588_2014-15,0.541,0.579,0.24,29.9,43,2014-15,2,1,2.4,1.1,1.8,5.7,0.481,0.458,1.2,0.223,4.8,0.544,3.4,0.389,4.4,0.416,1.1,0.8,0.5,0.55,0.3,0.833,0.623,7.37,0.587,0.377,4.47,0.359
157,101123_2014-15,0.504,0.532,0.277,19.8,74,2014-15,0,0,1.8,1.3,2.1,2.7,0.64,0.721,0.965,0.417,1.6,0.417,4.6,0.397,3.7,0.367,0.7,0.658,0.4,0.5,0.4,0.536,0.495,5.09,0.496,0.505,5.2,0.356
158,201945_2014-15,0.463,0.514,0.207,29.3,80,2014-15,2,0,1.9,1.0,1.8,3.9,0.789,0.544,0.788,0.286,2.6,0.429,2.7,0.364,3.7,0.408,0.7,0.667,0.5,0.413,0.7,0.622,0.833,8.46,0.48,0.167,1.7,0.331
159,2222_2014-15,0.426,0.431,0.088,9.1,32,2014-15,0,0,0.2,0.4,0.1,0.8,0.0,0.0,0.744,0.097,0.0,0.0,0.1,0.333,0.0,0.0,0.9,0.778,0.0,0.0,0.0,0.0,0.897,0.81,0.5,0.103,0.09,0.333
160,203507_2014-15,0.496,0.552,0.193,31.8,81,2014-15,10,0,2.7,1.7,3.1,7.4,0.544,0.301,0.781,0.25,3.6,0.465,0.9,0.36,1.4,0.337,3.0,0.614,0.6,0.417,1.2,0.603,0.939,8.29,0.558,0.061,0.54,0.163
161,203540_2014-15,0.584,0.587,0.201,10.1,21,2014-15,0,0,0.6,0.4,0.6,1.3,1.0,0.0,1.0,0.366,0.6,0.545,2.5,0.439,1.3,0.433,0.5,0.714,0.0,0.0,0.4,0.667,0.551,2.33,0.51,0.449,1.9,0.45
162,201175_2014-15,0.459,0.495,0.168,12.4,74,2014-15,0,0,0.7,0.5,0.2,2.8,0.5,0.5,0.801,0.247,0.2,0.4,0.5,0.246,0.1,0.182,1.9,0.574,0.5,0.366,0.9,0.5,0.982,3.01,0.525,0.018,0.05,0.0
163,203318_2014-15,0.233,0.312,0.19,8.6,5,2014-15,0,0,0.4,0.4,0.0,0.8,0.5,0.0,0.75,0.177,0.0,0.0,0.6,0.167,0.0,0.0,0.6,0.5,0.0,0.0,0.4,0.5,0.5,1.4,0.286,0.5,1.4,0.143
164,203922_2014-15,0.425,0.471,0.143,7.5,35,2014-15,0,0,0.4,0.3,0.4,0.9,0.375,0.0,0.5,0.247,0.6,0.45,0.3,0.182,0.4,0.375,0.4,0.462,0.0,0.0,0.1,0.333,0.703,1.29,0.467,0.297,0.54,0.263
165,201609_2014-15,0.546,0.577,0.211,34.3,78,2014-15,4,0,3.9,1.1,5.2,8.9,0.486,0.308,0.764,0.234,4.1,0.474,2.8,0.354,2.9,0.359,1.4,0.657,0.1,0.5,0.9,0.558,0.732,8.95,0.59,0.268,3.27,0.353
166,202330_2014-15,0.5,0.567,0.257,34.9,76,2014-15,2,0,3.3,1.8,3.7,6.1,0.56,0.667,0.907,0.278,5.9,0.415,4.3,0.418,4.8,0.398,1.0,0.646,0.1,0.571,0.9,0.6,0.682,9.21,0.52,0.318,4.3,0.367
167,203476_2014-15,0.507,0.573,0.149,30.4,73,2014-15,18,0,1.2,2.3,0.4,5.0,0.311,0.53,0.747,0.261,0.4,0.353,1.9,0.5,0.4,0.341,5.4,0.579,2.5,0.468,1.6,0.505,0.989,6.1,0.581,0.011,0.07,0.2
168,203511_2014-15,0.288,0.303,0.234,6.5,8,2014-15,0,0,0.6,0.0,0.6,1.3,0.0,2.0,0.5,0.155,0.3,0.5,0.6,0.111,0.0,0.0,0.3,0.5,0.3,1.0,0.0,0.0,0.423,1.38,0.545,0.577,1.88,0.067
169,202328_2014-15,0.496,0.549,0.234,31.4,69,2014-15,35,0,2.3,3.7,1.3,11.6,0.461,0.536,0.875,0.309,2.0,0.496,0.5,0.333,0.1,0.333,5.9,0.589,5.9,0.444,2.0,0.528,1.0,11.12,0.551,0.0,0.0,
170,202962_2014-15,0.612,0.605,0.096,8.8,42,2014-15,0,0,0.4,0.3,0.3,1.4,0.541,0.333,0.855,0.227,0.0,1.0,0.0,0.0,0.0,0.0,1.4,0.647,0.0,1.0,0.5,0.8,1.0,0.95,0.75,0.0,0.0,
171,201880_2014-15,0.75,0.717,0.113,3.9,17,2014-15,0,0,0.4,0.2,0.1,0.6,0.0,0.0,0.588,0.163,0.0,0.0,0.1,1.0,0.0,0.0,0.6,0.714,0.0,0.0,0.0,0.0,1.0,0.47,0.75,0.0,0.0,
172,202349_2014-15,0.5,0.514,0.196,24.6,82,2014-15,0,0,1.7,0.9,1.2,2.8,0.1,0.1,0.182,0.169,2.6,0.439,4.0,0.413,2.4,0.357,0.1,0.3,0.0,0.182,0.0,0.111,0.501,4.26,0.467,0.499,4.23,0.383
173,203084_2014-15,0.548,0.573,0.147,28.6,82,2014-15,6,0,2.0,1.4,2.0,4.2,0.398,0.505,0.743,0.268,1.6,0.467,3.6,0.409,1.2,0.402,1.9,0.592,0.6,0.444,0.5,0.405,0.659,5.01,0.557,0.341,2.6,0.408
174,202355_2014-15,0.628,0.619,0.202,24.1,48,2014-15,22,1,1.2,3.9,0.3,9.5,0.647,0.7,1.053,0.376,0.1,0.667,0.6,0.433,0.3,0.6,9.3,0.675,2.4,0.5,1.2,0.571,1.0,7.57,0.683,0.0,0.0,
175,2045_2014-15,0.601,0.602,0.142,11.5,62,2014-15,0,0,0.3,0.5,0.4,0.4,0.333,0.588,0.6,0.238,0.3,0.615,2.5,0.468,0.8,0.333,0.1,0.6,0.2,0.625,0.1,0.375,0.261,0.79,0.469,0.739,2.24,0.432
176,203156_2014-15,0.478,0.521,0.2,19.4,73,2014-15,4,0,1.2,1.9,0.7,3.7,0.263,0.295,0.732,0.2,0.2,0.7,2.8,0.416,0.1,0.235,3.3,0.558,1.2,0.419,0.8,0.344,0.953,6.16,0.52,0.047,0.3,0.182
