,pidSzn,SCREEN_ASSISTS,SCREEN_AST_PTS,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCHES,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCHES,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCHES,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS_PCT,PASSES_MADE,PASSES_RECEIVED,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,MIN,GP,Season,AST_PCT,AST_TO,AST_RATIO,TOV
1817,201601_2017-18,0.46,1.21,0.3,0.305,0.0,0.051,0.1,0.102,1.0,0.2,0.667,0.0,0.095,0.0,0.048,0.3,0.3,0.529,0.0,0.167,0.0,0.029,0.6,0.9,0.1,0.1,1.8,0.049,18.3,15.7,0.9,0.301,0.2,0.054,0.4,0.118,26.4,16.0,0.8,1.85,1.01,25.6,61,2017-18,0.052,0.81,10.8,1.1
1818,203512_2017-18,1.27,2.92,0.7,0.337,0.1,0.032,0.0,0.011,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.1,0.179,0.1,0.075,0.8,0.5,0.0,0.1,0.9,0.048,9.5,6.9,0.0,0.5,0.0,0.0,0.0,0.0,11.9,6.9,0.2,1.04,0.19,3.0,1,2017-18,0.0,0.0,0.0,0.0
1819,203512_2017-18,1.27,2.92,0.7,0.337,0.1,0.032,0.0,0.011,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.1,0.179,0.1,0.075,0.8,0.5,0.0,0.1,0.9,0.048,9.5,6.9,0.0,0.5,0.0,0.0,0.0,0.0,11.9,6.9,0.2,1.04,0.19,3.0,1,2017-18,0.0,0.0,0.0,0.3
1820,203512_2017-18,1.27,2.92,0.7,0.337,0.1,0.032,0.0,0.011,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.1,0.179,0.1,0.075,0.8,0.5,0.0,0.1,0.9,0.048,9.5,6.9,0.0,0.5,0.0,0.0,0.0,0.0,11.9,6.9,0.2,1.04,0.19,8.6,48,2017-18,0.075,1.38,16.9,0.0
1821,203512_2017-18,1.27,2.92,0.7,0.337,0.1,0.032,0.0,0.011,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.1,0.179,0.1,0.075,0.8,0.5,0.0,0.1,0.9,0.048,9.5,6.9,0.0,0.5,0.0,0.0,0.0,0.0,11.9,6.9,0.2,1.04,0.19,8.6,48,2017-18,0.075,1.38,16.9,0.3
1822,1626242_2017-18,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,0.3,5.06,3.43,4.0,2,2017-18,0.0,0.0,0.0,1.0
1823,202337_2017-18,0.86,2.0,0.1,0.333,0.1,0.222,0.0,0.056,0.4,0.0,0.333,0.0,0.0,0.0,0.0,0.1,0.3,0.7,0.1,0.286,0.0,0.0,0.4,0.6,0.0,0.1,1.1,0.036,16.7,13.5,0.2,0.244,0.1,0.133,0.1,0.089,21.6,13.2,0.6,1.54,0.62,14.3,50,2017-18,0.064,1.63,11.3,0.4
1824,1628379_2017-18,0.08,0.22,0.2,0.349,0.0,0.023,0.0,0.047,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.347,0.0,0.176,0.0,0.041,0.7,1.7,0.1,0.2,3.2,0.117,14.5,17.8,1.1,0.332,0.3,0.1,0.3,0.096,22.9,18.9,1.0,2.61,1.7,20.0,73,2017-18,0.127,1.8,18.0,1.0
1825,1628436_2017-18,1.4,3.05,0.4,0.205,0.1,0.051,0.2,0.077,2.0,0.1,0.133,0.0,0.0,0.2,0.2,0.8,0.5,0.769,0.1,0.1,0.0,0.0,0.7,1.3,0.0,0.1,2.3,0.051,25.4,19.5,0.5,0.455,0.1,0.045,0.2,0.136,32.7,19.6,0.7,1.35,0.44,16.3,20,2017-18,0.114,2.17,15.6,0.6
1826,2736_2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.111,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.4,1.9,0.83,13.1,1,2017-18,0.111,1.0,25.0,1.0
1827,1627781_2017-18,0.08,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.667,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.1,1.1,0.049,10.3,11.1,0.4,0.239,0.1,0.043,0.1,0.043,14.8,11.7,0.5,1.93,0.89,12.4,26,2017-18,0.058,1.3,10.6,0.4
1828,1627763_2017-18,0.38,0.79,0.4,0.276,0.0,0.013,0.1,0.039,1.6,0.2,0.5,0.0,0.063,0.0,0.125,0.3,0.6,0.636,0.1,0.143,0.0,0.023,0.9,3.1,0.3,0.4,6.2,0.075,41.8,43.8,3.8,0.396,0.9,0.096,0.5,0.049,55.7,26.9,3.3,3.56,3.35,29.9,48,2017-18,0.165,2.3,20.1,1.4
1829,1627098_2017-18,0.19,0.44,0.1,0.286,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.417,0.0,0.0,0.0,0.083,0.2,3.1,0.2,0.3,6.1,0.097,31.6,34.7,1.6,0.405,0.4,0.102,0.3,0.068,40.2,21.5,2.7,3.99,3.32,18.8,54,2017-18,0.244,2.47,29.4,1.2
1830,1626259_2017-18,0.13,0.33,0.1,0.2,0.1,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.5,0.028,7.1,6.7,0.3,0.444,0.0,0.0,0.1,0.111,9.8,7.1,0.3,1.74,0.75,8.4,15,2017-18,0.034,0.6,7.9,0.3
1831,1627736_2017-18,0.02,0.05,0.1,0.148,0.0,0.0,0.0,0.111,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.333,0.0,0.091,0.2,0.5,0.0,0.0,0.8,0.09,5.5,6.8,0.2,0.21,0.0,0.016,0.1,0.065,9.4,6.7,0.3,2.01,1.29,9.4,62,2017-18,0.077,1.29,12.6,0.4
1832,1628370_2017-18,0.13,0.27,0.1,0.25,0.0,0.063,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.1,1.4,0.1,0.2,2.7,0.099,14.6,21.0,0.9,0.335,0.3,0.119,0.2,0.074,23.5,10.3,1.9,4.9,4.65,13.5,63,2017-18,0.178,1.86,15.6,0.8
1833,1628493_2017-18,0.5,1.0,0.0,0.0,0.0,0.0,0.3,0.143,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,4.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.3,0.1,1.28,0.15,5.0,4,2017-18,0.0,0.0,0.0,0.0
1834,1938_2017-18,0.22,0.48,0.2,0.293,0.0,0.049,0.1,0.122,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.412,0.0,0.286,0.0,0.118,0.3,2.5,0.2,0.3,4.9,0.111,22.6,28.0,2.3,0.343,0.6,0.084,0.4,0.064,33.6,24.1,1.8,3.25,2.37,20.0,65,2017-18,0.193,1.55,20.7,1.6
1835,202705_2017-18,0.14,0.29,0.1,0.143,0.0,0.0,0.1,0.143,1.0,0.0,0.0,0.0,0.0,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.1,0.25,0.6,3.6,0.1,0.3,8.3,0.111,32.1,38.9,2.7,0.25,1.6,0.145,0.4,0.039,51.0,31.0,3.9,4.63,3.6,27.5,7,2017-18,0.205,1.56,16.4,2.3
1836,201188_2017-18,3.42,7.62,1.9,0.358,0.3,0.056,0.2,0.043,5.4,3.3,0.323,0.8,0.075,0.7,0.071,10.2,5.5,0.688,0.7,0.119,0.3,0.033,8.0,4.2,0.2,0.4,7.7,0.066,62.8,60.4,1.0,0.317,0.2,0.049,0.2,0.08,83.7,57.8,2.4,1.75,0.55,33.0,73,2017-18,0.225,1.57,18.3,2.7
1837,101162_2017-18,4.45,9.96,2.2,0.312,0.4,0.051,0.3,0.036,7.2,0.4,0.191,0.2,0.079,0.1,0.045,2.2,2.8,0.593,0.4,0.155,0.2,0.048,4.8,1.8,0.0,0.1,3.2,0.056,32.8,20.9,0.0,0.12,0.0,0.04,0.0,0.08,41.9,21.7,1.0,1.45,0.31,25.3,82,2017-18,0.103,1.53,17.1,1.2
1838,201158_2017-18,0.2,0.45,0.2,0.19,0.0,0.024,0.0,0.024,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.304,0.0,0.118,0.0,0.036,0.7,1.9,0.1,0.4,4.0,0.073,25.4,29.7,0.8,0.346,0.3,0.117,0.1,0.056,38.0,30.9,1.3,2.12,1.21,24.3,80,2017-18,0.115,1.57,13.8,1.2
1839,1627875_2017-18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.068,2.5,3.1,0.1,0.222,0.0,0.074,0.0,0.037,4.1,3.0,0.2,3.02,2.05,5.3,42,2017-18,0.045,2.33,10.4,0.1
1840,202694_2017-18,0.93,2.09,0.3,0.185,0.0,0.0,0.0,0.011,1.8,0.5,0.194,0.1,0.04,0.1,0.04,2.4,0.3,0.275,0.1,0.286,0.0,0.039,1.0,1.3,0.1,0.2,2.5,0.042,30.9,29.1,0.4,0.158,0.1,0.048,0.2,0.068,45.6,28.2,1.6,2.12,1.11,26.7,54,2017-18,0.082,1.11,8.9,1.2
1841,1627779_2017-18,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,1.4,0.068,8.8,11.2,0.0,0.0,0.2,0.167,0.0,0.0,12.0,5.8,1.1,5.3,4.77,5.6,5,2017-18,0.143,0.0,16.7,0.0
1842,203935_2017-18,0.37,0.91,0.6,0.381,0.1,0.071,0.2,0.095,1.6,0.6,0.44,0.2,0.133,0.0,0.027,1.5,0.3,0.552,0.0,0.063,0.0,0.069,0.6,4.9,0.2,0.5,8.8,0.114,43.2,47.6,2.0,0.316,1.1,0.175,0.5,0.078,57.8,30.8,3.7,3.84,3.11,29.9,54,2017-18,0.234,2.01,26.9,2.4
1843,201596_2017-18,0.18,0.42,0.2,0.393,0.0,0.107,0.1,0.179,0.4,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.2,0.5,0.1,0.417,0.0,0.083,0.4,3.0,0.2,0.4,5.7,0.074,40.2,42.4,1.7,0.286,0.6,0.095,0.5,0.078,51.4,20.8,3.8,4.42,3.98,21.5,66,2017-18,0.214,1.68,24.1,1.8
1844,1626209_2017-18,0.4,0.87,0.2,0.163,0.0,0.013,0.1,0.075,1.1,0.1,0.308,0.0,0.154,0.0,0.077,0.2,0.3,0.449,0.1,0.227,0.0,0.061,0.7,1.4,0.1,0.1,2.7,0.057,24.6,20.9,0.9,0.279,0.1,0.033,0.3,0.092,35.5,21.1,1.4,2.39,1.29,22.1,75,2017-18,0.101,1.23,12.4,1.2
1845,203900_2017-18,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.061,8.3,8.0,0.5,0.667,0.0,0.0,0.0,0.0,10.8,4.5,0.6,3.2,2.72,7.9,4,2017-18,0.105,1.0,18.2,0.5
1846,1628365_2017-18,0.71,1.79,0.3,0.286,0.1,0.071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.429,0.0,0.0,0.0,0.0,0.5,3.8,0.2,0.2,7.4,0.117,32.4,37.4,3.5,0.377,1.1,0.115,0.1,0.015,43.6,15.3,3.7,5.02,4.7,18.1,14,2017-18,0.294,3.12,27.7,1.2
1847,202693_2017-18,1.51,3.55,0.8,0.279,0.2,0.078,0.2,0.068,3.0,0.9,0.262,0.2,0.067,0.2,0.06,3.5,1.2,0.517,0.2,0.156,0.1,0.046,2.4,1.9,0.1,0.2,3.3,0.076,25.5,25.7,0.2,0.162,0.1,0.086,0.1,0.095,38.1,25.7,1.0,1.57,0.53,27.0,73,2017-18,0.107,1.12,14.0,1.8
1848,1627737_2017-18,1.68,3.76,0.7,0.234,0.1,0.03,0.2,0.06,2.8,0.5,0.315,0.1,0.065,0.2,0.148,1.5,1.2,0.629,0.2,0.136,0.1,0.071,1.9,1.2,0.1,0.2,2.7,0.039,29.2,19.7,0.3,0.175,0.0,0.029,0.1,0.087,38.9,20.5,1.0,1.52,0.41,21.2,72,2017-18,0.081,0.78,11.2,1.5
1849,203104_2017-18,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,5.7,0.094,46.3,49.7,2.7,0.421,1.0,0.158,0.0,0.0,54.3,17.3,4.1,4.47,3.69,24.6,3,2017-18,0.241,4.33,38.2,1.0
1850,201578_2017-18,0.88,1.9,0.2,0.222,0.0,0.022,0.0,0.022,0.9,0.5,0.303,0.2,0.09,0.1,0.034,1.7,0.3,0.6,0.0,0.056,0.0,0.067,0.6,0.8,0.1,0.0,1.3,0.045,17.2,17.1,0.2,0.25,0.0,0.05,0.1,0.075,25.6,17.3,0.6,1.47,0.35,13.0,52,2017-18,0.104,1.0,8.8,0.8
1851,1627850_2017-18,1.0,2.13,0.9,0.5,0.3,0.143,0.3,0.143,1.8,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.4,0.429,0.0,0.0,0.3,0.286,0.9,0.3,0.0,0.0,0.8,0.045,5.5,4.4,0.1,0.5,0.0,0.0,0.0,0.0,7.4,4.6,0.2,1.83,0.51,6.5,8,2017-18,0.063,0.67,12.5,0.4
1852,101107_2017-18,1.24,2.97,0.5,0.287,0.1,0.074,0.1,0.029,1.7,0.2,0.268,0.1,0.07,0.0,0.042,0.9,0.6,0.581,0.1,0.22,0.1,0.047,1.1,1.2,0.1,0.2,2.4,0.034,35.9,24.4,0.2,0.17,0.1,0.04,0.1,0.05,45.1,23.7,0.9,1.21,0.3,25.7,78,2017-18,0.069,1.45,12.4,0.9
1853,203486_2017-18,2.05,4.77,1.3,0.238,0.2,0.037,0.4,0.072,5.4,0.4,0.273,0.2,0.116,0.2,0.099,1.6,1.1,0.556,0.2,0.153,0.1,0.072,2.1,1.9,0.0,0.2,3.3,0.082,23.3,19.4,0.2,0.261,0.1,0.072,0.1,0.087,31.3,20.3,1.1,2.05,0.93,19.5,74,2017-18,0.145,1.39,20.6,1.4
1854,1627856_2017-18,1.0,2.25,0.8,0.375,0.0,0.0,0.5,0.25,2.0,0.0,0.0,0.3,1.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.3,0.5,0.5,0.5,0.0,0.0,1.0,0.053,9.5,5.8,0.3,1.0,0.0,0.0,0.0,0.0,11.0,6.0,0.3,1.56,0.45,8.1,4,2017-18,0.071,2.0,28.6,0.3
1855,1628475_2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.0,0.1,2.23,1.73,3.8,3,2017-18,0.0,0.0,0.0,0.3
1856,203521_2017-18,0.58,1.24,0.2,0.7,0.0,0.0,0.0,0.0,0.3,0.1,0.444,0.1,0.222,0.0,0.0,0.2,0.2,1.0,0.0,0.125,0.0,0.0,0.2,3.9,0.2,0.5,7.1,0.121,31.9,33.8,2.4,0.481,0.8,0.155,0.2,0.048,38.6,17.0,2.9,4.51,4.29,18.7,38,2017-18,0.296,2.96,40.8,1.3
1857,203090_2017-18,0.19,0.42,0.6,0.255,0.1,0.048,0.1,0.048,2.5,0.4,0.383,0.1,0.117,0.1,0.05,1.0,0.3,0.586,0.1,0.235,0.0,0.034,0.5,0.9,0.1,0.1,2.1,0.05,17.9,14.9,0.5,0.341,0.1,0.059,0.1,0.094,24.6,17.0,0.8,1.92,0.79,21.4,59,2017-18,0.061,1.33,12.7,0.7
1858,1628467_2017-18,1.36,3.19,0.6,0.235,0.1,0.027,0.1,0.033,2.5,0.2,0.452,0.0,0.032,0.0,0.065,0.4,0.5,0.552,0.0,0.081,0.1,0.104,0.9,0.7,0.0,0.1,1.2,0.048,14.6,12.5,0.0,0.125,0.0,0.083,0.0,0.042,20.1,12.4,0.5,1.4,0.33,16.8,72,2017-18,0.066,1.7,12.3,0.4
1859,203086_2017-18,1.09,2.58,0.6,0.373,0.2,0.098,0.1,0.059,1.5,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.6,0.514,0.1,0.211,0.1,0.054,1.1,0.5,0.0,0.1,1.1,0.048,10.8,8.2,0.2,0.417,0.0,0.083,0.0,0.083,14.0,8.5,0.4,1.76,0.36,7.7,33,2017-18,0.11,1.7,15.6,0.3
1860,201563_2017-18,1.11,2.47,0.6,0.205,0.1,0.035,0.2,0.057,3.1,0.8,0.229,0.2,0.053,0.3,0.079,3.6,2.0,0.497,0.3,0.155,0.2,0.057,4.1,1.6,0.1,0.3,3.4,0.06,27.4,26.2,0.6,0.13,0.3,0.058,0.4,0.075,41.8,26.4,1.5,2.11,0.94,22.3,74,2017-18,0.122,0.86,10.8,2.0
1861,203487_2017-18,0.19,0.48,0.5,0.467,0.1,0.1,0.0,0.017,1.2,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.3,0.765,0.0,0.077,0.0,0.059,0.3,2.2,0.1,0.3,5.0,0.083,26.8,29.3,1.8,0.391,0.3,0.071,0.3,0.067,34.5,12.4,2.9,5.08,4.74,16.1,52,2017-18,0.214,2.23,26.4,1.0
1862,203077_2017-18,0.19,0.49,0.6,0.301,0.1,0.052,0.1,0.039,2.1,0.1,0.206,0.0,0.029,0.0,0.059,0.5,0.3,0.354,0.1,0.174,0.1,0.062,0.9,1.0,0.1,0.1,2.0,0.069,13.8,16.6,0.5,0.167,0.1,0.05,0.2,0.054,23.7,15.9,0.9,2.19,1.57,25.0,74,2017-18,0.057,1.34,9.3,0.7
1863,201144_2017-18,0.5,1.08,0.1,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.333,0.0,0.0,0.1,0.333,0.3,4.1,0.3,0.6,9.4,0.086,47.7,63.8,3.3,0.26,1.2,0.091,0.8,0.058,69.0,34.8,5.3,4.6,4.48,31.1,12,2017-18,0.234,2.72,18.8,1.5
1864,1628455_2017-18,0.0,0.0,0.4,0.722,0.1,0.111,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.2,3.5,0.3,0.3,7.2,0.105,33.3,40.8,2.8,0.326,0.9,0.112,0.4,0.046,46.4,15.6,4.2,5.4,5.31,19.1,36,2017-18,0.279,2.57,23.6,1.4
1865,203488_2017-18,1.47,3.45,0.5,0.223,0.1,0.025,0.1,0.025,2.3,0.0,0.222,0.0,0.0,0.0,0.111,0.2,1.1,0.589,0.2,0.143,0.1,0.042,1.8,1.0,0.0,0.1,1.6,0.041,23.7,18.1,0.2,0.229,0.2,0.167,0.1,0.104,31.2,18.7,0.7,1.28,0.36,20.0,53,2017-18,0.074,1.21,11.8,0.8
1866,203118_2017-18,0.92,2.0,0.6,0.276,0.1,0.071,0.0,0.019,2.1,0.3,0.245,0.1,0.057,0.1,0.057,1.4,1.7,0.596,0.2,0.142,0.2,0.056,2.8,1.1,0.1,0.1,2.2,0.05,21.1,19.2,0.2,0.207,0.1,0.061,0.1,0.073,29.9,19.3,0.8,1.59,0.6,18.5,76,2017-18,0.093,1.01,11.2,1.1
1867,203101_2017-18,2.96,6.56,1.2,0.271,0.1,0.017,0.4,0.1,4.4,0.1,0.296,0.0,0.037,0.1,0.111,0.5,2.8,0.694,0.3,0.097,0.1,0.036,4.0,0.8,0.0,0.1,1.5,0.043,19.1,14.0,0.0,0.133,0.0,0.0,0.0,0.133,24.4,15.1,0.7,1.62,0.47,16.7,55,2017-18,0.074,0.71,14.2,1.2
1868,1628462_2017-18,0.36,0.8,0.2,0.7,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.769,0.0,0.1,0.0,0.0,0.3,4.6,0.4,0.4,8.8,0.095,48.6,48.0,2.6,0.524,0.8,0.154,0.4,0.079,61.4,24.7,3.6,3.53,3.0,25.2,45,2017-18,0.252,2.15,30.4,2.2
1869,1628495_2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.3,1.0,0.1,0.2,2.6,0.068,14.6,17.1,1.6,0.372,0.4,0.093,0.1,0.023,21.2,11.9,1.4,3.89,3.36,12.5,10,2017-18,0.122,5.0,16.1,0.2
1870,1627851_2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,2.42,1.0,1.9,1,2017-18,0.0,0.0,0.0,0.0
1871,203141_2017-18,0.1,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,1.9,0.046,21.9,16.1,0.2,0.25,0.0,0.0,0.2,0.25,28.7,15.9,0.6,1.24,0.34,15.9,10,2017-18,0.103,1.43,13.5,0.7
1872,1628420_2017-18,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,4.3,0.135,17.3,17.7,0.0,0.0,0.3,0.167,0.0,0.0,20.3,8.0,1.8,5.33,5.33,8.4,3,2017-18,0.368,7.0,46.7,0.3
1873,1626149_2017-18,1.5,3.33,0.7,0.157,0.1,0.022,0.2,0.037,4.7,0.3,0.122,0.1,0.041,0.2,0.081,2.3,0.7,0.384,0.2,0.25,0.1,0.034,1.9,1.0,0.0,0.1,1.5,0.055,17.6,16.9,0.1,0.082,0.0,0.01,0.1,0.052,27.5,17.3,0.9,1.95,0.86,17.0,76,2017-18,0.093,1.09,9.5,0.9
1874,1627988_2017-18,0.0,0.0,0.1,0.095,0.0,0.0,0.1,0.048,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.0,0.0,0.1,0.083,0.6,1.1,0.1,0.3,2.5,0.058,19.0,17.7,1.2,0.442,0.3,0.096,0.2,0.058,26.5,20.1,0.9,2.09,1.21,18.9,20,2017-18,0.083,1.16,14.3,1.0
1875,1626167_2017-18,4.0,8.88,1.0,0.268,0.1,0.033,0.1,0.033,3.7,0.6,0.252,0.1,0.039,0.1,0.045,2.4,1.4,0.422,0.4,0.255,0.2,0.067,3.4,1.3,0.0,0.1,2.4,0.037,35.7,27.6,0.1,0.127,0.0,0.042,0.1,0.099,48.9,27.9,1.1,1.4,0.34,28.2,65,2017-18,0.071,0.91,9.5,1.5
1876,203489_2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.033,6.0,5.6,0.2,0.143,0.2,0.143,0.0,0.0,7.4,4.2,0.5,4.43,3.27,3.8,5,2017-18,0.077,0.0,14.3,0.0
1877,1628513_2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.92,0.5,0.5,1,2017-18,0.0,0.0,0.0,0.0
1878,202357_2017-18,0.36,0.73,0.3,0.177,0.0,0.01,0.1,0.052,1.4,0.1,0.4,0.0,0.133,0.0,0.067,0.2,0.2,0.522,0.0,0.083,0.0,0.087,0.3,1.3,0.1,0.2,2.4,0.052,24.9,16.6,0.5,0.224,0.3,0.115,0.2,0.077,32.1,16.8,0.9,1.72,0.74,20.5,67,2017-18,0.088,1.65,16.2,0.8
1879,2403_2017-18,1.96,4.9,1.1,0.261,0.2,0.05,0.3,0.069,4.2,0.1,0.219,0.0,0.063,0.1,0.094,0.6,1.3,0.38,0.2,0.154,0.2,0.058,3.3,0.9,0.1,0.2,1.9,0.05,17.3,13.5,0.3,0.26,0.1,0.06,0.1,0.06,24.0,14.1,0.6,1.62,0.44,14.6,52,2017-18,0.093,1.18,12.3,0.7
1880,203457_2017-18,1.53,3.53,1.4,0.273,0.2,0.032,0.4,0.071,5.1,0.2,0.417,0.0,0.083,0.1,0.167,0.4,1.7,0.654,0.2,0.118,0.1,0.051,2.6,0.7,0.0,0.0,1.2,0.044,15.0,10.1,0.1,0.25,0.0,0.125,0.0,0.0,20.4,11.5,0.5,1.53,0.45,15.7,30,2017-18,0.07,0.77,12.3,0.9
1881,2555_2017-18,0.87,1.87,0.3,0.222,0.1,0.056,0.1,0.056,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.25,0.1,0.333,0.1,0.083,0.9,0.2,0.0,0.0,0.5,0.03,7.7,5.9,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.8,0.3,1.65,0.61,5.0,15,2017-18,0.087,0.57,11.1,0.5
1882,201156_2017-18,0.4,0.93,0.1,0.194,0.0,0.032,0.0,0.097,0.4,0.0,0.333,0.0,0.0,0.0,0.0,0.1,0.1,0.391,0.0,0.222,0.0,0.0,0.3,0.5,0.0,0.1,1.0,0.037,12.0,15.8,0.2,0.174,0.1,0.087,0.1,0.087,19.5,14.4,0.7,2.03,1.23,17.4,80,2017-18,0.038,0.92,6.1,0.5
