,pidSzn,SCREEN_ASSISTS,SCREEN_AST_PTS,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCHES,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCHES,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCHES,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS_PCT,PASSES_MADE,PASSES_RECEIVED,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,MIN,GP,Season,AST_PCT,AST_TO,AST_RATIO,TOV
549,203955_2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.9,0.056,6.8,8.3,0.1,0.5,0.1,0.5,0.0,0.0,9.0,2.8,0.6,4.07,4.49,4.8,8,2015-16,0.136,0.6,16.7,0.6
550,1626214_2015-16,0.0,0.0,0.3,0.308,0.0,0.0,0.1,0.077,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.3,1.1,0.2,0.1,1.9,0.077,13.9,14.3,0.7,0.333,0.2,0.1,0.1,0.067,20.9,13.9,0.9,2.56,2.17,19.9,14,2015-16,0.076,1.36,14.3,0.8
551,201228_2015-16,0.0,0.0,0.1,0.364,0.0,0.091,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.2,2.7,0.3,0.1,5.4,0.089,29.8,30.3,1.1,0.456,0.2,0.089,0.1,0.038,36.7,15.2,2.6,4.26,4.14,19.9,33,2015-16,0.18,3.52,33.1,0.8
552,203912_2015-16,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.8,0.075,5.8,7.8,0.4,0.429,0.1,0.143,0.0,0.0,9.3,6.3,0.4,2.45,1.97,7.3,23,2015-16,0.09,5.0,12.0,0.1
553,203468_2015-16,0.0,0.0,0.3,0.393,0.0,0.054,0.0,0.054,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.3,0.553,0.0,0.143,0.0,0.026,0.5,4.3,0.7,0.7,9.4,0.094,45.6,59.7,3.5,0.313,0.9,0.081,0.7,0.06,69.5,34.8,5.3,4.55,4.33,34.7,80,2015-16,0.211,1.74,16.5,2.5
554,101139_2015-16,0.0,0.0,0.2,0.267,0.0,0.022,0.0,0.067,0.7,0.0,0.286,0.0,0.286,0.0,0.0,0.1,0.5,0.484,0.0,0.1,0.1,0.065,1.0,1.0,0.1,0.1,2.3,0.05,19.5,23.3,0.5,0.209,0.1,0.05,0.1,0.043,32.0,21.5,1.0,1.79,0.97,22.9,64,2015-16,0.069,0.9,7.7,1.1
555,203946_2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.111,0.0,0.0,0.1,0.111,0.5,0.3,0.357,0.1,0.4,0.1,0.071,0.8,0.3,0.1,0.1,0.8,0.04,8.3,6.4,0.1,0.111,0.0,0.0,0.1,0.111,11.1,6.3,0.3,1.47,0.47,5.7,18,2015-16,0.091,1.5,11.1,0.2
556,1626166_2015-16,0.0,0.0,0.1,0.571,0.0,0.143,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.1,1.9,0.2,0.2,3.8,0.098,19.4,21.9,1.5,0.405,0.5,0.129,0.2,0.043,26.2,10.0,2.4,5.47,5.14,12.2,57,2015-16,0.241,2.45,24.5,0.8
557,201171_2015-16,0.03,0.06,0.7,0.19,0.1,0.016,0.1,0.04,3.5,0.7,0.261,0.2,0.065,0.2,0.087,2.6,1.1,0.621,0.1,0.049,0.0,0.015,1.8,0.9,0.1,0.0,1.8,0.047,19.1,17.5,0.1,0.2,0.0,0.067,0.0,0.0,28.2,18.0,0.8,1.74,0.55,15.8,36,2015-16,0.102,1.45,9.3,0.6
558,2546_2015-16,0.0,0.0,0.7,0.224,0.1,0.034,0.1,0.043,3.2,1.9,0.232,0.7,0.081,0.5,0.055,8.4,2.2,0.435,0.6,0.269,0.2,0.045,5.0,4.2,0.5,0.6,8.5,0.099,42.1,50.3,0.6,0.186,0.3,0.082,0.2,0.052,66.8,46.6,3.6,3.22,1.98,35.1,72,2015-16,0.209,1.7,15.3,2.5
559,2406_2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.188,0.1,0.125,0.1,0.063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.1,1.2,0.054,11.6,11.3,0.1,0.167,0.0,0.0,0.0,0.0,16.0,10.3,0.5,1.71,0.64,10.3,17,2015-16,0.099,3.33,13.0,0.2
560,202718_2015-16,0.02,0.03,0.2,0.19,0.1,0.095,0.1,0.063,1.0,0.2,0.349,0.0,0.023,0.1,0.116,0.7,0.6,0.472,0.1,0.147,0.1,0.069,1.2,2.8,0.2,0.3,5.4,0.077,35.8,37.9,2.4,0.348,0.6,0.094,0.4,0.058,50.7,35.5,2.1,2.51,1.43,29.5,61,2015-16,0.158,1.78,17.4,1.6
561,101112_2015-16,0.01,0.03,0.4,0.338,0.1,0.078,0.0,0.026,1.1,0.1,0.214,0.0,0.048,0.1,0.095,0.6,0.5,0.755,0.1,0.162,0.0,0.061,0.7,1.0,0.1,0.1,1.9,0.042,23.7,17.3,0.2,0.429,0.0,0.071,0.0,0.036,29.8,16.9,0.7,1.39,0.27,17.1,70,2015-16,0.086,1.65,14.9,0.6
562,101111_2015-16,0.0,0.0,0.1,0.154,0.0,0.0,0.0,0.026,0.6,0.0,0.107,0.0,0.107,0.0,0.036,0.5,0.1,0.348,0.0,0.125,0.0,0.087,0.4,0.4,0.1,0.0,0.8,0.031,12.4,11.6,0.3,0.202,0.1,0.053,0.1,0.085,18.6,11.4,0.4,1.37,0.51,10.7,62,2015-16,0.063,0.77,6.1,0.5
563,201978_2015-16,0.0,0.0,0.2,0.205,0.0,0.026,0.1,0.064,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.471,0.0,0.125,0.1,0.147,0.5,1.0,0.1,0.1,2.1,0.079,12.3,11.8,0.3,0.264,0.0,0.042,0.1,0.056,17.5,13.2,0.6,1.98,0.92,14.1,66,2015-16,0.098,1.45,17.3,0.7
564,2365_2015-16,0.0,0.0,0.9,0.315,0.1,0.041,0.1,0.027,2.7,0.3,1.0,0.0,0.0,0.0,0.0,0.3,1.1,0.596,0.2,0.161,0.0,0.019,1.9,0.4,0.1,0.0,1.1,0.03,15.0,8.6,0.2,0.625,0.0,0.125,0.0,0.0,19.1,9.4,0.5,1.52,0.23,14.9,27,2015-16,0.045,1.33,10.9,0.3
565,2547_2015-16,0.04,0.08,1.1,0.314,0.2,0.069,0.2,0.043,3.5,0.8,0.271,0.2,0.071,0.2,0.071,2.9,3.5,0.565,0.5,0.14,0.2,0.04,6.2,2.4,0.2,0.3,4.9,0.055,44.2,45.0,0.6,0.146,0.3,0.064,0.2,0.047,64.3,45.0,2.1,1.95,0.63,33.5,53,2015-16,0.129,1.64,11.8,1.5
566,203142_2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.333,0.0,0.333,0.0,0.333,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.093,4.9,5.0,0.1,0.176,0.1,0.118,0.1,0.118,7.5,5.1,0.2,1.6,0.46,6.5,24,2015-16,0.12,1.83,15.5,0.3
567,203187_2015-16,0.0,0.0,0.2,0.355,0.0,0.065,0.0,0.065,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.417,0.0,0.2,0.0,0.083,0.2,0.6,0.1,0.1,1.4,0.061,10.5,10.6,0.3,0.289,0.2,0.169,0.1,0.084,14.5,11.0,0.5,1.98,1.06,12.2,70,2015-16,0.082,1.13,15.1,0.6
568,2549_2015-16,0.0,0.0,0.3,0.286,0.1,0.071,0.0,0.0,0.9,0.1,0.143,0.1,0.143,0.1,0.071,0.9,0.7,0.55,0.1,0.091,0.1,0.1,1.3,0.7,0.1,0.0,1.3,0.086,8.0,7.1,0.1,0.333,0.0,0.0,0.0,0.0,11.4,7.3,0.3,1.75,0.49,7.0,16,2015-16,0.186,1.38,17.5,0.5
569,1626191_2015-16,0.0,0.0,0.6,0.292,0.1,0.042,0.2,0.104,2.0,0.1,0.333,0.0,0.111,0.1,0.222,0.4,0.5,0.611,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.6,0.022,16.9,9.2,0.0,0.0,0.1,0.182,0.0,0.0,23.0,9.6,0.6,1.47,0.43,15.1,24,2015-16,0.038,0.6,6.3,0.6
570,101108_2015-16,0.0,0.0,0.3,0.439,0.0,0.053,0.0,0.053,0.8,0.6,0.433,0.1,0.096,0.0,0.019,1.4,0.5,0.494,0.1,0.225,0.1,0.099,1.1,10.0,1.3,0.9,19.2,0.16,62.3,74.1,3.7,0.338,1.5,0.138,0.6,0.053,86.5,29.5,8.5,5.91,5.49,32.7,74,2015-16,0.493,3.8,33.8,2.7
571,1626174_2015-16,0.0,0.0,0.6,0.263,0.0,0.0,0.1,0.026,2.2,0.6,0.556,0.1,0.056,0.0,0.0,1.1,0.7,0.462,0.0,0.0,0.0,0.0,1.5,0.2,0.1,0.1,0.6,0.017,10.1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,14.4,7.7,0.4,1.58,0.51,8.5,17,2015-16,0.035,1.5,4.4,0.1
572,101236_2015-16,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.25,2.0,1.0,0.0,0.0,1.0,0.071,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,7.0,0.4,1.62,0.3,11.9,2,2015-16,0.133,0.67,25.0,1.5
573,203921_2015-16,0.0,0.0,0.3,0.417,0.0,0.0,0.1,0.083,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.636,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.1,0.7,0.041,8.5,8.6,0.3,0.5,0.0,0.0,0.1,0.2,12.0,9.2,0.4,2.13,0.65,9.0,17,2015-16,0.058,0.67,10.5,0.5
574,1626146_2015-16,0.0,0.0,0.1,0.125,0.0,0.0,0.1,0.125,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.6,0.714,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.0,4.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.3,0.2,1.6,0.44,4.5,8,2015-16,0.0,0.0,0.0,0.1
575,203991_2015-16,0.03,0.05,1.7,0.255,0.2,0.035,0.3,0.048,6.7,0.2,0.378,0.0,0.081,0.0,0.081,0.5,1.2,0.471,0.2,0.146,0.2,0.074,2.5,0.6,0.1,0.1,1.5,0.03,20.7,11.4,0.1,0.194,0.0,0.032,0.0,0.065,28.2,13.3,0.7,1.43,0.34,19.1,77,2015-16,0.05,0.78,7.8,0.8
576,203469_2015-16,0.0,0.0,1.7,0.3,0.2,0.036,0.4,0.063,5.7,0.3,0.407,0.1,0.074,0.0,0.019,0.7,2.0,0.519,0.2,0.101,0.2,0.042,3.9,1.0,0.2,0.2,2.5,0.055,17.6,16.7,0.3,0.25,0.1,0.065,0.0,0.011,26.3,18.0,0.6,1.46,0.63,24.3,73,2015-16,0.061,1.04,10.5,0.9
577,202332_2015-16,0.03,0.08,1.2,0.248,0.2,0.035,0.3,0.07,4.8,0.5,0.459,0.1,0.115,0.1,0.082,1.0,1.3,0.395,0.3,0.208,0.3,0.077,3.3,0.8,0.1,0.1,1.9,0.04,20.9,13.0,0.1,0.429,0.0,0.0,0.0,0.143,26.7,13.6,0.7,1.48,0.27,13.3,60,2015-16,0.107,0.78,13.2,1.1
578,201147_2015-16,0.0,0.0,0.4,0.373,0.0,0.048,0.1,0.06,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.326,0.0,0.067,0.0,0.043,0.6,1.3,0.3,0.2,2.6,0.091,14.6,17.4,0.8,0.293,0.1,0.056,0.2,0.079,23.8,17.3,0.8,1.89,1.15,20.4,82,2015-16,0.102,1.4,13.6,1.0
579,203928_2015-16,0.0,0.0,0.3,0.143,0.0,0.0,0.3,0.143,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,6.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.3,4.8,0.3,1.67,0.54,6.3,8,2015-16,0.0,0.0,0.0,0.0
580,202709_2015-16,0.0,0.0,0.5,0.65,0.0,0.033,0.0,0.033,0.8,0.1,0.857,0.0,0.143,0.0,0.0,0.1,0.2,0.621,0.0,0.111,0.0,0.069,0.4,3.1,0.3,0.5,6.9,0.068,45.5,49.7,3.8,0.382,1.0,0.097,0.5,0.052,57.5,24.6,5.2,5.41,5.78,25.6,80,2015-16,0.199,2.45,24.6,1.3
581,1626262_2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.7,0.3,0.5,0.0,0.0,0.0,0.0,4.0,2.7,0.1,2.07,1.67,1.9,3,2015-16,0.0,0.0,0.0,0.3
582,201584_2015-16,0.0,0.0,0.2,0.302,0.0,0.023,0.0,0.07,0.5,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.4,0.507,0.1,0.171,0.1,0.058,0.9,1.7,0.1,0.3,3.8,0.066,26.2,29.3,1.0,0.306,0.2,0.06,0.2,0.056,36.6,26.4,1.5,2.49,1.74,29.6,79,2015-16,0.088,1.89,15.3,0.9
583,1626245_2015-16,0.0,0.0,0.7,0.324,0.1,0.044,0.0,0.015,2.2,0.1,0.4,0.0,0.2,0.0,0.0,0.2,0.5,0.372,0.0,0.0,0.1,0.07,1.4,0.8,0.0,0.1,1.6,0.052,16.2,11.2,0.0,0.2,0.0,0.0,0.0,0.2,20.0,11.4,0.5,1.64,0.35,10.3,31,2015-16,0.115,2.0,20.5,0.4
584,1626156_2015-16,0.0,0.0,0.4,0.306,0.0,0.031,0.1,0.071,1.2,0.1,0.163,0.0,0.0,0.0,0.041,0.6,0.4,0.62,0.1,0.161,0.1,0.08,0.6,3.3,0.6,0.3,7.3,0.074,45.1,52.5,1.7,0.313,0.4,0.076,0.4,0.065,62.6,24.1,5.1,4.94,4.38,28.2,80,2015-16,0.213,1.36,17.7,2.5
585,201571_2015-16,0.0,0.0,0.0,0.182,0.0,0.091,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.75,0.0,0.0,0.0,0.125,0.1,3.2,0.4,0.4,6.5,0.107,30.0,35.1,2.6,0.419,1.0,0.154,0.4,0.069,39.8,14.2,3.9,5.84,6.31,19.0,62,2015-16,0.257,2.36,28.8,1.4
586,2563_2015-16,0.0,0.0,2.0,0.5,1.0,0.25,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.041,49.0,45.0,2.0,0.667,0.0,0.0,0.0,0.0,64.0,42.0,3.4,3.16,2.22,42.4,1,2015-16,0.067,0.0,12.5,0.0
587,203081_2015-16,0.0,0.0,0.3,0.345,0.0,0.052,0.0,0.034,0.8,0.0,0.429,0.0,0.0,0.0,0.0,0.1,0.3,0.553,0.1,0.346,0.0,0.043,0.6,6.8,0.7,0.7,13.7,0.113,60.5,77.5,3.7,0.271,1.3,0.093,0.9,0.063,88.8,28.7,8.7,5.9,5.69,35.7,75,2015-16,0.33,2.12,21.2,3.3
588,203996_2015-16,0.0,0.0,0.1,0.25,0.0,0.0,0.1,0.125,0.4,0.1,0.5,0.0,0.0,0.1,0.5,0.1,0.1,0.333,0.0,0.0,0.1,0.333,0.2,0.5,0.1,0.1,1.0,0.063,8.0,5.7,0.6,0.462,0.1,0.038,0.2,0.115,10.9,6.1,0.4,2.16,1.23,7.8,20,2015-16,0.112,0.91,16.1,0.6
589,204014_2015-16,0.0,0.0,0.1,0.286,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,0.9,0.1,0.222,0.0,0.0,0.3,0.3,0.1,0.1,1.2,0.032,10.3,6.7,0.2,0.6,0.1,0.2,0.0,0.0,12.7,6.7,0.3,1.5,0.46,8.4,33,2015-16,0.058,0.85,12.2,0.4
590,201568_2015-16,0.04,0.08,0.4,0.162,0.0,0.015,0.1,0.054,2.5,0.7,0.215,0.2,0.067,0.2,0.049,3.1,0.5,0.455,0.1,0.12,0.0,0.018,1.0,2.5,0.2,0.2,5.3,0.076,33.3,37.2,1.8,0.27,0.5,0.08,0.5,0.077,53.5,38.0,2.7,3.02,1.72,34.7,53,2015-16,0.122,1.75,12.2,1.5
591,201980_2015-16,0.0,0.0,0.4,0.381,0.1,0.048,0.0,0.012,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.617,0.0,0.069,0.0,0.043,0.6,1.8,0.1,0.4,3.4,0.054,33.1,29.8,1.1,0.459,0.3,0.11,0.2,0.094,42.4,27.0,1.3,1.91,0.95,26.1,79,2015-16,0.092,1.88,17.7,1.0
592,201967_2015-16,0.0,0.0,0.4,0.333,0.1,0.059,0.0,0.029,1.3,0.1,0.571,0.0,0.286,0.0,0.143,0.1,0.5,0.549,0.1,0.128,0.1,0.056,0.9,1.0,0.1,0.1,1.5,0.047,20.6,15.0,0.2,0.234,0.0,0.026,0.0,0.039,27.1,18.1,0.7,1.54,0.36,24.6,80,2015-16,0.056,1.88,13.6,0.5
593,201589_2015-16,0.03,0.06,0.9,0.328,0.1,0.042,0.1,0.032,2.7,0.4,0.329,0.0,0.039,0.0,0.039,1.1,0.9,0.546,0.1,0.077,0.1,0.042,1.7,1.4,0.2,0.1,2.5,0.056,24.5,20.1,0.1,0.214,0.0,0.0,0.0,0.107,33.4,20.7,0.8,1.43,0.38,21.7,70,2015-16,0.102,1.45,14.2,1.0
594,201954_2015-16,0.0,0.0,0.4,0.378,0.1,0.049,0.1,0.098,1.1,0.1,0.667,0.0,0.0,0.0,0.167,0.1,0.4,0.468,0.1,0.241,0.0,0.032,0.8,4.3,0.4,0.6,9.2,0.095,44.9,51.8,2.9,0.437,0.7,0.11,0.4,0.058,60.3,26.8,4.5,4.48,4.15,30.0,74,2015-16,0.219,2.45,24.2,1.8
595,1626199_2015-16,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.167,0.1,0.2,0.3,0.7,0.1,0.1,1.8,0.104,6.8,9.5,0.8,0.352,0.3,0.132,0.2,0.077,11.7,8.8,0.5,2.75,1.93,10.1,38,2015-16,0.117,1.42,13.8,0.5
596,101135_2015-16,0.07,0.2,1.0,0.219,0.1,0.024,0.3,0.069,4.6,0.8,0.336,0.1,0.064,0.1,0.048,2.3,1.3,0.469,0.2,0.191,0.1,0.048,2.7,1.5,0.1,0.1,3.2,0.061,24.4,19.5,0.1,0.073,0.0,0.024,0.1,0.073,33.1,20.9,0.9,1.65,0.67,16.4,55,2015-16,0.162,1.27,15.9,1.2
597,2561_2015-16,0.0,0.0,0.9,0.329,0.1,0.049,0.1,0.036,2.9,0.8,0.327,0.3,0.126,0.1,0.035,2.6,2.1,0.661,0.3,0.157,0.1,0.02,3.2,1.8,0.2,0.2,3.6,0.082,22.3,19.1,0.0,0.049,0.1,0.122,0.0,0.0,29.7,19.6,0.8,1.59,0.46,18.0,78,2015-16,0.15,2.1,20.7,0.9
598,201599_2015-16,0.04,0.09,1.9,0.202,0.2,0.018,0.4,0.039,9.6,0.7,0.455,0.2,0.099,0.1,0.041,1.6,1.5,0.626,0.1,0.085,0.1,0.037,2.4,1.2,0.1,0.1,2.4,0.028,42.3,21.2,0.0,0.176,0.0,0.059,0.0,0.118,53.2,23.8,1.2,1.32,0.19,33.7,77,2015-16,0.051,0.84,9.1,1.4
599,201971_2015-16,0.0,0.0,0.4,0.231,0.0,0.0,0.0,0.019,1.8,0.2,0.357,0.0,0.0,0.1,0.143,0.5,0.7,0.413,0.0,0.053,0.1,0.065,1.6,0.4,0.0,0.0,0.7,0.046,8.2,6.0,0.1,0.667,0.0,0.0,0.0,0.0,11.3,6.4,0.3,1.48,0.42,7.5,29,2015-16,0.077,0.73,11.0,0.5
600,201942_2015-16,0.0,0.0,0.4,0.382,0.1,0.067,0.0,0.034,1.2,0.6,0.299,0.1,0.045,0.1,0.045,2.0,0.7,0.52,0.1,0.157,0.1,0.071,1.3,4.0,0.3,0.4,8.7,0.106,38.2,54.6,5.6,0.332,1.3,0.079,0.9,0.051,63.8,48.3,4.1,3.88,3.32,35.9,78,2015-16,0.208,1.8,14.7,2.3
601,202326_2015-16,0.0,0.0,1.2,0.152,0.1,0.016,0.4,0.049,7.7,3.3,0.353,0.7,0.079,0.7,0.076,9.3,1.3,0.339,0.2,0.171,0.3,0.087,3.8,3.3,0.3,0.4,6.8,0.079,41.4,49.3,1.7,0.184,0.4,0.047,0.8,0.085,71.3,47.8,2.6,2.23,1.1,34.6,65,2015-16,0.167,0.86,10.2,3.9
602,201960_2015-16,0.0,0.0,0.8,0.313,0.0,0.015,0.1,0.03,2.6,0.1,0.667,0.0,0.0,0.0,0.0,0.1,0.3,0.381,0.0,0.0,0.0,0.048,0.8,1.0,0.0,0.2,2.5,0.033,31.0,29.3,1.0,0.286,0.1,0.033,0.2,0.044,44.6,30.3,1.6,2.15,1.2,30.2,26,2015-16,0.056,0.96,7.8,1.1
603,1626153_2015-16,0.0,0.0,0.2,0.545,0.0,0.091,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1.1,0.1,0.1,2.2,0.081,14.1,16.1,1.1,0.297,0.4,0.109,0.2,0.05,19.0,8.4,1.8,5.54,5.41,8.5,27,2015-16,0.226,1.94,21.5,0.6
604,203471_2015-16,0.0,0.0,0.2,0.432,0.0,0.045,0.1,0.091,0.6,0.0,0.5,0.0,0.167,0.0,0.0,0.1,0.2,0.5,0.0,0.111,0.0,0.083,0.5,4.4,0.3,0.9,9.0,0.109,39.9,47.8,3.1,0.338,0.8,0.088,0.8,0.089,54.6,23.4,4.6,5.02,4.49,20.3,80,2015-16,0.368,1.91,25.1,2.3
605,101114_2015-16,0.0,0.0,0.3,0.431,0.1,0.078,0.0,0.059,0.8,0.7,0.478,0.1,0.065,0.0,0.033,1.4,0.6,0.6,0.1,0.205,0.1,0.108,1.0,5.8,0.7,0.7,12.4,0.082,71.0,77.4,4.3,0.428,1.0,0.102,0.6,0.059,89.1,35.9,6.6,4.42,4.03,32.4,65,2015-16,0.295,2.52,27.2,2.3
606,202324_2015-16,0.0,0.0,1.7,0.244,0.2,0.023,0.4,0.06,7.0,1.6,0.273,0.2,0.039,0.4,0.067,5.8,3.8,0.521,0.4,0.105,0.3,0.042,7.4,1.5,0.1,0.2,3.6,0.031,49.4,43.8,0.1,0.2,0.1,0.1,0.1,0.1,67.0,46.3,1.9,1.66,0.44,32.0,62,2015-16,0.086,0.9,8.4,1.7
607,201565_2015-16,0.0,0.0,0.3,0.231,0.0,0.013,0.1,0.051,1.2,0.1,0.357,0.0,0.0,0.0,0.143,0.2,0.1,0.29,0.0,0.111,0.0,0.0,0.5,4.7,0.5,0.7,9.6,0.087,54.2,65.6,4.2,0.309,1.2,0.092,0.8,0.062,75.7,25.4,6.0,4.73,4.23,31.8,66,2015-16,0.25,1.78,19.3,2.7
608,202682_2015-16,0.0,0.0,0.4,0.166,0.0,0.005,0.1,0.037,2.3,0.3,0.211,0.0,0.032,0.1,0.063,1.2,0.8,0.436,0.0,0.049,0.1,0.043,1.8,0.9,0.1,0.2,2.2,0.044,21.3,22.6,0.3,0.172,0.1,0.03,0.1,0.067,31.5,22.0,1.3,2.48,1.33,17.9,80,2015-16,0.096,1.23,9.2,0.8
609,1626164_2015-16,0.0,0.0,0.3,0.261,0.1,0.045,0.1,0.045,1.2,0.2,0.264,0.0,0.038,0.0,0.0,0.7,0.7,0.576,0.1,0.113,0.0,0.033,1.2,2.6,0.4,0.2,6.3,0.099,26.6,38.0,1.4,0.299,0.4,0.085,0.2,0.045,43.4,29.6,2.5,3.52,2.81,27.7,76,2015-16,0.162,1.25,15.0,2.1
610,2734_2015-16,0.0,0.0,0.3,0.383,0.0,0.064,0.0,0.064,0.7,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.5,0.593,0.1,0.2,0.1,0.102,0.9,1.8,0.3,0.2,3.7,0.078,23.5,24.9,1.7,0.416,0.5,0.127,0.3,0.071,32.4,20.6,1.4,2.53,2.07,20.0,64,2015-16,0.149,1.79,19.2,1.0
611,203906_2015-16,0.0,0.0,0.1,0.444,0.0,0.0,0.0,0.111,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.125,0.3,0.4,0.0,0.0,1.0,0.071,6.0,6.9,0.3,0.281,0.1,0.063,0.0,0.031,9.5,6.6,0.3,2.08,1.29,8.9,28,2015-16,0.072,1.71,11.9,0.3
612,203473_2015-16,0.0,0.0,0.6,0.175,0.0,0.005,0.2,0.07,3.4,0.2,0.393,0.0,0.0,0.0,0.036,0.5,0.6,0.485,0.0,0.061,0.1,0.074,1.2,0.2,0.0,0.0,0.8,0.02,11.1,7.3,0.0,0.2,0.0,0.0,0.0,0.0,15.4,8.1,0.4,1.51,0.38,12.2,58,2015-16,0.029,0.41,5.1,0.6
613,203079_2015-16,0.0,0.0,0.3,0.511,0.1,0.111,0.1,0.089,0.6,0.1,0.276,0.0,0.034,0.0,0.034,0.4,0.2,0.594,0.1,0.211,0.1,0.125,0.4,2.0,0.2,0.1,4.3,0.113,17.5,24.2,2.3,0.371,0.6,0.092,0.5,0.084,29.9,21.7,1.7,3.38,2.74,27.6,78,2015-16,0.103,1.28,14.7,1.6
614,1717_2015-16,0.08,0.17,0.5,0.288,0.1,0.05,0.1,0.065,1.9,2.2,0.282,0.3,0.038,0.4,0.051,7.7,1.3,0.5,0.1,0.09,0.1,0.03,2.7,1.8,0.2,0.4,3.8,0.047,37.2,38.3,0.1,0.231,0.1,0.154,0.0,0.077,56.0,37.8,1.5,1.59,0.42,31.5,75,2015-16,0.096,1.57,9.1,1.1
