,pidSzn,MIN,GP,Season,STL,BLK,DEF_RIM_FGM,DEF_RIM_FGA,DEF_RIM_FG_PCT,FREQ,D_FGM,D_FGA,D_FG_PCT,PCT_PLUSMINUS,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEFLECTIONS,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT
1402,1627748_2016-17,9.9,57,2016-17,0.2,0.5,1.3,2.3,0.564,1.0,2.76,5.63,0.491,0.005,2.1,1.9,9.2,0.49,0.07,3.49,0.84
1403,201168_2016-17,9.5,8,2016-17,0.1,0.1,0.8,1.5,0.5,1.0,2.5,4.88,0.513,0.047,2.4,3.3,8.9,0.38,0.0,4.0,0.63
1404,204025_2016-17,23.5,65,2016-17,0.9,0.1,1.0,1.5,0.695,1.0,3.49,8.32,0.42,-0.024,5.8,6.8,20.5,1.69,0.17,2.0,2.58
1405,203501_2016-17,27.3,79,2016-17,0.7,0.2,0.8,1.3,0.619,1.0,3.57,8.86,0.403,-0.039,7.6,6.6,22.0,1.25,0.11,2.87,3.49
1406,1627817_2016-17,5.0,16,2016-17,0.1,0.2,0.1,0.3,0.5,1.0,0.67,2.17,0.308,-0.111,1.5,0.7,4.6,0.31,0.06,0.94,0.5
1407,202389_2016-17,20.4,54,2016-17,0.3,0.6,2.0,3.3,0.612,1.0,4.5,9.8,0.459,-0.02,4.7,7.6,19.1,0.61,0.02,7.59,1.48
1408,1627789_2016-17,17.2,69,2016-17,0.5,0.1,0.9,1.6,0.598,1.0,2.43,5.68,0.427,-0.016,4.8,5.4,15.9,1.0,0.0,2.55,1.81
1409,202699_2016-17,31.3,82,2016-17,0.7,0.5,1.9,2.9,0.655,1.0,5.54,11.89,0.466,0.009,6.8,7.3,27.0,1.56,0.0,5.83,3.54
1410,203107_2016-17,12.6,57,2016-17,0.5,0.1,0.7,1.3,0.548,1.0,1.91,4.56,0.419,-0.014,4.1,2.7,10.8,1.0,0.04,1.68,1.14
1411,201962_2016-17,16.4,24,2016-17,0.8,0.2,0.4,0.6,0.667,1.0,2.23,4.64,0.48,0.037,3.3,5.7,13.8,1.5,0.04,1.21,1.25
1412,2754_2016-17,27.0,71,2016-17,1.6,0.4,1.1,1.7,0.639,1.0,3.39,7.63,0.444,-0.008,6.6,8.4,21.2,3.3,0.0,3.2,2.86
1413,2225_2016-17,25.1,62,2016-17,0.5,0.0,0.9,1.4,0.655,1.0,3.42,6.89,0.496,0.052,7.0,7.0,21.4,0.92,0.0,1.87,1.86
1414,203503_2016-17,29.2,80,2016-17,0.7,0.2,1.2,1.8,0.653,1.0,4.03,8.77,0.459,0.013,8.0,7.4,27.1,1.74,0.03,3.05,3.11
1415,1626203_2016-17,7.0,27,2016-17,0.2,0.0,0.3,0.4,0.8,1.0,1.22,2.83,0.431,-0.007,1.6,1.9,5.5,0.26,0.04,1.0,0.89
1416,2772_2016-17,34.7,80,2016-17,1.8,0.3,1.9,2.6,0.727,1.0,4.24,9.18,0.462,0.006,9.6,10.7,36.1,3.14,0.1,3.3,2.73
1417,202344_2016-17,24.8,70,2016-17,1.1,0.4,1.6,2.7,0.601,1.0,4.31,9.79,0.441,-0.021,7.9,7.4,22.7,1.8,0.03,3.87,2.69
1418,203504_2016-17,12.3,57,2016-17,0.2,0.1,0.5,0.7,0.732,1.0,1.74,3.68,0.472,0.041,4.2,3.3,11.0,0.75,0.0,1.07,0.98
1419,1626168_2016-17,16.3,71,2016-17,0.4,0.3,1.2,2.2,0.569,1.0,2.8,6.14,0.456,-0.001,4.0,3.7,14.6,0.7,0.0,3.11,1.51
1420,202684_2016-17,30.0,78,2016-17,0.5,1.1,2.8,5.2,0.545,1.0,6.82,14.78,0.461,-0.007,8.3,9.4,28.6,0.94,0.0,9.71,2.83
1421,203584_2016-17,17.7,67,2016-17,0.3,0.1,0.9,1.4,0.611,1.0,2.58,5.89,0.439,0.001,4.0,5.0,12.9,0.64,0.1,1.6,2.0
1422,1627786_2016-17,18.6,30,2016-17,0.9,0.3,0.7,1.3,0.55,1.0,3.04,7.48,0.406,-0.032,5.9,6.2,15.1,1.37,0.0,2.1,2.47
1423,201951_2016-17,25.1,69,2016-17,1.1,0.1,0.8,1.1,0.76,1.0,3.22,6.72,0.478,0.04,7.1,6.9,21.1,1.87,0.01,1.8,1.74
1424,203898_2016-17,11.1,53,2016-17,0.5,0.0,0.5,0.7,0.694,1.0,1.84,4.2,0.438,-0.014,2.5,4.0,9.9,0.75,0.02,1.13,1.09
1425,204020_2016-17,29.8,73,2016-17,1.2,0.6,1.5,2.5,0.589,1.0,4.37,10.0,0.437,-0.001,7.5,5.7,27.1,2.08,0.08,4.64,2.71
1426,1627755_2016-17,18.7,59,2016-17,0.8,0.1,0.5,0.8,0.681,1.0,2.65,5.52,0.48,0.039,5.6,5.6,17.4,1.52,0.03,1.11,1.2
1427,203092_2016-17,10.3,51,2016-17,0.1,0.4,0.9,1.7,0.558,1.0,2.36,5.32,0.444,-0.027,2.9,2.4,9.5,0.25,0.12,3.55,0.61
1428,201936_2016-17,19.7,40,2016-17,0.9,0.2,1.2,1.7,0.687,1.0,2.95,6.31,0.467,0.027,4.9,5.8,18.2,1.38,0.03,1.73,2.08
1429,2199_2016-17,27.3,45,2016-17,0.7,0.5,2.8,4.4,0.638,1.0,5.73,11.49,0.499,0.012,7.0,9.7,24.1,1.21,0.02,7.19,0.98
1430,1626145_2016-17,12.9,60,2016-17,0.8,0.1,0.5,0.6,0.848,1.0,1.79,4.02,0.446,0.014,4.1,3.5,12.8,1.37,0.08,0.85,1.17
1431,2617_2016-17,8.1,16,2016-17,0.4,0.1,0.8,1.0,0.75,1.0,1.71,3.14,0.545,0.071,2.8,1.5,9.0,0.56,0.06,1.88,0.13
1432,203506_2016-17,33.2,67,2016-17,1.2,0.3,1.9,2.9,0.662,1.0,5.16,11.0,0.469,0.022,8.3,7.9,31.8,2.34,0.12,3.96,3.69
1433,1713_2016-17,24.7,73,2016-17,0.8,0.5,0.9,1.5,0.623,1.0,2.9,7.01,0.414,-0.036,5.5,6.9,18.9,1.55,0.04,2.93,2.49
1434,1627735_2016-17,12.3,33,2016-17,0.5,0.2,0.7,1.1,0.657,1.0,2.41,4.97,0.486,0.057,3.3,4.3,10.8,0.82,0.0,1.73,1.39
1435,201961_2016-17,24.2,62,2016-17,0.6,0.1,1.0,1.5,0.667,1.0,3.2,6.95,0.46,0.019,6.4,5.8,23.1,1.1,0.0,2.52,2.06
1436,1627782_2016-17,16.9,14,2016-17,0.4,0.1,0.6,1.0,0.571,1.0,2.5,5.92,0.423,-0.014,4.2,4.9,14.5,0.79,0.07,2.21,1.93
1437,202325_2016-17,11.9,68,2016-17,0.4,0.4,1.0,1.5,0.631,1.0,2.31,5.11,0.452,0.009,3.1,3.5,10.7,1.43,0.0,2.37,1.18
1438,202083_2016-17,34.1,72,2016-17,1.1,0.2,1.0,1.4,0.724,1.0,4.56,10.28,0.443,-0.009,8.1,10.1,28.4,2.6,0.19,3.53,3.63
1439,203115_2016-17,28.5,59,2016-17,0.8,0.5,1.3,2.1,0.642,1.0,4.02,8.07,0.498,0.053,7.5,8.6,28.3,1.6,0.0,3.37,2.13
1440,1626161_2016-17,18.9,75,2016-17,0.7,0.6,1.7,2.7,0.611,1.0,3.69,7.88,0.469,0.0,5.6,5.5,16.8,1.4,0.01,4.65,1.81
1441,203186_2016-17,14.5,71,2016-17,0.3,0.7,1.4,2.6,0.543,1.0,2.86,5.9,0.484,0.012,3.9,2.9,14.0,0.48,0.13,4.27,0.75
1442,1626195_2016-17,18.4,72,2016-17,0.6,0.5,2.5,4.2,0.594,1.0,4.56,8.97,0.508,0.033,5.5,5.4,18.9,1.4,0.03,6.22,1.25
1443,201163_2016-17,30.9,70,2016-17,0.7,0.4,1.5,2.8,0.52,1.0,5.11,11.81,0.433,-0.027,7.9,9.2,29.8,1.45,0.0,4.77,3.41
1444,1627812_2016-17,26.0,46,2016-17,0.9,0.2,1.1,1.4,0.778,1.0,3.67,7.43,0.494,0.053,6.1,8.6,23.5,2.0,0.15,1.98,2.3
1445,203897_2016-17,37.2,47,2016-17,0.9,0.2,1.3,1.7,0.753,1.0,3.98,8.54,0.466,0.02,10.5,10.1,36.1,1.7,0.0,2.55,3.28
1446,2216_2016-17,24.5,73,2016-17,0.5,0.1,2.0,3.0,0.687,1.0,4.29,8.79,0.488,0.018,5.7,7.6,20.1,1.44,0.01,4.49,2.19
1447,2585_2016-17,18.1,70,2016-17,0.8,0.5,2.4,3.7,0.668,1.0,4.4,8.07,0.545,0.063,5.0,5.5,17.5,1.76,0.0,5.49,0.84
1448,201166_2017-18,5.9,32,2017-18,0.2,0.0,0.3,0.4,0.692,1.0,1.65,3.3,0.5,0.051,1.7,1.1,5.1,0.31,0.03,0.59,0.94
1449,203932_2017-18,32.9,58,2017-18,1.0,0.8,2.3,3.8,0.595,1.0,4.79,11.09,0.432,-0.033,8.5,9.1,35.8,1.41,0.07,4.69,1.78
1450,1626151_2017-18,25.9,9,2017-18,1.0,0.2,1.1,1.2,0.909,1.0,3.89,8.67,0.449,0.016,6.8,7.3,25.7,2.0,0.0,3.33,3.22
1451,1628935_2017-18,34.5,1,2017-18,0.0,0.0,5.0,5.0,1.0,1.0,5.0,7.0,0.714,0.239,6.1,7.1,36.5,4.0,0.0,0.0,0.0
1452,1627846_2017-18,11.1,47,2017-18,0.3,0.2,0.6,0.9,0.732,1.0,1.9,3.79,0.503,0.073,2.3,3.0,9.9,0.69,0.0,1.46,1.31
1453,203940_2017-18,8.5,5,2017-18,0.4,0.0,0.4,1.0,0.4,1.0,1.67,3.67,0.455,0.021,3.2,2.6,8.5,1.0,0.0,1.2,0.2
1454,201143_2017-18,31.5,69,2017-18,0.6,1.1,2.7,4.7,0.579,1.0,6.28,15.33,0.409,-0.06,7.3,6.9,28.4,1.32,0.0,8.81,3.47
1455,2744_2017-18,13.4,36,2017-18,0.4,0.6,1.8,2.8,0.667,1.0,3.31,6.36,0.52,0.038,3.9,3.4,12.7,0.89,0.06,4.19,0.64
1456,202329_2017-18,30.0,69,2017-18,1.1,0.6,2.1,3.7,0.575,1.0,5.24,11.65,0.449,-0.023,7.7,7.6,27.3,2.23,0.0,5.67,3.0
1457,1626210_2017-18,14.1,5,2017-18,1.0,0.2,1.2,1.6,0.75,1.0,2.6,4.6,0.565,0.069,2.8,2.2,10.9,1.0,0.0,1.2,1.0
1458,202692_2017-18,16.5,64,2017-18,0.6,0.1,0.8,1.1,0.694,1.0,2.16,4.26,0.508,0.063,3.7,3.1,15.0,0.86,0.02,1.61,1.36
1459,1628409_2017-18,11.2,20,2017-18,0.1,0.1,0.7,1.1,0.591,1.0,1.78,4.17,0.427,-0.008,2.8,2.8,9.9,0.5,0.1,1.55,1.4
1460,203518_2017-18,15.1,73,2017-18,0.5,0.1,1.0,1.5,0.676,1.0,2.82,5.84,0.483,0.034,4.4,3.2,13.7,0.89,0.03,2.04,1.93
1461,1627936_2017-18,15.2,37,2017-18,0.6,0.3,0.9,1.3,0.714,1.0,2.29,5.46,0.419,-0.027,3.9,4.4,15.9,1.24,0.08,2.11,1.59
1462,203458_2017-18,20.2,69,2017-18,0.4,0.9,2.8,4.8,0.579,1.0,5.0,10.26,0.487,0.003,5.7,5.6,19.4,0.75,0.0,8.14,1.13
1463,1627816_2017-18,4.2,25,2017-18,0.1,0.0,0.3,0.4,0.727,1.0,1.07,2.5,0.429,-0.026,1.3,1.1,4.9,0.16,0.0,0.64,0.4
1464,1628035_2017-18,3.8,13,2017-18,0.1,0.1,0.4,0.5,0.714,1.0,0.78,2.11,0.368,-0.068,0.0,0.0,2.0,0.14,0.0,0.5,0.29
1465,1628035_2017-18,3.8,13,2017-18,0.1,0.1,0.4,0.5,0.714,1.0,0.78,2.11,0.368,-0.068,1.7,0.5,3.9,0.14,0.0,0.5,0.29
1466,203459_2017-18,29.2,73,2017-18,0.6,0.5,1.0,1.6,0.641,1.0,3.59,8.44,0.425,-0.024,8.6,7.0,30.0,1.49,0.01,3.47,2.04
1467,101161_2017-18,15.8,74,2017-18,0.6,0.6,1.9,3.3,0.591,1.0,3.3,7.34,0.449,-0.026,3.7,3.7,14.4,0.97,0.08,4.73,0.81
1468,203083_2017-18,33.7,78,2017-18,1.5,1.6,3.4,5.7,0.598,1.0,6.17,12.63,0.488,-0.002,8.3,7.7,31.8,3.21,0.01,9.24,1.97
1469,2738_2017-18,25.4,64,2017-18,0.8,0.6,1.2,1.7,0.682,1.0,2.98,7.28,0.41,-0.039,7.2,6.6,24.7,1.44,0.02,2.7,2.25
1470,201281_2017-18,32.1,2,2017-18,1.5,1.5,1.0,1.0,1.0,1.0,3.5,8.0,0.438,-0.021,4.1,1.0,35.5,1.0,1.0,3.0,4.0
1471,203460_2017-18,26.6,37,2017-18,1.2,0.8,2.1,3.0,0.705,1.0,4.84,10.73,0.451,-0.005,5.2,5.2,21.6,2.26,0.03,4.97,3.26
1472,101106_2017-18,9.0,24,2017-18,0.2,0.5,0.7,1.2,0.586,1.0,1.65,3.95,0.418,-0.072,2.7,2.4,7.9,0.29,0.08,2.5,0.5
1473,1626150_2017-18,23.7,56,2017-18,0.7,0.5,1.1,1.5,0.721,1.0,3.41,7.79,0.438,-0.005,5.2,7.5,19.5,1.7,0.21,2.3,2.7
1474,1628510_2017-18,13.9,15,2017-18,0.2,0.1,0.5,0.6,0.778,1.0,1.71,3.5,0.49,0.055,4.0,4.2,12.4,0.33,0.0,0.93,1.6
1475,203952_2017-18,36.3,82,2017-18,1.1,0.6,2.5,3.5,0.714,1.0,6.19,13.31,0.465,0.01,9.8,10.0,34.3,1.7,0.0,4.28,4.73
1476,1627790_2017-18,6.7,32,2017-18,0.1,0.4,0.8,1.4,0.614,1.0,2.45,4.91,0.5,0.031,1.7,1.4,7.0,0.13,0.0,2.16,0.44
1477,1626148_2017-18,3.7,1,2017-18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.581,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1478,203076_2017-18,36.4,75,2017-18,1.5,2.6,3.1,5.8,0.539,1.0,6.52,16.45,0.396,-0.072,10.7,11.1,35.3,2.4,0.15,9.83,4.45
1479,201229_2017-18,22.2,79,2017-18,0.4,0.3,1.4,2.5,0.571,1.0,3.59,8.63,0.416,-0.045,4.8,4.3,19.2,0.7,0.23,3.89,2.41
1480,1628469_2017-18,16.5,19,2017-18,0.4,0.1,0.6,1.0,0.579,1.0,2.53,6.0,0.422,-0.018,3.8,3.4,14.5,0.63,0.0,1.79,2.21
1481,1628499_2017-18,7.2,17,2017-18,0.4,0.3,0.6,0.7,0.833,1.0,1.64,2.86,0.575,0.111,2.0,1.8,6.7,0.88,0.06,0.71,0.53
1482,203382_2017-18,18.4,78,2017-18,0.3,0.6,2.2,3.5,0.632,1.0,4.4,9.82,0.448,-0.031,3.9,3.7,15.6,0.3,0.21,7.11,1.48
1483,201167_2017-18,12.9,53,2017-18,0.1,0.2,0.4,0.8,0.575,1.0,1.71,3.98,0.431,-0.015,3.7,3.4,12.3,0.15,0.0,1.53,1.34
1484,203085_2017-18,33.7,61,2017-18,1.2,0.3,1.4,2.1,0.68,1.0,4.55,9.8,0.464,0.011,8.9,11.3,33.1,2.0,0.05,2.95,1.89
1485,202340_2017-18,31.2,46,2017-18,1.1,0.2,1.3,1.6,0.773,1.0,4.17,8.91,0.468,0.013,7.2,7.0,29.3,1.93,0.11,2.0,3.02
1486,1628389_2017-18,19.8,68,2017-18,0.5,0.6,1.2,2.1,0.568,1.0,2.94,6.96,0.423,-0.055,4.6,4.5,18.0,1.06,0.01,4.81,1.84
1487,203463_2017-18,19.5,56,2017-18,0.7,0.3,1.2,1.7,0.711,1.0,3.15,6.31,0.499,0.048,4.8,6.3,17.7,1.32,0.04,1.57,1.84
1488,1628500_2017-18,4.6,2,2017-18,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.105,1.0,9.6,4.1,0.0,0.0,0.5,0.0
1489,1627732_2017-18,33.8,80,2017-18,1.7,0.9,1.3,2.2,0.579,1.0,4.79,11.56,0.414,-0.046,8.9,7.0,29.4,2.89,0.04,4.4,3.75
1490,202687_2017-18,18.2,82,2017-18,0.3,1.2,2.2,3.8,0.57,1.0,3.9,8.24,0.473,-0.003,5.8,5.1,18.6,0.52,0.01,6.0,1.12
1491,201933_2017-18,34.0,58,2017-18,0.7,0.3,2.5,4.2,0.593,1.0,6.22,14.07,0.442,-0.024,9.6,9.3,31.1,1.4,0.21,5.79,3.88
1492,1626246_2017-18,8.7,39,2017-18,0.3,0.3,0.9,1.5,0.593,1.0,2.15,4.61,0.467,-0.029,1.7,2.0,6.2,0.36,0.0,3.67,0.41
1493,201628_2017-18,5.7,20,2017-18,0.2,0.0,0.3,0.3,1.0,1.0,1.08,2.15,0.5,0.106,0.8,1.3,5.3,0.15,0.0,0.15,0.6
1494,1626171_2017-18,22.5,73,2017-18,0.7,0.3,1.9,2.9,0.652,1.0,3.85,7.72,0.498,0.031,5.6,5.2,20.6,1.27,0.01,3.44,1.95
1495,203992_2017-18,27.9,78,2017-18,0.9,0.2,1.4,2.0,0.697,1.0,3.99,8.42,0.473,0.022,6.6,7.2,25.0,2.14,0.0,3.18,2.67
1496,202711_2017-18,30.8,80,2017-18,0.7,0.1,1.5,2.0,0.75,1.0,4.34,9.22,0.471,0.019,8.6,8.5,30.1,1.09,0.03,3.71,3.28
1497,203078_2017-18,36.3,82,2017-18,1.2,0.4,2.0,2.7,0.744,1.0,5.24,11.57,0.453,0.006,10.0,8.5,34.6,2.01,0.05,3.8,4.13
1498,201148_2017-18,13.6,28,2017-18,0.5,0.9,1.0,1.7,0.583,1.0,2.19,4.78,0.457,-0.015,3.4,2.9,10.8,0.86,0.0,4.54,1.0
1499,1627742_2017-18,33.5,59,2017-18,0.8,0.7,1.9,2.7,0.683,1.0,4.72,10.93,0.432,-0.023,9.5,8.7,33.9,1.78,0.02,4.54,4.24
1500,201943_2017-18,14.7,14,2017-18,0.4,0.3,1.1,1.2,0.882,1.0,2.31,4.46,0.517,0.062,4.6,6.1,18.1,0.86,0.0,0.86,0.86
1501,203464_2017-18,9.0,64,2017-18,0.4,0.1,0.3,0.5,0.71,1.0,1.64,3.78,0.435,-0.008,2.2,2.2,8.2,0.69,0.17,0.92,0.91
1502,1627362_2017-18,13.1,18,2017-18,1.0,0.3,1.6,1.8,0.875,1.0,3.86,6.14,0.628,0.19,3.4,4.7,14.3,1.39,0.06,0.72,1.33
1503,1627744_2017-18,5.4,18,2017-18,0.5,0.3,0.6,0.9,0.588,1.0,1.45,4.27,0.34,-0.106,1.5,1.7,5.5,0.61,0.0,1.33,0.83
1504,201572_2017-18,23.4,74,2017-18,0.4,1.3,2.5,4.3,0.575,1.0,5.49,11.99,0.458,-0.02,6.8,6.7,24.2,1.01,0.0,10.11,2.49
1505,203998_2017-18,8.9,12,2017-18,0.3,0.3,0.7,1.0,0.667,1.0,1.33,3.56,0.375,-0.086,2.1,1.9,6.9,0.42,0.0,1.75,0.58
1506,1627854_2017-18,19.0,80,2017-18,0.4,0.0,0.8,1.0,0.846,1.0,2.74,6.14,0.447,0.004,5.1,4.5,18.0,0.5,0.0,1.84,1.58
1507,1627741_2017-18,25.3,80,2017-18,1.1,0.3,1.7,2.4,0.724,1.0,4.38,9.16,0.478,0.031,6.2,6.1,21.7,1.89,0.0,3.84,2.75
1508,203710_2017-18,18.6,38,2017-18,0.8,0.3,1.2,1.4,0.818,1.0,3.28,7.42,0.442,-0.009,5.3,5.9,16.3,1.45,0.0,2.45,2.29
1509,203468_2017-18,36.1,81,2017-18,1.0,0.4,1.2,1.8,0.674,1.0,4.85,11.08,0.438,-0.009,8.6,9.0,32.6,1.54,0.01,4.32,3.02
1510,101139_2017-18,19.1,69,2017-18,0.5,0.3,0.7,0.9,0.746,1.0,1.9,4.55,0.417,-0.029,0.0,4.1,20.3,1.07,0.09,1.57,1.7
1511,101139_2017-18,19.1,69,2017-18,0.5,0.3,0.7,0.9,0.746,1.0,1.9,4.55,0.417,-0.029,5.9,4.2,18.1,1.07,0.09,1.57,1.7
1512,1628403_2017-18,7.0,27,2017-18,0.2,0.1,0.4,0.7,0.6,1.0,1.41,3.05,0.463,0.007,1.4,1.8,5.9,0.15,0.0,1.26,0.81
1513,1626166_2017-18,23.3,25,2017-18,1.0,0.4,1.0,1.3,0.781,1.0,3.04,7.58,0.401,-0.032,5.4,4.8,20.0,2.12,0.0,2.04,3.12
1514,1627747_2017-18,26.1,69,2017-18,1.1,0.3,1.4,2.0,0.717,1.0,4.68,9.72,0.481,0.03,7.8,6.3,25.5,2.31,0.08,3.39,2.75
1515,2546_2017-18,32.0,76,2017-18,0.6,0.6,2.3,3.1,0.724,1.0,5.24,11.01,0.476,0.01,7.9,8.1,30.1,1.36,0.0,3.78,3.35
1516,1626224_2017-18,11.0,61,2017-18,0.4,0.0,0.6,0.9,0.673,1.0,2.06,4.83,0.427,-0.023,2.9,2.4,10.2,0.85,0.0,1.61,1.13
1517,202718_2017-18,19.2,36,2017-18,0.5,0.3,0.9,1.1,0.8,1.0,2.71,5.41,0.5,0.046,4.5,5.3,18.2,0.94,0.08,1.69,1.58
1518,101112_2017-18,13.1,53,2017-18,0.3,0.2,1.6,2.3,0.694,1.0,3.37,6.53,0.517,0.052,3.3,2.3,12.0,0.49,0.04,4.26,1.38
1519,1628429_2017-18,3.0,12,2017-18,0.1,0.0,0.2,0.3,0.667,1.0,0.57,1.57,0.364,-0.061,0.0,0.0,2.0,0.15,0.0,0.38,0.15
1520,1628429_2017-18,3.0,12,2017-18,0.1,0.0,0.2,0.3,0.667,1.0,0.57,1.57,0.364,-0.061,0.4,0.4,2.2,0.15,0.0,0.38,0.15
1521,1627767_2017-18,11.1,51,2017-18,0.2,0.4,1.6,2.5,0.656,1.0,3.08,5.88,0.524,0.055,0.0,12.2,14.2,0.37,0.0,3.33,0.94
1522,1627767_2017-18,11.1,51,2017-18,0.2,0.4,1.6,2.5,0.656,1.0,3.08,5.88,0.524,0.055,3.1,2.5,11.6,0.37,0.0,3.33,0.94
1523,1627778_2017-18,21.6,1,2017-18,0.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,0.5,0.051,4.1,2.0,16.2,0.0,0.0,2.0,3.0
1524,1626191_2017-18,4.7,19,2017-18,0.0,0.3,0.3,0.5,0.5,1.0,0.79,2.21,0.355,-0.072,1.4,1.7,4.1,0.05,0.0,1.11,0.47
1525,101108_2017-18,31.8,58,2017-18,1.7,0.2,2.3,3.2,0.716,1.0,4.88,10.21,0.478,0.022,8.1,7.6,31.2,2.97,0.03,2.33,1.97
1526,203991_2017-18,27.5,74,2017-18,0.8,1.9,4.1,6.8,0.602,1.0,7.68,16.3,0.471,-0.002,6.6,7.1,29.7,1.01,0.11,10.38,2.57
1527,203469_2017-18,19.0,33,2017-18,0.4,0.6,1.6,2.6,0.628,1.0,2.88,6.67,0.432,-0.04,2.8,3.4,17.5,0.7,0.06,4.45,0.82
1528,202332_2017-18,2.3,21,2017-18,0.1,0.0,0.1,0.2,0.75,1.0,0.92,1.5,0.611,0.157,1.3,0.4,1.7,0.38,0.0,0.33,0.24
1529,201147_2017-18,16.8,72,2017-18,1.1,0.2,1.0,1.4,0.703,1.0,4.83,10.44,0.463,0.014,4.9,5.0,17.2,1.79,0.15,2.24,2.26
1530,201147_2017-18,16.8,72,2017-18,1.1,0.2,1.0,1.4,0.703,1.0,2.4,4.96,0.484,0.038,4.9,5.0,17.2,1.79,0.15,2.24,2.26
1531,202709_2017-18,27.0,82,2017-18,1.0,0.2,1.2,1.7,0.703,1.0,4.35,9.61,0.453,0.01,6.9,6.5,24.5,1.49,0.07,3.04,3.49
1532,201584_2017-18,30.4,75,2017-18,1.0,0.2,1.2,1.5,0.802,1.0,3.87,8.45,0.457,0.005,8.6,8.0,28.4,1.95,0.03,2.41,2.78
1533,1626245_2017-18,17.8,55,2017-18,0.3,0.2,1.9,2.7,0.703,1.0,3.75,7.4,0.508,0.034,4.3,4.1,16.1,0.58,0.0,4.09,1.51
1534,1626156_2017-18,25.7,48,2017-18,0.8,0.4,1.3,1.8,0.733,1.0,3.77,7.56,0.499,0.05,8.3,7.6,28.8,1.67,0.0,2.38,1.88
1535,201571_2017-18,23.5,75,2017-18,0.7,0.0,0.8,1.1,0.726,1.0,3.0,6.49,0.463,0.026,5.8,7.2,23.9,0.91,0.11,1.4,1.45
1536,1628391_2017-18,3.2,22,2017-18,0.1,0.0,0.5,0.7,0.688,1.0,1.64,2.82,0.581,0.122,0.7,0.7,3.1,0.14,0.0,0.64,0.41
1537,1626177_2017-18,4.9,30,2017-18,0.2,0.2,0.5,0.7,0.714,1.0,1.27,3.27,0.389,-0.075,0.8,1.0,3.6,0.39,0.0,1.39,0.61
1538,1627745_2017-18,5.9,15,2017-18,0.1,0.2,0.8,1.3,0.6,1.0,1.54,3.15,0.488,0.031,2.1,1.4,5.9,0.2,0.0,2.13,0.53
1539,203081_2017-18,36.6,73,2017-18,1.1,0.4,1.1,1.6,0.664,1.0,4.29,10.3,0.416,-0.024,9.0,8.8,33.1,1.78,0.1,2.82,1.89
1540,2863_2017-18,8.0,19,2017-18,0.1,0.1,0.5,0.6,0.75,1.0,1.13,2.93,0.386,-0.055,1.9,1.8,8.5,0.16,0.0,0.74,0.68
1541,1627814_2017-18,27.0,15,2017-18,1.3,0.1,1.4,2.0,0.7,1.0,3.47,8.2,0.423,-0.027,5.3,8.1,24.0,1.67,0.0,1.87,2.8
1542,1628422_2017-18,10.8,44,2017-18,0.3,0.0,0.7,0.9,0.8,1.0,1.75,3.98,0.44,-0.015,3.6,2.4,9.3,0.3,0.0,0.84,1.07
1543,1627772_2017-18,4.6,6,2017-18,0.2,0.0,0.2,0.2,1.0,1.0,0.83,1.83,0.455,0.042,1.4,0.7,5.1,0.17,0.0,0.33,0.5
1544,1628464_2017-18,14.9,60,2017-18,0.5,0.8,1.7,2.9,0.58,1.0,3.57,7.93,0.45,-0.021,3.4,3.3,12.8,0.89,0.0,5.13,1.33
1545,201568_2017-18,32.0,21,2017-18,0.6,0.5,2.1,3.5,0.603,1.0,5.29,12.05,0.439,-0.021,7.1,9.2,28.8,1.81,0.1,5.29,3.43
1546,201980_2017-18,25.6,70,2017-18,0.9,1.1,2.1,3.2,0.662,1.0,5.01,11.0,0.456,-0.004,5.9,6.6,23.1,2.01,0.04,5.51,2.89
1547,201967_2017-18,21.4,73,2017-18,0.5,0.4,1.6,2.4,0.661,1.0,4.23,8.22,0.515,0.05,5.8,6.7,22.1,1.04,0.01,4.62,1.63
1548,203957_2017-18,16.8,14,2017-18,0.6,0.2,0.6,1.4,0.45,1.0,2.0,5.79,0.346,-0.093,5.1,3.0,14.5,1.0,0.14,2.0,2.07
1549,1627863_2017-18,17.5,23,2017-18,0.3,0.3,0.7,1.0,0.667,1.0,2.74,6.26,0.438,-0.018,4.9,4.5,14.1,0.52,0.0,3.26,2.52
1550,203967_2017-18,29.6,77,2017-18,0.6,0.3,2.1,3.6,0.586,1.0,5.28,11.41,0.463,0.001,7.2,6.4,25.7,1.29,0.01,6.0,3.62
1551,203121_2017-18,23.7,81,2017-18,0.3,0.2,1.3,2.0,0.66,1.0,3.52,7.99,0.441,-0.012,4.1,14.2,26.3,0.78,0.0,3.02,2.43
1552,203121_2017-18,23.7,81,2017-18,0.3,0.2,1.3,2.0,0.66,1.0,3.52,7.99,0.441,-0.012,7.2,6.7,24.4,0.78,0.0,3.02,2.43
