,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season
955,Lineups,-101150-201976-202331-202694-1627826-,L. Williams - P. Beverley - P. George - M. Morris Sr. - I. Zubac,1610612746,LAC,5,4,1,0.8,4.7,3.9,8.3,0.463,1.2,2.8,0.429,3.0,3.4,0.882,0.4,4.3,4.7,2.0,1.4,1.0,0.4,0.4,1.6,3.0,12.0,2.0,957,534,4785,4878,1790,2417,1967,6815,2364,3403,4156,803,1306,3662,5980,1266,1899,2406,12339,1192,3553,11035,11352,743,1753,2742,2020-21
956,Lineups,-101150-203524-203991-203992-1629164-,L. Williams - S. Hill - C. Capela - B. Bogdanovic - B. Goodwin,1610612737,ATL,3,3,0,1.0,4.7,5.4,9.5,0.571,2.0,3.7,0.545,1.7,2.4,0.714,1.0,4.1,5.1,4.1,0.7,0.3,0.0,0.3,0.3,2.0,14.5,5.7,1984,833,1,1,1770,1088,1529,3387,822,1939,2307,3356,2206,5245,1859,1287,1373,665,7965,5236,4784,10551,4656,1669,1113,660,2020-21
957,Lineups,-201587-202335-1628379-1629599-1629611-,N. Batum - P. Patterson - L. Kennard - A. Coffey - T. Mann,1610612746,LAC,4,3,1,0.75,4.7,4.1,8.9,0.457,1.5,3.5,0.429,2.0,2.3,0.889,0.5,4.6,5.1,2.3,0.0,0.0,0.5,0.5,1.3,2.0,11.7,2.8,1342,833,4785,4973,1830,1709,1858,6948,1845,1990,4156,1650,2280,3598,5027,1157,1373,2326,1,6157,2719,11158,10575,1669,1783,2438,2020-21
958,Lineups,-201566-203078-203458-203526-1630166-,R. Westbrook - B. Beal - A. Len - R. Neto - D. Avdija,1610612764,WAS,4,2,2,0.5,4.7,5.3,8.9,0.6,0.5,2.0,0.25,2.5,2.5,1.0,0.5,4.6,5.1,2.8,2.3,2.3,0.0,0.5,1.8,2.0,13.7,4.8,1342,1417,11786,6052,1757,1110,1858,2864,6076,4139,6546,1385,2014,1,5027,1157,1373,1941,13923,264,4784,11158,11511,1669,1279,985,2020-21
959,Lineups,-203524-203991-1628381-1628989-1629027-,S. Hill - C. Capela - J. Collins - K. Huerter - T. Young,1610612737,ATL,11,6,5,0.545,4.7,4.8,8.9,0.536,1.1,2.9,0.375,2.2,3.0,0.727,1.7,3.3,5.0,2.9,0.6,0.6,0.8,0.3,1.1,2.2,12.9,1.0,210,254,14448,6026,1831,1525,1853,4070,2450,3383,4869,1625,1373,5200,1362,2099,1842,1927,7958,3975,2318,10474,10458,1646,1497,4284,2020-21
960,Lineups,-203504-1626246-1630182-1630189-1630207-,T. Burke - B. Marjanovic - J. Green - T. Bey - N. Hinton,1610612742,DAL,3,2,1,0.667,4.7,4.1,10.8,0.375,0.3,2.7,0.125,1.0,1.4,0.75,1.4,2.4,3.7,1.0,2.0,1.7,0.0,1.0,2.0,0.7,9.5,-1.4,1984,1417,4785,5252,1797,1709,1186,8809,7140,3454,7669,4231,5247,4604,1644,3734,2913,5332,12839,815,4784,12416,11619,8252,2595,9883,2020-21
961,Lineups,-203504-203939-1627827-1628467-1629029-,T. Burke - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,3,2,1,0.667,4.7,5.4,9.1,0.593,1.4,1.7,0.8,2.4,2.7,0.875,1.0,1.7,2.7,2.0,1.4,1.4,0.0,0.7,3.0,1.7,14.5,-0.3,1984,1417,4785,5252,1797,1088,1551,3256,2168,6334,1323,1531,1917,3672,1859,6172,4748,2406,12192,1034,4784,12068,13550,3238,1113,8119,2020-21
962,Lineups,-203501-204001-1626196-1627827-1629029-,T. Hardaway Jr. - K. Porzingis - J. Richardson - D. Finney-Smith - L. Doncic,1610612742,DAL,18,10,8,0.556,4.7,3.8,8.6,0.447,1.0,3.7,0.277,2.1,2.5,0.864,1.1,3.0,4.1,2.0,0.8,0.4,0.7,0.6,1.8,2.1,10.8,-2.4,58,80,14733,6010,1832,2424,1927,7141,2463,1978,6477,1644,2180,3759,1856,3246,2097,4072,8547,5197,2436,11986,11561,1659,2075,11699,2020-21
963,Lineups,-202699-203552-203954-1627732-1627788-,T. Harris - S. Curry - J. Embiid - B. Simmons - F. Korkmaz,1610612755,PHI,6,3,3,0.5,4.7,4.7,8.3,0.571,1.4,3.5,0.381,1.7,2.2,0.769,0.2,2.4,2.5,2.7,1.2,2.4,0.3,0.2,1.0,1.7,12.5,3.0,714,833,13480,6052,1771,1529,1973,3387,2168,1990,4848,3356,2335,4567,6756,3734,4891,1963,12045,251,3666,10049,6427,3238,1541,1688,2020-21
964,Lineups,-1626145-1628991-1629001-1629634-1629723-,T. Jones - J. Jackson Jr. - D. Melton - B. Clarke - J. Konchar,1610612763,MEM,3,2,1,0.667,4.7,3.4,8.4,0.4,1.4,4.4,0.308,1.4,1.7,0.8,1.0,3.7,4.7,2.7,1.4,0.7,1.7,0.7,1.4,1.7,9.5,-2.0,1984,1417,4785,5252,1757,2691,1936,8089,2168,1286,6211,3892,4757,4235,1859,1868,1867,1963,12192,3729,375,12068,10665,3238,2595,10339,2020-21
965,Lineups,-203082-203516-1626184-1628976-1629643-,T. Ross - J. Ennis III - C. Randle - W. Carter Jr. - C. Okeke,1610612753,ORL,3,2,1,0.667,4.7,4.1,9.1,0.444,0.3,1.7,0.2,2.4,2.7,0.875,0.7,3.4,4.1,2.7,0.7,0.7,0.7,0.7,2.0,2.7,10.8,2.4,1984,1417,4785,5252,1773,1709,1551,7161,7140,6334,7137,1531,1917,3672,4629,2040,2097,1963,7965,3729,2436,12068,11619,1333,2075,2652,2020-21
966,Lineups,-2738-1628389-1629134-1629622-1629639-,A. Iguodala - B. Adebayo - K. Nunn - M. Strus - T. Herro,1610612748,MIA,3,0,3,0.0,4.6,5.1,8.4,0.6,2.0,4.1,0.5,0.7,0.7,1.0,1.0,3.4,4.4,3.7,1.4,0.7,0.0,0.0,1.4,2.0,12.8,3.4,1984,8619,13480,8619,1927,1135,1936,2864,822,1348,2381,6407,7184,1,1859,2040,2017,1029,12192,3729,4784,1,10665,1669,1498,1630,2020-21
967,Lineups,-2738-1629130-1629134-1629216-1630173-,A. Iguodala - D. Robinson - K. Nunn - G. Vincent - P. Achiuwa,1610612748,MIA,4,1,3,0.25,4.6,2.5,7.1,0.357,0.5,4.1,0.125,1.5,2.0,0.75,1.0,2.5,3.5,2.0,1.5,0.5,0.3,0.0,2.8,1.5,7.1,-3.5,1342,2859,13480,8342,1908,4332,2543,9142,6076,1348,7669,3505,2365,4604,1859,3403,2994,2406,12375,4115,4171,1,13514,3424,4040,12909,2020-21
968,Lineups,-203085-203493-203901-203944-1629011-,A. Rivers - R. Bullock - E. Payton - J. Randle - M. Robinson,1610612752,NYK,3,1,2,0.333,4.6,4.7,8.1,0.583,2.0,2.7,0.75,0.7,1.0,0.667,1.0,3.4,4.4,2.4,1.0,0.0,0.3,0.7,1.4,1.7,12.2,3.7,1984,2859,11786,7833,1909,1529,1981,3301,822,3454,1375,6407,5625,5425,1859,2040,2017,2245,8625,6157,3666,12068,10665,3238,1561,1530,2020-21
969,Lineups,-202687-1626179-1628970-1628984-1629023-,B. Biyombo - T. Rozier - M. Bridges - D. Graham - P. Washington,1610612766,CHA,5,2,3,0.4,4.6,4.3,8.3,0.512,2.4,4.1,0.6,1.0,1.2,0.833,0.4,3.0,3.4,3.2,1.0,0.6,0.2,0.2,2.0,1.6,12.0,1.2,957,1417,13480,7676,1928,1681,1967,4334,750,1348,2003,4231,5509,3930,5980,2160,3196,1174,8625,3996,4436,10125,11619,3364,1753,4236,2020-21
970,Lineups,-202339-203500-1627742-1628366-1628404-,E. Bledsoe - S. Adams - B. Ingram - L. Ball - J. Hart,1610612740,NOP,26,13,13,0.5,4.6,4.1,8.2,0.5,1.2,3.2,0.37,1.8,2.6,0.687,1.4,3.4,4.8,2.5,1.4,0.7,0.3,0.3,1.7,2.2,11.1,1.1,19,37,14806,6052,1925,1708,1980,4380,2419,2236,4979,3312,2002,5406,1637,2039,1861,2037,12327,3703,4103,10541,11493,1645,1841,4272,2020-21
971,Lineups,-202734-1626164-1628969-1629028-1629661-,E. Moore - D. Booker - M. Bridges - D. Ayton - C. Johnson,1610612756,PHX,5,4,1,0.8,4.6,4.5,8.1,0.55,1.0,2.2,0.455,1.6,2.2,0.727,1.4,2.8,4.3,2.8,1.0,0.8,0.6,0.2,1.2,2.6,11.6,3.0,957,534,4785,4878,1941,1634,1981,3836,2463,4082,3973,3461,2317,5200,1621,3265,2073,1930,8625,3561,2640,10125,10521,1370,1814,1688,2020-21
972,Lineups,-1628392-1629012-1629636-1629731-1630171-,I. Hartenstein - C. Sexton - D. Garland - D. Wade - I. Okoro,1610612739,CLE,5,2,3,0.4,4.6,3.9,7.9,0.487,0.6,3.4,0.176,1.2,2.4,0.5,1.0,2.4,3.4,3.2,1.8,0.4,0.4,0.4,2.0,1.8,9.5,-2.6,957,1417,13480,7676,1875,2417,2371,6460,5982,2130,7428,4111,2186,6168,1859,3700,3196,1174,12816,5108,3553,11035,11619,3161,2592,11910,2020-21
973,Lineups,-1628381-1628989-1629027-1629629-1629631-,J. Collins - K. Huerter - T. Young - C. Reddish - D. Hunter,1610612737,ATL,10,3,7,0.3,4.6,4.0,8.4,0.47,0.7,2.7,0.259,2.7,3.0,0.9,1.0,2.4,3.4,2.4,1.3,0.5,0.4,0.9,2.1,2.4,11.3,-1.8,268,833,14678,8307,1894,2402,1953,6720,5655,3451,6539,1336,1373,3553,1859,3700,3196,2224,12185,4115,3553,12407,13177,1527,1837,10317,2020-21
974,Lineups,-201952-1628369-1628400-1629057-1630202-,J. Teague - J. Tatum - S. Ojeleye - R. Williams III - P. Pritchard,1610612738,BOS,10,7,3,0.7,4.6,5.4,8.8,0.609,2.2,3.9,0.579,1.1,1.5,0.733,1.2,2.4,3.6,2.7,1.3,0.7,0.2,0.6,1.8,1.7,14.1,2.0,268,190,13480,5223,1912,1108,1868,2853,802,1909,2186,4215,4901,5179,1783,3700,2973,1961,12185,3724,4436,12016,11566,3235,1253,2742,2020-21
975,Lineups,-201952-203648-1626171-1627854-1629670-,J. Teague - T. Antetokounmpo - B. Portis - B. Forbes - J. Nwora,1610612749,MIL,3,2,1,0.667,4.6,5.1,10.1,0.5,1.7,3.7,0.455,0.7,1.0,0.667,2.0,3.4,5.4,2.0,2.0,0.7,0.0,1.0,1.0,1.0,12.5,0.7,1984,1417,4785,5252,1855,1135,1263,4380,1749,1939,3973,6407,5625,5425,561,2040,1321,2406,12839,3729,4784,12416,6427,4371,1541,5406,2020-21
976,Lineups,-203937-1629630-1629723-1630214-1630217-,K. Anderson - J. Morant - J. Konchar - X. Tillman - D. Bane,1610612763,MEM,4,2,2,0.5,4.6,3.5,8.6,0.412,1.0,2.5,0.4,1.0,1.5,0.667,1.0,3.3,4.3,2.5,0.8,1.3,0.3,0.8,1.8,1.3,9.1,-0.5,1342,1417,11786,6052,1845,2505,1879,7996,2463,3569,4420,4231,4901,5425,1859,2100,2053,2037,8336,1104,4171,12279,11511,4164,2638,8247,2020-21
977,Lineups,-201142-201933-202681-1628971-1629013-,K. Durant - B. Griffin - K. Irving - B. Brown - L. Shamet,1610612751,BKN,6,4,2,0.667,4.6,4.4,7.3,0.605,1.5,2.7,0.563,2.7,3.0,0.889,0.7,3.0,3.7,2.5,0.8,0.7,0.8,0.0,2.0,2.4,13.0,1.4,714,534,11786,5252,1907,1639,2534,2863,1845,3454,2263,1340,1373,3598,4629,2160,2913,2037,8547,3729,2302,1,11619,1547,1487,4128,2020-21
978,Lineups,-201567-1628422-1629012-1629662-1630271-,K. Love - D. Dotson - C. Sexton - M. Kabengele - B. Thomas,1610612739,CLE,3,1,2,0.333,4.6,3.4,8.4,0.4,0.3,2.4,0.143,1.7,2.4,0.714,1.0,4.1,5.1,2.4,1.4,0.3,0.7,0.3,1.4,2.4,8.8,-3.4,1984,2859,11786,7833,1885,2691,1936,8089,7140,3909,7585,3356,2206,5245,1859,1287,1373,2245,12192,5236,2436,10551,10665,1547,3077,12876,2020-21
979,Lineups,-203521-1627752-1628392-1629012-1630205-,M. Dellavedova - T. Prince - I. Hartenstein - C. Sexton - L. Stevens,1610612739,CLE,3,2,1,0.667,4.6,4.4,7.4,0.591,0.7,1.0,0.667,4.4,4.4,1.0,1.0,4.4,5.4,2.7,0.7,0.3,0.7,0.7,1.7,2.7,13.8,3.4,1984,1417,4785,5252,1929,1639,2494,3262,5671,7407,1528,346,639,1,1859,1231,1321,1963,7965,5236,2436,12068,11384,1333,1264,1630,2020-21
980,Lineups,-1628370-1628970-1628998-1629023-1630163-,M. Monk - M. Bridges - C. Martin - P. Washington - L. Ball,1610612766,CHA,5,4,1,0.8,4.6,4.1,7.5,0.541,1.0,2.8,0.357,3.4,3.9,0.895,0.4,3.4,3.9,2.2,1.0,0.4,0.0,0.2,1.2,2.6,12.6,2.4,957,534,4785,4878,1939,1709,2486,3982,2463,3403,5070,748,1192,3592,5980,2026,2877,2354,8625,5108,4784,10125,10521,1370,1538,2642,2020-21
981,Lineups,-203486-1628367-1629004-1629635-1630240-,M. Plumlee - J. Jackson - S. Mykhailiuk - S. Doumbouya - S. Lee,1610612765,DET,4,0,4,0.0,4.6,3.5,6.1,0.583,1.3,2.0,0.625,1.0,1.8,0.571,0.3,2.8,3.0,3.0,1.5,1.3,0.0,0.3,3.0,2.3,9.4,1.5,1342,8619,14164,8619,1910,2505,3291,3301,2299,4139,1960,4231,4694,6091,6512,3286,3351,1195,12375,1104,4784,10263,13550,1613,2617,3920,2020-21
982,Lineups,-202335-1628379-1629599-1629611-1630187-,P. Patterson - L. Kennard - A. Coffey - T. Mann - D. Oturu,1610612746,LAC,6,5,1,0.833,4.6,3.9,7.9,0.489,2.2,4.2,0.52,0.5,1.4,0.375,0.8,3.0,3.9,2.2,1.0,1.0,0.2,0.2,1.4,1.4,10.5,1.4,714,368,4785,4836,1854,2410,2366,6452,810,1335,2376,6739,5247,7469,4400,2160,2872,2372,8625,1192,4574,10049,10665,3957,2161,4128,2020-21
983,Lineups,-200782-201950-203114-1626171-1627854-,P. Tucker - J. Holiday - K. Middleton - B. Portis - B. Forbes,1610612749,MIL,4,2,2,0.5,4.6,5.8,9.9,0.59,2.3,4.1,0.563,0.3,0.5,0.5,0.8,3.5,4.3,3.8,1.0,0.8,0.5,1.3,2.3,0.8,14.2,1.0,1342,1417,11786,6052,1922,1014,1459,3269,788,1348,2263,7486,7495,6168,4482,1922,2053,1015,8625,3600,2719,14258,13209,8118,1129,4284,2020-21
984,Lineups,-200765-203991-1628381-1628989-1629629-,R. Rondo - C. Capela - J. Collins - K. Huerter - C. Reddish,1610612737,ATL,3,2,1,0.667,4.6,2.4,9.8,0.241,0.0,2.7,0.0,1.4,1.4,1.0,2.0,3.4,5.4,1.4,0.7,0.0,0.0,0.0,2.4,1.0,6.1,-6.1,1984,1417,4785,5252,1877,4682,1468,11235,7763,3454,7763,3892,5247,1,561,2040,1321,4952,7965,6157,4784,1,13240,4371,4906,14103,2020-21
985,Lineups,-201937-1626157-1629020-1630162-1630183-,R. Rubio - K. Towns - J. Vanderbilt - A. Edwards - J. McDaniels,1610612750,MIN,11,3,8,0.273,4.6,3.9,9.0,0.429,1.2,3.4,0.351,0.9,1.4,0.667,0.9,3.1,4.1,2.9,1.5,0.7,0.4,0.6,1.8,1.3,9.9,-1.8,210,833,14733,8339,1897,2416,1845,7494,2397,2138,5116,6177,5238,5425,4366,2158,2097,1927,12371,3705,3656,11981,11508,4161,2502,10289,2020-21
986,Lineups,-201566-202722-203078-1629021-1629060-,R. Westbrook - D. Bertans - B. Beal - M. Wagner - R. Hachimura,1610612764,WAS,8,4,4,0.5,4.6,3.3,8.0,0.413,1.0,3.4,0.296,2.7,3.8,0.7,0.5,3.7,4.2,2.4,1.4,0.6,0.5,0.4,2.7,3.3,10.3,-1.3,427,534,14164,6052,1940,2761,2364,7993,2463,2137,6296,1375,1199,5334,5027,1904,2093,2238,12330,3981,2719,11005,13480,718,2196,9840,2020-21
987,Lineups,-201566-201577-202397-202722-1628990-,R. Westbrook - R. Lopez - I. Smith - D. Bertans - C. Hutchison,1610612764,WAS,9,5,4,0.556,4.6,4.4,9.3,0.47,1.0,2.4,0.429,1.8,2.0,0.889,1.0,3.3,4.3,2.4,1.0,0.5,0.6,0.8,1.4,2.1,11.6,0.0,350,368,14164,6010,1943,1639,1545,6720,2463,3909,4156,3309,2365,3598,1859,2126,2071,2245,8625,5064,2704,12333,10665,1659,1813,5967,2020-21
988,Lineups,-201586-201587-202331-202695-1628379-,S. Ibaka - N. Batum - P. George - K. Leonard - L. Kennard,1610612746,LAC,8,6,2,0.75,4.6,4.3,7.9,0.548,1.9,4.2,0.455,1.4,1.4,1.0,0.6,3.3,3.9,2.9,2.2,0.8,0.9,0.1,1.3,1.3,11.9,0.9,427,254,11786,4973,1883,1668,2378,3864,1695,1346,3973,3882,5224,1,4896,2100,2868,1913,13906,3600,2291,9964,10575,4164,1760,5322,2020-21
989,Lineups,-203501-203504-1626161-1627827-1629029-,T. Hardaway Jr. - T. Burke - W. Cauley-Stein - D. Finney-Smith - L. Doncic,1610612742,DAL,5,3,2,0.6,4.6,5.1,9.5,0.532,1.4,3.9,0.368,0.2,0.8,0.25,1.0,2.8,3.9,2.6,0.4,1.4,0.0,0.6,1.4,1.2,11.8,2.8,957,833,11786,5817,1900,1135,1526,4137,2137,1909,4986,7569,7058,7577,1859,3265,2877,2023,6754,1020,4784,12016,10861,4271,1776,2432,2020-21
990,Lineups,-201152-202066-203490-203897-1627756-,T. Young - G. Temple - O. Porter Jr. - Z. LaVine - D. Valentine,1610612741,CHI,3,2,1,0.667,4.6,4.1,10.1,0.4,1.7,5.7,0.294,1.7,1.7,1.0,2.4,2.7,5.1,2.7,0.7,0.7,0.7,0.0,0.3,1.7,11.5,4.1,1984,1417,4785,5252,1898,1709,1263,8089,1749,767,6298,3356,4757,1,508,3316,1373,1963,7965,3729,2436,1,4656,3238,1820,1079,2020-21
991,Lineups,-201152-202066-203107-1627756-1629632-,T. Young - G. Temple - T. Satoransky - D. Valentine - C. White,1610612741,CHI,3,2,1,0.667,4.6,4.4,9.8,0.448,1.4,3.4,0.4,0.7,1.0,0.667,1.0,2.7,3.7,2.7,1.0,1.0,0.0,1.0,2.7,1.4,10.8,-1.7,1984,1417,4785,5252,1911,1639,1468,7131,2168,2140,4420,6407,5625,5425,1859,3316,2913,1963,8625,1192,4784,12416,13485,3957,2075,10218,2020-21
992,Lineups,-201152-202066-203107-203897-1630172-,T. Young - G. Temple - T. Satoransky - Z. LaVine - P. Williams,1610612741,CHI,10,5,5,0.5,4.6,5.0,8.0,0.62,1.3,2.6,0.5,2.0,2.5,0.8,0.8,3.0,3.9,3.1,1.3,0.8,0.4,0.2,1.5,2.3,13.3,2.6,268,368,14448,6052,1942,1502,2362,2801,2284,3544,2381,1650,2014,4235,4423,2160,2877,1190,12185,3561,3553,10125,10917,1602,1322,2509,2020-21
993,Lineups,-201152-203107-1627756-1627853-1628374-,T. Young - T. Satoransky - D. Valentine - R. Arcidiacono - L. Markkanen,1610612741,CHI,4,1,3,0.25,4.6,4.3,8.1,0.531,1.8,4.3,0.412,0.3,0.5,0.5,0.8,2.5,3.3,3.3,0.8,1.0,0.0,0.0,2.8,1.8,10.6,0.8,1342,2859,13480,8342,1876,1668,1981,4138,1715,1315,4375,7486,7495,6168,4482,3403,3283,1166,8336,1192,4784,1,13514,3187,2103,5375,2020-21
994,Lineups,-201961-203486-203924-1630180-1630240-,W. Ellington - M. Plumlee - J. Grant - S. Bey - S. Lee,1610612765,DET,5,2,3,0.4,4.6,3.4,8.5,0.405,1.8,4.7,0.391,1.8,2.0,0.9,0.6,3.4,4.1,2.6,1.2,1.0,0.4,0.0,1.6,1.4,10.5,0.0,957,1417,13480,7676,1846,2668,1931,8072,1703,1213,4790,3294,2365,3553,4909,2026,2097,2023,12064,1192,3553,1,11352,3903,2156,5967,2020-21
995,Lineups,-2738-2772-201609-1628389-1629639-,A. Iguodala - T. Ariza - G. Dragic - B. Adebayo - T. Herro,1610612748,MIA,3,1,2,0.333,4.5,2.4,7.4,0.318,0.3,2.7,0.125,1.0,1.0,1.0,0.7,2.0,2.7,1.4,2.0,0.7,0.3,0.0,2.0,1.4,6.1,-5.1,1984,2859,11786,7833,1945,4682,2494,10271,7140,3454,7669,4231,5625,1,4629,3956,4748,4952,12839,3729,3666,1,11619,3957,4906,13675,2020-21
996,Lineups,-202687-1626179-1628997-1629667-1630163-,B. Biyombo - T. Rozier - C. Martin - J. McDaniels - L. Ball,1610612766,CHA,3,1,2,0.333,4.5,3.0,7.8,0.391,1.0,3.0,0.333,1.0,1.4,0.75,0.7,5.1,5.7,2.7,0.3,0.0,0.3,0.7,1.0,1.4,8.1,-1.4,1984,2859,11786,7833,1956,2829,2390,8629,2463,2242,5164,4231,5247,4604,4629,816,1247,1963,6430,6157,3666,12068,6427,3957,3287,9883,2020-21
997,Lineups,-202687-1626179-1628998-1629023-1630163-,B. Biyombo - T. Rozier - C. Martin - P. Washington - L. Ball,1610612766,CHA,3,2,1,0.667,4.5,3.7,8.4,0.44,1.4,3.7,0.364,0.7,0.7,1.0,1.4,2.4,3.7,3.0,2.0,1.0,0.3,0.3,1.0,1.4,9.5,-1.0,1984,1417,4785,5252,1983,2449,1936,7352,2168,1939,5011,6407,7184,1,1644,3734,2913,1195,12839,1192,3666,10551,6427,3957,2595,8718,2020-21
998,Lineups,-203463-1628021-1628425-1630222-1630256-,B. McLemore - D. Nwaba - S. Brown - M. Jones - J. Tate,1610612745,HOU,4,0,4,0.0,4.5,3.5,8.6,0.412,1.3,4.3,0.294,3.0,3.8,0.8,1.5,3.0,4.6,1.5,1.8,0.8,1.0,0.8,1.5,2.5,11.4,-0.3,1342,8619,14164,8619,1991,2505,1879,7996,2299,1315,6298,803,1199,4235,1390,2160,1913,4406,12790,3600,575,12279,10917,1389,1832,8077,2020-21
999,Lineups,-201571-203114-1626171-1626192-1628470-,D. Augustin - K. Middleton - B. Portis - P. Connaughton - T. Craig,1610612749,MIL,9,3,6,0.333,4.5,3.4,8.3,0.405,1.6,3.5,0.452,1.5,1.7,0.867,0.7,2.7,3.4,1.8,1.5,0.6,0.1,0.6,2.0,1.2,9.8,-2.7,350,833,14594,7833,1955,2691,1966,8071,1841,2123,4010,3833,4757,3747,4629,3316,3214,4139,12367,4100,4735,11986,11619,4264,2507,11921,2020-21
1000,Lineups,-1628422-1629662-1629725-1629731-1630271-,D. Dotson - M. Kabengele - J. Martin - D. Wade - B. Thomas,1610612739,CLE,3,0,3,0.0,4.5,3.7,7.4,0.5,1.4,3.4,0.4,0.7,3.0,0.222,0.7,2.4,3.0,2.4,1.4,1.0,0.7,0.7,1.4,1.4,9.5,-1.4,1984,8619,13480,8619,1983,2449,2494,4380,2168,2140,4420,6407,1373,7623,4629,3734,3351,2245,12192,1192,2436,12068,10665,3957,2595,9883,2020-21
1001,Lineups,-202339-203500-1627742-1628404-1629638-,E. Bledsoe - S. Adams - B. Ingram - J. Hart - N. Alexander-Walker,1610612740,NOP,11,7,4,0.636,4.5,2.9,8.1,0.364,1.7,3.5,0.474,1.3,2.2,0.583,1.1,2.8,3.9,1.5,1.2,0.6,0.5,1.0,1.2,1.5,8.8,-3.0,210,190,14164,5761,1978,4103,1981,9046,1812,2120,3916,4043,2334,6082,1849,3306,2876,4892,12060,4107,3509,12416,10518,3877,3072,11993,2020-21
1002,Lineups,-202355-202357-202709-203922-1630169-,H. Whiteside - N. Bjelica - C. Joseph - G. Robinson III - T. Haliburton,1610612758,SAC,3,1,2,0.333,4.5,4.7,8.4,0.56,0.7,2.0,0.333,0.7,2.0,0.333,2.0,4.4,6.4,2.4,1.7,0.3,1.0,0.0,2.0,1.4,10.8,2.7,1984,2859,11786,7833,2010,1529,1936,3657,5671,4139,5164,6407,2365,7476,561,1231,921,2245,12709,5236,575,1,11619,3957,2075,2458,2020-21
1003,Lineups,-1628386-1629012-1629731-1630171-1630271-,J. Allen - C. Sexton - D. Wade - I. Okoro - B. Thomas,1610612739,CLE,6,1,5,0.167,4.5,3.7,8.1,0.458,0.8,2.5,0.333,3.2,3.7,0.864,1.5,2.2,3.7,2.7,1.5,0.8,0.2,0.8,2.4,2.7,11.5,-0.3,714,2859,14448,8574,2038,2449,1981,6927,5434,3569,5164,787,1209,3759,1390,3915,2913,1963,12375,3542,4574,12376,13240,1333,1820,8119,2020-21
1004,Lineups,-203924-1628367-1630180-1630191-1630240-,J. Grant - J. Jackson - S. Bey - I. Stewart - S. Lee,1610612765,DET,7,2,5,0.286,4.5,3.9,8.5,0.458,0.9,2.9,0.3,3.2,3.6,0.88,1.0,4.1,5.1,1.7,1.2,0.7,0.4,0.7,1.6,2.3,11.9,1.6,542,1417,14448,8321,1982,2408,1928,6946,5409,3389,6247,793,1239,3667,1859,1287,1373,4206,12030,3710,3525,12263,11339,1607,1764,3914,2020-21
1005,Lineups,-201145-201935-203925-1627789-1629617-,J. Green - J. Harden - J. Harris - T. Luwawu-Cabarrot - R. Perry,1610612751,BKN,4,3,1,0.75,4.5,3.5,8.1,0.438,2.0,4.3,0.471,1.0,1.3,0.8,1.3,2.5,3.8,1.8,0.8,0.0,0.0,0.3,1.5,0.8,10.1,-1.8,1342,833,4785,4973,2013,2505,1981,7378,822,1315,3925,4231,5448,4235,1738,3403,2889,4146,8336,6157,4784,10263,10917,8118,2198,10291,2020-21
1006,Lineups,-1628367-1628402-1629635-1630191-1630240-,J. Jackson - F. Jackson - S. Doumbouya - I. Stewart - S. Lee,1610612765,DET,5,2,3,0.4,4.5,3.2,6.5,0.5,0.8,1.6,0.5,1.4,1.4,1.0,0.4,2.8,3.2,2.0,2.0,1.2,0.8,0.8,2.4,1.6,8.7,-2.8,957,1417,13480,7676,1960,2784,3198,4380,5456,6501,2381,3854,5193,1,5980,3265,3309,2406,12839,1142,2319,12338,13305,3364,3110,11983,2020-21
1007,Lineups,-201580-1626224-1629012-1629685-1629731-,J. McGee - C. Osman - C. Sexton - D. Windler - D. Wade,1610612739,CLE,5,3,2,0.6,4.5,4.3,8.1,0.525,1.6,3.6,0.444,0.4,0.4,1.0,0.4,3.9,4.3,3.0,1.2,0.6,0.2,0.8,2.0,1.0,10.5,-0.2,957,833,11786,5817,2008,1681,1981,4220,1819,1979,4028,7236,7786,1,5980,1851,2073,1195,12064,3996,4436,12338,11619,4371,2156,8056,2020-21
1008,Lineups,-202685-1628415-1628960-1629630-1630214-,J. Valanciunas - D. Brooks - G. Allen - J. Morant - X. Tillman,1610612763,MEM,3,1,2,0.333,4.5,4.1,8.1,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.7,2.0,3.7,3.4,0.7,0.3,0.0,0.0,1.7,1.4,11.1,2.0,1984,2859,11786,7833,1946,1709,1981,4380,2463,4139,2381,1650,2365,1,1324,3956,2913,1148,7965,5236,4784,1,11384,3957,1841,2742,2020-21
