,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season
11,Lineups,-201580-203085-203932-203999-1630267-,J. McGee - A. Rivers - A. Gordon - N. Jokic - F. Campazzo,1610612743,DEN,1,1,0,1.0,21.4,23.3,48.6,0.479,3.0,13.2,0.231,4.1,4.1,1.0,13.2,18.2,31.4,13.2,8.1,0.0,1.0,2.0,9.1,7.1,53.7,-1.0,5843,2859,1,1,12,2,3,6554,326,48,7037,371,667,1,1,5,1,8,14809,6157,575,14428,14808,47,9,8718,2020-21
12,Lineups,-202322-203482-1626174-1629645-1630256-,J. Wall - K. Olynyk - C. Wood - K. Porter Jr. - J. Tate,1610612745,HOU,6,1,5,0.167,21.1,20.8,41.7,0.498,6.2,16.0,0.389,6.9,9.3,0.745,6.4,14.7,21.1,11.0,6.6,4.2,2.0,1.9,6.2,7.9,54.7,2.2,714,2859,14448,8574,13,9,8,6420,17,19,4796,75,41,5154,14,28,15,26,14788,14,95,14424,14749,39,7,2728,2020-21
13,Lineups,-201567-203083-1629012-1629636-1630171-,K. Love - A. Drummond - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,1,1,0,1.0,20.9,20.3,33.4,0.606,8.1,11.1,0.727,7.1,7.1,1.0,1.0,12.2,13.2,9.1,6.1,4.1,2.0,0.0,4.1,5.1,55.7,17.2,5843,2859,1,1,14,10,36,2860,6,92,1493,46,125,1,1859,62,105,60,14762,15,95,1,14287,169,6,7,2020-21
14,Lineups,-201980-202699-203552-203954-1627732-,D. Green - T. Harris - S. Curry - J. Embiid - B. Simmons,1610612755,PHI,32,27,5,0.844,20.8,18.5,36.4,0.507,5.3,12.2,0.433,9.4,11.6,0.807,3.2,16.0,19.2,11.2,5.6,3.6,2.5,1.8,6.8,9.3,51.6,6.8,13,5,14448,4835,15,18,27,4366,56,68,4148,12,14,4229,206,15,32,19,14755,66,76,14419,14761,12,13,437,2020-21
15,Lineups,-201949-202339-203500-1628404-1629638-,J. Johnson - E. Bledsoe - S. Adams - J. Hart - N. Alexander-Walker,1610612740,NOP,1,0,1,0.0,20.6,16.2,34.4,0.471,5.1,14.2,0.357,5.1,6.1,0.833,2.0,20.3,22.3,10.1,10.1,1.0,3.0,2.0,4.1,8.1,42.6,3.0,5843,8619,4785,8619,16,33,32,6684,60,34,5070,175,215,3930,561,2,7,31,14816,1192,26,14428,14287,26,38,1688,2020-21
16,Lineups,-201567-1626224-1628386-1629636-1630171-,K. Love - C. Osman - J. Allen - D. Garland - I. Okoro,1610612739,CLE,3,0,3,0.0,20.6,17.9,37.8,0.473,5.4,15.9,0.34,6.8,9.5,0.714,4.4,12.8,17.2,13.5,6.1,5.4,1.4,2.7,5.1,8.8,48.0,-0.3,1984,8619,13480,8619,17,27,20,6661,55,21,5161,77,40,5245,76,60,45,7,14762,4,498,14746,14566,21,22,8119,2020-21
17,Lineups,-201143-1628983-1629652-1630177-1630197-,A. Horford - S. Gilgeous-Alexander - L. Dort - T. Maledon - A. Pokusevski,1610612760,OKC,1,1,0,1.0,20.5,18.2,37.5,0.486,9.1,17.2,0.529,9.1,9.1,1.0,4.1,14.2,18.2,13.2,4.1,1.0,4.1,4.1,13.2,8.1,54.7,5.1,5843,2859,1,1,18,19,21,6469,4,10,2364,13,42,1,79,29,35,8,14540,1192,11,14808,14818,26,7,702,2020-21
18,Lineups,-200782-201935-202322-1626174-1627863-,P. Tucker - J. Harden - J. Wall - C. Wood - D. House Jr.,1610612745,HOU,1,1,0,1.0,20.0,21.3,38.5,0.553,4.1,14.2,0.286,6.1,7.1,0.857,4.1,18.2,22.3,13.2,7.1,3.0,5.1,2.0,5.1,7.1,52.7,3.0,5843,2859,1,1,19,5,15,3824,122,34,6320,81,125,3770,79,5,7,8,14790,84,3,14428,14566,47,10,1688,2020-21
19,Lineups,-101141-202711-203903-204060-1626220-,E. Ilyasova - B. Bogdanovic - J. Clarkson - J. Ingles - R. O'Neale,1610612762,UTA,1,0,1,0.0,19.3,18.2,33.4,0.545,11.1,24.3,0.458,2.0,2.0,1.0,1.0,11.1,12.2,14.2,4.1,5.1,1.0,1.0,5.1,6.1,49.6,6.1,5843,8619,4785,8619,20,19,36,3877,1,1,3969,1650,2365,1,1859,88,164,5,14540,5,575,12416,14566,86,17,462,2020-21
20,Lineups,-202322-203506-1626174-1627863-1630256-,J. Wall - V. Oladipo - C. Wood - D. House Jr. - J. Tate,1610612745,HOU,2,0,2,0.0,19.3,14.7,31.4,0.468,3.5,14.2,0.25,7.6,10.1,0.75,3.0,15.7,18.7,8.6,7.1,2.0,2.0,1.5,6.1,7.1,40.5,2.0,3207,8619,11786,8619,22,61,48,6748,255,34,6546,40,22,4604,211,16,33,85,14790,284,95,14317,14691,47,43,2742,2020-21
21,Lineups,-201144-202711-203497-1627777-1628378-,M. Conley - B. Bogdanovic - R. Gobert - G. Niang - D. Mitchell,1610612762,UTA,1,1,0,1.0,19.3,14.2,33.4,0.424,6.1,15.2,0.4,9.1,12.2,0.75,5.1,15.2,20.3,10.1,5.1,3.0,3.0,0.0,7.1,11.1,43.6,6.1,5843,2859,1,1,23,67,36,7806,18,22,4420,13,12,4604,36,18,19,31,14709,84,26,1,14767,3,33,462,2020-21
22,Lineups,-203500-1627742-1628404-1628414-1629638-,S. Adams - B. Ingram - J. Hart - S. Thornwell - N. Alexander-Walker,1610612740,NOP,1,0,1,0.0,19.3,16.2,29.4,0.552,3.0,5.1,0.6,8.1,10.1,0.8,3.0,15.2,18.2,5.1,6.1,1.0,3.0,4.1,6.1,10.1,43.6,-5.1,5843,8619,4785,8619,21,33,66,3827,326,867,2003,25,22,4235,211,18,35,425,14762,1192,26,14808,14691,5,33,13675,2020-21
23,Lineups,-203920-1627832-1628449-1628778-1630201-,K. Birch - F. VanVleet - C. Boucher - P. Watson - M. Flynn,1610612761,TOR,1,1,0,1.0,19.2,16.2,33.4,0.485,6.1,14.2,0.429,6.1,7.1,0.857,3.0,11.1,14.2,9.1,4.1,3.0,6.1,1.0,8.1,5.1,44.6,2.0,5843,2859,1,1,24,33,36,6487,18,34,4156,81,125,3770,211,88,84,60,14540,84,1,12416,14798,169,30,2742,2020-21
24,Lineups,-203200-1626167-1627734-1627747-1627763-,J. Holiday - M. Turner - D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,10,5,5,0.5,19.1,14.2,33.9,0.418,5.9,15.9,0.369,5.8,7.8,0.74,2.8,13.5,16.3,9.4,6.0,3.4,2.2,2.1,7.0,6.2,40.0,-2.8,268,368,14448,6052,25,67,35,7878,50,20,4983,154,115,5162,447,42,53,57,14761,74,92,14729,14766,85,51,11983,2020-21
25,Lineups,-201980-202699-1627732-1627788-1628396-,D. Green - T. Harris - B. Simmons - F. Korkmaz - T. Bradley,1610612755,PHI,2,2,0,1.0,18.9,17.2,35.5,0.486,3.5,11.1,0.318,5.6,9.1,0.611,3.5,15.2,18.7,8.6,5.1,4.6,1.5,2.0,7.1,6.6,43.6,4.6,3207,1417,1,1,26,28,29,6477,255,92,6171,159,42,5957,181,18,33,85,14709,13,399,14428,14767,77,33,1001,2020-21
26,Lineups,-201152-202696-203107-1628374-1630172-,T. Young - N. Vucevic - T. Satoransky - L. Markkanen - P. Williams,1610612741,CHI,1,0,1,0.0,18.9,19.3,43.6,0.442,4.1,10.1,0.4,6.1,7.1,0.857,10.1,13.2,23.3,10.1,5.1,3.0,2.0,4.1,4.1,9.1,48.6,-2.0,5843,8619,4785,8619,27,14,5,7344,122,133,4420,81,125,3770,2,44,5,31,14709,84,95,14808,14287,13,19,10339,2020-21
27,Lineups,-202709-1628402-1629635-1630180-1630191-,C. Joseph - F. Jackson - S. Doumbouya - S. Bey - I. Stewart,1610612765,DET,1,1,0,1.0,18.7,15.2,30.4,0.5,1.0,9.1,0.111,9.1,9.1,1.0,1.0,12.2,13.2,6.1,4.1,3.0,2.0,1.0,8.1,9.1,40.5,4.1,5843,2859,1,1,28,42,57,4380,2463,192,7715,13,42,1,1859,62,105,266,14540,84,95,12416,14798,13,43,1079,2020-21
28,Lineups,-201145-202681-1627752-1628386-1628971-,J. Green - K. Irving - T. Prince - J. Allen - B. Brown,1610612751,BKN,1,1,0,1.0,18.7,20.3,37.5,0.541,5.1,13.2,0.385,1.0,4.1,0.25,3.0,22.3,25.3,10.1,2.0,2.0,3.0,2.0,7.1,4.1,46.6,14.2,5843,2859,1,1,29,10,21,3982,60,48,4812,4231,667,7577,211,1,3,31,12839,284,26,14428,14767,349,25,23,2020-21
29,Lineups,-1629647-1629650-1629652-1629676-1630177-,D. Bazley - M. Brown - L. Dort - I. Roby - T. Maledon,1610612760,OKC,5,0,5,0.0,18.6,13.2,36.1,0.365,3.6,15.0,0.243,5.7,9.1,0.622,5.9,14.2,20.1,5.9,6.1,2.2,2.2,2.6,6.7,8.5,35.7,-8.7,957,8619,14448,8619,31,89,28,9045,249,30,7024,158,42,5952,32,29,27,368,14762,269,92,14745,14760,23,89,14643,2020-21
30,Lineups,-201142-201145-203925-1627747-1628386-,K. Durant - J. Green - J. Harris - C. LeVert - J. Allen,1610612751,BKN,1,0,1,0.0,18.6,16.2,35.5,0.457,4.1,13.2,0.308,7.1,8.1,0.875,4.1,17.2,21.3,7.1,6.1,1.0,1.0,3.0,3.0,9.1,43.6,1.0,5843,8619,4785,8619,30,33,29,6948,122,48,6211,46,68,3672,79,9,11,161,14762,1192,575,14747,13550,13,33,4284,2020-21
31,Lineups,-201980-202699-203552-1628396-1629680-,D. Green - T. Harris - S. Curry - T. Bradley - M. Thybulle,1610612755,PHI,1,1,0,1.0,18.5,20.3,39.5,0.513,6.1,14.2,0.429,6.1,7.1,0.857,6.1,10.1,16.2,12.2,2.0,7.1,4.1,2.0,4.1,4.1,52.7,10.1,5843,2859,1,1,32,10,11,4327,18,34,4156,81,125,3770,15,126,54,13,12839,1,11,14428,14287,349,10,90,2020-21
32,Lineups,-203078-203526-1628418-1629067-1630166-,B. Beal - R. Neto - T. Bryant - I. Bonga - D. Avdija,1610612764,WAS,1,0,1,0.0,18.3,21.3,37.5,0.568,4.1,15.2,0.267,4.1,4.1,1.0,4.1,17.2,21.3,12.2,3.0,4.1,3.0,1.0,6.1,5.1,50.7,20.3,5843,8619,4785,8619,33,5,21,3601,122,22,6510,371,667,1,79,9,11,13,14124,15,26,12416,14691,169,14,3,2020-21
33,Lineups,-203920-1627783-1628384-1628449-1630201-,K. Birch - P. Siakam - O. Anunoby - C. Boucher - M. Flynn,1610612761,TOR,1,1,0,1.0,18.2,15.2,32.4,0.469,6.1,13.2,0.462,9.1,11.1,0.818,5.1,15.2,20.3,7.1,5.1,3.0,1.0,2.0,10.1,9.1,45.6,-2.0,5843,2859,1,1,34,42,42,6729,18,48,3945,13,15,4168,36,18,19,161,14709,84,575,14428,14813,13,26,10339,2020-21
34,Lineups,-203076-203083-203463-203471-1628398-,A. Davis - A. Drummond - B. McLemore - D. Schroder - K. Kuzma,1610612747,LAL,1,0,1,0.0,18.0,11.1,36.5,0.306,6.1,20.3,0.3,1.0,2.0,0.5,3.0,10.1,13.2,10.1,3.0,2.0,1.0,1.0,6.1,4.1,29.4,-17.2,5843,8619,4785,8619,36,172,25,10354,18,4,6247,4231,2365,6168,211,126,105,31,14124,284,575,12416,14691,349,184,14811,2020-21
35,Lineups,-202709-1628367-1628372-1630180-1630191-,C. Joseph - J. Jackson - D. Smith Jr. - S. Bey - I. Stewart,1610612765,DET,1,1,0,1.0,18.0,15.2,34.4,0.441,2.0,10.1,0.2,6.1,8.1,0.75,4.1,15.2,19.3,10.1,3.0,4.1,1.0,1.0,7.1,9.1,38.5,3.0,5843,2859,1,1,35,42,32,7347,822,133,7137,81,68,4604,79,18,28,31,14124,15,575,12416,14767,13,57,1688,2020-21
36,Lineups,-203081-203468-203496-203994-1626181-,D. Lillard - C. McCollum - R. Covington - J. Nurkic - N. Powell,1610612757,POR,21,12,9,0.571,17.9,16.8,34.7,0.483,6.0,14.0,0.43,5.7,7.0,0.814,3.5,13.3,16.8,10.1,4.1,3.4,1.6,2.1,6.6,7.1,45.3,5.0,41,46,14759,5959,37,32,31,6500,48,46,4154,157,188,4206,193,43,51,31,14675,76,388,14728,14759,46,29,981,2020-21
37,Lineups,-203493-203901-203944-1629011-1629628-,R. Bullock - E. Payton - J. Randle - M. Robinson - R. Barrett,1610612752,NYK,23,12,11,0.522,17.4,14.6,31.5,0.462,2.9,8.2,0.353,4.5,6.4,0.699,4.2,14.1,18.2,7.8,4.9,2.1,1.5,2.1,6.3,5.9,36.6,0.8,33,46,14790,6050,38,64,47,6820,638,269,5101,342,205,5378,78,39,35,129,14707,280,485,14727,14750,136,76,5371,2020-21
38,Lineups,-201143-1628983-1629647-1629652-1630177-,A. Horford - S. Gilgeous-Alexander - D. Bazley - L. Dort - T. Maledon,1610612760,OKC,9,4,5,0.444,17.3,12.7,31.3,0.406,6.0,14.7,0.405,3.7,5.1,0.733,2.0,12.8,14.9,7.5,4.3,2.5,1.5,1.4,4.1,5.3,35.1,-4.3,350,534,14448,7605,40,111,55,8068,49,32,4416,676,411,5179,561,60,78,145,14680,246,484,14275,14287,163,98,13586,2020-21
39,Lineups,-202357-203922-1627741-1628368-1628963-,N. Bjelica - G. Robinson III - B. Hield - D. Fox - M. Bagley III,1610612758,SAC,1,0,1,0.0,17.3,17.2,38.5,0.447,3.0,17.2,0.176,3.0,7.1,0.429,8.1,12.2,20.3,12.2,3.0,4.1,0.0,0.0,7.1,5.1,40.5,-7.1,5843,8619,4785,8619,39,28,15,7141,326,10,7428,803,125,7413,3,62,19,13,14124,15,4784,1,14767,169,43,14380,2020-21
40,Lineups,-201588-1628983-1629647-1629652-1629676-,G. Hill - S. Gilgeous-Alexander - D. Bazley - L. Dort - I. Roby,1610612760,OKC,6,2,4,0.333,17.2,14.2,29.7,0.477,3.4,11.5,0.294,4.6,5.9,0.771,2.9,10.0,12.8,7.4,4.7,2.2,0.3,1.7,5.1,6.1,36.3,-7.9,714,1417,14164,7833,41,67,65,6577,293,90,6298,325,367,4562,442,156,141,148,14699,272,3666,14396,14566,86,86,14540,2020-21
41,Lineups,-2546-202683-203496-203918-1629018-,C. Anthony - E. Kanter - R. Covington - R. Hood - G. Trent Jr.,1610612757,POR,1,1,0,1.0,17.0,18.2,38.5,0.474,5.1,9.1,0.556,3.0,3.0,1.0,7.1,13.2,20.3,8.1,3.0,3.0,1.0,1.0,3.0,2.0,44.6,11.1,5843,2859,1,1,42,19,15,6620,60,192,2269,803,1373,1,7,44,19,91,14124,84,575,12416,13550,1669,30,61,2020-21
42,Lineups,-1626156-1626157-1627736-1627823-1629006-,D. Russell - K. Towns - M. Beasley - J. Hernangomez - J. Okogie,1610612750,MIN,1,0,1,0.0,17.0,18.2,31.4,0.581,5.1,12.2,0.417,3.0,4.1,0.75,0.0,13.2,13.2,12.2,4.1,2.0,5.1,2.0,4.1,7.1,44.6,5.1,5843,8619,4785,8619,43,19,48,3355,60,69,4342,803,667,4604,6830,44,105,13,14540,284,3,14428,14287,47,30,702,2020-21
43,Lineups,-203524-203992-1628381-1628989-1630168-,S. Hill - B. Bogdanovic - J. Collins - K. Huerter - O. Okongwu,1610612737,ATL,1,1,0,1.0,16.9,14.2,28.4,0.5,6.1,13.2,0.462,2.0,2.0,1.0,2.0,8.1,10.1,7.1,7.1,4.1,1.0,2.0,7.1,3.0,36.5,-6.1,5843,2859,1,1,44,67,74,4380,18,48,3945,1650,2365,1,561,270,290,161,14790,15,575,14428,14767,743,77,14103,2020-21
44,Lineups,-1629647-1629650-1629676-1629718-1630177-,D. Bazley - M. Brown - I. Roby - C. Brown Jr. - T. Maledon,1610612760,OKC,1,0,1,0.0,16.8,12.2,40.5,0.3,1.0,11.1,0.091,4.1,5.1,0.8,8.1,10.1,18.2,6.1,5.1,2.0,0.0,3.0,6.1,5.1,29.4,-25.3,5843,8619,4785,8619,45,129,9,10361,2463,92,7750,371,411,4235,3,126,35,266,14709,284,4784,14747,14691,169,184,14819,2020-21
45,Lineups,-1628983-1629650-1629676-1630177-1630197-,S. Gilgeous-Alexander - M. Brown - I. Roby - T. Maledon - A. Pokusevski,1610612760,OKC,2,1,1,0.5,16.7,12.2,34.4,0.353,3.0,7.1,0.429,3.0,4.1,0.75,7.1,13.2,20.3,4.6,7.1,0.5,4.6,2.5,4.1,6.1,30.4,-14.7,3207,2859,4785,6052,46,129,32,9194,326,383,4156,803,667,4604,7,44,19,606,14790,4115,10,14735,14287,86,162,14804,2020-21
46,Lineups,-203082-203920-1628964-1630175-1630181-,T. Ross - K. Birch - M. Bamba - C. Anthony - R. Hampton,1610612753,ORL,1,0,1,0.0,16.5,19.3,36.5,0.528,6.1,11.1,0.545,6.1,8.1,0.75,5.1,12.2,17.2,10.1,3.0,2.0,2.0,1.0,7.1,6.1,50.7,10.1,5843,8619,4785,8619,47,14,25,4190,18,92,2307,81,68,4604,36,62,45,31,14124,284,95,12416,14767,86,14,90,2020-21
47,Lineups,-203991-1628381-1628989-1629027-1629629-,C. Capela - J. Collins - K. Huerter - T. Young - C. Reddish,1610612737,ATL,12,4,8,0.333,16.4,15.0,30.1,0.5,3.5,9.4,0.369,6.6,8.1,0.813,4.4,10.6,15.0,9.6,5.7,2.2,2.4,2.3,6.4,7.5,40.1,-2.0,172,534,14733,7833,48,56,63,4380,292,187,4984,79,68,4208,76,111,76,55,14760,272,84,14730,14751,44,50,10339,2020-21
48,Lineups,-203920-1628449-1628778-1629018-1630201-,K. Birch - C. Boucher - P. Watson - G. Trent Jr. - M. Flynn,1610612761,TOR,1,1,0,1.0,16.4,15.2,39.5,0.385,8.1,15.2,0.533,3.0,4.1,0.75,6.1,14.2,20.3,9.1,4.1,3.0,2.0,3.0,7.1,2.0,41.5,9.1,5843,2859,1,1,50,42,11,8702,6,22,2354,803,667,4604,15,29,19,60,14540,84,95,14747,14767,1669,41,137,2020-21
49,Lineups,-202684-203095-203935-1627759-1628369-,T. Thompson - E. Fournier - M. Smart - J. Brown - J. Tatum,1610612738,BOS,1,0,1,0.0,16.4,14.2,32.4,0.438,4.1,9.1,0.444,1.0,2.0,0.5,4.1,8.1,12.2,9.1,7.1,2.0,4.1,4.1,4.1,4.1,33.4,-19.3,5843,8619,4785,8619,49,67,42,7378,122,192,4028,4231,2365,6168,79,270,164,60,14790,284,11,14808,14287,349,121,14816,2020-21
50,Lineups,-200794-203115-203210-203999-1627750-,P. Millsap - W. Barton - J. Green - N. Jokic - J. Murray,1610612743,DEN,1,0,1,0.0,16.3,13.2,27.4,0.481,3.0,7.1,0.429,7.1,7.1,1.0,5.1,10.1,15.2,6.1,7.1,3.0,0.0,2.0,9.1,10.1,36.5,-1.0,5843,8619,4785,8619,51,89,86,6521,326,383,4156,46,125,1,36,126,62,266,14790,84,4784,14428,14808,5,77,8718,2020-21
51,Lineups,-202334-1626156-1627736-1629006-1630162-,E. Davis - D. Russell - M. Beasley - J. Okogie - A. Edwards,1610612750,MIN,3,1,2,0.333,16.2,13.5,32.1,0.421,6.1,14.9,0.409,5.1,6.4,0.789,3.4,8.4,11.8,6.4,3.7,3.0,1.4,2.4,7.8,4.7,38.2,-2.0,1984,2859,11786,7833,52,85,45,7832,18,31,4396,175,206,4463,194,261,201,250,14522,84,498,14732,14796,271,62,10339,2020-21
52,Lineups,-1629650-1629658-1629718-1630197-1630221-,M. Brown - J. Hoard - C. Brown Jr. - A. Pokusevski - J. Hall,1610612760,OKC,1,1,0,1.0,16.2,11.1,26.3,0.423,3.0,7.1,0.429,4.1,9.1,0.444,5.1,14.2,19.3,3.0,9.1,0.0,5.1,1.0,3.0,8.1,29.4,-5.1,5843,2859,1,1,54,172,103,7815,326,383,4156,371,42,7407,36,29,28,1195,14813,6157,3,12416,13550,26,184,13675,2020-21
53,Lineups,-200794-203932-203999-1629008-1630267-,P. Millsap - A. Gordon - N. Jokic - M. Porter Jr. - F. Campazzo,1610612743,DEN,2,1,1,0.5,16.2,16.2,31.4,0.516,4.1,12.7,0.32,4.6,5.1,0.9,3.5,13.7,17.2,11.1,5.1,3.5,0.5,2.5,3.5,8.6,41.0,7.6,3207,2859,4785,6052,53,33,48,4292,122,63,6161,325,411,3553,181,40,45,20,14709,67,2719,14735,14197,22,42,291,2020-21
54,Lineups,-203482-1629130-1629216-1629639-1630173-,K. Olynyk - D. Robinson - G. Vincent - T. Herro - P. Achiuwa,1610612748,MIA,2,0,2,0.0,16.1,14.2,33.4,0.424,4.6,17.2,0.265,5.6,7.6,0.733,5.6,8.1,13.7,6.6,5.6,2.5,0.5,1.5,3.5,7.1,38.5,-6.6,3207,8619,11786,8619,55,67,36,7806,104,10,6527,159,117,5179,33,270,98,231,14755,215,2719,14317,14197,47,57,14360,2020-21
55,Lineups,-2544-201188-202083-202693-203471-,L. James - M. Gasol - W. Matthews - M. Morris - D. Schroder,1610612747,LAL,1,1,0,1.0,16.1,15.2,24.3,0.625,3.0,9.1,0.333,14.2,14.2,1.0,1.0,12.2,13.2,7.1,4.1,1.0,4.1,1.0,6.1,8.1,47.6,10.1,5843,2859,1,1,56,42,150,2680,326,192,5164,3,5,1,1859,62,105,161,14540,1192,11,12416,14691,26,23,90,2020-21
56,Lineups,-202339-203500-1627742-1628411-1629627-,E. Bledsoe - S. Adams - B. Ingram - W. Iwundu - Z. Williamson,1610612740,NOP,1,1,0,1.0,16.0,10.1,27.4,0.37,2.0,9.1,0.222,8.1,11.1,0.727,5.1,19.3,24.3,3.0,10.1,3.0,1.0,1.0,3.0,6.1,30.4,5.1,5843,2859,1,1,57,237,86,9014,822,192,7069,25,15,5200,36,4,4,1195,14816,84,575,12416,13550,86,162,702,2020-21
57,Lineups,-200782-203463-1626174-1630222-1630256-,P. Tucker - B. McLemore - C. Wood - M. Jones - J. Tate,1610612745,HOU,1,0,1,0.0,16.0,7.1,28.4,0.25,4.1,13.2,0.308,3.0,5.1,0.6,5.1,11.1,16.2,6.1,7.1,1.0,4.1,3.0,7.1,3.0,21.3,-20.3,5843,8619,4785,8619,58,563,74,10719,122,48,6211,803,411,5959,36,88,54,266,14790,1192,11,14747,14767,743,454,14817,2020-21
58,Lineups,-201143-1628977-1629026-1629647-1629676-,A. Horford - H. Diallo - K. Williams - D. Bazley - I. Roby,1610612760,OKC,1,0,1,0.0,15.8,18.2,33.4,0.545,2.0,8.1,0.25,4.1,5.1,0.8,4.1,12.2,16.2,11.1,4.1,4.1,4.1,1.0,3.0,5.1,42.6,6.1,5843,8619,4785,8619,59,19,36,3877,822,272,6546,371,411,4235,79,62,54,20,14540,15,11,12416,13550,169,38,462,2020-21
59,Lineups,-200794-203115-203914-203999-1627750-,P. Millsap - W. Barton - G. Harris - N. Jokic - J. Murray,1610612743,DEN,16,11,5,0.688,15.8,14.9,28.9,0.514,4.2,10.6,0.395,4.9,6.3,0.788,4.0,11.0,14.9,8.9,3.9,2.3,0.9,1.1,5.1,5.6,38.9,3.2,81,60,14448,5245,60,58,71,4317,121,124,4780,310,211,4469,177,106,77,83,14536,260,2278,14227,14566,146,56,1678,2020-21
60,Lineups,-2730-201980-202699-1627732-1630178-,D. Howard - D. Green - T. Harris - B. Simmons - T. Maxey,1610612755,PHI,1,0,1,0.0,15.7,10.1,26.3,0.385,1.0,6.1,0.167,15.2,18.2,0.833,8.1,15.2,23.3,6.1,8.1,1.0,6.1,0.0,4.1,12.2,36.5,0.0,5843,8619,4785,8619,62,237,103,8702,2463,569,7433,1,2,3930,3,18,5,266,14809,1192,1,1,14287,1,77,5967,2020-21
61,Lineups,-203482-1628389-1629130-1629134-1629644-,K. Olynyk - B. Adebayo - D. Robinson - K. Nunn - K. Okpala,1610612748,MIA,1,0,1,0.0,15.7,11.1,31.4,0.355,3.0,16.2,0.188,3.0,4.1,0.75,5.1,8.1,13.2,7.1,1.0,3.0,0.0,1.0,3.0,2.0,28.4,-1.0,5843,8619,4785,8619,63,172,48,9191,326,16,7394,803,667,4604,36,270,105,161,8625,84,4784,12416,13550,1669,216,8718,2020-21
62,Lineups,-2544-201188-202083-203484-1628398-,L. James - M. Gasol - W. Matthews - K. Caldwell-Pope - K. Kuzma,1610612747,LAL,3,0,3,0.0,15.7,12.5,28.7,0.435,5.7,17.2,0.333,3.4,4.1,0.833,2.7,11.5,14.2,8.4,6.4,1.4,2.4,0.7,6.1,6.8,34.1,2.0,1984,8619,13480,8619,61,122,72,7441,51,10,5164,757,667,3930,453,84,84,89,14785,1034,86,12068,14691,75,113,2742,2020-21
63,Lineups,-201599-201935-203925-204020-1628971-,D. Jordan - J. Harden - J. Harris - T. Johnson - B. Brown,1610612751,BKN,1,1,0,1.0,15.6,15.2,30.4,0.5,6.1,16.2,0.375,2.0,2.0,1.0,1.0,12.2,13.2,13.2,3.0,1.0,2.0,2.0,4.1,2.0,38.5,0.0,5843,2859,1,1,64,42,57,4380,18,16,4869,1650,2365,1,1859,62,105,8,14124,1192,95,14428,14287,1669,57,5967,2020-21
64,Lineups,-2738-202340-1628389-1629130-1629639-,A. Iguodala - A. Bradley - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,1,1,0,1.0,15.5,12.2,23.3,0.522,3.0,11.1,0.273,4.1,4.1,1.0,0.0,13.2,13.2,7.1,9.1,2.0,0.0,1.0,4.1,4.1,31.4,-6.1,5843,2859,1,1,65,129,180,4240,326,92,6482,371,667,1,6830,44,105,161,14813,284,4784,12416,14287,349,148,14103,2020-21
65,Lineups,-203095-1628369-1628400-1628436-1630202-,E. Fournier - J. Tatum - S. Ojeleye - L. Kornet - P. Pritchard,1610612738,BOS,1,1,0,1.0,15.4,13.2,30.4,0.433,5.1,15.2,0.333,6.1,7.1,0.857,3.0,11.1,14.2,7.1,3.0,2.0,2.0,2.0,7.1,7.1,37.5,2.0,5843,2859,1,1,67,89,57,7472,60,22,5164,81,125,3770,211,88,84,161,14124,284,95,14428,14767,47,66,2742,2020-21
66,Lineups,-2544-203076-203083-203471-203484-,L. James - A. Davis - A. Drummond - D. Schroder - K. Caldwell-Pope,1610612747,LAL,3,2,1,0.667,15.4,15.2,30.1,0.506,2.7,9.5,0.286,6.1,7.4,0.818,4.1,10.8,14.9,10.5,4.1,3.4,2.0,1.7,6.4,5.7,39.2,1.0,1984,1417,4785,5252,66,42,63,4371,651,181,6320,81,120,4168,79,109,78,29,14540,76,95,14396,14751,141,54,4284,2020-21
67,Lineups,-202340-203482-1626174-1629645-1630256-,A. Bradley - K. Olynyk - C. Wood - K. Porter Jr. - J. Tate,1610612745,HOU,5,1,4,0.2,15.3,15.4,28.2,0.547,3.9,9.7,0.396,5.5,8.1,0.675,3.2,10.3,13.6,8.7,4.7,2.4,1.0,1.4,6.5,8.5,40.1,2.0,957,2859,14164,8517,68,41,83,3876,234,171,4776,165,68,5424,201,121,100,84,14698,249,575,14305,14754,23,49,2742,2020-21
