,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,Season
983,Lineups,-203506-1627734-1627763-1628988-,V. Oladipo - D. Sabonis - M. Brogdon - A. Holiday,1610612754,IND,6,3,3,0.5,92.0,0.554,0.198,0.109,0.208,0.543,0.234,0.128,0.339,4866,4604,21655,11146,983,11107,14629,12912,15667,15921,15789,12878,24091,2020-21
984,Lineups,-203083-1626204-1629636-1630171-,A. Drummond - L. Nance Jr. - D. Garland - I. Okoro,1610612739,CLE,7,3,4,0.429,91.0,0.526,0.257,0.202,0.271,0.515,0.13,0.116,0.137,4033,4604,24126,15186,992,12949,11102,23575,11553,14181,10406,14600,10809,2020-21
985,Lineups,-203085-203457-1628995-1630193-,A. Rivers - N. Noel - K. Knox II - I. Quickley,1610612752,NYK,12,5,7,0.417,91.0,0.468,0.135,0.13,0.165,0.509,0.222,0.116,0.339,1852,2617,27319,15405,994,17807,17608,15886,18324,13906,14909,14661,24088,2020-21
986,Lineups,-201933-203486-203924-1628367-,B. Griffin - M. Plumlee - J. Grant - J. Jackson,1610612765,DET,15,5,10,0.333,91.0,0.494,0.222,0.149,0.245,0.572,0.203,0.197,0.257,1271,2617,28360,16264,990,16791,13261,18508,13965,17984,14093,6043,19752,2020-21
987,Lineups,-2546-202683-203496-1629014-,C. Anthony - E. Kanter - R. Covington - A. Simons,1610612757,POR,23,15,8,0.652,91.0,0.591,0.21,0.093,0.299,0.561,0.159,0.153,0.206,477,371,27800,9447,996,8554,13798,11250,9894,17117,11598,9876,15662,2020-21
988,Lineups,-201571-1626171-1626192-1628470-,D. Augustin - B. Portis - P. Connaughton - T. Craig,1610612749,MIL,15,8,7,0.533,91.0,0.517,0.225,0.115,0.248,0.521,0.272,0.126,0.235,1271,1353,27319,11034,991,13485,12823,13892,13915,14478,17757,13075,17626,2020-21
989,Lineups,-203939-1626196-1628467-1629029-,D. Powell - J. Richardson - M. Kleber - L. Doncic,1610612742,DAL,18,14,4,0.778,91.0,0.539,0.341,0.123,0.368,0.509,0.189,0.147,0.262,867,443,24126,6939,988,12125,7453,14775,6011,13908,13125,10368,19914,2020-21
990,Lineups,-201565-201959-1629628-1630193-,D. Rose - T. Gibson - R. Barrett - I. Quickley,1610612752,NYK,11,10,1,0.909,91.0,0.571,0.211,0.138,0.288,0.463,0.186,0.139,0.226,2133,923,6282,6292,998,9722,13700,16826,10270,9585,12994,11693,17115,2020-21
991,Lineups,-1628404-1629637-1629638-1630184-,J. Hart - J. Hayes - N. Alexander-Walker - K. Lewis Jr.,1610612740,NOP,12,6,6,0.5,91.0,0.494,0.262,0.146,0.313,0.398,0.199,0.141,0.174,1852,2068,26656,11146,995,16785,10905,18278,9120,6718,13516,11546,13022,2020-21
992,Lineups,-1627736-1629006-1629020-1629675-,M. Beasley - J. Okogie - J. Vanderbilt - N. Reid,1610612750,MIN,7,2,5,0.286,91.0,0.465,0.222,0.161,0.297,0.529,0.253,0.175,0.274,4033,6537,25673,17860,985,17934,12890,19700,9937,14976,17075,7380,20551,2020-21
993,Lineups,-201937-1626156-1629020-1630162-,R. Rubio - D. Russell - J. Vanderbilt - A. Edwards,1610612750,MIN,15,6,9,0.4,91.0,0.531,0.284,0.147,0.265,0.532,0.282,0.17,0.233,1271,2068,28106,15478,997,12650,10037,18297,11843,15219,18212,7720,17542,2020-21
994,Lineups,-201566-201577-203078-1630166-,R. Westbrook - R. Lopez - B. Beal - D. Avdija,1610612764,WAS,26,14,12,0.538,91.0,0.557,0.331,0.133,0.333,0.563,0.239,0.141,0.229,328,443,28669,10994,993,10841,8304,16184,6803,17161,16015,11545,17281,2020-21
995,Lineups,-203552-203954-1627732-1629003-,S. Curry - J. Embiid - B. Simmons - S. Milton,1610612755,PHI,22,20,2,0.909,91.0,0.607,0.439,0.131,0.338,0.474,0.336,0.172,0.17,547,135,17094,6292,989,7693,5167,16052,6794,10078,21015,7538,12883,2020-21
996,Lineups,-1626169-1626181-1627783-1627832-,S. Johnson - N. Powell - P. Siakam - F. VanVleet,1610612761,TOR,18,9,9,0.5,91.0,0.555,0.155,0.151,0.309,0.538,0.222,0.173,0.204,867,1098,28106,11146,987,11073,16679,18698,9290,15568,14908,7507,15585,2020-21
997,Lineups,-203082-203920-1628407-1630175-,T. Ross - K. Birch - D. Bacon - C. Anthony,1610612753,ORL,19,5,14,0.263,91.0,0.403,0.178,0.149,0.393,0.545,0.153,0.126,0.272,783,2617,28839,18080,985,20591,15610,18472,5391,16043,11283,13039,20302,2020-21
998,Lineups,-203083-1627752-1629012-1630171-,A. Drummond - T. Prince - C. Sexton - I. Okoro,1610612739,CLE,10,3,7,0.3,90.0,0.489,0.259,0.119,0.33,0.645,0.372,0.138,0.143,2503,4604,27319,17784,1004,16952,11027,14321,8725,21783,21786,11755,10875,2020-21
999,Lineups,-201572-203507-1626192-1627854-,B. Lopez - G. Antetokounmpo - P. Connaughton - B. Forbes,1610612749,MIL,31,21,10,0.677,90.0,0.642,0.225,0.152,0.237,0.5,0.168,0.08,0.192,188,108,28360,8118,1002,6095,12846,18817,14262,10918,12162,18667,14146,2020-21
1000,Lineups,-203469-1626179-1628970-1628984-,C. Zeller - T. Rozier - M. Bridges - D. Graham,1610612766,CHA,22,10,12,0.455,90.0,0.531,0.29,0.131,0.269,0.542,0.263,0.116,0.152,547,923,28669,14942,999,12714,9538,16036,11635,15787,17392,14672,11642,2020-21
1001,Lineups,-202330-202687-1628970-1628984-,G. Hayward - B. Biyombo - M. Bridges - D. Graham,1610612766,CHA,22,12,10,0.545,90.0,0.466,0.159,0.165,0.294,0.467,0.234,0.136,0.22,547,630,28360,10917,1005,17895,16558,19959,10022,9785,15770,11896,16549,2020-21
1002,Lineups,-203109-1626164-1629028-1629661-,J. Crowder - D. Booker - D. Ayton - C. Johnson,1610612756,PHX,27,17,10,0.63,90.0,0.545,0.22,0.128,0.323,0.54,0.317,0.098,0.202,295,249,28360,9610,1002,11773,13289,15702,8828,15754,19846,16979,15531,2020-21
1003,Lineups,-201567-1628386-1629012-1629636-,K. Love - J. Allen - C. Sexton - D. Garland,1610612739,CLE,7,1,6,0.143,90.0,0.5,0.236,0.15,0.292,0.518,0.118,0.108,0.178,4033,10228,26656,19402,1007,14016,12290,18516,10126,14310,10003,15789,13261,2020-21
1004,Lineups,-203114-203507-1626171-1626192-,K. Middleton - G. Antetokounmpo - B. Portis - P. Connaughton,1610612749,MIL,35,22,13,0.629,90.0,0.554,0.283,0.142,0.313,0.497,0.229,0.083,0.184,109,93,28758,9613,1006,11090,10052,17194,9123,10905,15524,18593,13692,2020-21
1005,Lineups,-200746-201942-201988-1629640-,L. Aldridge - D. DeRozan - P. Mills - K. Johnson,1610612759,SAS,15,10,5,0.667,90.0,0.524,0.226,0.098,0.247,0.557,0.18,0.111,0.182,1271,923,25673,8123,1001,13092,12786,11706,13919,16938,12576,15647,13381,2020-21
1006,Lineups,-202696-203516-1629109-1630175-,N. Vucevic - J. Ennis III - G. Clark - C. Anthony,1610612753,ORL,10,1,9,0.1,90.0,0.491,0.236,0.1,0.22,0.582,0.182,0.112,0.168,2503,10228,28106,19551,1008,16852,12307,11759,15248,18466,12863,14998,12853,2020-21
1007,Lineups,-200794-203914-203999-1629008-,P. Millsap - G. Harris - N. Jokic - M. Porter Jr.,1610612743,DEN,6,2,4,0.333,90.0,0.634,0.201,0.188,0.197,0.621,0.298,0.134,0.217,4866,6537,24126,16264,1009,6301,14074,22241,16878,20576,19184,12161,16374,2020-21
1008,Lineups,-201152-202066-1627756-1629632-,T. Young - G. Temple - D. Valentine - C. White,1610612741,CHI,24,8,16,0.333,90.0,0.492,0.168,0.123,0.3,0.563,0.473,0.148,0.161,421,1353,28944,16264,1000,16837,15920,14746,9612,17379,23937,10268,12006,2020-21
1009,Lineups,-201143-1628977-1629647-1629652-,A. Horford - H. Diallo - D. Bazley - L. Dort,1610612760,OKC,8,2,6,0.25,89.0,0.426,0.233,0.128,0.181,0.512,0.166,0.151,0.217,3466,6537,26656,18084,1025,19759,12478,15649,17432,14055,11781,10020,16372,2020-21
1010,Lineups,-202711-204060-1626220-1627777-,B. Bogdanovic - J. Ingles - R. O'Neale - G. Niang,1610612762,UTA,11,7,4,0.636,89.0,0.656,0.213,0.142,0.28,0.473,0.09,0.177,0.212,2133,1659,24126,9530,1013,5548,13653,17191,10973,10057,9166,7176,16061,2020-21
1011,Lineups,-202709-203084-1627741-1628963-,C. Joseph - H. Barnes - B. Hield - M. Bagley III,1610612758,SAC,18,7,11,0.389,89.0,0.544,0.194,0.152,0.282,0.586,0.228,0.12,0.184,867,1659,28545,16010,1023,11819,14733,18771,10920,18880,15509,14118,13714,2020-21
1012,Lineups,-201980-203954-1627732-1627788-,D. Green - J. Embiid - B. Simmons - F. Korkmaz,1610612755,PHI,13,10,3,0.769,89.0,0.518,0.423,0.111,0.347,0.462,0.233,0.176,0.173,1632,923,21655,7002,1015,13444,5442,12983,6635,9574,15730,7199,13005,2020-21
1013,Lineups,-203110-203145-203952-1629308-,D. Green - K. Bazemore - A. Wiggins - J. Toscano-Anderson,1610612744,GSW,22,12,10,0.545,89.0,0.596,0.244,0.142,0.192,0.497,0.411,0.15,0.224,547,630,28360,10917,1014,8338,11983,17194,16959,10901,22919,10061,17023,2020-21
1014,Lineups,-201980-203552-203954-1629680-,D. Green - S. Curry - J. Embiid - M. Thybulle,1610612755,PHI,14,11,3,0.786,89.0,0.586,0.455,0.181,0.333,0.514,0.197,0.145,0.218,1440,773,21655,6921,1022,8832,4896,21625,6803,14159,13472,10549,16458,2020-21
1015,Lineups,-1626156-1627736-1627823-1629633-,D. Russell - M. Beasley - J. Hernangomez - J. Culver,1610612750,MIN,6,1,5,0.167,89.0,0.604,0.258,0.138,0.262,0.584,0.294,0.106,0.184,4866,10228,25673,19232,1026,7788,11068,16896,11991,18805,19030,16030,13714,2020-21
1016,Lineups,-201569-202322-202326-1630256-,E. Gordon - J. Wall - D. Cousins - J. Tate,1610612745,HOU,12,3,9,0.25,89.0,0.551,0.211,0.117,0.233,0.648,0.226,0.141,0.217,1852,4604,28106,18084,1020,11249,13709,14087,14424,21856,15406,11550,16374,2020-21
1017,Lineups,-201949-1629627-1629637-1630184-,J. Johnson - Z. Williamson - J. Hayes - K. Lewis Jr.,1610612740,NOP,11,6,5,0.545,89.0,0.488,0.292,0.154,0.36,0.564,0.215,0.108,0.175,2133,2068,25673,10917,1019,16958,9453,18861,6276,17404,14653,15778,13087,2020-21
1018,Lineups,-202685-1628415-1629634-1630217-,J. Valanciunas - D. Brooks - B. Clarke - D. Bane,1610612763,MEM,27,15,12,0.556,89.0,0.549,0.209,0.172,0.44,0.512,0.211,0.107,0.098,295,371,28669,10763,1024,11426,13832,21080,4220,14045,14447,15953,9367,2020-21
1019,Lineups,-202685-1628415-1629001-1629630-,J. Valanciunas - D. Brooks - D. Melton - J. Morant,1610612763,MEM,22,11,11,0.5,89.0,0.531,0.339,0.121,0.381,0.585,0.327,0.173,0.121,547,773,28545,11146,1017,12709,7480,14580,5606,18826,20090,7537,10132,2020-21
1020,Lineups,-201142-202681-203925-1628971-,K. Durant - K. Irving - J. Harris - B. Brown,1610612751,BKN,13,8,5,0.615,89.0,0.683,0.232,0.117,0.236,0.558,0.312,0.102,0.232,1632,1353,25673,9774,1018,4558,12515,14109,14296,16971,19673,16373,17515,2020-21
1021,Lineups,-1628970-1628984-1629023-1629667-,M. Bridges - D. Graham - P. Washington - J. McDaniels,1610612766,CHA,13,4,9,0.308,89.0,0.525,0.12,0.11,0.161,0.546,0.14,0.129,0.284,1632,3408,28106,17757,1021,13036,18196,12982,18350,16151,10737,12793,20808,2020-21
1022,Lineups,-203486-203924-1628367-1630240-,M. Plumlee - J. Grant - J. Jackson - S. Lee,1610612765,DET,15,2,13,0.133,89.0,0.503,0.268,0.164,0.202,0.586,0.272,0.123,0.137,1271,6537,28758,19490,1012,13995,10623,19918,15815,18867,17746,13905,10810,2020-21
1023,Lineups,-201976-202694-202695-1627826-,P. Beverley - M. Morris Sr. - K. Leonard - I. Zubac,1610612746,LAC,16,13,3,0.813,89.0,0.577,0.245,0.182,0.244,0.516,0.245,0.11,0.171,1126,530,21655,6620,1011,9427,11940,21630,14003,14229,16287,15649,12924,2020-21
1024,Lineups,-201976-202331-202694-1627826-,P. Beverley - P. George - M. Morris Sr. - I. Zubac,1610612746,LAC,15,10,5,0.667,89.0,0.617,0.282,0.156,0.274,0.509,0.143,0.111,0.168,1271,923,25673,8123,1016,7213,10086,19270,11252,13931,10766,15018,12853,2020-21
1025,Lineups,-1626168-1627749-1627751-1629022-,T. Lyles - D. Murray - J. Poeltl - L. Walker IV,1610612759,SAS,8,4,4,0.5,89.0,0.538,0.151,0.099,0.255,0.619,0.176,0.112,0.184,3466,3408,24126,11146,1027,12257,16946,11753,12230,20535,12412,14990,13680,2020-21
1026,Lineups,-1627752-1628386-1629636-1630171-,T. Prince - J. Allen - D. Garland - I. Okoro,1610612739,CLE,16,5,11,0.313,89.0,0.556,0.289,0.164,0.276,0.518,0.172,0.109,0.209,1126,2617,28545,17749,1010,10875,9561,19918,11173,14310,12265,15697,15842,2020-21
1027,Lineups,-1628389-1629130-1629134-1629639-,B. Adebayo - D. Robinson - K. Nunn - T. Herro,1610612748,MIA,21,8,13,0.381,88.0,0.503,0.196,0.128,0.213,0.533,0.259,0.134,0.352,615,1353,28758,16041,1031,13998,14662,15682,15535,15249,17240,12161,24207,2020-21
1028,Lineups,-202711-203497-1626220-1627777-,B. Bogdanovic - R. Gobert - R. O'Neale - G. Niang,1610612762,UTA,12,7,5,0.583,88.0,0.668,0.226,0.148,0.284,0.46,0.091,0.175,0.214,1852,1659,25673,10401,1036,4812,12796,18451,10892,9488,9269,7406,16104,2020-21
1029,Lineups,-201571-203507-1626171-1626192-,D. Augustin - G. Antetokounmpo - B. Portis - P. Connaughton,1610612749,MIL,25,15,10,0.6,88.0,0.574,0.436,0.134,0.286,0.519,0.265,0.151,0.191,368,371,28360,9860,1037,9666,5218,16468,10285,14406,17466,10049,14101,2020-21
1030,Lineups,-201565-202692-203944-1630193-,D. Rose - A. Burks - J. Randle - I. Quickley,1610612752,NYK,19,12,7,0.632,88.0,0.429,0.313,0.096,0.252,0.382,0.32,0.14,0.192,783,630,27319,9598,1028,19510,8668,11561,12303,6338,19952,11634,14149,2020-21
1031,Lineups,-202683-203081-1627884-1629014-,E. Kanter - D. Lillard - D. Jones Jr. - A. Simons,1610612757,POR,18,10,8,0.556,88.0,0.487,0.25,0.133,0.202,0.541,0.314,0.117,0.225,867,923,27800,10763,1038,16996,11209,16182,15819,15772,19764,14564,17073,2020-21
1032,Lineups,-203924-1626153-1628367-1630180-,J. Grant - D. Wright - J. Jackson - S. Bey,1610612765,DET,18,5,13,0.278,88.0,0.584,0.423,0.135,0.321,0.561,0.293,0.168,0.353,867,2617,28758,18040,1032,8909,5457,16528,8885,17091,19006,7779,24209,2020-21
1033,Lineups,-203200-1627734-1627763-1628988-,J. Holiday - D. Sabonis - M. Brogdon - A. Holiday,1610612754,IND,19,9,10,0.474,88.0,0.599,0.296,0.102,0.184,0.506,0.23,0.109,0.305,783,1098,28360,14837,1033,8274,9317,12302,17197,13825,15573,15697,22006,2020-21
1034,Lineups,-1629162-1629669-1629675-1630183-,J. McLaughlin - J. Nowell - N. Reid - J. McDaniels,1610612750,MIN,14,3,11,0.214,88.0,0.427,0.19,0.127,0.231,0.558,0.294,0.185,0.305,1440,4604,28545,18849,1030,19745,14943,15598,14488,16990,19089,6619,22006,2020-21
1035,Lineups,-201188-202693-203471-1628398-,M. Gasol - M. Morris - D. Schroder - K. Kuzma,1610612747,LAL,9,7,2,0.778,88.0,0.521,0.161,0.231,0.157,0.536,0.102,0.122,0.158,2932,1659,17094,6939,1035,13274,16479,24635,18457,15486,9528,13965,11863,2020-21
1036,Lineups,-202331-202704-1627826-1628379-,P. George - R. Jackson - I. Zubac - L. Kennard,1610612746,LAC,13,10,3,0.769,88.0,0.635,0.138,0.169,0.237,0.622,0.282,0.12,0.176,1632,923,21655,7002,1039,6275,17520,20968,14262,20594,18197,14244,13121,2020-21
1037,Lineups,-1626179-1628984-1628998-1629023-,T. Rozier - D. Graham - C. Martin - P. Washington,1610612766,CHA,14,5,9,0.357,88.0,0.665,0.145,0.095,0.224,0.543,0.259,0.147,0.279,1440,2617,28106,16230,1034,5422,17139,11382,14849,15942,17241,10422,20703,2020-21
1038,Lineups,-202083-202693-1626149-1629659-,W. Matthews - M. Morris - M. Harrell - T. Horton-Tucker,1610612747,LAL,16,11,5,0.688,88.0,0.49,0.204,0.147,0.26,0.459,0.165,0.154,0.28,1126,773,25673,8075,1029,16882,14025,18344,12075,9447,11773,9588,20716,2020-21
1039,Lineups,-203083-1626224-1628422-1630171-,A. Drummond - C. Osman - D. Dotson - I. Okoro,1610612739,CLE,7,3,4,0.429,87.0,0.516,0.234,0.178,0.311,0.496,0.298,0.16,0.198,4033,4604,24126,15186,1050,13552,12448,21521,9235,10892,19173,9081,14374,2020-21
1040,Lineups,-1628415-1629630-1630214-1630217-,D. Brooks - J. Morant - X. Tillman - D. Bane,1610612763,MEM,23,14,9,0.609,87.0,0.561,0.274,0.114,0.275,0.519,0.352,0.119,0.257,477,443,28106,9841,1040,10624,10333,13762,11236,14355,21272,14337,19738,2020-21
1041,Lineups,-201568-203524-1628989-1630168-,D. Gallinari - S. Hill - K. Huerter - O. Okongwu,1610612737,ATL,19,10,9,0.526,87.0,0.524,0.203,0.136,0.229,0.545,0.248,0.138,0.228,783,923,28106,11084,1045,13129,14049,16624,14678,16035,16344,11767,17244,2020-21
1042,Lineups,-2730-201980-202699-203552-,D. Howard - D. Green - T. Harris - S. Curry,1610612755,PHI,25,14,11,0.56,87.0,0.529,0.348,0.169,0.163,0.557,0.24,0.11,0.362,368,443,28545,10750,1060,12824,7318,20968,18342,16940,16043,15668,24352,2020-21
1043,Lineups,-201599-202681-203925-1629013-,D. Jordan - K. Irving - J. Harris - L. Shamet,1610612751,BKN,17,12,5,0.706,87.0,0.607,0.242,0.151,0.184,0.575,0.199,0.09,0.22,980,630,25673,7927,1042,7630,12060,18668,17197,18124,13514,17878,16524,2020-21
1044,Lineups,-1629001-1629630-1629634-1630217-,D. Melton - J. Morant - B. Clarke - D. Bane,1610612763,MEM,24,15,9,0.625,87.0,0.515,0.303,0.114,0.368,0.529,0.227,0.157,0.229,421,371,28106,9617,1047,13603,9042,13762,6011,14972,15435,9425,17272,2020-21
1045,Lineups,-1626153-1626158-1627741-1628963-,D. Wright - R. Holmes - B. Hield - M. Bagley III,1610612758,SAC,6,5,1,0.833,87.0,0.522,0.164,0.148,0.284,0.442,0.159,0.198,0.288,4866,2617,6282,6453,1046,13224,16400,18365,10890,8683,11598,6035,21403,2020-21
1046,Lineups,-202339-203500-1627742-1630230-,E. Bledsoe - S. Adams - B. Ingram - N. Marshall,1610612740,NOP,9,4,5,0.444,87.0,0.559,0.375,0.124,0.193,0.562,0.272,0.081,0.128,2932,3408,25673,15020,1051,10713,6564,14819,16955,17157,17757,18638,10565,2020-21
1047,Lineups,-201569-1628021-1628425-1630256-,E. Gordon - D. Nwaba - S. Brown - J. Tate,1610612745,HOU,14,4,10,0.286,87.0,0.476,0.235,0.102,0.294,0.471,0.355,0.177,0.282,1440,3408,28360,17860,1048,17383,12314,12302,10022,9977,21349,7191,20766,2020-21
1048,Lineups,-202355-202709-203084-1630169-,H. Whiteside - C. Joseph - H. Barnes - T. Haliburton,1610612758,SAC,20,12,8,0.6,87.0,0.599,0.245,0.16,0.27,0.511,0.169,0.127,0.3,687,630,27800,9860,1049,8278,11930,19586,11560,14017,12190,12998,21692,2020-21
1049,Lineups,-202710-203482-1629134-1629644-,J. Butler - K. Olynyk - K. Nunn - K. Okpala,1610612748,MIA,8,7,1,0.875,87.0,0.532,0.209,0.116,0.195,0.53,0.242,0.194,0.23,3466,1659,6282,6333,1041,12644,13831,14018,16901,15064,16136,6112,17307,2020-21
1050,Lineups,-203210-203999-1629008-1630267-,J. Green - N. Jokic - M. Porter Jr. - F. Campazzo,1610612743,DEN,24,14,10,0.583,87.0,0.513,0.208,0.118,0.261,0.663,0.393,0.178,0.207,421,443,28360,10401,1057,13710,13898,14306,12018,22281,22207,7156,15751,2020-21
1051,Lineups,-201142-201933-202681-1628971-,K. Durant - B. Griffin - K. Irving - B. Brown,1610612751,BKN,8,5,3,0.625,87.0,0.682,0.212,0.109,0.235,0.588,0.283,0.113,0.245,3466,2617,21655,9617,1044,4562,13680,12911,14303,18933,18241,14950,18126,2020-21
1052,Lineups,-204001-1626196-1628467-1628973-,K. Porzingis - J. Richardson - M. Kleber - J. Brunson,1610612742,DAL,18,13,5,0.722,87.0,0.426,0.148,0.093,0.221,0.491,0.185,0.115,0.198,867,530,25673,7725,1043,19761,17036,11289,15227,10772,12930,14674,14376,2020-21
1053,Lineups,-202689-1627759-1628369-1628400-,K. Walker - J. Brown - J. Tatum - S. Ojeleye,1610612738,BOS,14,7,7,0.5,87.0,0.53,0.329,0.196,0.381,0.483,0.248,0.147,0.148,1440,1659,27319,11146,1053,12747,8324,22512,5607,10504,16346,10422,11503,2020-21
1054,Lineups,-201976-202331-202694-202695-,P. Beverley - P. George - M. Morris Sr. - K. Leonard,1610612746,LAC,17,12,5,0.706,87.0,0.579,0.297,0.144,0.308,0.577,0.226,0.094,0.158,980,630,25673,7927,1055,9327,9288,18134,9306,18264,15364,17288,11952,2020-21
1055,Lineups,-200782-203506-1626174-1630256-,P. Tucker - V. Oladipo - C. Wood - J. Tate,1610612745,HOU,6,3,3,0.5,87.0,0.551,0.108,0.159,0.124,0.548,0.164,0.184,0.211,4866,4604,21655,11146,1052,11249,18624,19543,19587,16307,11744,6665,15885,2020-21
1056,Lineups,-201937-1629675-1630162-1630183-,R. Rubio - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,27,9,18,0.333,87.0,0.491,0.267,0.112,0.188,0.605,0.263,0.138,0.2,295,1098,29009,16264,1059,16876,10657,13647,17078,19921,17393,11755,14392,2020-21
1057,Lineups,-203501-203939-1628467-1628973-,T. Hardaway Jr. - D. Powell - M. Kleber - J. Brunson,1610612742,DAL,25,16,9,0.64,87.0,0.642,0.242,0.124,0.305,0.503,0.284,0.156,0.236,368,301,28106,9519,1054,6093,12023,14848,9499,13766,18271,9441,17750,2020-21
1058,Lineups,-202684-1627759-1628369-1628400-,T. Thompson - J. Brown - J. Tatum - S. Ojeleye,1610612738,BOS,16,9,7,0.563,87.0,0.55,0.252,0.146,0.263,0.519,0.197,0.135,0.235,1126,1098,27319,10729,1056,11421,11202,18239,11979,14385,13491,12122,17634,2020-21
1059,Lineups,-202083-202693-1626149-1628398-,W. Matthews - M. Morris - M. Harrell - K. Kuzma,1610612747,LAL,18,9,9,0.5,87.0,0.478,0.226,0.142,0.299,0.543,0.18,0.104,0.255,867,1098,28106,11146,1058,17327,12780,17191,9894,15946,12589,16226,19671,2020-21
1060,Lineups,-2738-201609-1628389-1629639-,A. Iguodala - G. Dragic - B. Adebayo - T. Herro,1610612748,MIA,23,13,10,0.565,86.0,0.466,0.233,0.22,0.253,0.619,0.282,0.074,0.258,477,530,28360,10720,1063,17899,12479,24079,12299,20503,18197,19143,19759,2020-21
1061,Lineups,-1628407-1628976-1629021-1630175-,D. Bacon - W. Carter Jr. - M. Wagner - C. Anthony,1610612753,ORL,7,3,4,0.429,86.0,0.448,0.167,0.164,0.257,0.52,0.191,0.109,0.264,4033,4604,24126,15186,1068,18748,15930,19912,12172,14417,13251,15697,20024,2020-21
1062,Lineups,-201145-1627747-1627752-1628386-,J. Green - C. LeVert - T. Prince - J. Allen,1610612751,BKN,8,4,4,0.5,86.0,0.545,0.37,0.185,0.241,0.503,0.159,0.147,0.28,3466,3408,24126,11146,1070,11782,6784,22006,14100,13760,11606,10368,20716,2020-21
1063,Lineups,-201145-201935-203925-1627789-,J. Green - J. Harden - J. Harris - T. Luwawu-Cabarrot,1610612751,BKN,16,11,5,0.688,86.0,0.588,0.286,0.132,0.235,0.609,0.347,0.115,0.193,1126,773,25673,8075,1066,8775,9601,16111,14405,20112,21160,14789,14206,2020-21
1064,Lineups,-201950-203507-1626192-1628978-,J. Holiday - G. Antetokounmpo - P. Connaughton - D. DiVincenzo,1610612749,MIL,25,14,11,0.56,86.0,0.564,0.281,0.061,0.22,0.494,0.199,0.133,0.218,368,443,28545,10750,1076,10296,10112,8704,15257,10846,13514,12456,16458,2020-21
1065,Lineups,-203200-204456-1628988-1629048-,J. Holiday - T. McConnell - A. Holiday - G. Bitadze,1610612754,IND,19,6,13,0.316,86.0,0.564,0.191,0.134,0.368,0.503,0.333,0.174,0.244,783,2068,28758,17745,1072,10330,14855,16442,6011,13765,20142,7430,18069,2020-21
1066,Lineups,-202685-1629630-1629634-1630217-,J. Valanciunas - J. Morant - B. Clarke - D. Bane,1610612763,MEM,23,15,8,0.652,86.0,0.522,0.171,0.142,0.414,0.528,0.198,0.099,0.12,477,371,27800,9447,1061,13220,15870,17193,4689,14862,13492,16955,10088,2020-21
1067,Lineups,-101150-202694-1627826-1628379-,L. Williams - M. Morris Sr. - I. Zubac - L. Kennard,1610612746,LAC,16,13,3,0.813,86.0,0.456,0.277,0.151,0.34,0.605,0.241,0.109,0.231,1126,530,21655,6620,1078,18366,10251,18668,6772,19918,16094,15736,17313,2020-21
1068,Lineups,-203090-1626158-1627741-1628963-,M. Harkless - R. Holmes - B. Hield - M. Bagley III,1610612758,SAC,6,5,1,0.833,86.0,0.599,0.172,0.148,0.286,0.452,0.187,0.174,0.287,4866,2617,6282,6453,1073,8273,15841,18365,10285,9114,13002,7427,21393,2020-21
1069,Lineups,-202693-203083-203484-1628398-,M. Morris - A. Drummond - K. Caldwell-Pope - K. Kuzma,1610612747,LAL,7,2,5,0.286,86.0,0.584,0.234,0.165,0.272,0.563,0.205,0.14,0.158,4033,6537,25673,17860,1067,8899,12448,19950,11526,17368,14180,11643,11952,2020-21
1070,Lineups,-202693-203471-1626149-1629659-,M. Morris - D. Schroder - M. Harrell - T. Horton-Tucker,1610612747,LAL,24,14,10,0.583,86.0,0.551,0.385,0.153,0.25,0.509,0.17,0.202,0.288,421,443,28360,10401,1065,11266,6411,18834,12319,13933,12196,5000,21407,2020-21
1071,Lineups,-203486-203924-1628372-1630180-,M. Plumlee - J. Grant - D. Smith Jr. - S. Bey,1610612765,DET,10,2,8,0.2,86.0,0.486,0.233,0.142,0.185,0.555,0.29,0.12,0.255,2503,6537,27800,18857,1075,17030,12485,17190,17193,16731,18889,14126,19689,2020-21
1072,Lineups,-1626181-1627761-1627783-1627832-,N. Powell - D. Bembry - P. Siakam - F. VanVleet,1610612761,TOR,11,7,4,0.636,86.0,0.551,0.365,0.108,0.167,0.506,0.302,0.118,0.234,2133,1659,24126,9530,1077,11266,6876,12789,17674,13827,19366,14353,17610,2020-21
1073,Lineups,-1627783-1628384-1628449-1630201-,P. Siakam - O. Anunoby - C. Boucher - M. Flynn,1610612761,TOR,9,5,4,0.556,86.0,0.575,0.277,0.125,0.271,0.497,0.321,0.152,0.259,2932,2617,24126,10763,1064,9559,10251,14858,11553,10902,19955,9931,19806,2020-21
