,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
36,A. Bradley | A. Horford | K. Olynyk | I. Thomas,BOS,2016-17,23,102.7,220,211,100.8,-0.3,-7.6,+.033,+5.5,+11.9,+.033,+.069,+5.8,+4.3,+.118,+10.7
37,J. Crawford | D. Jordan | C. Paul | A. Rivers,LAC,2016-17,39,133.0,271,260,95.8,+1.7,-1.3,+.027,+4.5,+4.1,+.108,+.055,+2.6,+6.5,-.079,+10.6
38,A. Crabbe | M. Harkless | D. Lillard | J. Nurkić,POR,2016-17,20,134.5,275,276,98.3,+2.7,-11.7,+.096,0.0,-6.1,+.093,+.104,+5.2,+6.6,+.012,+10.6
39,J. Holiday | B. Jennings | K. O'Quinn | K. Porziņģis,NYK,2016-17,28,115.4,226,227,94.2,+9.0,+9.7,+.052,-0.8,-2.1,-.002,+.041,-6.5,-7.8,-.016,+10.6
40,K. Caldwell-Pope | T. Harris | S. Johnson | I. Smith,DET,2016-17,38,147.2,300,290,96.2,+6.4,+11.6,+.011,-1.3,+1.5,-.072,-0.003,-1.0,+1.5,-.082,+10.5
41,P. Gasol | D. Green | K. Leonard | T. Parker,SAS,2016-17,37,451.3,882,866,93.0,+4.8,-1.6,+.061,-0.3,-3.2,+.043,+.060,+1.2,+1.7,-.008,+10.5
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,M. Gortat | K. Oubre | O. Porter | J. Wall,WAS,2016-17,45,262.6,554,550,100.9,+4.2,+2.6,+.035,+1.9,+1.8,+.046,+.044,0.0,0.0,+.001,+10.4
45,L. Aldridge | K. Leonard | T. Parker | J. Simmons,SAS,2016-17,30,135.9,250,251,88.5,+5.8,+8.8,+.019,-0.4,-7.1,+.098,+.013,-0.7,-2.3,+.052,+10.4
46,R. Anderson | T. Ariza | P. Beverley | J. Harden,HOU,2016-17,56,904.8,1883,1856,99.2,+0.2,+2.1,-.009,+6.1,+15.1,+.015,+.024,+3.9,+5.3,-.011,+10.4
47,D. Lillard | C. McCollum | J. Nurkić | N. Vonleh,POR,2016-17,19,248.9,495,499,95.9,+4.8,-0.9,+.056,+1.1,-3.4,+.101,+.062,-0.3,+1.8,-.072,+10.4
48,B. Diaw | R. Gobert | G. Hill | R. Hood,UTA,2016-17,25,183.2,340,338,88.8,+1.5,+1.8,+.008,+0.2,+7.2,-.098,+.008,+7.0,+4.9,+.142,+10.3
49,B. Hield | S. Hill | J. Holiday | T. Jones,NOP,2016-17,18,179.0,370,379,100.4,+3.7,-1.5,+.048,+3.2,-3.5,+.142,+.066,-0.2,+0.4,-.033,+10.3
50,T. Allen | M. Conley | M. Gasol | Z. Randolph,MEM,2016-17,37,198.3,379,372,90.9,+6.1,+10.9,+.011,-1.0,-1.1,-.019,-0.003,-1.0,-1.4,+.003,+10.3
51,W. Hernangómez | J. Holiday | B. Jennings | M. Kuzminskas,NYK,2016-17,28,137.2,282,287,99.6,+2.1,+3.7,+.005,+3.3,+3.0,+.077,+.021,+2.8,+0.7,+.103,+10.3
52,J. Butler | J. Grant | R. Lopez | D. Wade,CHI,2016-17,26,251.9,498,501,95.2,+4.7,-0.2,+.051,-3.0,-13.9,+.081,+.035,+3.9,+6.5,-.084,+10.2
53,D. Cunningham | A. Davis | S. Hill | J. Holiday,NOP,2016-17,44,450.3,900,914,96.7,+3.1,-1.4,+.042,+1.3,-2.9,+.081,+.050,+2.8,+1.9,+.067,+10.2
54,C. Frye | L. James | R. Jefferson | I. Shumpert,CLE,2016-17,38,208.8,409,408,93.9,+2.6,-5.8,+.063,+4.1,+7.3,+.035,+.092,+0.9,+5.6,-.131,+10.2
55,N. Batum | R. Hibbert | M. Kidd-Gilchrist | K. Walker,CHO,2016-17,25,186.3,363,368,94.2,+2.2,+1.3,+.017,+1.2,+0.1,+.042,+.023,+4.6,+3.6,+.077,+10.2
56,T. Booker | S. Dinwiddie | S. Kilpatrick | I. Whitehead,BRK,2016-17,12,114.7,236,235,98.6,+1.5,-7.2,+.054,+2.1,+0.7,+.060,+.071,+5.0,+2.4,+.124,+10.2
57,C. Brewer | S. Dekker | E. Gordon | M. Harrell,HOU,2016-17,25,121.4,235,234,92.7,+3.2,+5.6,+.008,+5.9,+13.9,+.027,+.036,-2.2,-1.0,-.060,+10.2
58,A. Davis | S. Hill | J. Holiday | T. Jones,NOP,2016-17,26,213.4,438,449,99.8,+4.8,-1.6,+.061,-0.4,-5.8,+.054,+.059,+0.8,+0.3,+.030,+10.1
59,D. Carroll | K. Lowry | L. Nogueira | J. Valančiūnas,TOR,2016-17,13,115.7,228,234,95.8,+4.5,+4.0,+.030,-3.7,-1.1,-.140,+.008,+4.8,+5.0,+.035,+10.1
60,A. Ajinça | A. Davis | S. Hill | J. Holiday,NOP,2016-17,16,134.7,270,266,95.5,+3.5,-6.9,+.074,-1.2,-10.5,+.093,+.071,+4.2,+3.0,+.080,+10.0
61,G. Antetokounmpo | T. Maker | K. Middleton | T. Snell,MIL,2016-17,26,242.4,451,457,89.9,+1.6,+1.4,+.011,+4.5,+7.0,+.071,+.036,+2.2,+0.9,+.075,+10.0
62,J. Butler | T. Gibson | J. Grant | R. Lopez,CHI,2016-17,21,223.6,431,434,92.8,+4.0,+0.4,+.039,-4.1,-14.2,+.019,+.018,+6.1,+8.2,-.031,+10.0
63,D. Green | A. Iguodala | K. Thompson | D. West,GSW,2016-17,26,129.8,240,245,89.7,+4.9,-3.9,+.072,+1.4,+0.6,+.046,+.082,-1.3,+1.3,-.110,+9.9
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,R. Felton | D. Jordan | L. Mbah a Moute | J. Redick,LAC,2016-17,20,196.2,386,395,95.6,+3.8,-3.8,+.062,+2.5,+2.1,+.066,+.078,-0.4,+2.8,-.123,+9.8
67,B. Beal | M. Gortat | K. Oubre | J. Wall,WAS,2016-17,54,344.3,712,714,99.4,+4.2,+1.6,+.039,+2.4,+3.4,+.043,+.051,-1.1,-1.1,-.009,+9.7
68,K. Irving | L. James | K. Love | T. Thompson,CLE,2016-17,50,975.3,1963,1970,96.8,+0.6,-0.8,+.010,+3.3,+4.3,+.053,+.029,+5.3,+7.1,-.007,+9.7
69,L. Aldridge | P. Gasol | D. Green | T. Parker,SAS,2016-17,37,448.5,867,857,92.3,+4.7,-0.6,+.055,+0.1,-2.9,+.057,+.056,+0.2,+0.2,-.001,+9.7
70,D. Booker | T. Chandler | P. Tucker | T. Warren,PHO,2016-17,28,178.9,376,364,99.3,+0.8,+5.2,-.019,-0.3,-2.7,+.027,-0.024,+8.3,+7.1,+.079,+9.6
71,J. Embiid | G. Henderson | E. İlyasova | S. Rodríguez,PHI,2016-17,19,138.1,291,289,100.8,+1.8,-4.7,+.046,+0.3,-0.9,+.021,+.051,+5.7,+6.4,+.034,+9.6
72,K. Durant | S. Livingston | K. Thompson | D. West,GSW,2016-17,40,218.6,432,433,95.0,+7.7,-8.6,+.134,-2.8,-12.2,+.077,+.123,-3.2,-1.6,-.101,+9.5
73,D. Favors | R. Gobert | G. Hayward | G. Hill,UTA,2016-17,26,310.8,581,584,90.0,+0.6,-4.5,+.029,+1.1,+1.8,+.017,+.037,+7.3,+9.2,+.016,+9.5
74,R. Gobert | G. Hayward | J. Ingles | S. Mack,UTA,2016-17,36,243.4,461,447,89.5,+0.5,-7.9,+.050,+3.6,+6.6,+.033,+.077,+4.9,+6.3,+.003,+9.5
75,R. Anderson | T. Ariza | J. Harden | N. Hilário,HOU,2016-17,53,411.7,882,880,102.7,+0.8,+2.6,-.004,+2.8,+11.6,-.038,+.010,+5.1,+7.4,-.024,+9.5
76,P. Beverley | S. Dekker | E. Gordon | L. Williams,HOU,2016-17,19,157.6,336,337,102.5,-4.0,-6.9,-.010,+4.5,+7.2,+.060,+.020,+13.1,+17.0,-.022,+9.5
77,T. Black | J. Clarkson | L. Nance | L. Williams,LAL,2016-17,25,235.2,474,476,96.9,+4.6,+1.9,+.042,-2.1,-8.5,+.025,+.030,+2.4,+1.6,+.046,+9.5
78,J. Jerebko | K. Olynyk | M. Smart | I. Thomas,BOS,2016-17,37,116.9,237,240,97.9,+3.9,+1.5,+.036,+2.7,+2.5,+.053,+.050,-1.0,-4.7,+.111,+9.5
79,J. Johnson | T. Johnson | J. Richardson | H. Whiteside,MIA,2016-17,42,250.4,507,508,97.3,+4.8,+2.3,+.044,+1.2,-2.7,+.094,+.049,-1.3,-0.1,-.048,+9.5
80,G. Antetokounmpo | M. Dellavedova | G. Monroe | J. Terry,MIL,2016-17,44,212.4,417,417,94.3,+2.2,+1.7,+.016,-1.2,-7.7,+.047,+.008,+6.2,+6.0,+.085,+9.4
81,K. Faried | G. Harris | N. Jokić | J. Nelson,DEN,2016-17,20,159.9,330,331,99.2,+2.0,+5.4,-.008,-0.9,+3.4,-.087,-0.017,+6.4,+5.5,+.087,+9.4
82,R. Felton | B. Griffin | D. Jordan | A. Rivers,LAC,2016-17,38,100.9,204,220,100.9,+6.0,-2.5,+.077,-3.6,-12.9,+.015,+.059,+1.0,+2.4,-.032,+9.4
83,C. Joseph | L. Nogueira | P. Patterson | T. Ross,TOR,2016-17,30,303.0,591,592,93.7,+1.4,-1.4,+.022,+2.1,-2.1,+.092,+.035,+4.4,+6.1,-.021,+9.3
84,L. Aldridge | P. Gasol | D. Green | K. Leonard,SAS,2016-17,41,515.3,1004,994,93.1,+2.6,-1.8,+.038,+0.7,-0.6,+.042,+.043,+3.4,+4.0,+.010,+9.3
85,H. Barnes | D. Finney-Smith | W. Matthews | D. Powell,DAL,2016-17,27,106.3,189,203,88.5,+2.6,+9.5,-.022,+6.0,+12.8,+.017,+.004,-2.0,-4.7,+.085,+9.3
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,D. DeRozan | S. Ibaka | C. Joseph | P. Tucker,TOR,2016-17,21,196.4,391,395,96.1,+5.7,-0.9,+.070,+0.1,-3.0,+.041,+.071,-2.3,-2.0,-.024,+9.3
89,C. Anthony | C. Lee | K. Porziņģis | L. Thomas,NYK,2016-17,13,112.6,229,234,98.7,+3.9,-2.4,+.055,+1.1,-10.2,+.140,+.063,+0.5,-1.6,+.063,+9.2
90,R. Anderson | E. Gordon | J. Harden | N. Hilário,HOU,2016-17,45,216.2,465,458,102.5,-0.1,-1.1,+.004,+3.5,+11.8,-.019,+.025,+6.0,+8.9,-.036,+9.2
91,G. Dieng | S. Muhammad | R. Rubio | A. Wiggins,MIN,2016-17,54,222.8,448,448,96.5,+2.5,+6.5,-.007,-2.2,-6.5,+.001,-0.022,+6.5,+7.8,+.018,+9.2
92,D. Exum | R. Gobert | G. Hayward | R. Hood,UTA,2016-17,26,237.9,439,443,89.0,+4.9,-7.8,+.089,+4.8,+8.2,+.081,+.119,-5.5,-7.3,+.003,+9.1
93,M. Delaney | T. Hardaway | M. Muscala | T. Prince,ATL,2016-17,17,101.7,210,206,98.2,+0.2,+0.7,-.001,-4.5,-0.5,-.153,-0.027,+13.1,+15.9,+.026,+9.1
94,T. Johnson | R. McGruder | D. Waiters | H. Whiteside,MIA,2016-17,28,111.5,220,215,93.7,+6.5,-9.3,+.125,-2.0,-2.9,-.046,+.118,-1.8,-0.2,-.063,+9.1
95,K. Faried | D. Gallinari | G. Harris | N. Jokić,DEN,2016-17,18,164.6,344,343,100.2,-0.1,+0.6,-.005,-1.2,-0.4,-.038,-0.012,+10.4,+11.0,+.068,+9.0
96,J. Butler | R. Lopez | N. Mirotić | D. Wade,CHI,2016-17,33,126.6,267,253,98.6,+3.3,+2.1,+.027,+0.4,-6.7,+.100,+.028,+1.9,+3.1,-.023,+8.9
97,C. Joseph | K. Lowry | L. Nogueira | T. Ross,TOR,2016-17,41,311.8,595,594,91.5,+2.3,+2.7,+.011,+4.7,+5.7,+.071,+.034,-0.4,+0.5,-.038,+8.9
98,S. Adams | E. Kanter | V. Oladipo | R. Westbrook,OKC,2016-17,31,132.5,285,271,100.7,+2.1,+0.7,+.020,-2.1,-4.5,-.038,+.008,+6.9,+5.8,+.071,+8.9
99,H. Barnes | A. Bogut | D. Finney-Smith | W. Matthews,DAL,2016-17,17,160.9,293,293,87.4,+4.8,+5.5,+.028,+3.4,+10.6,-.016,+.043,-4.1,-7.2,+.102,+8.9
100,A. Baynes | K. Caldwell-Pope | T. Harris | M. Morris,DET,2016-17,37,129.2,277,266,100.9,+5.6,+2.0,+.055,+0.8,-5.2,+.086,+.059,-3.1,-7.0,+.101,+8.9
101,R. Covington | J. Embiid | E. İlyasova | T. McConnell,PHI,2016-17,19,155.8,316,319,97.8,+1.3,-3.0,+.030,+2.0,+1.9,+.043,+.043,+4.3,+5.6,-.020,+8.9
102,T. Ariza | E. Gordon | J. Harden | N. Hilário,HOU,2016-17,60,468.9,1017,1015,104.0,+0.4,-1.9,+.015,+3.5,+10.2,+.001,+.038,+4.5,+7.9,-.058,+8.8
103,T. Burke | K. Oubre | T. Satoranský | J. Smith,WAS,2016-17,23,147.2,281,287,92.6,+6.5,-5.9,+.103,-2.7,-11.8,+.054,+.091,-1.4,-1.7,-.002,+8.8
104,M. Harkless | D. Lillard | C. McCollum | J. Nurkić,POR,2016-17,20,357.2,714,722,96.5,+3.0,-4.0,+.053,+0.2,-4.5,+.082,+.057,+2.6,+2.4,+.031,+8.8
105,G. Dragić | T. Johnson | H. Whiteside | J. Winslow,MIA,2016-17,12,130.3,261,254,94.8,+5.1,-1.6,+.066,-0.3,-5.3,+.081,+.065,-1.2,+3.6,-.151,+8.7
106,K. Durant | A. Iguodala | S. Livingston | K. Thompson,GSW,2016-17,43,229.8,451,459,95.0,+7.1,-1.3,+.088,-2.5,-8.4,+.015,+.074,-3.0,-4.2,+.008,+8.7
107,J. Crawford | B. Griffin | C. Paul | J. Redick,LAC,2016-17,42,174.8,390,341,100.4,-2.7,-8.0,+.014,+1.8,+2.7,+.031,+.031,+12.3,+14.6,+.038,+8.6
0,K. Durant | A. Iguodala | K. Thompson | D. West,GSW,2016-17,37,188.5,373,376,95.4,+5.4,-4.9,+.088,-1.8,-10.2,+.085,+.081,-0.4,-0.4,-.005,+8.6
1,T. Allen | V. Carter | M. Gasol | J. Green,MEM,2016-17,37,233.0,431,450,90.7,+4.2,+6.8,+.013,+3.9,-0.1,+.130,+.030,-3.7,-5.1,+.004,+8.6
2,V. Carter | M. Conley | J. Green | Z. Randolph,MEM,2016-17,32,142.2,271,259,89.4,+7.1,+8.6,+.032,-4.0,-12.1,+.020,+.004,-1.5,+2.0,-.138,+8.6
3,D. Cousins | T. Lawson | G. Temple | A. Tolliver,SAC,2016-17,21,108.9,221,220,97.2,+0.7,-5.8,+.042,+2.2,-5.1,+.133,+.060,+4.9,+10.7,-.100,+8.6
4,D. Dedmon | D. Green | K. Leonard | T. Parker,SAS,2016-17,36,291.1,534,534,88.1,+3.4,+0.7,+.033,-2.6,-4.1,-.053,+.018,+4.5,+5.2,+.015,+8.6
5,G. Dragić | J. Johnson | T. Johnson | J. Richardson,MIA,2016-17,29,140.5,293,297,100.8,+6.3,+10.0,+.019,+4.2,+1.4,+.148,+.037,-8.2,-10.8,.000,+8.6
6,M. Barnes | D. Collison | D. Cousins | R. Gay,SAC,2016-17,16,133.2,278,262,97.3,+1.7,+1.6,+.012,+2.3,+5.2,+.011,+.024,+2.7,+4.6,-.027,+8.5
7,D. Green | S. Livingston | K. Thompson | D. West,GSW,2016-17,31,132.6,252,260,92.6,+7.0,-4.7,+.103,-1.3,-4.6,+.001,+.098,-4.2,-3.3,-.086,+8.5
8,C. Joseph | K. Lowry | P. Patterson | T. Ross,TOR,2016-17,37,292.3,555,556,91.2,+1.9,+5.2,-.007,+3.1,+5.5,+.026,+.006,+1.6,+2.4,-.010,+8.5
9,W. Barton | W. Chandler | N. Jokić | J. Nelson,DEN,2016-17,31,197.9,393,396,95.7,+1.6,+11.8,-.045,+4.4,+7.8,+.061,-0.028,+0.9,+0.9,+.007,+8.5
10,R. Covington | J. Embiid | E. İlyasova | S. Rodríguez,PHI,2016-17,17,145.6,310,300,100.5,+5.0,+1.1,+.052,+1.9,+4.9,+.007,+.063,-3.5,-3.7,-.032,+8.5
11,G. Dragić | D. Waiters | H. Whiteside | J. Winslow,MIA,2016-17,7,121.8,234,232,91.8,+3.1,-1.6,+.042,+5.1,+5.8,+.113,+.070,-2.7,+2.4,-.234,+8.5
12,P. George | G. Robinson | J. Teague | M. Turner,IND,2016-17,38,504.3,1030,1034,98.2,+2.0,-6.8,+.060,-0.6,-4.7,+.046,+.061,+5.1,+7.1,-.029,+8.5
13,R. Gobert | G. Hayward | J. Ingles | T. Lyles,UTA,2016-17,40,128.5,254,241,92.4,+1.1,+2.7,-.002,+1.5,+9.5,-.074,+.005,+4.8,+1.7,+.163,+8.5
14,M. Harkless | D. Lillard | J. Nurkić | N. Vonleh,POR,2016-17,20,261.2,520,526,96.1,+5.8,-0.7,+.067,+0.3,-4.7,+.091,+.069,-3.4,-1.7,-.100,+8.5
15,T. Allen | M. Conley | T. Daniels | M. Gasol,MEM,2016-17,22,106.8,202,202,90.8,+7.4,+7.4,+.046,+2.0,-5.0,+.109,+.053,-8.4,-8.4,-.069,+8.4
16,A. Baynes | S. Johnson | M. Morris | I. Smith,DET,2016-17,28,109.6,213,215,93.7,+3.2,+6.9,+.002,-2.3,-4.0,-.048,-0.013,+4.4,+5.4,+.006,+8.4
17,T. Hardaway | D. Howard | P. Millsap | D. Schröder,ATL,2016-17,55,444.1,898,888,96.5,+2.9,-5.8,+.063,-3.5,-9.4,+.002,+.047,+6.1,+6.9,+.051,+8.4
18,R. Anderson | C. Capela | E. Gordon | J. Harden,HOU,2016-17,45,297.0,593,606,96.9,-1.6,-0.5,-.015,+6.2,+14.6,+.054,+.020,+5.3,+8.1,-.045,+8.3
19,N. Batum | F. Kaminsky | M. Kidd-Gilchrist | C. Zeller,CHO,2016-17,30,166.9,328,336,95.5,+3.1,+0.4,+.032,-1.9,-4.0,-.016,+.021,+4.1,+8.4,-.116,+8.3
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,D. DeRozan | C. Joseph | P. Tucker | J. Valančiūnas,TOR,2016-17,16,120.4,248,241,97.4,+2.1,-5.0,+.050,+0.6,+3.5,-.030,+.055,+3.6,+3.8,+.031,+8.3
23,N. Bjelica | G. Dieng | K. Dunn | S. Muhammad,MIN,2016-17,39,143.6,282,279,93.8,+1.7,+10.8,-.031,+1.0,-0.6,+.046,-0.031,+3.7,+1.9,+.097,+8.2
24,A. Davis | T. Frazier | S. Hill | T. Jones,NOP,2016-17,22,107.2,220,223,99.2,+1.0,-12.3,+.069,-5.3,-12.3,-.066,+.046,+11.6,+13.9,+.046,+8.2
25,V. Carter | M. Conley | J. Ennis | M. Gasol,MEM,2016-17,40,168.2,338,333,95.8,+4.2,+6.8,+.016,+4.3,+6.7,+.063,+.037,-4.6,-8.6,+.058,+8.2
26,J. Embiid | E. İlyasova | T. McConnell | N. Stauskas,PHI,2016-17,22,164.1,331,328,96.4,+3.3,+2.8,+.023,+4.2,+5.8,+.075,+.045,-2.6,-2.6,-.028,+8.2
27,M. Ginóbili | D. Lee | K. Leonard | P. Mills,SAS,2016-17,52,212.3,446,439,100.0,+0.4,+4.0,-.018,-0.2,+1.6,-.036,-0.022,+7.4,+6.8,+.076,+8.1
28,D. Cunningham | A. Davis | B. Hield | S. Hill,NOP,2016-17,22,203.1,408,407,96.3,+1.6,-1.4,+.025,+5.6,+2.4,+.164,+.057,-0.8,-2.7,+.079,+8.1
29,G. Dragić | W. Ellington | J. Johnson | W. Reed,MIA,2016-17,34,177.1,359,362,97.7,+3.1,-2.9,+.051,+1.5,+4.1,-.003,+.061,+0.4,+2.7,-.069,+8.1
30,R. Gobert | G. Hayward | G. Hill | J. Johnson,UTA,2016-17,29,262.6,502,497,91.3,-0.8,-5.9,+.021,+0.7,+1.3,+.008,+.030,+9.0,+13.0,-.026,+8.1
31,A. Aminu | M. Harkless | D. Lillard | M. Plumlee,POR,2016-17,26,300.2,589,598,94.9,+4.5,-0.8,+.053,+3.9,+6.8,+.042,+.075,-4.8,-5.6,-.030,+8.1
32,P. Beverley | C. Capela | S. Dekker | E. Gordon,HOU,2016-17,39,202.4,414,421,99.0,-1.2,-4.4,+.008,+4.3,+7.5,+.050,+.034,+6.3,+7.3,+.038,+8.1
33,M. Brogdon | T. Maker | K. Middleton | T. Snell,MIL,2016-17,15,134.7,248,252,89.1,+2.3,+4.2,+.003,+8.6,+12.4,+.165,+.049,-4.9,-6.9,+.019,+8.1
34,M. Carter-Williams | T. Gibson | J. Grant | R. Lopez,CHI,2016-17,7,106.7,209,209,94.0,+2.4,+3.8,+.007,-3.3,-12.9,+.082,-0.013,+6.7,+8.6,+.007,+8.1
35,G. Dragić | R. McGruder | J. Richardson | H. Whiteside,MIA,2016-17,17,208.1,409,408,94.2,+5.0,+1.5,+.047,+2.7,+1.4,+.081,+.060,-4.7,-2.5,-.129,+8.1
36,A. Aminu | D. Lillard | C. McCollum | M. Plumlee,POR,2016-17,30,408.5,802,809,94.7,+3.8,-0.5,+.045,+1.6,+2.6,+.021,+.054,-1.2,-1.7,+.003,+8.0
37,L. Barbosa | J. Dudley | B. Knight | P. Tucker,PHO,2016-17,19,129.2,257,262,96.4,+6.3,+12.5,-.001,-2.4,-1.8,-.058,-0.024,-2.0,-3.9,+.045,+8.0
38,K. Bazemore | T. Hardaway | D. Howard | D. Schröder,ATL,2016-17,48,343.1,699,691,97.2,+3.0,-2.3,+.045,-3.4,-8.1,-.019,+.027,+5.4,+6.2,+.039,+8.0
39,J. Crawford | B. Griffin | D. Jordan | A. Rivers,LAC,2016-17,48,207.8,427,420,97.8,0.0,-6.8,+.040,-0.6,-5.2,+.055,+.041,+8.6,+16.7,-.130,+8.0
40,P. George | C. Miles | J. Teague | M. Turner,IND,2016-17,66,715.5,1445,1409,95.7,+3.6,+0.9,+.037,+0.6,-0.4,+.027,+.041,+0.1,-1.3,+.043,+8.0
41,B. Beal | M. Gortat | M. Morris | J. Wall,WAS,2016-17,70,1493.6,3039,3016,97.3,+4.1,+3.0,+.030,+0.3,-2.1,+.042,+.030,-0.7,-1.3,+.014,+7.9
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,W. Ellington | J. Johnson | W. Reed | J. Richardson,MIA,2016-17,23,127.6,255,260,96.9,+4.2,+7.9,+.009,+2.9,+15.6,-.083,+.021,-3.5,-1.8,-.075,+7.9
45,S. Adams | T. Gibson | V. Oladipo | R. Westbrook,OKC,2016-17,17,264.3,535,537,97.3,+6.5,+8.5,+.029,-3.3,-3.6,-.079,+.005,-1.8,+1.4,-.142,+7.9
46,L. Aldridge | D. Dedmon | K. Leonard | T. Parker,SAS,2016-17,38,329.4,596,601,87.2,+3.9,+1.5,+.034,-2.9,-3.0,-.083,+.018,+3.1,+3.3,+.030,+7.9
47,J. Crowder | A. Horford | A. Johnson | I. Thomas,BOS,2016-17,56,740.4,1452,1466,94.6,+1.6,-0.1,+.018,+6.6,+12.1,+.069,+.055,-2.0,-3.0,+.020,+7.9
48,K. Faried | D. Gallinari | J. Murray | J. Nelson,DEN,2016-17,25,100.7,203,193,94.4,+0.9,+2.5,-.003,0.0,+5.6,-.066,-0.005,+6.1,+6.2,+.066,+7.9
49,A. Davis | B. Hield | S. Hill | T. Jones,NOP,2016-17,22,152.7,319,320,100.4,+4.2,-2.5,+.059,-0.9,-5.9,+.039,+.055,+0.4,+0.1,+.019,+7.8
50,B. Biyombo | E. Fournier | S. Ibaka | E. Payton,ORL,2016-17,29,152.6,302,310,96.2,+3.4,+0.3,+.037,+0.9,-2.3,+.067,+.042,+0.2,+1.0,-.021,+7.8
51,A. Davis | S. Hill | J. Holiday | E. Moore,NOP,2016-17,49,328.5,668,681,98.6,+2.7,-1.9,+.041,-0.7,-6.2,+.045,+.037,+3.1,+2.5,+.045,+7.7
52,A. Aminu | M. Harkless | C. McCollum | M. Plumlee,POR,2016-17,27,365.8,722,729,95.2,+4.4,-1.1,+.054,+1.9,+2.3,+.036,+.065,-3.0,-2.8,-.039,+7.7
53,J. Butler | J. Grant | R. Lopez | N. Mirotić,CHI,2016-17,28,139.1,284,270,95.6,-0.1,-1.1,+.005,+2.1,+0.9,+.071,+.017,+5.8,+5.7,+.036,+7.7
54,J. Butler | R. Lopez | N. Mirotić | D. Valentine,CHI,2016-17,27,147.1,291,296,95.8,+0.7,+2.9,-.007,+4.6,+6.3,+.088,+.017,+1.7,-1.6,+.126,+7.7
55,S. Curry | A. Iguodala | J. McGee | K. Thompson,GSW,2016-17,54,127.4,277,283,105.5,+2.4,-3.8,+.049,+3.8,+3.1,+.092,+.073,-1.0,-0.9,-.012,+7.7
56,B. Beal | M. Gortat | M. Morris | O. Porter,WAS,2016-17,70,1370.2,2777,2760,97.0,+3.9,+3.8,+.024,+0.4,-1.9,+.042,+.023,-0.6,-1.3,+.020,+7.6
57,S. Adams | E. Kanter | A. Roberson | R. Westbrook,OKC,2016-17,49,242.8,515,494,99.7,+1.5,-0.7,+.020,-2.6,+0.7,-.105,+.006,+7.2,+5.8,+.097,+7.6
58,W. Barton | D. Gallinari | N. Jokić | J. Nelson,DEN,2016-17,25,118.6,233,230,93.7,+2.1,+1.8,+.013,+2.5,+7.0,+.008,+.026,+1.1,+5.7,-.138,+7.6
59,R. Anderson | T. Ariza | J. Harden | M. Harrell,HOU,2016-17,43,424.9,901,875,100.3,-2.1,-3.0,-.008,+5.3,+12.2,+.022,+.025,+6.4,+4.9,+.108,+7.5
60,A. Crabbe | M. Harkless | M. Leonard | D. Lillard,POR,2016-17,39,116.1,247,243,101.3,+5.5,+9.7,+.012,+7.6,+13.8,+.100,+.051,-11.0,-13.6,-.002,+7.5
61,J. Crawford | D. Jordan | J. Redick | A. Rivers,LAC,2016-17,31,118.0,252,230,98.0,-0.3,-7.6,+.036,+4.0,-2.6,+.176,+.064,+4.1,+14.3,-.181,+7.5
62,L. James | K. Love | J. Smith | T. Thompson,CLE,2016-17,28,493.8,991,996,96.6,-0.9,-2.3,+.002,+4.8,+6.0,+.077,+.030,+4.4,+5.8,-.001,+7.4
63,A. Baynes | T. Harris | S. Johnson | I. Smith,DET,2016-17,41,222.9,446,446,96.0,+6.7,+8.3,+.032,-3.1,-4.9,-.064,+.009,-2.9,-2.7,-.031,+7.4
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,M. Delaney | T. Hardaway | M. Muscala | T. Sefolosha,ATL,2016-17,25,116.1,234,243,98.6,+2.8,+2.0,+.022,-0.9,-0.6,-.022,+.015,+2.7,+6.7,-.110,+7.4
67,B. Biyombo | E. Fournier | A. Gordon | T. Ross,ORL,2016-17,10,106.5,208,209,94.0,+5.5,+6.2,+.029,-1.4,+4.0,-.106,+.017,-2.3,+4.0,-.214,+7.3
68,T. Black | B. Ingram | L. Nance | L. Williams,LAL,2016-17,22,202.8,414,415,98.1,+3.7,-1.0,+.047,-2.9,-9.3,+.008,+.031,+2.7,+2.5,+.031,+7.3
69,M. Gortat | M. Morris | O. Porter | J. Wall,WAS,2016-17,72,1457.8,2976,2949,97.5,+3.6,+3.7,+.021,-0.3,-2.7,+.030,+.017,+0.2,-0.4,+.024,+7.2
70,K. Irving | L. James | K. Love | J. Smith,CLE,2016-17,31,628.1,1269,1268,96.9,0.0,-1.2,+.006,+4.2,+5.9,+.061,+.030,+3.1,+3.8,+.007,+7.2
