,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
68,P. Hairston | K. Walker | M. Williams | C. Zeller,CHO,2015-16,28,351.5,690,694,94.5,-3.4,-1.4,-.031,+0.7,+3.5,-.026,-0.026,-1.5,-2.4,+.021,-7.6
69,B. Bogdanović | W. Ellington | B. Lopez | D. Sloan,BRK,2015-16,23,193.6,386,379,94.8,-4.4,-14.2,+.022,-0.9,-5.6,+.046,+.023,+2.1,+5.4,-.155,-7.7
70,C. Anthony | J. Grant | R. Lopez | D. Williams,NYK,2015-16,15,106.9,206,206,92.5,-4.4,-11.2,+.004,-1.9,-4.4,-.004,+.001,+2.9,+3.9,-.002,-7.8
71,K. Durant | E. Kanter | K. Singler | D. Waiters,OKC,2015-16,29,159.1,331,326,99.1,-6.7,-14.1,-.002,+0.2,-5.0,+.067,+.008,+5.4,+5.3,+.043,-7.8
72,A. Aminu | G. Henderson | C. McCollum | M. Plumlee,POR,2015-16,36,114.7,234,232,97.5,-5.0,-1.6,-.052,-0.9,+2.4,-.076,-0.057,+3.2,+1.4,+.070,-7.8
73,A. Afflalo | J. Calderón | L. Galloway | K. Porziņģis,NYK,2015-16,22,110.9,220,211,93.3,+1.7,+9.3,-.026,+2.0,+9.6,-.049,-0.019,-13.1,-20.8,+.141,-7.8
74,T. Allen | M. Conley | J. Green | Z. Randolph,MEM,2015-16,24,217.2,397,405,88.6,-2.2,+1.0,-.030,-6.8,-13.3,-.117,-0.068,+3.3,+5.9,-.052,-7.9
75,M. Gasol | J. Green | C. Lee | Z. Randolph,MEM,2015-16,29,131.7,258,237,90.2,-4.5,+0.7,-.052,-6.9,-10.1,-.123,-0.090,+7.8,+7.7,+.090,-8.0
76,A. Bradley | K. Olynyk | I. Thomas | E. Turner,BOS,2015-16,38,101.3,231,205,103.3,-1.8,-4.8,+.003,-1.0,-1.5,-.021,-0.001,-3.4,-6.2,+.038,-8.1
77,M. Brown | S. Larkin | C. McCullough | T. Robinson,BRK,2015-16,14,103.0,198,202,93.2,-4.1,+0.4,-.046,-2.8,-3.5,-.043,-0.061,+2.9,+5.0,-.037,-8.1
78,M. Brown | J. Johnson | B. Lopez | T. Young,BRK,2015-16,17,116.5,219,219,90.2,+1.8,+3.2,+.002,-9.6,-13.7,-.193,-0.055,-2.3,-1.4,-.054,-8.2
79,L. Galloway | J. Grant | L. Thomas | D. Williams,NYK,2015-16,45,302.8,607,610,96.5,-6.2,-5.3,-.047,-3.7,-6.6,-.074,-0.067,+8.0,+9.3,+.040,-8.2
80,M. Chalmers | M. Gasol | C. Lee | Z. Randolph,MEM,2015-16,28,139.4,267,259,90.5,-0.8,+0.4,-.012,-5.2,-10.2,-.090,-0.041,-1.4,-0.8,-.029,-8.2
81,D. Booker | A. Goodwin | M. Morris | P. Tucker,PHO,2015-16,9,132.6,265,259,94.8,-2.0,-8.0,+.019,-3.3,-9.4,+.010,+.006,-0.9,-4.9,+.094,-8.2
82,D. Booker | A. Goodwin | A. Len | P. Tucker,PHO,2015-16,20,125.8,262,255,98.6,-4.0,-15.4,+.027,-3.7,-11.1,-.014,+.014,+3.6,+6.1,-.033,-8.2
83,A. Drummond | R. Jackson | S. Johnson | A. Tolliver,DET,2015-16,40,122.8,247,252,97.5,-3.6,+5.0,-.067,-0.3,+7.2,-.124,-0.071,-0.9,+9.0,-.244,-8.3
84,A. Aminu | A. Crabbe | M. Leonard | D. Lillard,POR,2015-16,42,119.8,260,243,100.8,-1.2,+2.5,-.027,+6.4,+11.7,+.055,+.008,-12.4,-24.1,+.160,-8.3
85,K. Bazemore | A. Horford | T. Sefolosha | J. Teague,ATL,2015-16,49,142.1,270,317,99.1,-5.6,-1.7,-.059,-0.7,+0.1,-.030,-0.062,+3.7,+6.3,-.034,-8.3
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,N. Collison | E. Kanter | C. Payne | D. Waiters,OKC,2015-16,18,100.4,193,193,92.2,-2.1,+2.6,-.035,-2.6,+1.6,-.141,-0.050,-1.6,-1.6,-.013,-8.3
89,B. Bass | J. Randle | D. Russell | N. Young,LAL,2015-16,24,142.9,275,278,92.9,-7.9,+1.3,-.094,+1.2,+3.2,+.006,-0.088,+6.3,+10.4,-.063,-8.3
90,L. Barbosa | H. Barnes | A. Iguodala | M. Speights,GSW,2015-16,26,108.1,219,215,96.3,-3.5,+1.6,-.048,-3.3,-2.6,-.149,-0.068,+1.9,+0.5,+.062,-8.4
91,J. Grant | K. O'Quinn | L. Thomas | D. Williams,NYK,2015-16,28,126.8,250,248,94.2,-7.9,-5.9,-.062,-1.7,-4.2,-.010,-0.069,+9.1,+10.6,+.046,-8.5
92,T. Chandler | B. Knight | J. Leuer | P. Tucker,PHO,2015-16,16,158.6,315,322,96.4,-4.1,+0.6,-.052,-0.4,+3.0,-.073,-0.055,0.0,+0.1,-.004,-8.5
93,K. Irving | K. Love | T. Mozgov | J. Smith,CLE,2015-16,32,280.4,544,549,93.5,-3.8,-5.4,-.014,-0.5,+7.9,-.125,-0.013,-0.4,-1.5,+.036,-8.5
94,L. Galloway | K. O'Quinn | L. Thomas | D. Williams,NYK,2015-16,34,176.6,354,348,95.4,-6.9,-8.6,-.037,-0.7,-3.2,+.017,-0.037,+5.9,+7.8,-.005,-8.6
95,A. Drummond | E. İlyasova | R. Jackson | S. Johnson,DET,2015-16,41,198.9,399,397,96.1,-1.0,+2.6,-.025,+2.0,+8.2,-.048,-0.015,-8.6,-5.9,-.170,-8.6
96,Ö. Aşık | A. Davis | A. Gee | E. Gordon,NOP,2015-16,24,223.5,444,440,94.9,-3.3,-6.0,-.007,-2.8,-2.7,-.081,-0.020,+0.8,+0.5,+.020,-8.6
97,D. Booker | A. Len | M. Teletović | P. Tucker,PHO,2015-16,36,154.1,335,323,102.5,-3.2,-3.4,-.020,-0.7,+1.4,-.041,-0.022,-1.5,-2.4,+.010,-8.6
98,G. Antetokounmpo | J. Bayless | G. Monroe | R. Vaughn,MIL,2015-16,25,105.0,202,205,93.0,-2.4,+6.2,-.057,+0.1,-1.1,+.021,-0.059,-4.1,-8.4,+.079,-8.7
99,K. Bazemore | P. Millsap | T. Sefolosha | J. Teague,ATL,2015-16,49,203.1,398,448,100.0,-4.1,-1.9,-.039,-4.2,-3.5,-.133,-0.063,+3.5,+8.7,-.098,-8.9
100,B. Bass | J. Randle | D. Russell | L. Williams,LAL,2015-16,31,125.9,261,258,99.0,-7.8,-1.0,-.085,+3.8,+6.3,+.079,-0.063,+2.9,+3.2,+.019,-8.9
101,J. Crawford | W. Johnson | P. Prigioni | A. Rivers,LAC,2015-16,27,257.7,511,515,95.6,-3.2,+5.3,-.065,+1.0,+8.6,-.069,-0.063,-3.6,-7.2,+.102,-8.9
102,N. Batum | A. Jefferson | F. Kaminsky | J. Lin,CHO,2015-16,28,138.8,281,290,98.7,-2.0,+0.6,-.026,-1.2,-2.5,-.016,-0.033,-4.0,+3.3,-.243,-9.1
103,J. Crawford | A. Rivers | J. Smith | L. Stephenson,LAC,2015-16,14,112.6,230,228,97.6,+0.1,-8.2,+.040,+2.5,+3.3,+.059,+.059,-11.9,-11.1,-.152,-9.1
104,B. Bogdanović | J. Jack | B. Lopez | T. Young,BRK,2015-16,31,322.8,631,632,93.9,-2.5,-0.3,-.026,-3.5,-6.6,-.048,-0.045,-0.8,-3.0,+.081,-9.2
105,L. Galloway | J. Grant | K. O'Quinn | D. Williams,NYK,2015-16,42,198.2,392,381,93.6,-6.0,-5.4,-.042,+0.6,-3.7,+.085,-0.036,+2.1,+1.9,+.023,-9.3
106,D. Augustin | E. Kanter | A. Morrow | D. Waiters,OKC,2015-16,24,120.3,229,231,91.8,-3.6,-4.5,-.016,+0.9,+1.1,+.024,-0.008,-3.3,-8.1,+.178,-9.5
107,N. Collison | E. Kanter | A. Morrow | D. Waiters,OKC,2015-16,32,144.3,271,274,90.6,-5.8,-0.5,-.062,-0.6,-5.3,+.072,-0.066,+2.8,-1.6,+.191,-9.5
0,C. Aldrich | J. Crawford | P. Prigioni | A. Rivers,LAC,2015-16,31,261.1,502,517,93.7,-3.2,0.0,-.036,+0.2,+5.1,-.052,-0.035,-3.5,-8.0,+.130,-9.5
1,W. Matthews | Z. Pachulia | C. Villanueva | D. Williams,DAL,2015-16,24,112.8,216,218,92.4,-5.6,-4.2,-.041,+2.8,+7.6,+.017,-0.023,-1.2,-1.2,-.014,-9.6
2,G. Dieng | T. Jones | Z. LaVine | S. Muhammad,MIN,2015-16,25,104.0,195,206,92.5,-1.2,+7.9,-.055,+1.5,-0.2,+.067,-0.051,-8.7,-7.1,-.174,-9.6
3,J. Butler | M. Dunleavy | P. Gasol | D. Rose,CHI,2015-16,10,169.9,334,333,94.2,-3.4,+6.6,-.066,-3.0,-4.0,-.068,-0.085,+0.3,-1.0,+.050,-9.6
4,A. Gordon | T. Harris | E. Payton | N. Vučević,ORL,2015-16,23,192.1,382,390,96.5,+0.3,+7.3,-.034,-6.0,-6.0,-.173,-0.073,-4.2,-2.0,-.101,-9.7
5,D. Gallinari | G. Harris | J. Hickson | E. Mudiay,DEN,2015-16,13,134.6,268,262,94.5,-2.9,-1.0,-.026,-4.7,-6.5,-.099,-0.050,+0.8,+3.7,-.094,-9.7
6,T. Allen | M. Chalmers | M. Gasol | C. Lee,MEM,2015-16,21,117.0,218,217,89.2,+0.7,+2.8,-.006,-4.6,-11.1,-.037,-0.035,-6.5,-8.4,+.009,-9.7
7,T. Booker | D. Favors | G. Hayward | R. Hood,UTA,2015-16,40,184.9,356,349,91.5,-3.9,+0.5,-.047,+0.4,-2.5,+.048,-0.046,-2.4,-1.4,-.049,-9.8
8,E. Fournier | M. Hezonja | E. Payton | N. Vučević,ORL,2015-16,23,129.8,263,258,96.4,-2.4,+8.7,-.080,+2.5,-0.4,+.135,-0.070,-7.6,-11.2,+.012,-9.8
9,D. Augustin | N. Collison | E. Kanter | D. Waiters,OKC,2015-16,23,187.3,364,367,93.7,-4.9,-6.1,-.024,-2.4,-5.6,-.014,-0.035,+2.3,-2.3,+.172,-9.8
10,G. Antetokounmpo | T. Ennis | K. Middleton | G. Monroe,MIL,2015-16,20,111.5,217,213,92.6,-4.4,-9.1,-.005,-4.7,-11.5,-.095,-0.029,+3.9,+3.3,+.052,-9.8
11,Z. LaVine | S. Muhammad | K. Towns | A. Wiggins,MIN,2015-16,46,193.4,414,400,101.0,-8.3,-11.7,-.031,-4.2,-12.4,-.021,-0.050,+10.9,+12.4,+.048,-9.8
12,C. Aldrich | J. Crawford | W. Johnson | A. Rivers,LAC,2015-16,35,296.4,578,594,94.9,-4.6,-0.1,-.053,+1.3,+6.2,-.031,-0.046,-1.9,-4.7,+.076,-9.8
13,R. Gay | K. Koufos | B. McLemore | R. Rondo,SAC,2015-16,29,136.5,280,289,100.0,-2.8,+8.2,-.073,-6.0,-7.0,-.135,-0.111,+1.8,+3.7,-.059,-9.9
14,T. Burke | A. Burks | D. Favors | G. Hayward,UTA,2015-16,24,128.1,267,256,98.0,-5.7,-6.6,-.035,-2.6,-0.5,-.112,-0.047,+3.9,+9.3,-.096,-10.0
15,B. Beal | M. Gortat | K. Humphries | O. Porter,WAS,2015-16,10,138.2,292,290,101.0,-4.4,-2.0,-.040,-1.1,+0.9,-.056,-0.045,-0.1,+1.3,-.062,-10.0
16,D. Arthur | W. Barton | G. Harris | E. Mudiay,DEN,2015-16,31,121.8,252,248,98.6,-6.2,-0.2,-.071,-3.3,-1.6,-.116,-0.090,+5.7,-0.1,+.185,-10.0
17,B. Beal | J. Dudley | N. Hilário | G. Temple,WAS,2015-16,23,103.6,216,212,99.2,-1.3,+0.8,-.021,-1.1,-3.2,+.001,-0.027,-6.4,-7.5,-.035,-10.0
18,A. Crabbe | C. McCollum | M. Plumlee | N. Vonleh,POR,2015-16,19,110.4,220,219,95.5,-2.0,+3.3,-.040,-1.0,+3.5,-.083,-0.048,-5.1,-8.8,+.037,-10.1
19,T. Ariza | D. Howard | T. Lawson | M. Thornton,HOU,2015-16,18,116.2,228,222,93.0,-6.5,-4.7,-.047,+0.3,+9.6,-.102,-0.043,+2.2,+6.6,-.137,-10.4
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,P. Hairston | J. Lin | K. Walker | M. Williams,CHO,2015-16,15,150.2,299,304,96.4,-6.6,+2.8,-.090,-0.5,+0.2,-.018,-0.094,+3.3,+3.0,+.038,-10.4
23,M. Gortat | K. Humphries | O. Porter | J. Wall,WAS,2015-16,15,213.4,447,446,100.4,-3.9,-0.2,-.043,-2.0,+0.6,-.091,-0.055,-0.7,+0.6,-.063,-10.5
24,T. Gibson | D. McDermott | E. Moore | D. Rose,CHI,2015-16,24,102.2,212,210,99.1,+1.5,+1.0,+.011,-6.2,-6.4,-.183,-0.023,-7.2,-9.2,-.048,-10.5
25,T. McConnell | N. Noel | N. Stauskas | H. Thompson,PHI,2015-16,35,127.6,253,259,96.3,-2.6,-3.1,-.014,-0.2,+6.5,-.099,-0.013,-5.1,-6.9,-.005,-10.5
26,M. Conley | J. Green | C. Lee | Z. Randolph,MEM,2015-16,32,137.8,272,252,91.3,-3.9,+1.9,-.053,-6.4,-8.6,-.142,-0.089,+3.6,+4.0,+.022,-10.6
27,G. Hayward | T. Lyles | R. Neto | J. Withey,UTA,2015-16,14,108.7,198,198,87.4,-7.1,-6.6,-.043,-2.0,0.0,-.083,-0.050,+5.6,+2.5,+.199,-10.6
28,A. Crabbe | M. Harkless | M. Leonard | D. Lillard,POR,2015-16,32,123.5,254,247,97.4,-5.5,-1.6,-.055,-1.1,+5.9,-.105,-0.061,+1.5,+0.9,+.033,-10.7
29,M. Belinelli | D. Collison | R. Gay | R. Rondo,SAC,2015-16,40,200.0,433,416,101.9,-4.7,-0.6,-.052,-0.1,-1.2,+.013,-0.053,-1.2,+0.5,-.055,-10.8
30,A. Baynes | S. Blake | K. Caldwell-Pope | S. Johnson,DET,2015-16,30,117.0,228,224,92.7,-5.6,-0.8,-.056,+0.3,+3.1,-.023,-0.054,-0.3,+1.9,-.081,-11.1
31,T. Ariza | C. Capela | J. Harden | T. Jones,HOU,2015-16,36,184.5,346,350,90.6,-6.1,-1.0,-.063,-1.0,+2.6,-.071,-0.068,+2.2,+4.0,-.034,-11.1
32,A. Gordon | T. Harris | V. Oladipo | E. Payton,ORL,2015-16,17,145.0,294,302,98.6,+1.4,+10.1,-.036,-5.1,-6.5,-.125,-0.071,-8.8,-7.0,-.120,-11.1
33,A. Drummond | E. İlyasova | S. Johnson | M. Morris,DET,2015-16,23,139.2,282,281,97.1,-1.2,+7.2,-.059,+2.5,+8.8,-.043,-0.048,-11.1,-7.6,-.199,-11.1
34,A. Baynes | S. Blake | K. Caldwell-Pope | A. Tolliver,DET,2015-16,30,115.7,223,221,92.1,-4.9,-2.7,-.039,+3.5,+9.6,+.017,-0.019,-5.1,-0.6,-.227,-11.3
35,E. Fournier | T. Harris | V. Oladipo | E. Payton,ORL,2015-16,25,246.7,497,500,97.0,-3.4,-0.5,-.036,-2.6,-6.5,-.027,-0.050,-2.1,-3.9,+.038,-11.4
36,M. Belinelli | O. Casspi | R. Gay | K. Koufos,SAC,2015-16,35,122.7,251,245,97.0,-3.0,+1.9,-.043,-1.0,-3.0,-.004,-0.049,-4.4,-4.6,-.042,-11.4
37,T. Ariza | J. Harden | T. Jones | T. Lawson,HOU,2015-16,30,180.2,372,374,99.4,-5.9,-0.3,-.067,-0.5,+3.6,-.070,-0.070,+0.6,+1.7,-.028,-11.7
38,D. Augustin | E. Kanter | K. Singler | D. Waiters,OKC,2015-16,15,105.3,212,217,97.8,-5.3,-2.8,-.050,-2.6,-6.5,-.020,-0.065,+1.4,+4.8,-.079,-11.7
39,D. Booker | B. Knight | A. Len | P. Tucker,PHO,2015-16,24,260.0,551,546,101.3,-2.7,+0.5,-.033,-1.7,-0.4,-.060,-0.043,-4.5,-5.7,-.001,-11.7
40,N. Bjelica | T. Jones | S. Muhammad | T. Prince,MIN,2015-16,12,101.4,194,197,92.6,-0.9,+7.5,-.049,-5.5,-10.3,-.094,-0.084,-4.4,-5.8,+.005,-11.7
41,B. Bass | J. Clarkson | J. Randle | N. Young,LAL,2015-16,26,105.3,209,211,95.7,-6.3,-0.1,-.071,+0.5,-0.2,+.025,-0.067,+0.2,+6.5,-.142,-11.8
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,C. Anthony | J. Calderón | L. Galloway | R. Lopez,NYK,2015-16,35,147.1,278,286,92.0,-3.1,-5.5,-.008,-1.2,-1.5,-.032,-0.012,-4.5,-6.5,+.035,-11.9
45,C. Aldrich | J. Crawford | W. Johnson | P. Prigioni,LAC,2015-16,36,277.6,540,560,95.1,-1.8,+6.1,-.053,+0.8,+7.5,-.051,-0.051,-9.3,-12.1,+.001,-12.0
46,B. Beal | M. Gortat | O. Porter | R. Sessions,WAS,2015-16,24,103.0,207,202,95.3,-7.0,-1.8,-.064,-4.7,-6.4,-.076,-0.087,+6.5,+9.9,-.074,-12.1
47,I. Canaan | T. McConnell | J. Okafor | H. Thompson,PHI,2015-16,30,104.1,213,195,94.1,-5.5,-5.7,-.033,+1.6,+5.9,-.021,-0.020,-2.8,-3.8,+.008,-12.2
48,O. Casspi | D. Collison | K. Koufos | R. Rondo,SAC,2015-16,41,130.8,272,277,100.7,-0.7,-6.4,+.025,-3.8,-10.0,+.006,+.009,-7.0,-6.9,-.078,-12.2
49,I. Canaan | R. Covington | J. Grant | J. Okafor,PHI,2015-16,25,152.3,301,305,95.5,-6.5,-5.8,-.047,-1.9,+5.0,-.145,-0.054,+2.6,+7.6,-.124,-12.2
50,J. Barea | R. Felton | D. Nowitzki | C. Parsons,DAL,2015-16,26,101.1,190,198,92.1,-3.9,-5.6,-.014,-3.6,-1.9,-.100,-0.031,-0.7,-5.7,+.179,-12.2
51,B. Bogdanović | W. Ellington | S. Larkin | B. Lopez,BRK,2015-16,43,120.3,236,232,93.4,-6.6,-3.2,-.060,-4.8,-11.5,-.034,-0.085,+5.7,+6.1,+.043,-12.3
52,Ö. Aşık | A. Davis | T. Evans | A. Gee,NOP,2015-16,18,154.4,293,289,90.5,-5.1,+0.1,-.055,-2.9,-1.7,-.082,-0.070,+0.5,-1.6,+.087,-12.5
53,D. Booker | T. Chandler | A. Len | P. Tucker,PHO,2015-16,26,415.4,841,841,97.2,-3.6,-3.0,-.026,-3.2,-5.4,-.055,-0.043,-2.1,-1.7,-.038,-12.5
54,J. Grant | T. McConnell | N. Noel | N. Stauskas,PHI,2015-16,31,161.9,325,324,96.2,-3.2,-8.9,+.007,-1.9,-0.1,-.091,.000,-4.4,-4.1,-.063,-12.6
55,B. Bass | K. Bryant | J. Randle | L. Williams,LAL,2015-16,32,133.4,284,276,100.7,-6.8,0.0,-.079,+1.6,+7.5,-.021,-0.070,-0.6,-1.2,+.010,-12.8
56,T. Booker | T. Burke | G. Hayward | C. Johnson,UTA,2015-16,28,116.4,223,229,93.2,-4.7,+0.6,-.057,-2.4,+4.3,-.140,-0.071,-0.8,+0.3,-.039,-12.8
57,D. Booker | T. Chandler | B. Knight | P. Tucker,PHO,2015-16,21,307.9,624,625,97.4,-3.8,+0.6,-.047,-0.6,+3.2,-.077,-0.051,-4.6,-6.0,+.005,-12.8
58,T. Allen | M. Gasol | J. Green | Z. Randolph,MEM,2015-16,26,197.7,367,372,89.7,-4.3,+3.6,-.068,-5.0,-12.2,-.040,-0.099,+0.8,+3.3,-.073,-12.9
59,D. Booker | T. Chandler | M. Morris | P. Tucker,PHO,2015-16,15,176.5,347,350,94.8,-2.0,-4.7,+.002,-5.1,-15.3,+.041,-0.025,-3.8,-3.5,-.043,-12.9
60,K. Caldwell-Pope | A. Drummond | E. İlyasova | S. Johnson,DET,2015-16,35,145.7,299,295,97.9,-3.9,-1.5,-.036,-0.1,+8.1,-.116,-0.036,-5.3,+1.7,-.272,-13.2
61,T. Burke | R. Gobert | G. Hayward | R. Hood,UTA,2015-16,29,122.5,232,229,90.4,+2.1,+10.1,-.032,+0.3,+7.0,-.104,-0.037,-17.7,-20.4,-.091,-13.3
62,S. Ibaka | A. Roberson | D. Waiters | R. Westbrook,OKC,2015-16,41,152.0,309,327,100.5,-6.2,-3.0,-.056,-4.6,+0.9,-.225,-0.081,+3.7,+1.6,+.090,-13.3
63,A. Brown | J. Clarkson | R. Hibbert | J. Randle,LAL,2015-16,11,119.3,233,232,93.6,-4.0,+0.5,-.047,-3.9,-10.4,-.034,-0.069,-1.4,-1.4,-.009,-13.4
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,K. Faried | D. Gallinari | G. Harris | J. Lauvergne,DEN,2015-16,16,134.0,260,260,93.1,-3.8,-6.5,-.008,0.0,-0.4,+.006,-0.005,-5.8,-3.5,-.113,-13.5
67,M. World Peace | R. Hibbert | J. Randle | D. Russell,LAL,2015-16,21,123.0,242,247,95.4,-7.8,-8.0,-.051,-2.3,-4.4,-.027,-0.059,+4.4,+4.9,+.034,-13.5
68,A. Afflalo | C. Anthony | J. Calderón | D. Williams,NYK,2015-16,27,114.7,219,213,90.4,-7.3,-8.2,-.036,-4.0,-8.1,-.036,-0.052,+5.0,+5.7,+.037,-13.5
69,T. Ariza | J. Harden | D. Howard | T. Jones,HOU,2015-16,33,253.5,515,522,98.2,-10.9,-5.8,-.098,-0.4,+4.0,-.080,-0.096,+8.4,+12.4,-.037,-13.7
70,B. Bogdanović | W. Ellington | B. Lopez | T. Young,BRK,2015-16,36,209.3,417,407,94.5,-9.5,-12.6,-.042,-1.1,-5.3,+.031,-0.043,+6.4,+8.8,-.063,-13.7
71,I. Canaan | R. Covington | J. Grant | I. Smith,PHI,2015-16,21,154.1,316,321,99.2,-6.3,-2.5,-.063,+3.9,+9.6,+.005,-0.037,-5.0,-3.3,-.076,-13.7
72,Z. LaVine | T. Prince | K. Towns | A. Wiggins,MIN,2015-16,31,127.7,263,268,99.8,-9.0,-13.8,-.030,-5.5,-13.9,-.046,-0.055,+9.8,+12.5,+.005,-13.8
73,I. Canaan | J. Grant | T. McConnell | H. Thompson,PHI,2015-16,43,162.7,332,332,98.0,-4.2,-7.5,-.009,+6.9,+8.4,+.177,+.036,-12.3,-13.9,-.085,-13.9
74,L. Galloway | K. Séraphin | L. Thomas | D. Williams,NYK,2015-16,24,116.4,235,237,97.3,-8.2,-3.9,-.077,-2.5,-2.4,-.085,-0.090,+4.8,+2.4,+.118,-14.0
75,A. Brooks | J. Holiday | D. McDermott | B. Portis,CHI,2015-16,17,126.1,260,252,97.5,-8.2,+5.7,-.112,+2.5,+8.9,-.020,-0.102,0.0,+2.5,-.090,-14.0
76,G. Dieng | Z. LaVine | S. Muhammad | T. Prince,MIN,2015-16,29,149.6,277,284,90.0,-7.9,-12.0,-.027,-2.3,-10.8,+.063,-0.034,+4.0,+3.8,+.049,-14.1
77,I. Canaan | J. Grant | N. Noel | H. Thompson,PHI,2015-16,37,174.6,353,363,98.4,-9.0,-7.4,-.068,+4.7,+6.6,+.101,-0.035,-0.9,+3.3,-.109,-14.2
78,D. Booker | R. Price | M. Teletović | P. Tucker,PHO,2015-16,24,133.5,284,282,101.8,-6.3,+7.9,-.121,+0.3,+10.7,-.119,-0.126,-1.9,-1.3,-.031,-14.2
79,G. Hayward | R. Hood | R. Neto | J. Withey,UTA,2015-16,15,105.4,193,195,88.3,-11.9,-8.4,-.089,-0.9,+1.3,-.061,-0.089,+10.5,+8.0,+.210,-14.3
80,M. Belinelli | D. Collison | R. Gay | K. Koufos,SAC,2015-16,45,229.5,464,454,96.0,-5.0,0.0,-.056,-2.1,-1.6,-.063,-0.068,-2.1,-3.3,+.022,-14.4
81,M. World Peace | J. Clarkson | J. Randle | D. Russell,LAL,2015-16,21,133.1,263,263,94.8,-7.6,-4.2,-.064,-1.1,+1.5,-.057,-0.068,+1.9,-2.7,+.189,-14.4
82,W. Barton | D. Gallinari | G. Harris | E. Mudiay,DEN,2015-16,31,190.1,397,402,100.9,-9.5,-5.4,-.082,-5.4,-8.0,-.114,-0.111,+9.8,+9.4,+.076,-14.6
83,J. Clarkson | R. Hibbert | L. Nance | L. Williams,LAL,2015-16,28,347.2,696,691,95.9,-5.0,-2.5,-.043,-2.2,-1.3,-.080,-0.055,-2.4,-4.1,+.024,-14.7
84,N. Noel | J. Okafor | I. Smith | N. Stauskas,PHI,2015-16,16,178.2,362,368,98.3,-4.0,-6.0,-.012,-5.6,-8.4,-.141,-0.042,-1.1,-0.2,-.050,-14.7
85,T. Booker | G. Hayward | R. Hood | R. Neto,UTA,2015-16,45,147.8,276,278,89.9,-8.8,-5.5,-.076,+4.7,+7.4,+.117,-0.044,-2.0,-4.5,+.045,-14.8
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,A. Drummond | S. Johnson | M. Morris | A. Tolliver,DET,2015-16,37,126.4,256,255,97.0,-4.1,+0.4,-.050,-0.8,+8.5,-.161,-0.055,-5.9,-3.6,-.130,-14.9
89,Ö. Aşık | N. Cole | A. Davis | A. Gee,NOP,2015-16,13,101.0,202,201,95.8,-2.2,+8.5,-.067,-3.0,-0.1,-.188,-0.087,-7.5,-8.0,-.113,-14.9
90,M. Belinelli | O. Casspi | W. Cauley-Stein | K. Koufos,SAC,2015-16,29,109.6,217,220,95.7,-2.2,+10.9,-.076,-4.9,-3.3,-.159,-0.108,-5.8,-6.6,-.051,-15.1
91,T. Gibson | D. McDermott | E. Moore | J. Noah,CHI,2015-16,18,119.3,232,229,92.8,-2.7,-3.8,-.011,-1.4,-4.2,+.002,-0.017,-8.4,-6.8,-.217,-15.2
92,D. Booker | T. Chandler | A. Goodwin | P. Tucker,PHO,2015-16,24,242.5,479,481,95.0,-4.6,-5.7,-.025,-3.9,-10.7,+.006,-0.044,-2.0,-2.6,.000,-15.2
93,B. Bass | D. Russell | L. Williams | N. Young,LAL,2015-16,26,127.0,251,249,94.5,-9.9,-3.9,-.094,+1.9,+6.2,-.020,-0.080,+2.7,+3.4,+.010,-15.3
94,T. McConnell | J. Okafor | N. Stauskas | H. Thompson,PHI,2015-16,28,102.5,216,204,98.3,-5.5,+1.9,-.076,-0.4,+11.7,-.205,-0.079,-4.0,+0.4,-.162,-15.4
95,R. Anderson | N. Cole | D. Cunningham | A. Davis,NOP,2015-16,26,128.9,266,254,96.8,-6.5,-0.1,-.076,-2.7,-4.1,-.056,-0.092,+0.2,+3.0,-.085,-15.5
96,D. Cunningham | A. Davis | T. Douglas | J. Holiday,NOP,2015-16,18,138.8,284,281,97.7,-3.2,+6.5,-.071,-4.7,-1.0,-.163,-0.101,-4.5,-5.3,-.006,-15.7
97,J. Crawford | W. Johnson | P. Pierce | A. Rivers,LAC,2015-16,20,116.4,246,239,100.0,-10.1,-9.1,-.074,+1.4,+7.9,-.050,-0.061,+2.8,+4.3,-.022,-16.0
98,T. Chandler | B. Knight | A. Len | P. Tucker,PHO,2015-16,9,135.3,277,277,98.3,-4.7,-4.3,-.032,-2.5,+1.4,-.134,-0.044,-4.3,-6.9,+.057,-16.2
99,K. Bryant | R. Hibbert | L. Nance | L. Williams,LAL,2015-16,24,280.7,558,561,95.7,-5.5,-3.3,-.043,-2.5,-0.2,-.107,-0.055,-3.0,-4.4,+.009,-16.4
100,L. Deng | G. Dragić | G. Green | D. Wade,MIA,2015-16,30,159.1,319,312,95.2,-5.7,-2.9,-.050,-2.1,-2.4,-.053,-0.061,-3.4,-6.6,+.082,-16.8
