,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Season,pid
6558,26,TOT,NBA,SF,56,2207,15.2,.491,.292,.352,4.0,11.0,7.6,15.8,2.9,1.4,11.6,23.6,,0.5,3.2,3.7,.081,,-0.2,1.3,1.1,1.7,2005-06,1897
6559,26,IND,NBA,SF,16,603,18.1,.534,.228,.511,5.1,9.6,7.5,11.1,3.7,1.3,12.9,25.7,,0.4,1.1,1.5,.117,,0.8,2.2,3.0,0.8,2005-06,1897
6560,26,SAC,NBA,SF,40,1604,14.1,.474,.316,.292,3.6,11.5,7.6,17.6,2.6,1.4,11.0,22.8,,0.1,2.1,2.2,.067,,-0.6,1.0,0.4,1.0,2005-06,1897
6561,27,SAC,NBA,SF,70,2641,18.5,.538,.250,.399,4.4,16.0,10.1,15.6,2.9,1.3,10.7,23.3,,3.6,3.1,6.7,.122,,1.9,0.9,2.8,3.2,2006-07,1897
6562,28,SAC,NBA,SF,57,2172,18.8,.535,.230,.307,5.6,12.1,8.9,16.2,3.1,1.4,11.9,25.5,,2.4,2.2,4.7,.103,,2.1,0.7,2.8,2.6,2007-08,1897
6563,29,HOU,NBA,SF,69,2452,15.6,.512,.369,.253,3.2,13.4,8.5,16.2,2.3,0.7,10.8,24.5,,1.6,4.0,5.5,.108,,0.7,1.2,1.9,2.4,2008-09,1897
6564,30,LAL,NBA,SF,77,2605,12.1,.514,.400,.251,4.3,9.9,7.1,13.3,2.1,0.6,12.8,16.2,,1.8,3.5,5.3,.098,,-0.6,1.1,0.5,1.6,2009-10,1897
6565,31,LAL,NBA,SF,82,2410,11.2,.485,.354,.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,,1.2,3.2,4.4,.088,,-1.4,1.5,0.2,1.3,2010-11,1897
6566,32,LAL,NBA,SF,64,1720,11.0,.478,.406,.247,4.8,9.1,7.1,12.5,2.1,1.1,11.8,15.6,,0.9,1.7,2.6,.073,,-1.6,1.0,-0.7,0.6,2011-12,1897
6567,33,LAL,NBA,SF,75,2530,12.5,.517,.500,.205,4.5,11.5,8.1,6.9,2.5,1.2,9.8,17.5,,1.9,2.6,4.6,.086,,-0.5,0.9,0.4,1.5,2012-13,1897
6568,34,NYK,NBA,SF,29,388,11.7,.469,.383,.113,5.3,12.8,8.9,7.1,3.3,1.8,11.4,20.0,,-0.2,0.4,0.3,.032,,-1.9,0.5,-1.4,0.1,2013-14,1897
6569,36,LAL,NBA,SF,35,590,8.3,.435,.475,.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,,-0.2,0.3,0.1,.008,,-3.2,-0.3,-3.5,-0.2,2015-16,1897
6570,37,LAL,NBA,SF,25,160,6.5,.380,.559,.235,3.3,10.6,6.8,9.8,3.0,1.0,8.5,21.9,,-0.3,0.1,-0.2,-0.061,,-5.5,-0.7,-6.1,-0.2,2016-17,1897
6571,,,NBA,,991,31440,14.8,.508,.302,.319,4.3,12.0,8.1,14.5,2.9,1.2,12.2,21.3,,19.9,41.3,61.1,.093,,0.0,1.2,1.2,25.4,Career,1897
6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897
6573,,LAL,NBA,,358,10015,11.5,.495,.427,.232,4.5,9.8,7.2,10.5,2.3,1.0,11.0,16.3,,5.4,11.4,16.8,.080,,-1.2,1.0,-0.1,4.7,6 seasons,1897
6574,,IND,NBA,,193,6744,17.6,.520,.232,.407,4.6,12.5,8.6,15.8,3.4,1.5,13.0,24.2,,7.2,12.2,19.3,.137,,1.0,2.2,3.1,8.7,5 seasons,1897
6575,,CHI,NBA,,175,5424,14.2,.492,.223,.357,3.4,12.8,7.9,17.7,3.4,1.5,15.0,22.3,,-0.2,5.9,5.7,.050,,-1.1,1.0,0.0,2.7,3 seasons,1897
6576,,SAC,NBA,,167,6417,17.5,.522,.258,.340,4.6,13.5,9.1,16.3,2.9,1.3,11.2,23.9,,6.2,7.4,13.6,.102,,1.3,0.9,2.2,6.8,3 seasons,1897
6577,,HOU,NBA,,69,2452,15.6,.512,.369,.253,3.2,13.4,8.5,16.2,2.3,0.7,10.8,24.5,,1.6,4.0,5.5,.108,,0.7,1.2,1.9,2.4,1 season,1897
6578,,NYK,NBA,,29,388,11.7,.469,.383,.113,5.3,12.8,8.9,7.1,3.3,1.8,11.4,20.0,,-0.2,0.4,0.3,.032,,-1.9,0.5,-1.4,0.1,1 season,1897
6579,22,DEN,NBA,PG,65,1318,16.4,.600,.213,.359,3.7,7.1,5.4,24.2,1.8,0.1,15.4,18.0,,2.9,0.9,3.7,.135,,1.5,-0.4,1.1,1.0,2009-10,201951
6580,23,DEN,NBA,PG,80,2103,17.9,.593,.249,.327,3.8,7.6,5.7,28.3,1.9,0.1,14.8,19.6,,5.1,1.6,6.7,.153,,2.4,-0.3,2.1,2.2,2010-11,201951
6581,24,DEN,NBA,PG,61,2124,19.4,.579,.261,.282,3.1,9.2,6.2,30.2,2.0,0.2,14.7,21.2,,5.7,1.2,6.9,.157,,3.6,-0.4,3.2,2.8,2011-12,201951
6582,25,DEN,NBA,PG,73,2513,17.9,.549,.239,.320,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,,5.6,1.8,7.4,.141,,2.5,-0.5,2.0,2.5,2012-13,201951
6583,26,DEN,NBA,PG,62,2222,19.0,.554,.251,.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,,4.8,1.5,6.3,.136,,2.9,-0.5,2.3,2.5,2013-14,201951
6584,27,DEN,NBA,PG,75,2665,18.5,.526,.221,.392,1.6,8.1,4.7,43.0,1.7,0.3,14.6,20.6,,6.0,1.0,7.0,.126,,3.0,-0.9,2.2,2.8,2014-15,201951
6585,28,TOT,NBA,PG,66,1411,9.7,.476,.305,.243,2.0,7.4,4.7,24.6,1.9,0.4,19.5,14.9,,0.2,0.7,0.9,.031,,-2.4,-1.2,-3.6,-0.6,2015-16,201951
6586,28,HOU,NBA,PG,53,1176,8.9,.480,.328,.279,1.9,6.5,4.2,22.3,1.8,0.4,20.3,14.8,,0.0,0.4,0.4,.017,,-2.6,-1.5,-4.1,-0.6,2015-16,201951
6587,28,IND,NBA,PG,13,235,13.7,.460,.209,.090,2.8,11.6,7.2,36.1,2.1,0.3,15.7,15.5,,0.2,0.3,0.5,.103,,-1.3,0.2,-1.2,0.0,2015-16,201951
6588,29,SAC,NBA,PG,69,1732,15.4,.551,.226,.416,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,,2.2,1.0,3.2,.088,,-0.2,-0.8,-1.0,0.4,2016-17,201951
6589,,,NBA,,551,16088,17.2,.555,.243,.362,2.5,8.0,5.3,32.2,2.0,0.3,15.6,20.3,,32.6,9.5,42.1,.126,,2.0,-0.6,1.4,13.6,Career,201951
6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201951
6591,,DEN,NBA,,416,12945,18.3,.561,.240,.365,2.5,8.0,5.2,33.3,2.0,0.2,15.0,20.9,,30.2,7.9,38.0,.141,,2.7,-0.5,2.2,13.7,6 seasons,201951
6592,,SAC,NBA,,69,1732,15.4,.551,.226,.416,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,,2.2,1.0,3.2,.088,,-0.2,-0.8,-1.0,0.4,1 season,201951
6593,,HOU,NBA,,53,1176,8.9,.480,.328,.279,1.9,6.5,4.2,22.3,1.8,0.4,20.3,14.8,,0.0,0.4,0.4,.017,,-2.6,-1.5,-4.1,-0.6,1 season,201951
6594,,IND,NBA,,13,235,13.7,.460,.209,.090,2.8,11.6,7.2,36.1,2.1,0.3,15.7,15.5,,0.2,0.3,0.5,.103,,-1.3,0.2,-1.2,0.0,1 season,201951
6595,20,WAS,NBA,SF,37,319,6.0,.405,.231,.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,,-0.4,0.3,0.0,-0.006,,-4.9,-1.3,-6.2,-0.3,2013-14,203490
6596,21,WAS,NBA,SF,74,1432,11.6,.523,.266,.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,,1.0,1.8,2.7,.092,,-1.1,0.6,-0.5,0.6,2014-15,203490
6597,22,WAS,NBA,SF,75,2276,14.5,.564,.372,.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,,3.0,2.7,5.6,.119,,0.3,0.8,1.1,1.8,2015-16,203490
6598,23,WAS,NBA,SF,80,2605,17.3,.628,.425,.148,5.1,17.1,11.1,6.7,2.2,1.3,4.9,15.1,,6.4,3.0,9.4,.173,,2.4,0.9,3.3,3.5,2016-17,203490
6599,24,WAS,NBA,SF,77,2432,18.3,.602,.354,.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,,5.0,3.1,8.1,.161,,2.6,1.0,3.5,3.4,2017-18,203490
6600,25,TOT,NBA,SF,56,1683,15.9,.569,.398,.149,3.4,17.0,10.1,10.6,2.3,1.6,8.7,19.1,,1.8,1.5,3.2,.093,,0.8,0.1,0.9,1.2,2018-19,203490
6601,25,WAS,NBA,SF,41,1191,15.0,.551,.398,.145,3.6,17.7,10.5,9.6,2.5,1.6,7.8,18.2,,1.0,1.1,2.1,.085,,0.0,0.3,0.3,0.7,2018-19,203490
6602,25,CHI,NBA,SF,15,492,18.0,.609,.398,.159,3.1,15.4,9.2,13.0,1.8,1.6,10.4,21.3,,0.8,0.4,1.1,.112,,2.6,-0.4,2.2,0.5,2018-19,203490
6603,26,CHI,NBA,SF,14,331,15.8,.550,.443,.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,,0.4,0.4,0.8,.112,,0.8,0.2,1.0,0.3,2019-20,203490
6604,27,CHI,NBA,SF,25,540,14.8,.566,.470,.183,5.9,22.1,14.1,13.0,1.1,0.6,10.3,19.3,,0.7,0.6,1.2,.110,,0.6,-0.9,-0.3,0.2,2020-21,203490
6605,,,NBA,,438,11618,15.6,.578,.377,.161,4.9,16.1,10.5,8.6,2.1,1.4,7.9,17.0,,17.9,13.2,31.1,.129,,1.0,0.6,1.6,10.6,Career,203490
6606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203490
6607,,WAS,NBA,,384,10255,15.5,.579,.367,.159,4.9,16.0,10.4,8.0,2.2,1.4,7.6,16.5,,16.1,11.9,27.9,.131,,1.0,0.7,1.7,9.6,6 seasons,203490
6608,,CHI,NBA,,54,1363,16.2,.578,.436,.177,4.4,17.3,10.9,12.7,1.6,1.2,9.4,20.4,,1.9,1.3,3.2,.111,,1.4,-0.5,0.9,1.0,3 seasons,203490
6609,21,ORL,NBA,PG,80,2487,13.6,.514,.241,.340,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,,-1.4,2.8,1.3,.026,,-1.9,0.4,-1.4,0.3,2013-14,203506
6610,22,ORL,NBA,SG,72,2573,15.9,.527,.228,.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,,1.5,2.0,3.5,.065,,-0.1,-0.3,-0.4,1.1,2014-15,203506
6611,23,ORL,NBA,SG,72,2379,16.7,.534,.291,.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,,2.2,2.7,4.9,.099,,0.9,0.9,1.7,2.3,2015-16,203506
6612,24,OKC,NBA,SG,67,2222,13.6,.534,.378,.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,,1.7,2.3,4.0,.085,,-0.3,-0.1,-0.5,0.8,2016-17,203506
6613,25,IND,NBA,SG,75,2552,23.1,.577,.323,.274,2.1,15.1,8.6,21.2,3.5,2.0,12.7,30.1,,4.3,4.0,8.2,.155,,4.1,1.7,5.8,5.0,2017-18,203506
6614,26,IND,NBA,SG,36,1147,17.6,.519,.367,.240,2.1,17.1,9.8,25.2,2.6,0.9,11.2,27.9,,0.4,1.9,2.3,.097,,1.8,1.2,2.9,1.4,2018-19,203506
6615,27,IND,NBA,SG,19,528,11.3,.506,.423,.240,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,,-0.6,0.6,0.0,.002,,-2.2,-1.1,-3.3,-0.2,2019-20,203506
6616,28,TOT,NBA,SG,29,969,15.4,.516,.417,.225,1.0,15.8,8.1,24.0,1.9,1.1,10.5,28.9,,-0.3,1.0,0.7,.036,,0.2,-0.7,-0.5,0.4,2020-21,203506
6617,28,IND,NBA,SG,9,300,15.8,.535,.454,.243,0.4,18.8,9.5,19.3,2.4,0.6,9.7,26.8,,0.1,0.4,0.4,.066,,1.5,-0.8,0.6,0.2,2020-21,203506
6618,28,HOU,NBA,SG,20,669,15.1,.508,.402,.218,1.2,14.5,7.5,26.1,1.7,1.3,10.9,29.9,,-0.3,0.7,0.3,.022,,-0.3,-0.7,-1.0,0.2,2020-21,203506
6619,,,NBA,,450,14857,16.5,.535,.314,.260,2.0,13.7,7.8,19.6,2.5,1.2,13.5,25.5,,7.8,17.2,25.0,.081,,0.5,0.4,1.0,11.1,Career,203506
6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203506
6621,,ORL,NBA,,224,7439,15.4,.525,.253,.296,2.1,12.7,7.4,20.0,2.5,1.2,15.3,24.2,,2.3,7.5,9.7,.063,,-0.4,0.3,-0.1,3.6,3 seasons,203506
6622,,IND,NBA,,139,4527,19.8,.552,.354,.260,2.0,15.7,8.9,21.4,2.9,1.4,12.4,28.9,,4.2,6.8,11.0,.117,,2.6,1.1,3.7,6.5,4 seasons,203506
6623,,OKC,NBA,,67,2222,13.6,.534,.378,.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,,1.7,2.3,4.0,.085,,-0.3,-0.1,-0.5,0.8,1 season,203506
6624,,HOU,NBA,,20,669,15.1,.508,.402,.218,1.2,14.5,7.5,26.1,1.7,1.3,10.9,29.9,,-0.3,0.7,0.3,.022,,-0.3,-0.7,-1.0,0.2,1 season,203506
6625,20,POR,NBA,PG,67,862,14.1,.493,.356,.109,2.8,10.4,6.6,41.9,2.2,0.2,23.5,17.8,,0.5,0.4,0.9,.050,,0.4,-1.5,-1.1,0.2,2006-07,200771
6626,21,POR,NBA,PG,72,628,9.0,.423,.296,.194,2.4,8.4,5.4,31.2,2.1,0.0,19.9,20.0,,-0.7,0.5,-0.2,-0.017,,-3.1,-0.5,-3.7,-0.3,2007-08,200771
6627,22,POR,NBA,PG,80,1225,12.5,.491,.347,.234,4.3,9.0,6.6,35.6,2.4,0.1,24.7,18.5,,0.5,1.2,1.7,.068,,-0.9,-0.5,-1.4,0.2,2008-09,200771
6628,23,TOT,NBA,PG,66,1048,14.8,.554,.259,.265,2.6,7.2,4.8,32.2,2.4,0.4,22.5,21.6,,0.6,0.6,1.2,.053,,0.0,-1.3,-1.3,0.2,2009-10,200771
6629,23,SAC,NBA,PG,39,517,16.9,.538,.221,.326,3.3,7.9,5.5,37.7,2.9,0.4,21.4,23.6,,0.4,0.4,0.8,.074,,1.1,-0.6,0.5,0.3,2009-10,200771
6630,23,NYK,NBA,PG,27,531,12.8,.573,.304,.193,1.9,6.5,4.2,26.9,2.0,0.3,24.0,19.5,,0.2,0.2,0.4,.033,,-1.1,-1.9,-3.0,-0.1,2009-10,200771
6631,30,PHI,NBA,PG,68,1518,11.1,.484,.470,.050,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,,-0.3,1.0,0.7,.023,,-1.2,-1.6,-2.7,-0.3,2016-17,200771
6632,,,NBA,,353,5281,12.4,.495,.363,.158,2.7,9.0,5.8,35.4,2.1,0.2,21.8,19.4,,0.6,3.7,4.3,.039,,-0.8,-1.1,-2.0,0.1,Career,200771
6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200771
6634,,POR,NBA,,219,2715,12.2,.474,.336,.185,3.4,9.3,6.3,36.6,2.3,0.1,23.2,18.6,,0.3,2.1,2.4,.043,,-1.0,-0.8,-1.8,0.1,3 seasons,200771
6635,,PHI,NBA,,68,1518,11.1,.484,.470,.050,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,,-0.3,1.0,0.7,.023,,-1.2,-1.6,-2.7,-0.3,1 season,200771
6636,,SAC,NBA,,39,517,16.9,.538,.221,.326,3.3,7.9,5.5,37.7,2.9,0.4,21.4,23.6,,0.4,0.4,0.8,.074,,1.1,-0.6,0.5,0.3,1 season,200771
6637,,NYK,NBA,,27,531,12.8,.573,.304,.193,1.9,6.5,4.2,26.9,2.0,0.3,24.0,19.5,,0.2,0.2,0.4,.033,,-1.1,-1.9,-3.0,-0.1,1 season,200771
6638,19,TOT,NBA,PF,78,1535,13.8,.542,.000,.416,12.9,19.1,16.0,4.2,1.0,3.5,13.5,17.1,,1.5,1.4,2.9,.091,,-2.6,-0.6,-3.2,-0.5,2010-11,202324
6639,19,NJN,NBA,PF,56,1091,12.6,.540,.000,.420,13.3,19.1,16.1,3.2,0.9,2.9,14.6,16.3,,0.9,1.0,1.9,.083,,-3.2,-0.7,-3.9,-0.5,2010-11,202324
6640,19,UTA,NBA,PF,22,444,16.8,.545,.000,.407,12.1,19.2,15.6,6.7,1.3,4.9,11.3,19.2,,0.6,0.4,1.0,.110,,-1.2,-0.4,-1.6,0.0,2010-11,202324
6641,20,UTA,NBA,PF,65,1376,17.1,.537,.000,.436,13.0,22.5,17.7,5.0,1.4,3.8,16.3,20.7,,1.4,1.6,3.0,.105,,-0.6,-0.5,-1.1,0.3,2011-12,202324
6642,21,UTA,NBA,PF,77,1787,17.5,.533,.009,.458,11.9,24.0,17.9,6.8,2.0,5.7,15.9,20.6,,1.5,2.9,4.4,.117,,-1.6,1.1,-0.5,0.7,2012-13,202324
6643,22,UTA,NBA,PF,73,2201,19.0,.556,.001,.380,10.1,23.7,16.7,7.3,1.8,3.8,12.9,20.8,,2.9,2.3,5.1,.112,,0.0,0.1,0.1,1.2,2013-14,202324
6644,23,UTA,NBA,PF,74,2280,21.8,.558,.007,.362,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,,5.0,3.3,8.3,.175,,1.9,0.6,2.5,2.6,2014-15,202324
6645,24,UTA,NBA,PF,62,1983,21.6,.551,.005,.313,10.0,19.6,14.8,8.9,2.0,3.9,10.1,23.9,,3.8,3.4,7.1,.173,,2.1,1.2,3.3,2.6,2015-16,202324
6646,25,UTA,NBA,PF,50,1186,15.8,.512,.024,.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,,0.5,2.2,2.7,.109,,-1.2,1.2,-0.1,0.6,2016-17,202324
6647,26,UTA,NBA,C,77,2153,18.8,.593,.090,.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,,4.5,3.5,8.0,.179,,0.9,0.7,1.5,1.9,2017-18,202324
6648,27,UTA,NBA,C,76,1766,21.8,.624,.126,.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,,4.4,3.5,7.9,.215,,1.8,1.5,3.3,2.4,2018-19,202324
6649,28,NOP,NBA,C,51,1243,18.5,.620,.021,.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,,2.6,1.6,4.2,.162,,0.7,0.3,1.0,0.9,2019-20,202324
6650,29,UTA,NBA,C,41,653,20.3,.682,.007,.411,14.4,21.4,18.0,7.6,1.7,4.6,11.4,13.2,,2.1,1.3,3.4,.246,,0.5,2.0,2.5,0.7,2020-21,202324
6651,,,NBA,,724,18163,19.0,.565,.029,.356,11.4,21.6,16.5,7.6,1.6,4.0,12.1,20.0,,30.1,26.9,57.0,.151,,0.3,0.6,0.9,13.5,Career,202324
6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202324
6653,,UTA,NBA,,617,15829,19.4,.564,.030,.362,11.1,21.2,16.1,7.7,1.6,4.1,11.9,20.8,,26.6,24.3,50.9,.154,,0.5,0.8,1.3,13.1,10 seasons,202324
6654,,NJN,NBA,,56,1091,12.6,.540,.000,.420,13.3,19.1,16.1,3.2,0.9,2.9,14.6,16.3,,0.9,1.0,1.9,.083,,-3.2,-0.7,-3.9,-0.5,1 season,202324
6655,,NOP,NBA,,51,1243,18.5,.620,.021,.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,,2.6,1.6,4.2,.162,,0.7,0.3,1.0,0.9,1 season,202324
6656,19,BOS,NBA,SF,80,2443,15.2,.586,.290,.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,,3.0,4.0,7.1,.139,,0.0,1.2,1.2,2.0,2017-18,1628369
6657,20,BOS,NBA,SF,79,2455,15.1,.547,.300,.220,3.0,17.7,10.4,10.0,1.6,2.1,9.7,22.1,,1.6,3.4,5.0,.097,,-0.4,0.2,-0.2,1.1,2018-19,1628369
6658,21,BOS,NBA,PF,66,2265,20.4,.567,.383,.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,,3.2,3.7,6.9,.146,,3.5,0.6,4.0,3.4,2019-20,1628369
6659,22,BOS,NBA,SF,38,1351,19.9,.553,.351,.228,2.2,19.6,10.8,20.1,1.8,1.3,10.0,30.2,,1.8,1.3,3.1,.111,,3.5,-0.5,3.0,1.7,2020-21,1628369
6660,,,NBA,,263,8514,17.3,.563,.334,.252,2.7,17.6,10.2,12.3,1.8,2.0,10.2,24.3,,9.7,12.4,22.1,.124,,1.4,0.5,1.8,8.2,Career,1628369
6661,23,ORL,NBA,SG,5,43,-9.2,.000,.714,.000,2.5,15.6,8.9,0.0,0.0,0.0,30.0,10.2,,-0.2,0.0,-0.2,-0.250,,-13.3,-4.6,-17.9,-0.2,2016-17,1627868
6662,,,NBA,,5,43,-9.2,.000,.714,.000,2.5,15.6,8.9,0.0,0.0,0.0,30.0,10.2,,-0.2,0.0,-0.2,-0.250,,-13.3,-4.6,-17.9,-0.2,Career,1627868
6663,21,WAS,NBA,C,75,1143,17.0,.534,.000,.419,12.0,18.4,15.1,3.4,1.5,5.4,11.7,20.7,,1.1,0.9,2.0,.084,,-1.8,-1.1,-2.9,-0.3,2008-09,201580
6664,22,WAS,NBA,C,60,968,17.0,.539,.003,.378,10.3,18.7,14.5,2.4,0.9,8.0,12.5,19.1,,0.8,1.3,2.1,.105,,-2.0,1.2,-0.8,0.3,2009-10,201580
6665,23,WAS,NBA,C,79,2193,17.4,.566,.005,.381,11.2,22.2,16.5,2.8,1.0,6.7,12.6,16.3,,2.7,2.5,5.3,.115,,-0.7,0.4,-0.4,0.9,2010-11,201580
6666,24,TOT,NBA,C,61,1535,19.9,.552,.000,.303,12.1,23.3,17.7,3.5,1.2,6.6,12.2,20.7,,1.9,2.2,4.1,.127,,0.1,0.0,0.2,0.8,2011-12,201580
6667,24,WAS,NBA,C,41,1124,19.6,.539,.000,.290,12.6,23.8,18.2,3.9,1.2,6.9,13.1,20.7,,1.2,1.6,2.8,.120,,0.0,0.1,0.1,0.6,2011-12,201580
6668,24,DEN,NBA,C,20,411,20.5,.588,.000,.336,10.5,21.8,16.3,2.5,1.2,5.9,9.8,21.0,,0.7,0.6,1.3,.148,,0.5,-0.1,0.4,0.2,2011-12,201580
6669,25,DEN,NBA,C,79,1433,20.7,.589,.002,.353,12.6,17.1,14.9,2.7,1.1,8.5,12.9,21.1,,2.7,2.2,4.9,.163,,0.4,1.2,1.6,1.3,2012-13,201580
6670,26,DEN,NBA,C,5,79,10.2,.455,.000,.026,13.6,9.6,11.6,4.4,0.6,6.5,17.2,25.0,,-0.1,0.1,-0.1,-0.039,,-6.3,-0.1,-6.5,-0.1,2013-14,201580
6671,27,TOT,NBA,C,23,256,14.4,.567,.000,.418,7.3,18.9,12.9,2.0,0.4,6.1,16.1,18.9,,0.1,0.3,0.4,.071,,-2.6,-0.2,-2.8,-0.1,2014-15,201580
6672,27,DEN,NBA,C,17,195,16.7,.597,.000,.475,7.5,19.5,13.3,0.8,0.5,7.6,15.0,19.2,,0.2,0.2,0.4,.109,,-1.8,0.6,-1.2,0.0,2014-15,201580
6673,27,PHI,NBA,C,6,61,6.8,.455,.000,.222,6.8,16.8,11.6,5.8,0.0,1.3,20.2,17.7,,-0.1,0.0,-0.1,-0.052,,-5.0,-2.7,-7.7,-0.1,2014-15,201580
6674,28,DAL,NBA,C,34,370,19.9,.574,.007,.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,,0.6,0.5,1.1,.146,,-0.2,-0.2,-0.3,0.1,2015-16,201580
6675,29,GSW,NBA,C,77,739,25.2,.642,.009,.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,,2.0,1.5,3.5,.225,,1.0,0.2,1.2,0.6,2016-17,201580
6676,30,GSW,NBA,C,65,615,22.3,.641,.027,.237,11.5,18.7,15.4,8.0,1.6,7.3,10.0,19.2,,1.7,1.1,2.7,.212,,0.3,1.2,1.5,0.5,2017-18,201580
6677,31,LAL,NBA,C,75,1671,21.8,.634,.019,.237,12.3,22.5,17.5,4.8,1.3,7.3,13.2,20.2,,3.0,2.9,5.9,.171,,0.3,1.2,1.4,1.4,2018-19,201580
6678,32,LAL,NBA,C,68,1130,19.4,.652,.020,.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,,2.2,2.4,4.7,.198,,-0.6,2.1,1.5,1.0,2019-20,201580
6679,33,CLE,NBA,C,33,503,18.7,.554,.093,.256,11.7,26.3,18.8,11.2,1.6,7.1,15.8,24.4,,0.1,0.8,0.9,.084,,-2.1,1.3,-0.8,0.2,2020-21,201580
6680,,,NBA,,734,12635,19.5,.586,.012,.320,12.1,21.2,16.6,3.9,1.2,7.0,12.6,19.5,,18.7,18.8,37.4,.142,,-0.5,0.6,0.1,6.8,Career,201580
6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201580
6682,,WAS,NBA,,255,5428,17.7,.547,.002,.367,11.5,21.1,16.2,3.1,1.1,6.7,12.5,18.6,,5.8,6.4,12.2,.108,,-1.0,0.1,-0.9,1.5,4 seasons,201580
6683,,LAL,NBA,,143,2801,20.8,.640,.019,.247,12.3,23.6,18.1,4.8,1.4,7.3,13.4,18.0,,5.2,5.4,10.6,.182,,-0.1,1.5,1.4,2.4,2 seasons,201580
6684,,GSW,NBA,,142,1354,23.9,.641,.017,.303,13.9,19.5,16.9,5.7,1.4,7.2,9.9,21.7,,3.6,2.6,6.2,.219,,0.7,0.6,1.3,1.1,2 seasons,201580
6685,,DEN,NBA,,121,2118,19.9,.583,.001,.343,11.8,18.0,14.9,2.5,1.0,7.8,12.7,21.1,,3.5,3.0,6.5,.147,,0.0,0.8,0.8,1.5,4 seasons,201580
6686,,DAL,NBA,,34,370,19.9,.574,.007,.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,,0.6,0.5,1.1,.146,,-0.2,-0.2,-0.3,0.1,1 season,201580
6687,,CLE,NBA,,33,503,18.7,.554,.093,.256,11.7,26.3,18.8,11.2,1.6,7.1,15.8,24.4,,0.1,0.8,0.9,.084,,-2.1,1.3,-0.8,0.2,1 season,201580
6688,,PHI,NBA,,6,61,6.8,.455,.000,.222,6.8,16.8,11.6,5.8,0.0,1.3,20.2,17.7,,-0.1,0.0,-0.1,-0.052,,-5.0,-2.7,-7.7,-0.1,1 season,201580
6689,25,ATL,NBA,SG,15,404,12.0,.489,.395,.191,3.0,16.6,9.8,11.2,2.3,0.2,7.8,19.3,,0.0,0.4,0.4,.046,,-2.3,0.4,-1.9,0.0,2017-18,1627814
6690,26,GSW,NBA,SG,32,375,11.9,.578,.535,.173,2.4,15.3,9.1,4.5,1.6,0.0,7.4,16.8,,0.3,0.4,0.7,.090,,-1.2,-1.1,-2.2,0.0,2018-19,1627814
6691,27,GSW,NBA,SG,49,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,.058,,-1.5,-0.8,-2.3,-0.1,2019-20,1627814
