,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Season,pid
6426,24,PHO,NBA,C,82,2689,23.1,.637,.003,.555,10.1,23.3,17.0,5.0,1.5,2.9,15.0,25.8,,7.2,4.0,11.2,.201,,1.5,0.3,1.8,2.6,2006-07,2405
6427,25,PHO,NBA,C,79,2677,27.6,.656,.026,.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,,10.9,3.8,14.6,.262,,4.2,0.6,4.8,4.6,2007-08,2405
6428,26,PHO,NBA,PF,53,1948,20.3,.617,.009,.517,7.2,18.1,12.9,8.3,1.3,2.1,14.0,24.2,,4.6,1.4,6.1,.149,,1.9,-0.3,1.7,1.8,2008-09,2405
6429,27,PHO,NBA,PF,82,2838,22.6,.615,.005,.500,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,,8.2,2.5,10.7,.181,,2.1,-1.1,1.0,2.2,2009-10,2405
6430,28,NYK,NBA,C,78,2870,22.7,.565,.016,.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,,5.4,2.6,8.0,.134,,2.0,-0.6,1.4,2.4,2010-11,2405
6431,29,NYK,NBA,PF,47,1543,17.7,.541,.032,.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,,1.8,2.3,4.1,.128,,0.1,-0.4,-0.3,0.7,2011-12,2405
6432,30,NYK,NBA,PF,29,682,22.1,.637,.000,.487,10.0,15.1,12.4,3.6,0.8,2.7,13.4,25.7,,2.1,0.6,2.7,.191,,1.6,-0.9,0.7,0.5,2012-13,2405
6433,31,NYK,NBA,C,65,1466,18.8,.596,.000,.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,,2.9,0.9,3.8,.124,,0.3,-1.8,-1.6,0.2,2013-14,2405
6434,32,TOT,NBA,PF,59,1245,20.3,.595,.008,.380,9.9,20.5,15.1,6.8,1.2,2.5,12.0,23.8,,2.6,1.0,3.6,.138,,1.0,-0.9,0.1,0.7,2014-15,2405
6435,32,NYK,NBA,PF,36,865,19.5,.589,.010,.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,,1.5,0.7,2.2,.120,,0.3,-0.9,-0.6,0.3,2014-15,2405
6436,32,DAL,NBA,PF,23,380,22.3,.605,.006,.330,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,,1.1,0.3,1.4,.181,,2.7,-0.8,1.9,0.4,2014-15,2405
6437,33,MIA,NBA,C,52,762,17.3,.599,.000,.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,,1.1,1.3,2.4,.150,,-1.3,0.6,-0.6,0.3,2015-16,2405
6438,,,NBA,,846,26254,21.8,.597,.012,.495,9.0,19.5,14.4,6.9,1.2,2.9,12.7,26.2,,63.1,29.4,92.5,.169,,1.7,-0.4,1.3,22.0,Career,2405
6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405
6440,,PHO,NBA,,516,17686,22.6,.606,.011,.548,9.2,19.9,14.7,6.4,1.3,2.8,12.7,26.2,,47.2,20.7,67.9,.184,,2.0,-0.2,1.9,17.3,8 seasons,2405
6441,,NYK,NBA,,255,7426,20.5,.574,.014,.397,8.5,18.3,13.3,8.5,1.1,3.0,12.8,26.8,,13.7,7.1,20.8,.134,,1.0,-0.9,0.1,4.0,5 seasons,2405
6442,,MIA,NBA,,52,762,17.3,.599,.000,.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,,1.1,1.3,2.4,.150,,-1.3,0.6,-0.6,0.3,1 season,2405
6443,,DAL,NBA,,23,380,22.3,.605,.006,.330,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,,1.1,0.3,1.4,.181,,2.7,-0.8,1.9,0.4,1 season,2405
6444,22,SAC,NBA,PG,65,1656,17.6,.574,.384,.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9,19.8,,4.2,0.0,4.3,.124,,2.4,-1.6,0.8,1.2,2011-12,202738
6445,23,SAC,NBA,PG,79,2122,17.5,.574,.386,.345,1.5,7.3,4.4,24.6,1.6,0.1,12.7,23.0,,5.2,-0.1,5.0,.114,,2.5,-2.0,0.5,1.3,2012-13,202738
6446,24,SAC,NBA,PG,72,2497,20.5,.574,.332,.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,,6.4,1.3,7.7,.149,,3.9,-0.7,3.2,3.2,2013-14,202738
6447,25,TOT,NBA,PG,67,1726,20.6,.579,.434,.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,,5.0,1.1,6.1,.169,,4.1,-0.9,3.2,2.3,2014-15,202738
6448,25,PHO,NBA,PG,46,1181,19.7,.579,.404,.412,2.4,7.8,5.1,23.6,1.9,0.3,12.8,25.8,,3.2,0.7,4.0,.162,,3.2,-0.8,2.5,1.4,2014-15,202738
6449,25,BOS,NBA,PG,21,545,22.3,.579,.488,.481,1.4,7.5,4.4,35.2,1.1,0.0,13.5,32.1,,1.8,0.3,2.1,.185,,6.0,-1.3,4.6,0.9,2014-15,202738
6450,26,BOS,NBA,PG,82,2644,21.5,.562,.336,.394,1.8,8.0,4.9,32.7,1.7,0.3,11.9,29.6,,7.2,2.5,9.7,.177,,4.9,-0.6,4.3,4.2,2015-16,202738
6451,27,BOS,NBA,PG,76,2569,26.5,.625,.439,.441,1.9,7.0,4.4,32.5,1.4,0.4,10.7,34.0,,10.9,1.6,12.5,.234,,7.8,-1.1,6.7,5.6,2016-17,202738
6452,28,TOT,NBA,PG,32,862,12.6,.508,.447,.311,2.2,6.3,4.2,27.1,0.8,0.3,16.6,28.8,,-0.1,0.3,0.2,.009,,-0.9,-3.9,-4.9,-0.6,2017-18,202738
6453,28,CLE,NBA,PG,15,406,12.3,.493,.448,.351,2.0,6.5,4.3,25.1,1.1,0.4,15.5,28.9,,-0.1,0.1,-0.1,-0.008,,-1.2,-3.6,-4.8,-0.3,2017-18,202738
6454,28,LAL,NBA,PG,17,456,12.8,.520,.445,.278,2.4,6.0,4.2,28.8,0.6,0.2,17.5,28.7,,0.0,0.2,0.2,.024,,-0.7,-4.2,-4.9,-0.3,2017-18,202738
6455,29,DEN,NBA,SG,12,181,7.0,.437,.434,.273,3.0,4.8,3.9,18.6,1.4,0.5,14.0,30.4,,-0.4,0.1,-0.3,-0.077,,-4.0,-2.5,-6.5,-0.2,2018-19,202738
6456,30,WAS,NBA,PG,40,925,11.6,.531,.444,.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,,0.1,-0.1,0.0,.002,,-0.5,-3.9,-4.3,-0.5,2019-20,202738
6457,,,NBA,,525,15182,19.8,.575,.392,.374,2.0,7.5,4.7,29.0,1.5,0.3,12.9,27.2,,38.5,6.8,45.3,.143,,3.7,-1.5,2.3,16.5,Career,202738
6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202738
6459,,SAC,NBA,,216,6275,18.7,.574,.362,.352,2.2,7.7,4.8,27.9,1.7,0.2,13.7,23.5,,15.8,1.2,17.1,.130,,3.0,-1.4,1.6,5.8,3 seasons,202738
6460,,BOS,NBA,,179,5758,23.8,.594,.398,.424,1.8,7.5,4.6,32.8,1.5,0.3,11.5,31.8,,19.9,4.5,24.4,.203,,6.3,-0.9,5.4,10.7,3 seasons,202738
6461,,PHO,NBA,,46,1181,19.7,.579,.404,.412,2.4,7.8,5.1,23.6,1.9,0.3,12.8,25.8,,3.2,0.7,4.0,.162,,3.2,-0.8,2.5,1.4,1 season,202738
6462,,WAS,NBA,,40,925,11.6,.531,.444,.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,,0.1,-0.1,0.0,.002,,-0.5,-3.9,-4.3,-0.5,1 season,202738
6463,,LAL,NBA,,17,456,12.8,.520,.445,.278,2.4,6.0,4.2,28.8,0.6,0.2,17.5,28.7,,0.0,0.2,0.2,.024,,-0.7,-4.2,-4.9,-0.3,1 season,202738
6464,,CLE,NBA,,15,406,12.3,.493,.448,.351,2.0,6.5,4.3,25.1,1.1,0.4,15.5,28.9,,-0.1,0.1,-0.1,-0.008,,-1.2,-3.6,-4.8,-0.3,1 season,202738
6465,,DEN,NBA,,12,181,7.0,.437,.434,.273,3.0,4.8,3.9,18.6,1.4,0.5,14.0,30.4,,-0.4,0.1,-0.3,-0.077,,-4.0,-2.5,-6.5,-0.2,1 season,202738
6466,27,DEN,NBA,SF,39,629,9.8,.535,.423,.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,,0.5,0.4,0.9,.069,,-2.2,-0.7,-2.9,-0.1,2017-18,1628470
6467,28,DEN,NBA,SF,75,1503,10.4,.547,.519,.193,6.4,12.6,9.5,6.3,1.2,2.7,10.1,12.4,,1.4,1.7,3.0,.096,,-2.0,0.2,-1.9,0.0,2018-19,1628470
6468,29,DEN,NBA,SF,58,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,,1.1,0.9,2.0,.091,,-2.0,-0.3,-2.3,-0.1,2019-20,1628470
6469,30,TOT,NBA,,21,248,12.2,.541,.443,.033,8.0,15.3,11.8,9.4,1.9,2.9,8.8,11.6,,0.3,0.4,0.7,.130,,-1.0,1.2,0.1,0.1,2020-21,1628470
6470,30,MIL,NBA,SF,18,201,10.4,.480,.478,.043,7.0,15.1,11.2,9.5,2.1,3.1,9.6,10.8,,0.1,0.3,0.4,.104,,-1.9,1.0,-0.9,0.1,2020-21,1628470
6471,30,PHO,NBA,,3,47,20.2,.733,.333,.000,12.3,16.1,14.3,9.2,1.0,1.9,6.3,15.2,,0.2,0.1,0.2,.242,,2.9,1.7,4.6,0.1,2020-21,1628470
6472,,,NBA,,193,3452,10.5,.547,.496,.172,6.7,13.5,10.1,6.2,1.2,2.7,9.6,12.3,,3.3,3.3,6.6,.092,,-2.0,-0.1,-2.0,0.0,Career,1628470
6473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628470
6474,,DEN,NBA,,172,3204,10.4,.547,.500,.184,6.6,13.3,10.0,5.9,1.1,2.7,9.7,12.4,,3.0,3.0,6.0,.089,,-2.0,-0.2,-2.2,-0.2,3 seasons,1628470
6475,,MIL,NBA,,18,201,10.4,.480,.478,.043,7.0,15.1,11.2,9.5,2.1,3.1,9.6,10.8,,0.1,0.3,0.4,.104,,-1.9,1.0,-0.9,0.1,1 season,1628470
6476,,PHO,NBA,,3,47,20.2,.733,.333,.000,12.3,16.1,14.3,9.2,1.0,1.9,6.3,15.2,,0.2,0.1,0.2,.242,,2.9,1.7,4.6,0.1,1 season,1628470
6477,22,SAC,NBA,SG,3,10,6.6,.400,.600,.000,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.045,,-7.5,-4.8,-12.3,0.0,2019-20,1629657
6478,23,SAC,NBA,PG,17,120,8.5,.423,.556,.178,2.7,11.2,6.9,16.1,1.6,0.0,5.8,18.3,,0.0,0.0,0.0,-0.011,,-3.8,-1.8,-5.6,-0.1,2020-21,1629657
6479,,,NBA,,20,130,8.3,.420,.560,.160,2.5,11.3,6.8,16.1,1.5,0.0,5.3,18.5,,0.0,0.0,0.0,-0.014,,-4.1,-2.0,-6.1,-0.1,Career,1629657
6480,22,TOT,NBA,SF,30,557,9.0,.511,.371,.192,3.0,11.2,7.0,7.0,2.5,1.7,15.0,17.1,,-0.3,0.7,0.4,.032,,-4.3,0.6,-3.8,-0.3,2016-17,1627786
6481,22,MEM,NBA,SF,24,418,7.8,.474,.333,.203,1.6,11.0,6.2,7.2,3.0,2.1,16.3,17.4,,-0.6,0.6,0.0,.004,,-5.6,1.2,-4.4,-0.3,2016-17,1627786
6482,22,HOU,NBA,SF,6,139,12.8,.616,.477,.159,7.1,11.8,9.4,6.4,1.0,0.6,11.3,16.2,,0.2,0.1,0.3,.116,,-0.5,-1.3,-1.9,0.0,2016-17,1627786
6483,23,TOT,NBA,SF,21,307,15.1,.544,.349,.275,8.0,14.8,11.4,7.7,3.2,1.1,13.5,20.1,,0.2,0.4,0.5,.085,,-1.0,0.5,-0.5,0.1,2017-18,1627786
6484,23,HOU,NBA,SF,4,17,-2.4,.242,.556,.333,6.7,19.7,13.3,8.6,2.9,0.0,8.8,29.4,,-0.1,0.0,-0.1,-0.260,,-12.4,-3.3,-15.7,-0.1,2017-18,1627786
6485,23,NYK,NBA,SF,17,290,16.2,.572,.330,.270,8.1,14.5,11.3,7.7,3.2,1.2,13.9,19.6,,0.3,0.3,0.6,.105,,-0.3,0.7,0.4,0.2,2017-18,1627786
6486,24,SAC,NBA,SF,21,312,10.5,.531,.449,.153,3.9,15.9,9.7,4.7,1.5,2.2,7.9,15.0,,0.1,0.3,0.4,.064,,-2.4,0.0,-2.4,0.0,2018-19,1627786
6487,,,NBA,,72,1176,11.0,.526,.385,.206,4.5,13.4,8.9,6.6,2.4,1.7,12.8,17.3,,0.0,1.4,1.3,.054,,-2.9,0.4,-2.6,-0.2,Career,1627786
6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627786
6489,,MEM,NBA,,24,418,7.8,.474,.333,.203,1.6,11.0,6.2,7.2,3.0,2.1,16.3,17.4,,-0.6,0.6,0.0,.004,,-5.6,1.2,-4.4,-0.3,1 season,1627786
6490,,SAC,NBA,,21,312,10.5,.531,.449,.153,3.9,15.9,9.7,4.7,1.5,2.2,7.9,15.0,,0.1,0.3,0.4,.064,,-2.4,0.0,-2.4,0.0,1 season,1627786
6491,,NYK,NBA,,17,290,16.2,.572,.330,.270,8.1,14.5,11.3,7.7,3.2,1.2,13.9,19.6,,0.3,0.3,0.6,.105,,-0.3,0.7,0.4,0.2,1 season,1627786
6492,,HOU,NBA,,10,156,11.1,.549,.491,.189,7.0,12.6,9.8,6.6,1.2,0.5,10.9,17.6,,0.1,0.1,0.2,.075,,-1.8,-1.5,-3.4,-0.1,2 seasons,1627786
6493,25,SAC,NBA,C,1,19,13.9,.773,.000,.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.218,,-2.2,-1.0,-3.2,0.0,2019-20,1628450
6494,,,NBA,,1,19,13.9,.773,.000,.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.218,,-2.2,-1.0,-3.2,0.0,Career,1628450
6495,21,CHI,NBA,SG,19,314,10.1,.471,.364,.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,,-0.2,0.1,0.0,-0.006,,-2.8,-2.4,-5.2,-0.3,2017-18,1628469
6496,22,CHI,NBA,SG,57,829,10.6,.487,.230,.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,,-0.8,0.3,-0.5,-0.030,,-2.4,-2.7,-5.2,-0.7,2018-19,1628469
6497,,,NBA,,76,1143,10.5,.483,.265,.213,1.0,12.3,6.6,8.7,0.8,0.8,7.2,24.3,,-1.0,0.4,-0.6,-0.024,,-2.5,-2.6,-5.2,-0.9,Career,1628469
6498,24,BOS,NBA,C,7,33,28.4,.751,.000,.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,,0.1,0.1,0.2,.223,,0.4,6.0,6.5,0.1,2019-20,1629605
6499,25,BOS,NBA,C,10,68,21.7,.635,.000,.611,13.1,26.7,19.8,4.4,0.0,13.8,8.1,15.7,,0.1,0.1,0.3,.186,,-0.6,2.0,1.4,0.1,2020-21,1629605
6500,,,NBA,,17,101,23.9,.681,.000,.438,9.9,32.6,21.3,4.9,0.5,13.0,11.6,18.3,,0.2,0.2,0.4,.198,,-0.3,3.3,3.1,0.1,Career,1629605
6501,21,ATL,NBA,C,81,2540,14.7,.539,.007,.317,11.4,24.5,18.0,7.9,1.2,2.2,15.3,16.0,,2.4,3.0,5.5,.103,,-1.2,-0.3,-1.6,0.3,2007-08,201143
6502,22,ATL,NBA,C,67,2242,17.0,.565,.002,.345,7.6,25.0,16.3,11.9,1.3,3.3,13.1,16.4,,3.3,3.5,6.8,.145,,0.2,1.5,1.7,2.1,2008-09,201143
6503,23,ATL,NBA,C,81,2845,19.4,.594,.001,.319,9.6,23.3,16.4,10.4,1.1,2.4,11.2,17.6,,6.9,3.9,10.9,.183,,1.8,0.5,2.3,3.1,2009-10,201143
6504,24,ATL,NBA,C,77,2704,20.7,.587,.004,.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,,6.4,3.7,10.1,.179,,2.5,1.1,3.6,3.9,2010-11,201143
6505,25,ATL,NBA,C,11,348,19.0,.585,.010,.291,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,,0.8,0.6,1.3,.180,,1.8,1.5,3.4,0.5,2011-12,201143
6506,26,ATL,NBA,C,74,2756,19.8,.560,.006,.196,8.2,23.0,15.7,15.3,1.5,2.2,11.3,21.8,,4.7,4.1,8.8,.153,,1.3,0.6,1.9,2.7,2012-13,201143
6507,27,ATL,NBA,C,29,958,22.0,.588,.026,.202,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,,1.5,1.3,2.8,.141,,2.2,0.8,3.0,1.2,2013-14,201143
6508,28,ATL,NBA,C,76,2318,21.4,.563,.037,.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,,5.1,3.6,8.7,.179,,2.6,1.5,4.1,3.6,2014-15,201143
6509,29,ATL,NBA,C,82,2631,19.4,.565,.244,.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,,4.9,4.5,9.4,.172,,2.2,1.6,3.8,3.9,2015-16,201143
6510,30,BOS,NBA,C,68,2193,17.7,.553,.302,.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,,3.6,2.7,6.3,.138,,2.3,1.1,3.4,3.0,2016-17,201143
6511,31,BOS,NBA,C,72,2277,17.6,.575,.300,.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,,4.0,3.8,7.8,.165,,2.4,2.0,4.4,3.7,2017-18,201143
6512,32,BOS,NBA,C,68,1973,20.2,.605,.281,.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,,4.5,2.9,7.5,.181,,3.3,1.9,5.1,3.6,2018-19,201143
6513,33,PHI,NBA,C,67,2025,15.7,.536,.399,.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,,2.8,2.6,5.4,.128,,1.3,1.0,2.2,2.2,2019-20,201143
6514,34,OKC,NBA,C,28,782,17.6,.538,.422,.061,3.9,21.2,12.6,19.9,1.5,2.9,7.3,22.2,,0.7,1.1,1.8,.111,,1.9,1.4,3.3,1.0,2020-21,201143
6515,,,NBA,,881,28592,18.7,.568,.143,.193,7.3,21.4,14.4,16.6,1.3,2.9,11.3,19.3,,51.7,41.2,92.9,.156,,1.7,1.1,2.8,34.7,Career,201143
6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201143
6517,,ATL,NBA,,578,19342,19.1,.570,.048,.222,8.3,22.3,15.4,14.0,1.3,2.8,11.2,19.5,,36.0,28.1,64.2,.159,,1.4,0.9,2.3,21.2,9 seasons,201143
6518,,BOS,NBA,,208,6443,18.4,.577,.295,.154,5.4,19.1,12.3,23.1,1.2,3.3,12.6,19.0,,12.1,9.4,21.6,.161,,2.6,1.7,4.3,10.3,3 seasons,201143
6519,,PHI,NBA,,67,2025,15.7,.536,.399,.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,,2.8,2.6,5.4,.128,,1.3,1.0,2.2,2.2,1 season,201143
6520,,OKC,NBA,,28,782,17.6,.538,.422,.061,3.9,21.2,12.6,19.9,1.5,2.9,7.3,22.2,,0.7,1.1,1.8,.111,,1.9,1.4,3.3,1.0,1 season,201143
6521,20,DET,NBA,SG,7,12,-4.1,.102,1.000,.500,0.0,19.1,9.3,10.6,4.1,0.0,0.0,17.8,,-0.1,0.0,-0.1,-0.227,,-15.2,-1.5,-16.7,0.0,2020-21,1629686
6522,,,NBA,,7,12,-4.1,.102,1.000,.500,0.0,19.1,9.3,10.6,4.1,0.0,0.0,17.8,,-0.1,0.0,-0.1,-0.227,,-15.2,-1.5,-16.7,0.0,Career,1629686
6523,20,IND,NBA,SG,12,115,5.5,.410,.128,.359,1.0,16.3,8.7,28.3,1.8,0.0,26.2,23.5,,-0.4,0.1,-0.2,-0.093,,-6.5,-0.6,-7.2,-0.2,2010-11,202362
6524,21,IND,NBA,SG,42,442,7.0,.400,.240,.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,,-0.8,0.5,-0.3,-0.031,,-4.3,0.6,-3.7,-0.2,2011-12,202362
6525,22,IND,NBA,SG,78,2278,11.8,.530,.314,.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,,1.8,3.6,5.5,.115,,-1.7,1.7,0.0,1.2,2012-13,202362
6526,23,IND,NBA,SG,78,2752,14.7,.564,.280,.226,4.1,18.1,11.4,22.1,1.0,0.2,18.0,19.4,,2.6,4.8,7.4,.130,,0.4,1.0,1.3,2.3,2013-14,202362
6527,24,CHO,NBA,SG,61,1573,8.8,.419,.191,.200,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,,-2.7,1.8,-0.9,-0.026,,-4.3,-0.1,-4.5,-1.0,2014-15,202362
6528,25,TOT,NBA,SF,69,1372,13.5,.548,.165,.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,,0.9,1.3,2.2,.076,,-0.9,-0.3,-1.2,0.3,2015-16,202362
6529,25,LAC,NBA,SF,43,680,9.8,.569,.283,.181,3.1,14.0,8.7,13.1,1.8,0.3,21.1,15.1,,0.1,0.8,0.9,.066,,-2.7,0.7,-1.9,0.0,2015-16,202362
6530,25,MEM,NBA,SF,26,692,17.1,.537,.101,.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,,0.8,0.5,1.2,.086,,0.8,-1.3,-0.5,0.3,2015-16,202362
6531,26,TOT,NBA,SG,18,361,9.6,.485,.167,.108,1.2,14.8,8.0,24.8,0.7,0.7,17.1,18.7,,-0.2,0.2,0.1,.008,,-3.4,-0.6,-4.0,-0.2,2016-17,202362
6532,26,NOP,NBA,SG,6,162,10.3,.496,.182,.145,1.9,9.8,5.9,27.7,0.6,0.5,15.8,19.0,,0.0,0.1,0.1,.027,,-3.3,-0.4,-3.6,-0.1,2016-17,202362
6533,26,MIN,NBA,SG,6,67,6.6,.480,.095,.095,0.0,17.7,8.7,11.2,0.0,0.0,15.5,17.1,,-0.1,0.0,-0.1,-0.045,,-4.7,-2.6,-7.3,-0.1,2016-17,202362
6534,26,IND,NBA,SG,6,132,10.3,.474,.182,.068,0.9,19.3,10.2,28.1,1.1,1.3,19.5,19.1,,-0.1,0.1,0.0,.012,,-2.9,0.2,-2.7,0.0,2016-17,202362
6535,27,IND,NBA,SG,82,1850,12.4,.495,.327,.179,3.8,22.0,12.9,18.6,1.2,0.8,14.6,21.6,,-0.2,2.0,1.8,.046,,-1.5,-0.3,-1.8,0.1,2017-18,202362
6536,28,LAL,NBA,SG,68,1123,11.8,.529,.456,.169,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,,-0.1,1.2,1.1,.049,,-1.6,0.1,-1.5,0.1,2018-19,202362
6537,,,NBA,,508,11866,12.1,.511,.281,.198,3.2,16.6,9.9,19.7,1.4,0.5,16.4,19.3,,1.0,15.7,16.7,.068,,-1.6,0.5,-1.2,2.5,Career,202362
6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202362
6539,,IND,NBA,,298,7569,12.6,.523,.296,.198,3.3,16.8,10.2,19.3,1.4,0.5,16.5,18.6,,3.0,11.2,14.2,.090,,-1.1,0.8,-0.3,3.2,6 seasons,202362
6540,,LAL,NBA,,68,1123,11.8,.529,.456,.169,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,,-0.1,1.2,1.1,.049,,-1.6,0.1,-1.5,0.1,1 season,202362
6541,,CHO,NBA,,61,1573,8.8,.419,.191,.200,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,,-2.7,1.8,-0.9,-0.026,,-4.3,-0.1,-4.5,-1.0,1 season,202362
6542,,LAC,NBA,,43,680,9.8,.569,.283,.181,3.1,14.0,8.7,13.1,1.8,0.3,21.1,15.1,,0.1,0.8,0.9,.066,,-2.7,0.7,-1.9,0.0,1 season,202362
6543,,MEM,NBA,,26,692,17.1,.537,.101,.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,,0.8,0.5,1.2,.086,,0.8,-1.3,-0.5,0.3,1 season,202362
6544,,MIN,NBA,,6,67,6.6,.480,.095,.095,0.0,17.7,8.7,11.2,0.0,0.0,15.5,17.1,,-0.1,0.0,-0.1,-0.045,,-4.7,-2.6,-7.3,-0.1,1 season,202362
6545,,NOP,NBA,,6,162,10.3,.496,.182,.145,1.9,9.8,5.9,27.7,0.6,0.5,15.8,19.0,,0.0,0.1,0.1,.027,,-3.3,-0.4,-3.6,-0.1,1 season,202362
6546,21,CLE,NBA,SF,19,194,2.7,.424,.639,.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,,-0.2,0.0,-0.2,-0.054,,-6.0,-1.6,-7.5,-0.3,2018-19,1629061
6547,,,NBA,,19,194,2.7,.424,.639,.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,,-0.2,0.0,-0.2,-0.054,,-6.0,-1.6,-7.5,-0.3,Career,1629061
6548,22,PHO,NBA,SG,4,10,-13.5,.000,.500,.000,0.0,10.8,5.6,11.3,0.0,0.0,0.0,17.8,,-0.1,0.0,-0.1,-0.364,,-18.0,-6.3,-24.3,-0.1,2020-21,1630234
6549,,,NBA,,4,10,-13.5,.000,.500,.000,0.0,10.8,5.6,11.3,0.0,0.0,0.0,17.8,,-0.1,0.0,-0.1,-0.364,,-18.0,-6.3,-24.3,-0.1,Career,1630234
6550,20,CHI,NBA,SF,72,2238,13.4,.491,.252,.368,3.2,13.1,8.1,17.7,2.9,1.3,15.8,21.4,,-0.3,2.6,2.3,.050,,-1.1,0.9,-0.2,1.0,1999-00,1897
6551,21,CHI,NBA,SF,76,2363,13.6,.483,.182,.344,2.9,12.3,7.4,17.6,3.5,1.4,14.5,21.6,,-0.1,2.0,1.9,.039,,-1.9,0.5,-1.3,0.4,2000-01,1897
6552,22,TOT,NBA,SF,55,1642,15.8,.501,.267,.321,5.1,13.8,9.5,14.1,4.5,1.7,14.0,23.5,,0.0,2.7,2.7,.079,,-0.4,3.0,2.6,1.9,2001-02,1897
6553,22,CHI,NBA,SF,27,823,18.4,.516,.259,.368,5.5,13.3,9.3,17.8,4.8,2.1,14.5,26.7,,0.2,1.2,1.4,.083,,1.2,3.0,4.2,1.3,2001-02,1897
6554,22,IND,NBA,SF,28,819,13.2,.481,.277,.263,4.7,14.4,9.6,10.3,4.2,1.4,13.4,20.3,,-0.2,1.4,1.3,.075,,-2.0,3.1,1.0,0.6,2001-02,1897
6555,23,IND,NBA,SF,69,2317,17.6,.529,.249,.439,5.0,12.4,8.8,14.9,3.6,1.6,12.6,22.5,,3.2,4.1,7.2,.150,,0.9,2.3,3.2,3.1,2002-03,1897
6556,24,IND,NBA,SF,73,2714,18.2,.511,.218,.395,4.3,12.5,8.4,19.2,3.1,1.4,13.4,26.2,,2.8,5.2,8.0,.141,,1.6,1.9,3.5,3.8,2003-04,1897
6557,25,IND,NBA,SF,7,291,23.5,.608,.143,.429,3.3,14.9,9.2,16.2,2.3,1.6,10.7,26.1,,0.9,0.4,1.3,.219,,3.8,1.0,4.8,0.5,2004-05,1897
