,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
82,L. Allen | C. Miles | L. Scola | D. Sloan,IND,2014-15,17,95.5,183,188,93.3,+3.8,+8.0,+.005,+4.0,+13.2,-.019,+.021,-7.7,-9.7,+.008,+3.9,"('allenla01', 'milescj01', 'scolalu01', 'sloando01')"
83,E. Bledsoe | M. Morris | I. Thomas | P. Tucker,PHO,2014-15,30,132.7,275,271,98.8,-0.6,-5.6,+.025,+1.0,+2.2,+.007,+.034,+4.0,+5.0,+.001,+3.9,"('bledser01', 'morrima02', 'thomais02', 'tuckepj01')"
84,A. Crabbe | J. Freeland | C. Kaman | W. Matthews,POR,2014-15,12,52.3,102,104,94.5,+1.8,-10.9,+.073,+4.0,+8.2,+.059,+.100,-3.7,-5.6,+.053,+3.9,"('crabbal01', 'freeljo01', 'kamanch01', 'matthwe02')"
85,G. Henderson | A. Jefferson | M. Kidd-Gilchrist | C. Zeller,CHO,2014-15,29,348.3,671,676,92.8,+1.1,+4.4,-.011,-2.9,-8.6,+.044,-0.028,+4.7,+3.1,+.118,+3.9,"('hendege02', 'jeffeal01', 'kiddgmi01', 'zelleco01')"
88,D. Exum | D. Favors | R. Gobert | G. Hayward,UTA,2014-15,45,416.3,757,768,87.9,-1.0,-3.7,+.006,+0.8,+2.5,-.006,+.012,+5.1,+7.0,+.017,+3.8,"('exumda01', 'favorde01', 'goberru01', 'haywago01')"
89,J. Jack | B. Lopez | D. Williams | T. Young,BRK,2014-15,18,62.5,128,125,97.2,+3.0,-1.2,+.043,-2.5,-10.8,+.016,+.028,+0.3,-4.7,+.116,+3.8,"('jackja01', 'lopezbr01', 'willide01', 'youngth01')"
90,T. Ariza | P. Beverley | J. Dorsey | J. Harden,HOU,2014-15,29,232.7,468,466,96.3,-1.0,+2.6,-.026,+5.1,+14.4,+.014,+.002,+0.8,+2.9,-.062,+3.8,"('arizatr01', 'beverpa01', 'dorsejo01', 'hardeja01')"
91,J. Crawford | G. Davis | J. Farmar | S. Hawes,LAC,2014-15,21,134.5,265,267,94.9,+1.8,-1.3,+.028,+3.5,+3.3,+.072,+.050,-3.2,-6.6,+.062,+3.8,"('crawfja01', 'davisgl01', 'farmajo01', 'hawessp01')"
92,E. Fournier | V. Oladipo | E. Payton | N. Vučević,ORL,2014-15,29,224.5,439,445,94.5,+4.0,+3.9,+.024,-0.6,-4.7,+.054,+.019,-3.6,-4.2,-.018,+3.8,"('fournev01', 'oladivi01', 'paytoel01', 'vucevni01')"
93,A. Jefferson | M. Kidd-Gilchrist | M. Williams | C. Zeller,CHO,2014-15,11,152.2,297,301,94.3,+2.6,-1.5,+.036,-0.2,-7.1,+.175,+.035,-1.1,-3.4,+.087,+3.8,"('jeffeal01', 'kiddgmi01', 'willima01', 'zelleco01')"
94,O. Casspi | D. Cousins | R. Gay | B. McLemore,SAC,2014-15,23,168.1,346,344,98.5,-2.3,-3.4,-.008,-3.8,-7.7,-.042,-0.028,+12.0,+11.4,+.112,+3.7,"('casspom01', 'couside01', 'gayru01', 'mclembe01')"
95,B. Bass | J. Sullinger | M. Thornton | E. Turner,BOS,2014-15,16,55.3,106,111,94.1,-2.8,-3.9,-.014,+3.2,+2.2,+.088,+.005,+6.3,+6.5,+.069,+3.7,"('bassbr01', 'sullija01', 'thornma01', 'turneev01')"
96,S. Hill | I. Mahinmi | L. Scola | D. Sloan,IND,2014-15,16,97.3,189,190,93.5,+1.3,-4.3,+.039,+2.1,+0.1,+.098,+.053,-1.0,+5.9,-.193,+3.7,"('hillso01', 'mahinia01', 'scolalu01', 'sloando01')"
97,A. Aminu | M. Ellis | D. Harris | A. Stoudemire,DAL,2014-15,14,50.0,104,103,99.4,+7.3,+2.1,+.077,-3.0,-1.2,-.107,+.057,-8.0,-9.0,-.023,+3.7,"('aminual01', 'ellismo01', 'harride01', 'stoudam01')"
98,D. Cunningham | A. Davis | T. Evans | E. Gordon,NOP,2014-15,27,287.5,540,541,90.2,+1.2,+0.7,+.009,-0.5,-6.4,+.095,+.006,+1.9,+2.4,.000,+3.7,"('cunnida01', 'davisan02', 'evansty01', 'gordoer01')"
99,J. Green | R. Rondo | J. Sullinger | T. Zeller,BOS,2014-15,17,163.9,330,333,97.1,+3.7,-2.2,+.052,+1.0,+2.3,+.005,+.058,-4.7,-5.3,-.043,+3.7,"('greenje02', 'rondora01', 'sullija01', 'zellety01')"
100,G. Antetokounmpo | E. İlyasova | B. Knight | O. Mayo,MIL,2014-15,18,67.3,143,144,102.3,+3.8,-11.3,+.113,-3.4,-8.2,+.002,+.100,-0.5,-0.5,-.005,+3.6,"('antetgi01', 'ilyaser01', 'knighbr03', 'mayooj01')"
101,J. Butler | M. Dunleavy | P. Gasol | D. Rose,CHI,2014-15,29,505.9,997,993,94.4,-0.9,-6.3,+.022,-0.5,+1.9,-.062,+.021,+5.9,+7.9,-.015,+3.6,"('butleji01', 'dunlemi02', 'gasolpa01', 'rosede01')"
102,S. Adams | S. Ibaka | R. Jackson | A. Roberson,OKC,2014-15,19,126.2,249,248,94.6,+1.8,+0.8,+.016,0.0,+0.3,-.008,+.016,-0.1,+4.7,-.159,+3.6,"('adamsst01', 'ibakase01', 'jacksre01', 'roberan03')"
103,L. Allen | C. Copeland | C. Miles | L. Scola,IND,2014-15,10,85.7,168,164,93.0,+6.4,+2.1,+.062,+2.2,+7.8,-.011,+.074,-11.4,-11.5,-.071,+3.6,"('allenla01', 'copelch01', 'milescj01', 'scolalu01')"
104,K. Bazemore | A. Horford | M. Scott | J. Teague,ATL,2014-15,20,57.0,110,110,92.6,-2.7,-17.3,+.059,-1.8,-14.5,+.133,+.061,+10.9,+10.0,+.140,+3.6,"('bazemke01', 'horfoal01', 'scottmi01', 'teaguje01')"
105,E. Bledsoe | M. Morris | M. Morris | M. Plumlee,PHO,2014-15,30,264.6,518,515,93.7,+2.3,-1.9,+.036,+1.7,-0.3,+.104,+.046,-2.6,-4.4,+.062,+3.6,"('bledser01', 'morrima02', 'morrima03', 'plumlmi01')"
106,A. Bradley | J. Crowder | M. Smart | J. Sullinger,BOS,2014-15,19,65.8,127,131,94.1,+6.7,+11.4,+.016,+0.3,+11.8,-.110,+.012,-10.2,-8.5,-.101,+3.6,"('bradlav01', 'crowdja01', 'smartma01', 'sullija01')"
107,C. Boozer | E. Davis | W. Ellington | J. Lin,LAL,2014-15,22,113.3,222,220,93.6,+4.6,+5.1,+.025,-6.9,-9.7,-.143,-0.017,+1.2,+1.6,.000,+3.5,"('boozeca01', 'davised01', 'ellinwa01', 'linje01')"
0,J. Crawford | S. Hawes | D. Jordan | J. Redick,LAC,2014-15,27,74.8,147,149,94.9,+6.6,-2.2,+.089,+1.5,+11.2,-.090,+.099,-11.2,-3.6,-.272,+3.5,"('crawfja01', 'hawessp01', 'jordade01', 'redicjj01')"
1,G. Green | A. Len | I. Thomas | A. Tolliver,PHO,2014-15,12,56.6,113,113,95.9,+1.8,-6.2,+.049,-0.9,-0.9,-.025,+.047,+0.9,-1.8,+.070,+3.5,"('greenge01', 'lenal01', 'thomais02', 'tollian01')"
2,P. Antić | K. Bazemore | D. Carroll | P. Millsap,ATL,2014-15,32,129.7,255,260,95.3,-0.5,+3.2,-.022,+1.3,+5.1,-.018,-0.016,+3.1,+5.2,-.042,+3.5,"('anticpe01', 'bazemke01', 'carrode01', 'millspa01')"
3,B. Bogdanović | K. Garnett | J. Johnson | B. Lopez,BRK,2014-15,21,200.1,376,377,90.3,+4.1,+2.4,+.035,-2.4,-6.9,+.007,+.020,-2.3,-3.4,+.033,+3.5,"('bogdabo02', 'garneke01', 'johnsjo02', 'lopezbr01')"
4,A. Bogut | D. Green | S. Livingston | K. Thompson,GSW,2014-15,28,86.6,168,171,94.0,+4.8,+2.1,+.046,-2.2,+1.0,-.105,+.032,-3.8,-6.7,+.063,+3.5,"('bogutan01', 'greendr01', 'livinsh01', 'thompkl01')"
5,E. Bledsoe | M. Plumlee | I. Thomas | P. Tucker,PHO,2014-15,23,49.9,96,101,94.7,-2.1,+10.4,-.082,+5.6,+22.7,-.113,-0.056,+2.0,+2.3,+.009,+3.5,"('bledser01', 'plumlmi01', 'thomais02', 'tuckepj01')"
6,G. Antetokounmpo | J. Dudley | B. Knight | Z. Pachulia,MIL,2014-15,30,132.7,258,257,93.2,+1.0,-3.0,+.029,-1.2,-7.1,+.081,+.024,+2.7,+5.7,-.082,+3.5,"('antetgi01', 'dudleja01', 'knighbr03', 'pachuza01')"
7,C. Boozer | E. Davis | W. Ellington | J. Lin,LAL,2014-15,22,113.3,222,220,93.6,+4.6,+5.1,+.025,-6.9,-9.7,-.143,-0.017,+1.2,+1.6,.000,+3.5,"('boozeca01', 'davised01', 'ellinwa01', 'linje01')"
8,D. Arthur | W. Chandler | K. Faried | T. Lawson,DEN,2014-15,14,53.9,115,116,102.9,+2.1,+16.3,-.062,-1.7,+4.6,-.105,-0.082,+1.1,-5.8,+.157,+3.5,"('arthuda01', 'chandwi01', 'farieke01', 'lawsoty01')"
9,T. Ariza | C. Brewer | J. Smith | J. Terry,HOU,2014-15,41,217.4,448,451,99.2,-1.5,-9.2,+.028,+4.3,+7.5,+.065,+.059,+2.3,+6.4,-.084,+3.5,"('arizatr01', 'breweco01', 'smithjo03', 'terryja01')"
10,K. Durant | R. Jackson | K. Perkins | D. Waiters,OKC,2014-15,9,53.8,115,117,103.5,+5.9,-0.2,+.069,+1.0,+5.6,-.025,+.075,-9.1,-6.4,-.170,+3.5,"('duranke01', 'jacksre01', 'perkike01', 'waitedi01')"
11,B. Diaw | T. Duncan | D. Green | C. Joseph,SAS,2014-15,26,93.9,178,184,92.6,+0.1,+1.8,-.007,+2.6,+1.9,+.073,+.006,+0.6,+3.1,-.063,+3.4,"('diawbo01', 'duncati01', 'greenda02', 'josepco01')"
12,C. Bosh | L. Deng | S. Napier | S. Williams,MIA,2014-15,16,67.8,122,126,87.8,-5.2,-17.4,+.032,-0.5,-2.3,+.014,+.043,+14.3,+15.4,+.166,+3.4,"('boshch01', 'denglu01', 'napiesh01', 'willish03')"
13,M. Gortat | P. Pierce | G. Temple | J. Wall,WAS,2014-15,23,325.6,649,645,95.4,+0.1,-3.5,+.018,-3.6,-7.2,-.052,-0.001,+6.9,+8.7,+.030,+3.4,"('gortama01', 'piercpa01', 'templga01', 'walljo01')"
14,Ö. Aşık | D. Cunningham | T. Evans | Q. Pondexter,NOP,2014-15,19,143.4,264,276,90.4,-3.4,-1.2,-.031,+2.6,+2.9,+.065,-0.016,+7.5,+9.6,+.050,+3.4,"('asikom01', 'cunnida01', 'evansty01', 'pondequ01')"
15,J. Green | K. Olynyk | R. Rondo | J. Sullinger,BOS,2014-15,21,186.2,398,379,100.1,+1.4,+4.0,-.006,+3.9,+9.1,+.027,+.013,-3.5,-1.6,-.125,+3.3,"('greenje02', 'olynyke01', 'rondora01', 'sullija01')"
16,B. Bogdanović | J. Johnson | B. Lopez | M. Teletović,BRK,2014-15,18,94.5,182,182,92.5,+1.6,-2.7,+.030,-2.2,-1.1,-.061,+.020,+2.2,+0.5,+.090,+3.3,"('bogdabo02', 'johnsjo02', 'lopezbr01', 'teletmi01')"
17,A. Brooks | N. Mirotić | E. Moore | T. Snell,CHI,2014-15,16,61.7,120,119,92.9,+0.5,-2.4,+.018,+0.8,+7.4,-.096,+.023,+1.5,-1.9,+.102,+3.3,"('brookaa01', 'mirotni01', 'mooreet01', 'snellto01')"
18,J. Butler | P. Gasol | D. Rose | T. Snell,CHI,2014-15,20,197.6,392,392,95.2,-2.3,-3.6,-.007,+2.8,+2.3,+.095,+.010,+5.1,+4.6,+.075,+3.3,"('butleji01', 'gasolpa01', 'rosede01', 'snellto01')"
19,A. Johnson | J. Johnson | T. Ross | J. Valančiūnas,TOR,2014-15,17,124.9,235,241,91.5,+1.1,-2.9,+.024,+0.2,-1.6,+.032,+.026,+0.8,-0.3,+.053,+3.3,"('johnsam01', 'johnsja01', 'rosste01', 'valanjo01')"
22,M. Ellis | D. Harris | C. Parsons | C. Villanueva,DAL,2014-15,18,70.4,150,151,102.7,+2.9,+1.3,+.027,+8.0,+12.1,+.182,+.072,-10.5,-12.5,-.125,+3.3,"('ellismo01', 'harride01', 'parsoch01', 'villach01')"
23,M. Chalmers | L. Deng | S. Napier | H. Whiteside,MIA,2014-15,11,108.0,210,208,92.9,-1.8,+1.0,-.025,+0.4,-0.2,+.023,-0.024,+6.5,+6.0,+.086,+3.3,"('chalmma01', 'denglu01', 'napiesh01', 'whiteha01')"
24,C. Anthony | J. Calderón | L. Galloway | J. Smith,NYK,2014-15,10,184.6,352,346,90.7,+4.4,+8.4,+.007,+3.0,+2.5,+.086,+.019,-8.6,-9.5,-.054,+3.3,"('anthoca01', 'caldejo01', 'gallola01', 'smithja02')"
25,J. Clarkson | W. Ellington | J. Hill | W. Johnson,LAL,2014-15,18,188.1,370,369,94.3,+2.9,+3.8,+.015,0.0,-4.9,+.057,+.013,-2.5,-5.8,+.071,+3.3,"('clarkjo01', 'ellinwa01', 'hilljo01', 'johnswe01')"
26,T. Chandler | D. Harris | D. Nowitzki | C. Parsons,DAL,2014-15,36,184.1,367,358,94.5,+2.3,+5.0,-.001,-2.2,+0.4,-.086,-0.017,+0.8,-1.0,+.059,+3.2,"('chandty01', 'harride01', 'nowitdi01', 'parsoch01')"
27,G. Antetokounmpo | J. Bayless | J. Henson | O. Mayo,MIL,2014-15,33,164.9,313,308,90.4,+1.6,-5.0,+.041,+0.5,-5.5,+.096,+.046,-0.6,+2.5,-.110,+3.2,"('antetgi01', 'bayleje01', 'hensojo01', 'mayooj01')"
28,J. Dudley | B. Knight | J. Parker | L. Sanders,MIL,2014-15,13,124.9,246,249,95.1,+4.9,+3.5,+.039,+2.5,+1.9,+.093,+.052,-9.1,-14.7,+.077,+3.2,"('dudleja01', 'knighbr03', 'parkeja01', 'sandela01')"
29,M. Conley | M. Gasol | C. Lee | Q. Pondexter,MEM,2014-15,18,85.7,167,163,92.4,-1.7,-9.5,+.033,-0.8,-7.2,+.103,+.033,+7.4,+9.7,+.005,+3.2,"('conlemi01', 'gasolma01', 'leeco01', 'pondequ01')"
30,E. Bledsoe | G. Dragić | M. Morris | M. Morris,PHO,2014-15,37,383.0,762,769,95.9,+4.6,+0.9,+.047,+1.5,+0.4,+.065,+.055,-7.4,-8.0,-.045,+3.2,"('bledser01', 'dragigo01', 'morrima02', 'morrima03')"
31,G. Green | A. Len | M. Morris | I. Thomas,PHO,2014-15,24,72.9,150,149,98.5,+4.4,+11.5,-.011,+7.3,+17.2,+.109,+.026,-12.9,-21.6,+.126,+3.2,"('greenge01', 'lenal01', 'morrima03', 'thomais02')"
32,L. Aldridge | N. Batum | S. Blake | C. Kaman,POR,2014-15,43,167.4,326,331,94.2,+2.2,-3.2,+.040,+1.0,+8.0,-.079,+.047,-2.2,-5.8,+.115,+3.2,"('aldrila01', 'batumni01', 'blakest01', 'kamanch01')"
33,J. Butler | P. Gasol | K. Hinrich | N. Mirotić,CHI,2014-15,25,125.0,251,250,96.2,-3.3,-15.5,+.043,+2.8,+6.7,+.023,+.067,+7.1,+7.9,+.032,+3.2,"('butleji01', 'gasolpa01', 'hinriki01', 'mirotni01')"
34,A. Anderson | B. Bogdanović | J. Jack | J. Jordan,BRK,2014-15,13,48.3,93,93,92.4,0.0,-11.8,+.075,-7.5,-17.2,+.036,+.039,+10.8,+17.2,-.046,+3.2,"('anderal01', 'bogdabo02', 'jackja01', 'jordaje01')"
35,A. Brooks | T. Gibson | N. Mirotić | E. Moore,CHI,2014-15,20,113.0,215,211,90.5,+1.2,+1.2,+.007,+1.7,+9.0,-.091,+.017,-0.8,-4.2,+.107,+3.2,"('brookaa01', 'gibsota01', 'mirotni01', 'mooreet01')"
36,B. Beal | K. Humphries | P. Pierce | J. Wall,WAS,2014-15,31,367.5,719,725,94.3,+3.5,+2.1,+.030,-0.5,-4.4,+.057,+.026,-3.3,-3.3,-.037,+3.2,"('bealbr01', 'humphkr01', 'piercpa01', 'walljo01')"
37,D. Favors | R. Gobert | G. Hayward | E. Millsap,UTA,2014-15,28,107.7,208,221,95.6,+3.5,+0.8,+.038,-1.0,-5.3,+.038,+.032,-2.7,+3.1,-.137,+3.2,"('favorde01', 'goberru01', 'haywago01', 'millsel01')"
38,A. Anderson | M. Brown | J. Johnson | D. Williams,BRK,2014-15,12,109.6,222,223,97.5,-0.3,+1.3,-.010,+0.9,+1.9,+.010,-0.005,+2.8,+2.3,+.052,+3.2,"('anderal01', 'brownma02', 'johnsjo02', 'willide01')"
39,A. Anderson | J. Johnson | M. Plumlee | D. Williams,BRK,2014-15,32,187.8,363,365,93.0,+1.0,+2.1,.000,+3.1,+5.1,+.046,+.017,-2.1,-2.6,-.009,+3.1,"('anderal01', 'johnsjo02', 'plumlma01', 'willide01')"
40,D. Augustin | C. Butler | K. Caldwell-Pope | J. Jerebko,DET,2014-15,15,49.5,95,94,91.6,+2.8,-6.2,+.063,-3.3,+1.8,-.155,+.048,+0.9,+6.1,-.200,+3.1,"('augusdj01', 'butleca01', 'caldwke01', 'jerebjo01')"
41,R. Hibbert | S. Hill | D. Sloan | R. Stuckey,IND,2014-15,12,72.0,131,130,87.0,+1.3,-3.8,+.030,-1.6,-9.3,+.058,+.022,+2.2,+1.4,+.054,+3.1,"('hibbero01', 'hillso01', 'sloando01', 'stuckro01')"
44,K. Koufos | C. Lee | J. Leuer | B. Udrih,MEM,2014-15,22,57.5,104,107,88.0,+3.1,-7.7,+.069,+1.3,-4.8,+.094,+.081,-4.3,-5.1,-.042,+3.1,"('koufoko01', 'leeco01', 'leuerjo01', 'udrihbe01')"
45,G. Antetokounmpo | E. İlyasova | B. Knight | K. Middleton,MIL,2014-15,13,77.6,159,161,99.0,+3.0,+6.0,+.003,-3.7,-7.9,-.038,-0.023,+0.8,-2.9,+.156,+3.1,"('antetgi01', 'ilyaser01', 'knighbr03', 'middlkh01')"
46,A. Bradley | K. Olynyk | J. Sullinger | E. Turner,BOS,2014-15,22,65.2,139,123,96.4,+2.7,+9.8,-.015,+0.3,+11.5,-.188,-0.019,-2.7,-4.8,+.028,+3.1,"('bradlav01', 'olynyke01', 'sullija01', 'turneev01')"
47,W. Chandler | R. Foye | J. Hickson | T. Lawson,DEN,2014-15,15,62.9,130,132,99.9,-3.2,-6.3,-.003,+5.5,+7.9,+.119,+.032,+4.0,+11.0,-.228,+3.1,"('chandwi01', 'foyera01', 'hicksjj01', 'lawsoty01')"
48,M. Dunleavy | K. Hinrich | N. Mirotić | J. Noah,CHI,2014-15,15,61.4,114,117,90.3,+1.2,-11.5,+.080,-0.6,+2.4,-.067,+.086,+1.3,+3.1,-.074,+3.1,"('dunlemi02', 'hinriki01', 'mirotni01', 'noahjo01')"
49,D. Cunningham | A. Davis | T. Evans | J. Holiday,NOP,2014-15,16,112.1,209,205,88.6,+3.0,-6.6,+.071,-5.0,-11.5,-.036,+.046,+2.1,+2.9,-.005,+3.1,"('cunnida01', 'davisan02', 'evansty01', 'holidjr01')"
50,Ö. Aşık | N. Cole | A. Davis | Q. Pondexter,NOP,2014-15,14,49.1,95,94,92.4,-1.5,-8.4,+.023,+1.0,+3.0,-.004,+.031,+5.1,+1.9,+.159,+3.1,"('asikom01', 'coleno01', 'davisan02', 'pondequ01')"
51,L. Deng | G. Dragić | D. Wade | H. Walker,MIA,2014-15,15,133.2,261,262,94.2,+2.1,+3.0,+.007,0.0,-1.4,+.020,+.006,-1.1,+0.9,-.072,+3.1,"('denglu01', 'dragigo01', 'wadedw01', 'walkebi01')"
52,M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,2014-15,17,152.1,299,294,93.6,+1.7,-6.0,+.046,-3.1,-3.4,-.100,+.031,+2.8,+4.0,-.007,+3.0,"('dunlemi02', 'gasolpa01', 'gibsota01', 'rosede01')"
53,K. Lowry | P. Patterson | G. Vásquez | L. Williams,TOR,2014-15,38,160.6,336,326,99.0,+0.3,+12.4,-.057,+0.6,+13.5,-.137,-0.062,+1.8,-0.8,+.093,+3.0,"('lowryky01', 'pattepa01', 'vasqugr01', 'willilo02')"
54,A. Afflalo | D. Arthur | W. Chandler | T. Mozgov,DEN,2014-15,9,54.5,104,105,92.1,+3.3,+12.4,-.021,+1.0,+3.2,+.008,-0.021,-4.6,-8.4,+.076,+3.0,"('afflaar01', 'arthuda01', 'chandwi01', 'mozgoti01')"
55,B. Gordon | W. Green | K. O'Quinn | E. Payton,ORL,2014-15,10,58.4,115,111,92.8,-0.4,+2.2,-.014,+0.7,+3.6,-.001,-0.010,+2.9,+3.7,-.002,+3.0,"('gordobe01', 'greenwi01', 'oquinky01', 'paytoel01')"
56,B. Bogdanović | J. Jack | C. Jefferson | M. Plumlee,BRK,2014-15,20,118.4,233,232,94.3,+1.1,-7.3,+.048,0.0,-9.1,+.116,+.052,+0.8,+7.2,-.180,+3.0,"('bogdabo02', 'jackja01', 'jeffeco01', 'plumlma01')"
57,K. Irving | J. Jones | J. Smith | T. Thompson,CLE,2014-15,12,52.5,104,105,95.5,-4.4,-3.9,-.031,+6.8,+11.8,+.097,+.010,+5.0,+4.1,+.057,+3.0,"('irvinky01', 'jonesja02', 'smithjr01', 'thomptr01')"
58,C. Budinger | G. Dieng | Z. LaVine | K. Martin,MIN,2014-15,8,48.9,99,99,97.2,-5.1,-16.2,+.025,+1.0,-7.1,+.175,+.035,+12.1,+14.1,+.035,+3.0,"('budinch01', 'dienggo01', 'lavinza01', 'martike02')"
59,D. DeRozan | A. Johnson | J. Valančiūnas | L. Williams,TOR,2014-15,27,86.8,176,177,97.6,-7.2,-8.6,-.041,-1.1,-2.2,-.027,-0.044,+18.3,+18.3,+.139,+2.9,"('derozde01', 'johnsam01', 'valanjo01', 'willilo02')"
60,T. Ariza | C. Brewer | T. Jones | J. Terry,HOU,2014-15,17,88.1,185,179,99.2,+0.5,+0.4,+.004,+5.2,+12.2,+.053,+.034,-3.4,+2.4,-.200,+2.9,"('arizatr01', 'breweco01', 'joneste01', 'terryja01')"
61,M. Beasley | M. Chalmers | G. Dragić | H. Walker,MIA,2014-15,9,64.8,130,132,97.0,+8.1,-0.3,+.100,-3.7,-11.0,-.020,+.077,-9.7,-10.4,-.086,+2.9,"('beaslmi01', 'chalmma01', 'dragigo01', 'walkebi01')"
62,A. Bradley | K. Olynyk | R. Rondo | J. Sullinger,BOS,2014-15,20,176.2,375,359,100.0,+1.1,+5.0,-.014,+4.0,+11.2,+.011,+.005,-3.3,-1.8,-.108,+2.8,"('bradlav01', 'olynyke01', 'rondora01', 'sullija01')"
63,J. Maxiell | G. Neal | B. Roberts | C. Zeller,CHO,2014-15,11,74.9,145,145,92.9,+1.4,-1.4,+.023,+0.7,-2.8,+.068,+.028,-0.7,-4.1,+.107,+2.8,"('maxieja01', 'nealga01', 'roberbr01', 'zelleco01')"
66,G. Dieng | A. Wiggins | M. Williams | T. Young,MIN,2014-15,32,407.2,795,795,93.7,-0.9,-0.4,-.008,-1.3,-5.8,+.038,-0.015,+5.8,+5.4,+.071,+2.8,"('dienggo01', 'wiggian01', 'willima01', 'youngth01')"
67,M. Belinelli | T. Duncan | M. Ginóbili | C. Joseph,SAS,2014-15,15,55.5,106,105,91.3,+2.5,-14.1,+.095,-2.9,-8.7,-.014,+.084,+0.7,+9.2,-.199,+2.8,"('belinma01', 'duncati01', 'ginobma01', 'josepco01')"
68,C. Frye | T. Harris | L. Ridnour | N. Vučević,ORL,2014-15,10,54.9,106,103,91.4,+1.8,+8.1,-.022,+3.6,+4.0,+.087,-0.006,-4.3,-5.4,+.009,+2.8,"('fryech01', 'harrito02', 'ridnolu01', 'vucevni01')"
69,G. Dragić | G. Green | A. Len | M. Morris,PHO,2014-15,22,67.3,142,140,100.6,+3.0,+5.3,+.008,+2.7,-1.0,+.144,+.021,-6.0,-8.2,+.030,+2.8,"('dragigo01', 'greenge01', 'lenal01', 'morrima02')"
70,A. Anderson | B. Bogdanović | B. Lopez | D. Williams,BRK,2014-15,22,89.1,176,176,94.9,-1.1,-7.4,+.025,+1.7,-2.8,+.106,+.037,+3.4,+2.3,+.075,+2.8,"('anderal01', 'bogdabo02', 'lopezbr01', 'willide01')"
71,E. Bledsoe | G. Green | M. Morris | P. Tucker,PHO,2014-15,34,205.6,413,407,95.7,+2.8,+2.4,+.020,+3.8,+8.9,+.027,+.040,-6.7,-8.5,+.001,+2.8,"('bledser01', 'greenge01', 'morrima02', 'tuckepj01')"
72,E. Davis | R. Price | R. Sacre | N. Young,LAL,2014-15,10,91.4,179,178,93.8,+5.4,+10.7,+.010,+2.2,+2.1,+.054,+.015,-10.2,-13.6,+.015,+2.8,"('davised01', 'pricero01', 'sacrero01', 'youngni01')"
73,B. Beal | M. Gortat | K. Humphries | J. Wall,WAS,2014-15,41,452.2,886,888,94.2,+3.5,+2.1,+.029,+0.8,-2.2,+.089,+.032,-4.9,-6.7,-.002,+2.8,"('bealbr01', 'gortama01', 'humphkr01', 'walljo01')"
74,T. Ariza | P. Beverley | D. Motiejūnas | J. Smith,HOU,2014-15,33,119.5,233,237,94.4,-0.1,+7.1,-.038,+3.2,+12.4,-.040,-0.025,-0.1,+3.0,-.098,+2.8,"('arizatr01', 'beverpa01', 'motiedo01', 'smithjo03')"
75,M. Chalmers | L. Deng | G. Dragić | H. Walker,MIA,2014-15,14,69.8,139,138,95.2,+3.3,-0.6,+.045,+2.1,+5.6,-.003,+.059,-6.0,-12.5,+.084,+2.8,"('chalmma01', 'denglu01', 'dragigo01', 'walkebi01')"
76,B. Diaw | M. Ginóbili | K. Leonard | T. Parker,SAS,2014-15,42,211.5,424,416,95.3,0.0,-4.9,+.027,+2.5,+5.3,+.023,+.044,+0.3,+0.5,-.001,+2.7,"('diawbo01', 'ginobma01', 'leonaka01', 'parketo01')"
77,P. Hairston | A. Jefferson | L. Stephenson | M. Williams,CHO,2014-15,10,57.5,113,115,95.2,+4.2,+1.6,+.038,+4.5,-4.0,+.266,+.063,-10.3,-13.7,+.026,+2.7,"('hairspj02', 'jeffeal01', 'stephla01', 'willima02')"
78,R. Butler | K. Humphries | P. Pierce | J. Wall,WAS,2014-15,21,73.7,154,149,98.7,+1.4,-9.0,+.055,-3.6,-13.4,+.024,+.040,+3.4,+6.4,-.045,+2.7,"('butlera01', 'humphkr01', 'piercpa01', 'walljo01')"
79,R. Jackson | A. Morrow | K. Perkins | D. Waiters,OKC,2014-15,14,122.8,240,245,94.8,+6.1,+6.8,+.037,+0.1,-0.3,+.010,+.035,-9.6,-9.5,-.179,+2.7,"('jacksre01', 'morroan01', 'perkike01', 'waitedi01')"
80,Ö. Aşık | T. Evans | E. Gordon | Q. Pondexter,NOP,2014-15,39,520.3,973,974,89.8,-0.3,-1.6,+.005,+2.9,+2.3,+.090,+.022,+0.3,+2.2,-.062,+2.7,"('asikom01', 'evansty01', 'gordoer01', 'pondequ01')"
81,M. Belinelli | B. Diaw | T. Duncan | M. Ginóbili,SAS,2014-15,26,79.7,155,149,91.5,+1.8,-1.6,+.027,+1.0,+3.7,-.014,+.033,-2.0,+2.3,-.144,+2.6,"('belinma01', 'diawbo01', 'duncati01', 'ginobma01')"
82,T. Chandler | M. Ellis | D. Harris | D. Nowitzki,DAL,2014-15,46,197.8,399,384,95.0,+2.8,+0.2,+.031,-1.9,-3.8,-.018,+.020,-1.1,-1.8,+.014,+2.6,"('chandty01', 'ellismo01', 'harride01', 'nowitdi01')"
