,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
62,A. Afflalo | M. Barnes | T. Lawson,SAC,2016-17,32,185.6,371,378,96.9,-5.2,-6.2,-.028,-2.7,-6.4,-.011,-0.040,-6.2,-8.8,+.027,-19.3,"('afflaar01', 'barnema02', 'lawsoty01')"
63,E. Bledsoe | T. Chandler | B. Knight,PHO,2016-17,29,151.8,327,327,103.4,-8.9,-6.1,-.076,-1.8,-3.7,-.037,-0.084,+0.3,+3.4,-.076,-19.3,"('bledser01', 'chandty01', 'knighbr03')"
66,E. Bledsoe | B. Knight | P. Tucker,PHO,2016-17,43,234.3,489,492,100.5,-9.6,-1.9,-.104,-4.2,-4.3,-.108,-0.128,+4.0,+6.7,-.046,-19.3,"('bledser01', 'knighbr03', 'tuckepj01')"
67,D. Gallinari | N. Jokić | J. Nurkić,DEN,2016-17,9,97.1,202,202,99.8,-12.4,-12.4,-.076,-1.5,-4.0,-.006,-0.079,+6.9,+11.4,-.087,-19.3,"('gallida01', 'jokicni01', 'nurkiju01')"
68,D. Howard | M. Muscala | T. Sefolosha,ATL,2016-17,30,103.0,205,207,96.0,-8.8,-8.3,-.055,-7.7,-8.0,-.174,-0.092,+6.0,+13.8,-.179,-19.3,"('howardw01', 'muscami01', 'sefolth01')"
69,J. Okafor | N. Stauskas | H. Thompson,PHI,2016-17,20,123.9,244,248,95.3,-7.1,-2.2,-.068,-0.3,-2.4,+.020,-0.068,-5.0,-9.4,+.082,-19.4,"('okafoja01', 'stausni01', 'thompho01')"
70,L. Nance | L. Williams | I. Zubac,LAL,2016-17,13,112.0,240,235,101.8,-10.9,-4.8,-.102,-2.3,-5.5,-.025,-0.113,+4.6,+3.7,+.062,-19.5,"('nancela02', 'willilo02', 'zubaciv01')"
71,B. Knight | A. Len | P. Tucker,PHO,2016-17,49,380.8,791,785,99.3,-5.1,+3.5,-.076,-3.9,-5.4,-.078,-0.100,-5.5,-6.4,-.018,-19.6,"('knighbr03', 'lenal01', 'tuckepj01')"
72,B. Bass | J. Crawford | R. Felton,LAC,2016-17,48,340.4,678,660,94.3,-8.9,-5.4,-.073,-1.9,-1.5,-.048,-0.080,+0.1,-0.4,+.014,-19.6,"('bassbr01', 'crawfja01', 'feltora01')"
73,J. Clarkson | D. Nwaba | J. Randle,LAL,2016-17,16,99.8,199,199,95.7,-3.0,-9.5,+.017,-2.5,-11.1,+.067,+.010,-11.1,-12.1,-.074,-19.6,"('clarkjo01', 'nwabada01', 'randlju01')"
74,G. Harris | J. Hernangómez | M. Plumlee,DEN,2016-17,14,130.1,263,265,97.4,-9.1,-3.1,-.083,+0.5,-0.1,+.018,-0.078,-1.8,+0.5,-.131,-19.6,"('harriga01', 'hernaju01', 'plumlma01')"
75,O. Casspi | T. Jones | S. Muhammad,MIN,2016-17,13,105.8,208,215,95.9,-7.1,+9.9,-.143,-6.8,-3.6,-.251,-0.189,+1.2,+5.1,-.117,-19.7,"('casspom01', 'jonesty01', 'muhamsh01')"
76,M. Ellis | A. Jefferson | J. Teague,IND,2016-17,42,123.4,249,257,98.4,-6.7,+10.5,-.138,-3.3,-7.9,-.027,-0.164,-2.9,-6.0,+.088,-19.7,"('ellismo01', 'jeffeal01', 'teaguje01')"
77,B. Jennings | C. Lee | L. Thomas,NYK,2016-17,20,96.1,204,197,100.1,-4.0,-6.2,-.012,-5.3,-10.4,-.062,-0.038,-6.5,-9.7,+.024,-19.8,"('jennibr01', 'leeco01', 'thomala01')"
78,J. Clarkson | L. Nance | D. Russell,LAL,2016-17,39,268.7,558,556,99.5,-5.7,+6.5,-.102,-1.8,+3.0,-.107,-0.116,-6.5,-6.7,-.053,-19.8,"('clarkjo01', 'nancela02', 'russeda01')"
79,D. Favors | J. Ingles | T. Lyles,UTA,2016-17,27,116.5,233,230,95.4,-9.6,-7.2,-.073,-1.4,-0.3,-.052,-0.077,+0.7,+3.6,-.100,-19.9,"('favorde01', 'inglejo01', 'lylestr01')"
80,A. Davis | B. Hield | E. Moore,NOP,2016-17,26,147.6,314,295,99.0,-2.9,-5.2,-.005,-3.6,-3.6,-.085,-0.023,-10.6,-8.6,-.132,-20.0,"('davisan02', 'hieldbu01', 'mooreet01')"
81,B. Ingram | T. Mozgov | N. Young,LAL,2016-17,31,176.8,349,356,95.7,-7.7,+3.2,-.102,-2.0,+0.9,-.079,-0.116,-2.6,-5.0,+.042,-20.0,"('ingrabr01', 'mozgoti01', 'youngni01')"
82,J. Clarkson | L. Deng | J. Randle,LAL,2016-17,34,186.3,397,393,101.8,-5.5,-2.7,-.048,-3.1,-3.6,-.071,-0.065,-6.0,-3.0,-.148,-20.1,"('clarkjo01', 'denglu01', 'randlju01')"
83,B. Hield | T. Lawson | A. Tolliver,SAC,2016-17,15,98.3,208,204,100.6,-3.6,+0.3,-.046,-1.7,-7.3,+.048,-0.056,-11.1,-14.2,-.009,-20.1,"('hieldbu01', 'lawsoty01', 'tollian01')"
84,T. McConnell | N. Stauskas | H. Thompson,PHI,2016-17,27,241.2,488,482,96.5,-7.5,-8.7,-.042,+1.1,+0.7,+.029,-0.029,-6.2,-6.9,-.054,-20.1,"('mccontj01', 'stausni01', 'thompho01')"
85,L. Galloway | B. Hield | S. Hill,NOP,2016-17,28,111.6,233,232,100.0,-10.1,+3.1,-.129,+4.3,+7.6,+.063,-0.107,-4.4,-10.0,+.139,-20.2,"('gallola01', 'hieldbu01', 'hillso01')"
88,D. Augustin | J. Green | E. Payton,ORL,2016-17,33,158.4,324,320,97.6,-7.3,-4.8,-.060,-2.9,-2.5,-.077,-0.074,-2.7,-2.5,-.031,-20.2,"('augusdj01', 'greenje02', 'paytoel01')"
89,D. Dedmon | D. Green | J. Simmons,SAS,2016-17,34,118.5,224,240,94.0,-3.9,0.0,-.044,-5.8,-8.7,-.109,-0.077,-6.7,-7.2,-.070,-20.3,"('dedmode01', 'greenda02', 'simmojo02')"
90,J. Anderson | W. Matthews | D. Powell,DAL,2016-17,28,125.8,244,240,92.4,-8.1,+10.1,-.145,-1.0,+6.4,-.088,-0.159,-3.2,-6.6,+.086,-20.4,"('anderju01', 'matthwe02', 'poweldw01')"
91,D. Favors | T. Lyles | S. Mack,UTA,2016-17,26,132.3,253,255,92.2,-11.1,-8.4,-.085,-1.1,+2.6,-.086,-0.087,+2.9,+8.0,-.149,-20.5,"('favorde01', 'lylestr01', 'macksh01')"
92,D. Augustin | B. Biyombo | M. Hezonja,ORL,2016-17,43,452.4,892,895,94.8,-8.2,-1.8,-.084,-1.8,+4.0,-.108,-0.093,-2.4,-3.2,+.002,-20.5,"('augusdj01', 'biyombi01', 'hezonma01')"
93,D. Augustin | B. Biyombo | E. Payton,ORL,2016-17,27,134.8,266,270,95.4,-7.3,-3.1,-.067,-2.5,-2.9,-.061,-0.080,-3.4,-2.2,-.067,-20.5,"('augusdj01', 'biyombi01', 'paytoel01')"
94,R. Felton | W. Johnson | D. Jordan,LAC,2016-17,37,96.9,190,198,96.1,-2.0,+1.2,-.027,-5.8,-13.3,-.061,-0.060,-10.7,-7.3,-.251,-20.5,"('feltora01', 'johnswe01', 'jordade01')"
95,H. Barnes | D. Finney-Smith | D. Nowitzki,DAL,2016-17,27,146.5,284,282,92.8,-7.7,-2.1,-.073,+1.7,+9.6,-.057,-0.063,-6.8,-9.6,+.074,-20.6,"('barneha02', 'finnedo01', 'nowitdi01')"
96,K. Durant | D. Green | P. McCaw,GSW,2016-17,27,110.0,237,244,105.0,-7.2,-8.4,-.042,-4.7,-0.3,-.148,-0.064,-1.5,-0.1,-.054,-20.6,"('duranke01', 'greendr01', 'mccawpa01')"
97,K. Faried | E. Mudiay | J. Nurkić,DEN,2016-17,22,185.9,379,378,97.7,-8.0,-0.5,-.086,-6.9,-7.5,-.202,-0.124,+2.3,+6.0,-.083,-20.6,"('farieke01', 'mudiaem01', 'nurkiju01')"
98,J. Crawford | R. Felton | L. Mbah a Moute,LAC,2016-17,39,153.1,311,317,98.4,-7.8,-10.1,-.038,-1.1,+0.5,-.048,-0.039,-3.9,-2.8,-.089,-20.7,"('crawfja01', 'feltora01', 'mbahalu01')"
99,A. Davis | L. Galloway | B. Hield,NOP,2016-17,37,132.5,275,273,99.3,-9.8,-4.7,-.087,-4.1,-3.9,-.094,-0.107,+2.8,+2.8,+.026,-20.8,"('davisan02', 'gallola01', 'hieldbu01')"
100,C. Frye | R. Jefferson | D. Liggins,CLE,2016-17,20,101.4,206,199,95.9,-7.4,-11.8,-.018,+2.0,+4.3,+.006,+.005,-8.1,-5.3,-.152,-20.9,"('fryech01', 'jefferi01', 'liggide01')"
101,J. Crawford | W. Johnson | D. Jordan,LAC,2016-17,43,126.5,256,267,99.2,-2.6,+1.4,-.037,-2.7,-5.1,-.048,-0.053,-13.1,-8.6,-.313,-21.0,"('crawfja01', 'johnswe01', 'jordade01')"
102,S. Dinwiddie | J. Hamilton | R. Hollis-Jefferson,BRK,2016-17,20,132.2,278,280,101.3,-7.3,-4.4,-.063,-1.7,+3.8,-.117,-0.070,-4.9,-4.5,-.043,-21.1,"('dinwisp01', 'hamilju01', 'holliro01')"
103,A. Afflalo | K. Koufos | B. McLemore,SAC,2016-17,18,140.4,276,278,94.7,-7.6,-1.9,-.078,-4.6,-2.7,-.133,-0.103,-1.3,-4.9,+.123,-21.3,"('afflaar01', 'koufoko01', 'mclembe01')"
104,D. Augustin | B. Biyombo | J. Meeks,ORL,2016-17,22,194.5,378,380,93.5,-9.3,-5.6,-.073,-1.0,+4.6,-.090,-0.075,-1.8,+0.4,-.119,-21.3,"('augusdj01', 'biyombi01', 'meeksjo01')"
105,B. Bogdanović | R. Hollis-Jefferson | S. Kilpatrick,BRK,2016-17,30,158.0,341,338,103.2,-12.1,-8.7,-.095,-1.6,+4.1,-.098,-0.098,+4.5,+1.2,+.136,-21.3,"('bogdabo02', 'holliro01', 'kilpase01')"
106,K. Séraphin | J. Teague | M. Turner,IND,2016-17,20,125.2,240,250,93.9,-4.1,-9.5,+.003,-5.3,-10.0,-.051,-0.021,-7.9,-7.7,-.087,-21.3,"('serapke01', 'teaguje01', 'turnemy01')"
107,B. Bogdanović | J. Lin | B. Lopez,BRK,2016-17,10,96.5,207,205,102.4,-6.7,-13.0,-.008,-2.0,+4.6,-.132,-0.011,-6.0,-6.5,-.019,-21.4,"('bogdabo02', 'linje01', 'lopezbr01')"
0,D. Booker | B. Knight | T. Warren,PHO,2016-17,26,165.8,351,350,101.5,-3.2,+0.9,-.042,-4.3,-8.1,-.087,-0.067,-10.6,-11.2,-.072,-21.4,"('bookede01', 'knighbr03', 'warretj01')"
1,O. Casspi | K. Dunn | S. Muhammad,MIN,2016-17,13,115.0,229,235,96.9,-8.8,+8.2,-.155,-7.5,-5.9,-.243,-0.205,+3.6,+7.2,-.083,-21.5,"('casspom01', 'dunnkr01', 'muhamsh01')"
2,J. Clarkson | D. Russell | N. Young,LAL,2016-17,28,150.6,319,313,100.8,-9.3,+1.9,-.124,+1.4,+7.3,-.043,-0.117,-4.3,-2.5,-.071,-21.5,"('clarkjo01', 'russeda01', 'youngni01')"
3,E. Fournier | N. Vučević | C. Watson,ORL,2016-17,22,127.2,272,265,101.4,-9.6,-10.4,-.055,-5.8,-8.8,-.111,-0.083,+3.3,+7.6,-.093,-21.7,"('fournev01', 'vucevni01', 'watsocj01')"
4,G. Henderson | J. Okafor | D. Šarić,PHI,2016-17,40,230.0,463,466,96.9,-10.7,-1.2,-.116,-1.2,+2.5,-.085,-0.122,+0.5,+2.3,-.054,-22.1,"('hendege02', 'okafoja01', 'saricda01')"
5,W. Barton | J. Hernangómez | E. Mudiay,DEN,2016-17,14,99.3,206,202,98.6,-11.6,+3.6,-.145,-5.1,-3.5,-.153,-0.175,+6.1,+6.9,+.044,-22.2,"('bartowi01', 'hernaju01', 'mudiaem01')"
6,D. Augustin | B. Biyombo | D. Rudež,ORL,2016-17,16,128.2,258,248,94.8,-9.8,-0.5,-.114,-3.6,+0.5,-.133,-0.135,+0.8,+5.7,-.138,-22.3,"('augusdj01', 'biyombi01', 'rudezda01')"
7,W. Barton | E. Mudiay | J. Nurkić,DEN,2016-17,19,258.6,533,529,98.6,-9.7,-0.1,-.106,-4.6,-7.5,-.080,-0.132,+1.8,+7.2,-.159,-22.3,"('bartowi01', 'mudiaem01', 'nurkiju01')"
8,J. Hamilton | J. Harris | R. Hollis-Jefferson,BRK,2016-17,24,113.9,252,251,106.0,-6.9,-2.7,-.066,+0.8,+7.8,-.051,-0.060,-9.2,-8.8,-.114,-22.3,"('hamilju01', 'harrijo01', 'holliro01')"
9,J. Anderson | D. Powell | D. Williams,DAL,2016-17,21,97.8,185,186,91.0,-7.9,+2.1,-.104,-1.6,+5.0,-.142,-0.115,-5.3,-8.5,+.064,-22.6,"('anderju01', 'poweldw01', 'willide01')"
10,T. McConnell | J. Okafor | H. Thompson,PHI,2016-17,22,117.5,231,236,95.4,-6.9,-2.4,-.065,-4.1,-6.3,-.064,-0.087,-4.8,-7.2,+.009,-22.6,"('mccontj01', 'okafoja01', 'thompho01')"
11,M. Muscala | D. Schröder | T. Sefolosha,ATL,2016-17,33,201.7,398,399,94.8,-9.4,-1.8,-.095,-3.7,+1.1,-.140,-0.115,0.0,+0.6,-.017,-22.6,"('muscami01', 'schrode01', 'sefolth01')"
12,W. Barton | K. Faried | E. Mudiay,DEN,2016-17,22,207.5,430,432,99.7,-8.6,-1.4,-.090,-3.7,-4.8,-.083,-0.109,-1.8,+4.1,-.201,-22.7,"('bartowi01', 'farieke01', 'mudiaem01')"
13,T. Black | J. Clarkson | D. Russell,LAL,2016-17,31,109.7,221,216,95.6,-5.1,-1.6,-.047,-7.1,-4.7,-.201,-0.085,-5.6,-5.7,-.035,-22.8,"('blackta01', 'clarkjo01', 'russeda01')"
14,A. Ajinça | T. Frazier | S. Hill,NOP,2016-17,19,104.7,214,218,99.1,-3.4,-5.7,-.009,-6.8,-10.2,-.115,-0.042,-9.4,-10.7,-.080,-22.9,"('ajincal01', 'fraziti01', 'hillso01')"
15,J. Anderson | R. Holmes | D. Šarić,PHI,2016-17,19,148.2,301,306,98.3,-7.9,-5.1,-.061,-0.5,+8.8,-.099,-0.060,-6.7,-8.6,+.020,-22.9,"('anderju01', 'holmeri01', 'saricda01')"
16,J. Grant | V. Oladipo | C. Payne,OKC,2016-17,17,102.5,211,208,98.1,-7.2,+4.5,-.110,-2.0,+2.1,-.122,-0.124,-6.5,-10.4,+.058,-23.0,"('grantje01', 'oladivi01', 'payneca01')"
17,L. Deng | B. Ingram | J. Randle,LAL,2016-17,30,194.1,385,386,95.3,-8.7,-2.1,-.086,-3.6,-2.8,-.091,-0.104,-2.0,-0.7,-.055,-23.1,"('denglu01', 'ingrabr01', 'randlju01')"
18,B. Biyombo | M. Hezonja | J. Meeks,ORL,2016-17,15,143.1,280,282,94.2,-9.7,-2.6,-.093,-1.0,+6.3,-.110,-0.097,-2.7,-4.5,+.042,-23.1,"('biyombi01', 'hezonma01', 'meeksjo01')"
19,W. Chandler | G. Harris | M. Plumlee,DEN,2016-17,18,144.6,308,308,102.2,-9.7,-4.9,-.083,-3.2,+1.0,-.131,-0.098,-0.3,+2.3,-.082,-23.1,"('chandwi01', 'harriga01', 'plumlma01')"
22,J. Calderón | L. Deng | T. Mozgov,LAL,2016-17,13,154.8,314,308,96.4,-7.2,-1.4,-.073,-4.0,-6.3,-.069,-0.095,-4.7,-5.5,-.046,-23.2,"('caldejo01', 'denglu01', 'mozgoti01')"
23,D. Booker | M. Chriss | B. Knight,PHO,2016-17,25,126.2,271,272,103.3,-3.9,-1.5,-.039,-4.4,-2.9,-.133,-0.065,-11.0,-10.6,-.091,-23.2,"('bookede01', 'chrisma01', 'knighbr03')"
24,J. Grant | A. Morrow | R. Westbrook,OKC,2016-17,25,108.8,235,224,101.3,-12.4,-7.8,-.099,-3.9,-1.8,-.119,-0.116,+5.5,+10.7,-.072,-23.2,"('grantje01', 'morroan01', 'westbru01')"
25,R. Baker | J. Holiday | L. Thomas,NYK,2016-17,17,96.5,182,185,91.3,-7.0,-2.3,-.067,-6.9,-14.8,-.098,-0.105,-2.4,-4.5,+.045,-23.4,"('bakerro01', 'holidju01', 'thomala01')"
26,J. Calderón | T. Mozgov | J. Randle,LAL,2016-17,12,118.4,241,239,97.3,-8.3,-2.0,-.083,-1.3,+1.0,-.064,-0.090,-5.5,-4.7,-.127,-23.4,"('caldejo01', 'mozgoti01', 'randlju01')"
27,M. Chriss | T. Warren | A. Williams,PHO,2016-17,25,120.3,271,264,106.7,-2.5,+7.1,-.069,-4.7,-2.4,-.187,-0.099,-13.7,-15.1,-.085,-23.4,"('chrisma01', 'warretj01', 'willial03')"
28,C. Anthony | B. Jennings | L. Thomas,NYK,2016-17,27,110.1,216,217,94.4,+0.7,+7.3,-.031,-7.3,-14.7,-.057,-0.077,-17.4,-17.9,-.125,-23.5,"('anthoca01', 'jennibr01', 'thomala01')"
29,J. Okafor | S. Rodríguez | D. Šarić,PHI,2016-17,43,230.6,450,448,93.5,-9.1,-0.6,-.099,-2.7,+1.9,-.129,-0.114,-2.7,-3.4,-.007,-23.6,"('okafoja01', 'rodrise01', 'saricda01')"
30,J. Randle | L. Williams | N. Young,LAL,2016-17,32,115.0,259,243,104.8,-9.1,-1.6,-.094,-1.5,+3.4,-.080,-0.102,-4.0,-6.4,+.027,-23.6,"('randlju01', 'willilo02', 'youngni01')"
31,M. Barnes | D. Cousins | K. Koufos,SAC,2016-17,23,141.8,265,273,91.1,-4.3,+3.8,-.067,-7.8,-11.0,-.106,-0.113,-7.3,-10.1,+.037,-23.7,"('barnema02', 'couside01', 'koufoko01')"
32,J. Butler | B. Portis | R. Rondo,CHI,2016-17,33,191.4,386,383,96.4,-7.3,+0.1,-.079,-3.5,-2.3,-.098,-0.098,-5.6,-5.1,-.074,-23.7,"('butleji01', 'portibo01', 'rondora01')"
33,B. Ingram | T. Mozgov | J. Randle,LAL,2016-17,37,229.1,457,460,96.1,-9.3,-2.0,-.095,-5.2,-7.9,-.075,-0.123,+0.1,+3.4,-.101,-23.7,"('ingrabr01', 'mozgoti01', 'randlju01')"
34,I. Canaan | B. Portis | D. Valentine,CHI,2016-17,20,111.2,217,218,93.9,-8.5,+2.3,-.106,-0.4,+5.2,-.081,-0.109,-6.4,-7.3,-.028,-23.9,"('canaais01', 'portibo01', 'valende01')"
35,M. Gortat | K. Oubre | M. Thornton,WAS,2016-17,27,113.3,225,225,95.3,-5.8,-8.0,-.022,-4.4,-6.2,-.072,-0.041,-8.0,-8.4,-.067,-24.0,"('gortama01', 'oubreke01', 'thornma01')"
36,B. Portis | R. Rondo | D. Valentine,CHI,2016-17,24,108.0,213,212,94.4,-8.7,-4.7,-.072,-1.0,-0.1,-.030,-0.074,-5.7,-7.2,+.010,-24.1,"('portibo01', 'rondora01', 'valende01')"
37,J. Calderón | L. Deng | J. Randle,LAL,2016-17,10,107.3,215,213,95.7,-9.2,-6.4,-.073,-1.5,-0.7,-.048,-0.078,-4.3,-3.9,-.083,-24.3,"('caldejo01', 'denglu01', 'randlju01')"
38,C. Felício | R. Rondo | D. Wade,CHI,2016-17,25,116.1,235,235,97.2,-7.7,-9.4,-.040,-3.0,-6.4,-.031,-0.051,-6.0,-4.3,-.130,-24.3,"('feliccr01', 'rondora01', 'wadedw01')"
39,A. Afflalo | D. Collison | B. McLemore,SAC,2016-17,17,143.7,289,293,97.2,-11.1,+0.1,-.131,-4.0,+0.4,-.146,-0.154,+1.9,+2.0,+.027,-24.3,"('afflaar01', 'collida01', 'mclembe01')"
40,N. Brussino | Y. Ferrell | D. Powell,DAL,2016-17,17,125.7,244,238,92.0,-8.9,-1.5,-.090,-1.5,+11.6,-.166,-0.097,-4.9,-3.4,-.119,-24.3,"('brussni01', 'ferreyo01', 'poweldw01')"
41,C. Anthony | J. Holiday | L. Thomas,NYK,2016-17,31,118.8,234,239,95.6,-3.0,+11.2,-.086,-4.0,-4.0,-.081,-0.117,-14.3,-17.2,.000,-24.4,"('anthoca01', 'holidju01', 'thomala01')"
44,R. Covington | J. Okafor | S. Rodríguez,PHI,2016-17,37,275.0,544,540,94.6,-8.4,+1.2,-.100,-3.0,+8.1,-.218,-0.117,-4.5,-3.6,-.095,-24.4,"('covinro01', 'okafoja01', 'rodrise01')"
45,J. Holiday | B. Jennings | L. Thomas,NYK,2016-17,29,200.9,395,393,94.1,-6.3,+2.3,-.080,-6.7,-4.5,-.171,-0.118,-5.2,-8.0,+.045,-24.4,"('holidju01', 'jennibr01', 'thomala01')"
46,E. Bledsoe | B. Knight | T. Warren,PHO,2016-17,24,138.9,299,310,105.3,-7.5,-1.0,-.087,-3.7,-1.0,-.185,-0.109,-5.6,-3.0,-.099,-24.5,"('bledser01', 'knighbr03', 'warretj01')"
47,M. Kuzminskas | C. Lee | K. O'Quinn,NYK,2016-17,34,127.9,253,247,93.8,-8.2,-3.8,-.070,-3.5,-5.5,-.051,-0.086,-4.8,-4.8,-.043,-24.6,"('kuzmimi01', 'leeco01', 'oquinky01')"
48,J. Anderson | H. Barnes | W. Matthews,DAL,2016-17,25,149.3,294,293,94.3,-9.7,+2.8,-.130,-3.4,+2.3,-.134,-0.152,-1.8,-4.5,+.068,-24.6,"('anderju01', 'barneha02', 'matthwe02')"
49,J. Holiday | D. Rose | L. Thomas,NYK,2016-17,26,102.8,213,220,101.1,-4.8,+3.8,-.072,-7.5,-6.9,-.179,-0.117,-7.7,-7.1,-.086,-24.9,"('holidju01', 'rosede01', 'thomala01')"
50,G. Henderson | J. Okafor | S. Rodríguez,PHI,2016-17,36,288.6,569,558,93.7,-10.9,-0.1,-.122,-2.0,+6.5,-.162,-0.133,-1.2,-0.4,-.046,-25.0,"('hendege02', 'okafoja01', 'rodrise01')"
51,R. Lopez | B. Portis | R. Rondo,CHI,2016-17,31,153.0,310,298,95.4,-8.2,-1.1,-.082,-6.0,-5.6,-.154,-0.113,-2.5,-2.7,-.021,-25.0,"('lopezro01', 'portibo01', 'rondora01')"
52,D. Augustin | J. Green | N. Vučević,ORL,2016-17,45,173.6,360,346,97.6,-12.3,-6.3,-.110,-2.9,-0.3,-.097,-0.123,+1.5,+5.7,-.103,-26.0,"('augusdj01', 'greenje02', 'vucevni01')"
53,D. Favors | J. Ingles | S. Mack,UTA,2016-17,24,111.3,217,212,92.5,-11.6,-11.3,-.080,-4.9,-0.6,-.189,-0.102,+1.9,+7.3,-.155,-26.2,"('favorde01', 'inglejo01', 'macksh01')"
54,B. Hield | J. Holiday | E. Moore,NOP,2016-17,16,110.9,229,224,98.1,-5.7,-2.4,-.051,-2.4,-5.0,-.022,-0.063,-12.3,-11.6,-.156,-26.2,"('hieldbu01', 'holidjr01', 'mooreet01')"
55,E. Mudiay | J. Nelson | J. Nurkić,DEN,2016-17,12,107.6,219,222,98.3,-10.3,+3.0,-.129,-7.2,-4.2,-.263,-0.170,+1.6,+3.5,-.038,-26.3,"('mudiaem01', 'nelsoja01', 'nurkiju01')"
56,J. Anderson | H. Barnes | D. Williams,DAL,2016-17,23,115.8,227,225,93.7,-7.4,+6.3,-.127,-4.1,-1.5,-.160,-0.155,-7.7,-10.4,+.009,-26.6,"('anderju01', 'barneha02', 'willide01')"
57,J. Calderón | L. Deng | N. Young,LAL,2016-17,10,103.2,207,205,95.8,-7.7,-3.3,-.067,-3.5,-9.5,+.023,-0.084,-7.9,-7.9,-.096,-26.8,"('caldejo01', 'denglu01', 'youngni01')"
58,B. Diaw | D. Exum | J. Johnson,UTA,2016-17,25,100.9,185,190,89.2,-9.6,-5.7,-.080,-3.4,+8.2,-.245,-0.096,-4.3,-2.5,-.098,-27.0,"('diawbo01', 'exumda01', 'johnsjo02')"
59,N. Batum | S. Hawes | M. Williams,CHO,2016-17,17,114.8,233,227,96.2,-12.8,-4.6,-.118,-2.9,+5.2,-.138,-0.130,+1.3,+3.4,-.063,-27.1,"('batumni01', 'hawessp01', 'willima02')"
60,J. Calderón | T. Mozgov | N. Young,LAL,2016-17,12,111.5,223,221,95.6,-7.6,+0.1,-.084,-3.3,-4.7,-.043,-0.102,-8.7,-8.3,-.149,-27.2,"('caldejo01', 'mozgoti01', 'youngni01')"
61,D. Finney-Smith | W. Matthews | D. Nowitzki,DAL,2016-17,16,102.0,198,201,93.9,-12.4,-5.6,-.104,+0.2,+11.1,-.130,-0.098,-2.8,-3.2,-.002,-27.3,"('finnedo01', 'matthwe02', 'nowitdi01')"
62,L. Deng | B. Ingram | T. Mozgov,LAL,2016-17,26,180.2,356,357,95.0,-12.0,-1.1,-.124,-3.6,-4.4,-.082,-0.143,-0.2,-1.6,+.054,-27.8,"('denglu01', 'ingrabr01', 'mozgoti01')"
63,R. Covington | G. Henderson | J. Okafor,PHI,2016-17,37,326.4,651,644,95.2,-11.4,+2.1,-.140,-2.0,+7.6,-.173,-0.152,-4.3,-2.7,-.127,-29.1,"('covinro01', 'hendege02', 'okafoja01')"
66,B. Bogdanović | J. Hamilton | R. Hollis-Jefferson,BRK,2016-17,32,128.8,268,272,100.6,-15.0,-15.8,-.095,-2.8,+3.7,-.152,-0.101,+3.6,+0.7,+.150,-29.2,"('bogdabo02', 'hamilju01', 'holliro01')"
67,C. Brewer | J. Clarkson | J. Randle,LAL,2016-17,17,101.4,218,218,103.2,-9.2,-13.8,-.029,-6.9,-9.6,-.129,-0.059,-4.6,-6.4,+.030,-29.8,"('breweco01', 'clarkjo01', 'randlju01')"
68,B. Knight | A. Len | T. Warren,PHO,2016-17,32,201.6,423,429,101.4,-7.2,+3.6,-.103,-6.0,-8.4,-.135,-0.140,-10.0,-9.4,-.106,-30.4,"('knighbr03', 'lenal01', 'warretj01')"
69,E. İlyasova | N. Stauskas | H. Thompson,PHI,2016-17,22,115.5,235,234,97.5,-12.5,-11.5,-.085,+0.4,+0.7,+.004,-0.075,-6.5,-7.8,-.035,-31.2,"('ilyaser01', 'stausni01', 'thompho01')"
70,D. Augustin | M. Hezonja | J. Meeks,ORL,2016-17,13,117.3,226,229,93.1,-12.7,-7.1,-.103,-3.4,+1.7,-.126,-0.116,-4.7,-7.3,+.079,-33.4,"('augusdj01', 'hezonma01', 'meeksjo01')"
71,J. Clarkson | L. Deng | T. Mozgov,LAL,2016-17,29,151.1,312,306,98.1,-13.4,-6.9,-.115,-6.6,-5.4,-.181,-0.148,-0.6,+1.6,-.115,-34.0,"('clarkjo01', 'denglu01', 'mozgoti01')"
72,C. Brewer | J. Clarkson | D. Russell,LAL,2016-17,13,97.4,207,209,102.5,-10.6,-9.2,-.069,-7.6,-7.4,-.205,-0.106,-6.1,-8.4,+.056,-35.0,"('breweco01', 'clarkjo01', 'russeda01')"
0,J. Bell | A. Iguodala | K. Thompson,GSW,2017-18,26,96.9,208,199,100.8,+17.9,+1.4,+.193,+8.4,+4.5,+.219,+.239,-2.2,-7.9,+.160,+42.1,"('belljo01', 'iguodan01', 'thompkl01')"
1,N. Hilário | C. Paul | P. Tucker,HOU,2017-18,26,138.4,286,279,98.0,+12.9,+8.5,+.108,+11.3,+17.1,+.136,+.166,+3.4,+3.6,+.024,+40.5,"('hilarne01', 'paulch01', 'tuckepj01')"
2,S. Curry | K. Looney | K. Thompson,GSW,2017-18,25,117.9,256,253,103.7,+12.5,-3.4,+.160,+8.1,+1.6,+.225,+.209,+4.1,+4.1,+.047,+37.2,"('curryst01', 'looneke01', 'thompkl01')"
3,J. Harden | L. Mbah a Moute | C. Paul,HOU,2017-18,34,284.2,561,566,95.2,+6.6,-2.8,+.094,+6.7,+6.3,+.120,+.137,+12.8,+14.4,+.077,+32.6,"('hardeja01', 'mbahalu01', 'paulch01')"
