,id,group,pos,name,season,GroupYear
0,1495_2014-15,2,C,Tim Duncan,2014-15,Group 2 (2014-15)
1,2207_2014-15,1,SG,Joe Johnson,2014-15,Group 1 (2014-15)
2,202693_2014-15,2,PF,Markieff Morris,2014-15,Group 2 (2014-15)
3,1717_2014-15,2,PF,Dirk Nowitzki,2014-15,Group 2 (2014-15)
4,101108_2014-15,1,PG,Chris Paul,2014-15,Group 1 (2014-15)
5,200746_2014-15,2,PF,LaMarcus Aldridge,2014-15,Group 2 (2014-15)
6,202330_2014-15,1,SF,Gordon Hayward,2014-15,Group 1 (2014-15)
7,1718_2014-15,3,SF,Paul Pierce,2014-15,Group 3 (2014-15)
8,2216_2014-15,2,PF,Zach Randolph,2014-15,Group 2 (2014-15)
9,2561_2014-15,2,PF,David West,2014-15,Group 2 (2014-15)
10,201152_2014-15,2,PF,Thaddeus Young,2014-15,Group 2 (2014-15)
11,201941_2014-15,2,C,Jordan Hill,2014-15,Group 2 (2014-15)
12,201951_2014-15,1,PG,Ty Lawson,2014-15,Group 1 (2014-15)
13,202340_2014-15,3,SG,Avery Bradley,2014-15,Group 3 (2014-15)
14,203114_2014-15,1,SF,Khris Middleton,2014-15,Group 1 (2014-15)
15,203507_2014-15,4,SG,Giannis Antetokounmpo,2014-15,Group 4 (2014-15)
16,203952_2014-15,2,SF,Andrew Wiggins,2014-15,Group 2 (2014-15)
17,1938_2014-15,6,SG,Manu Ginobili,2014-15,Group 6 (2014-15)
18,2590_2014-15,3,PG,Mo Williams,2014-15,Group 3 (2014-15)
19,201572_2014-15,2,C,Brook Lopez,2014-15,Group 2 (2014-15)
20,201942_2014-15,1,SG,DeMar DeRozan,2014-15,Group 1 (2014-15)
21,202704_2014-15,3,PG,Reggie Jackson,2014-15,Group 3 (2014-15)
22,2037_2014-15,3,SG,Jamal Crawford,2014-15,Group 3 (2014-15)
23,2547_2014-15,2,C,Chris Bosh,2014-15,Group 2 (2014-15)
24,202388_2014-15,6,PG,Donald Sloan,2014-15,Group 6 (2014-15)
25,2199_2014-15,2,C,Tyson Chandler,2014-15,Group 2 (2014-15)
26,2772_2014-15,3,SF,Trevor Ariza,2014-15,Group 3 (2014-15)
27,202325_2014-15,7,SF,Wesley Johnson,2014-15,Group 7 (2014-15)
28,2225_2014-15,1,PG,Tony Parker,2014-15,Group 1 (2014-15)
29,200752_2014-15,1,SF,Rudy Gay,2014-15,Group 1 (2014-15)
30,201954_2014-15,1,PG,Darren Collison,2014-15,Group 1 (2014-15)
31,202695_2014-15,1,SF,Kawhi Leonard,2014-15,Group 1 (2014-15)
32,203496_2014-15,3,SF,Robert Covington,2014-15,Group 3 (2014-15)
33,2399_2014-15,7,SF,Mike Dunleavy,2014-15,Group 7 (2014-15)
34,2738_2014-15,7,SF,Andre Iguodala,2014-15,Group 7 (2014-15)
35,2754_2014-15,7,SG,Tony Allen,2014-15,Group 7 (2014-15)
36,203110_2014-15,7,PF,Draymond Green,2014-15,Group 7 (2014-15)
37,203469_2014-15,8,C,Cody Zeller,2014-15,Group 8 (2014-15)
38,203497_2014-15,2,C,Rudy Gobert,2014-15,Group 2 (2014-15)
39,2403_2014-15,4,PF,Nene,2014-15,Group 4 (2014-15)
40,201163_2014-15,1,SF,Wilson Chandler,2014-15,Group 1 (2014-15)
41,201586_2014-15,2,PF,Serge Ibaka,2014-15,Group 2 (2014-15)
42,2430_2014-15,4,PF,Carlos Boozer,2014-15,Group 4 (2014-15)
43,2746_2014-15,2,PF,Josh Smith,2014-15,Group 2 (2014-15)
44,202328_2014-15,2,PF,Greg Monroe,2014-15,Group 2 (2014-15)
45,203504_2014-15,3,PG,Trey Burke,2014-15,Group 3 (2014-15)
46,2440_2014-15,7,SF,Matt Barnes,2014-15,Group 7 (2014-15)
47,203458_2014-15,9,C,Alex Len,2014-15,Group 9 (2014-15)
48,2446_2014-15,6,SF,Rasual Butler,2014-15,Group 6 (2014-15)
49,2564_2014-15,8,PF,Boris Diaw,2014-15,Group 8 (2014-15)
50,203500_2014-15,9,C,Steven Adams,2014-15,Group 9 (2014-15)
51,2544_2014-15,1,SF,LeBron James,2014-15,Group 1 (2014-15)
52,201566_2014-15,1,PG,Russell Westbrook,2014-15,Group 1 (2014-15)
53,2546_2014-15,2,SF,Carmelo Anthony,2014-15,Group 2 (2014-15)
54,201939_2014-15,1,PG,Stephen Curry,2014-15,Group 1 (2014-15)
55,201952_2014-15,1,PG,Jeff Teague,2014-15,Group 1 (2014-15)
56,202326_2014-15,2,C,DeMarcus Cousins,2014-15,Group 2 (2014-15)
57,2548_2014-15,3,SG,Dwyane Wade,2014-15,Group 3 (2014-15)
58,201588_2014-15,1,PG,George Hill,2014-15,Group 1 (2014-15)
59,2550_2014-15,10,SG,Kirk Hinrich,2014-15,Group 10 (2014-15)
60,201567_2014-15,2,PF,Kevin Love,2014-15,Group 2 (2014-15)
61,202498_2014-15,8,PF,Lance Thomas,2014-15,Group 8 (2014-15)
62,202700_2014-15,4,PF,Donatas Motiejunas,2014-15,Group 4 (2014-15)
63,2584_2014-15,10,SG,Willie Green,2014-15,Group 10 (2014-15)
64,201583_2014-15,8,PF,Ryan Anderson,2014-15,Group 8 (2014-15)
65,203079_2014-15,3,SG,Dion Waiters,2014-15,Group 3 (2014-15)
66,203143_2014-15,10,PG,Pablo Prigioni,2014-15,Group 10 (2014-15)
67,203521_2014-15,6,SG,Matthew Dellavedova,2014-15,Group 6 (2014-15)
68,2585_2014-15,4,C,Zaza Pachulia,2014-15,Group 4 (2014-15)
69,101114_2014-15,3,PG,Deron Williams,2014-15,Group 3 (2014-15)
70,101127_2014-15,3,PG,Jarrett Jack,2014-15,Group 3 (2014-15)
71,101162_2014-15,2,C,Marcin Gortat,2014-15,Group 2 (2014-15)
72,200765_2014-15,3,PG,Rajon Rondo,2014-15,Group 3 (2014-15)
73,202391_2014-15,3,PG,Jeremy Lin,2014-15,Group 3 (2014-15)
74,2594_2014-15,3,SG,Kyle Korver,2014-15,Group 3 (2014-15)
75,201143_2014-15,2,C,Al Horford,2014-15,Group 2 (2014-15)
76,2734_2014-15,6,PG,Devin Harris,2014-15,Group 6 (2014-15)
77,201574_2014-15,8,PF,Jason Thompson,2014-15,Group 8 (2014-15)
78,201960_2014-15,1,SF,DeMarre Carroll,2014-15,Group 1 (2014-15)
79,202684_2014-15,9,PF,Tristan Thompson,2014-15,Group 9 (2014-15)
80,203524_2014-15,3,SF,Solomon Hill,2014-15,Group 3 (2014-15)
81,2736_2014-15,1,SF,Luol Deng,2014-15,Group 1 (2014-15)
82,101107_2014-15,7,PF,Marvin Williams,2014-15,Group 7 (2014-15)
83,201149_2014-15,2,C,Joakim Noah,2014-15,Group 2 (2014-15)
84,203463_2014-15,7,SG,Ben McLemore,2014-15,Group 7 (2014-15)
85,2743_2014-15,8,PF,Kris Humphries,2014-15,Group 8 (2014-15)
86,201166_2014-15,6,PG,Aaron Brooks,2014-15,Group 6 (2014-15)
87,2744_2014-15,2,C,Al Jefferson,2014-15,Group 2 (2014-15)
88,200768_2014-15,1,PG,Kyle Lowry,2014-15,Group 1 (2014-15)
89,2747_2014-15,3,SG,JR Smith,2014-15,Group 3 (2014-15)
90,201975_2014-15,3,SG,Jodie Meeks,2014-15,Group 3 (2014-15)
91,201976_2014-15,7,PG,Patrick Beverley,2014-15,Group 7 (2014-15)
92,202362_2014-15,3,SG,Lance Stephenson,2014-15,Group 3 (2014-15)
93,202390_2014-15,6,SG,Gary Neal,2014-15,Group 6 (2014-15)
94,202694_2014-15,7,PF,Marcus Morris Sr.,2014-15,Group 7 (2014-15)
95,202711_2014-15,7,SF,Bojan Bogdanovic,2014-15,Group 7 (2014-15)
96,2755_2014-15,1,SG,Kevin Martin,2014-15,Group 1 (2014-15)
97,201943_2014-15,3,PG,Brandon Jennings,2014-15,Group 3 (2014-15)
98,101139_2014-15,3,SG,CJ Miles,2014-15,Group 3 (2014-15)
99,101150_2014-15,3,SG,Lou Williams,2014-15,Group 3 (2014-15)
100,201569_2014-15,3,SG,Eric Gordon,2014-15,Group 3 (2014-15)
101,202702_2014-15,2,PF,Kenneth Faried,2014-15,Group 2 (2014-15)
102,203457_2014-15,2,C,Nerlens Noel,2014-15,Group 2 (2014-15)
103,101145_2014-15,1,SG,Monta Ellis,2014-15,Group 1 (2014-15)
104,202688_2014-15,1,SG,Brandon Knight,2014-15,Group 1 (2014-15)
105,101161_2014-15,4,PF,Amir Johnson,2014-15,Group 4 (2014-15)
106,200755_2014-15,3,SG,JJ Redick,2014-15,Group 3 (2014-15)
107,200794_2014-15,2,PF,Paul Millsap,2014-15,Group 2 (2014-15)
108,201601_2014-15,3,PF,Luc Mbah a Moute,2014-15,Group 3 (2014-15)
109,203476_2014-15,2,C,Gorgui Dieng,2014-15,Group 2 (2014-15)
110,200782_2014-15,1,SF,P.J. Tucker,2014-15,Group 1 (2014-15)
111,201584_2014-15,3,SG,Courtney Lee,2014-15,Group 3 (2014-15)
112,201144_2014-15,3,PG,Mike Conley,2014-15,Group 3 (2014-15)
113,201188_2014-15,2,C,Marc Gasol,2014-15,Group 2 (2014-15)
114,202322_2014-15,1,PG,John Wall,2014-15,Group 1 (2014-15)
115,202339_2014-15,1,PG,Eric Bledsoe,2014-15,Group 1 (2014-15)
116,201145_2014-15,1,SF,Jeff Green,2014-15,Group 1 (2014-15)
117,201980_2014-15,3,SG,Danny Green,2014-15,Group 3 (2014-15)
118,202324_2014-15,2,PF,Derrick Favors,2014-15,Group 2 (2014-15)
119,202710_2014-15,1,SG,Jimmy Butler,2014-15,Group 1 (2014-15)
120,203901_2014-15,3,PG,Elfrid Payton,2014-15,Group 3 (2014-15)
121,201155_2014-15,3,PG,Rodney Stuckey,2014-15,Group 3 (2014-15)
122,201933_2014-15,2,PF,Blake Griffin,2014-15,Group 2 (2014-15)
123,201945_2014-15,3,SG,Gerald Henderson,2014-15,Group 3 (2014-15)
124,202691_2014-15,1,SG,Klay Thompson,2014-15,Group 1 (2014-15)
125,202738_2014-15,3,PG,Isaiah Thomas,2014-15,Group 3 (2014-15)
126,203506_2014-15,1,SG,Victor Oladipo,2014-15,Group 1 (2014-15)
127,201156_2014-15,3,SG,Nick Young,2014-15,Group 3 (2014-15)
128,201564_2014-15,3,SG,O.J. Mayo,2014-15,Group 3 (2014-15)
129,204038_2014-15,3,PG,Langston Galloway,2014-15,Group 3 (2014-15)
130,201158_2014-15,7,SG,Marco Belinelli,2014-15,Group 7 (2014-15)
131,201160_2014-15,8,C,Jason Smith,2014-15,Group 8 (2014-15)
132,201228_2014-15,7,PG,C.J. Watson,2014-15,Group 7 (2014-15)
133,203499_2014-15,11,PG,Shane Larkin,2014-15,Group 11 (2014-15)
134,201167_2014-15,1,SG,Arron Afflalo,2014-15,Group 1 (2014-15)
135,202083_2014-15,1,SG,Wesley Matthews,2014-15,Group 1 (2014-15)
136,203484_2014-15,3,SG,Kentavious Caldwell-Pope,2014-15,Group 3 (2014-15)
137,201565_2014-15,3,PG,Derrick Rose,2014-15,Group 3 (2014-15)
138,203903_2014-15,3,PG,Jordan Clarkson,2014-15,Group 3 (2014-15)
139,201579_2014-15,2,C,Roy Hibbert,2014-15,Group 2 (2014-15)
140,202323_2014-15,3,SG,Evan Turner,2014-15,Group 3 (2014-15)
141,202696_2014-15,2,C,Nikola Vucevic,2014-15,Group 2 (2014-15)
142,202699_2014-15,1,SF,Tobias Harris,2014-15,Group 1 (2014-15)
143,202718_2014-15,1,SF,Chandler Parsons,2014-15,Group 1 (2014-15)
144,201587_2014-15,1,SF,Nicolas Batum,2014-15,Group 1 (2014-15)
145,201599_2014-15,2,C,DeAndre Jordan,2014-15,Group 2 (2014-15)
146,201596_2014-15,3,PG,Mario Chalmers,2014-15,Group 3 (2014-15)
147,202683_2014-15,2,C,Enes Kanter,2014-15,Group 2 (2014-15)
148,202703_2014-15,7,PF,Nikola Mirotic,2014-15,Group 7 (2014-15)
149,203082_2014-15,7,SF,Terrence Ross,2014-15,Group 7 (2014-15)
150,203935_2014-15,3,PG,Marcus Smart,2014-15,Group 3 (2014-15)
151,201609_2014-15,1,PG,Goran Dragic,2014-15,Group 1 (2014-15)
152,202335_2014-15,7,PF,Patrick Patterson,2014-15,Group 7 (2014-15)
153,201935_2014-15,1,SG,James Harden,2014-15,Group 1 (2014-15)
154,203076_2014-15,2,PF,Anthony Davis,2014-15,Group 2 (2014-15)
155,201936_2014-15,1,SG,Tyreke Evans,2014-15,Group 1 (2014-15)
156,203081_2014-15,1,PG,Damian Lillard,2014-15,Group 1 (2014-15)
157,201950_2014-15,1,PG,Jrue Holiday,2014-15,Group 1 (2014-15)
158,202389_2014-15,4,C,Timofey Mozgov,2014-15,Group 4 (2014-15)
159,203083_2014-15,2,C,Andre Drummond,2014-15,Group 2 (2014-15)
160,203096_2014-15,2,PF,Jared Sullinger,2014-15,Group 2 (2014-15)
161,201961_2014-15,3,SG,Wayne Ellington,2014-15,Group 3 (2014-15)
162,203078_2014-15,1,SG,Bradley Beal,2014-15,Group 1 (2014-15)
163,708_2014-15,8,PF,Kevin Garnett,2014-15,Group 8 (2014-15)
164,101135_2014-15,9,PF,David Lee,2014-15,Group 9 (2014-15)
165,101141_2014-15,8,PF,Ersan Ilyasova,2014-15,Group 8 (2014-15)
166,201162_2014-15,7,SG,Jared Dudley,2014-15,Group 7 (2014-15)
167,201578_2014-15,8,C,Marreese Speights,2014-15,Group 8 (2014-15)
168,201949_2014-15,7,PF,James Johnson,2014-15,Group 7 (2014-15)
169,202329_2014-15,12,SF,Al-Farouq Aminu,2014-15,Group 12 (2014-15)
170,203109_2014-15,7,SF,Jae Crowder,2014-15,Group 7 (2014-15)
171,203123_2014-15,7,SF,Kostas Papanikolaou,2014-15,Group 7 (2014-15)
172,203156_2014-15,12,C,Henry Sims,2014-15,Group 12 (2014-15)
173,203924_2014-15,7,SF,Jerami Grant,2014-15,Group 7 (2014-15)
174,204020_2014-15,10,SG,Tyler Johnson,2014-15,Group 10 (2014-15)
175,977_2014-15,1,SG,Kobe Bryant,2014-15,Group 1 (2014-15)
176,2200_2014-15,2,PF,Pau Gasol,2014-15,Group 2 (2014-15)
177,201577_2014-15,4,C,Robin Lopez,2014-15,Group 4 (2014-15)
178,1713_2014-15,10,SG,Vince Carter,2014-15,Group 10 (2014-15)
179,201988_2014-15,10,PG,Patty Mills,2014-15,Group 10 (2014-15)
180,202720_2014-15,12,PF,Jon Leuer,2014-15,Group 12 (2014-15)
181,203468_2014-15,10,SG,CJ McCollum,2014-15,Group 10 (2014-15)
182,101112_2014-15,7,PF,Channing Frye,2014-15,Group 7 (2014-15)
183,200745_2014-15,2,C,Andrea Bargnani,2014-15,Group 2 (2014-15)
184,201593_2014-15,13,C,Nikola Pekovic,2014-15,Group 13 (2014-15)
185,203077_2014-15,4,SF,Michael Kidd-Gilchrist,2014-15,Group 4 (2014-15)
186,1882_2014-15,9,C,Elton Brand,2014-15,Group 9 (2014-15)
187,2555_2014-15,9,PF,Nick Collison,2014-15,Group 9 (2014-15)
188,201585_2014-15,9,C,Kosta Koufos,2014-15,Group 9 (2014-15)
189,202730_2014-15,9,C,Lavoy Allen,2014-15,Group 9 (2014-15)
190,203080_2014-15,9,PF,Thomas Robinson,2014-15,Group 9 (2014-15)
191,203488_2014-15,9,PF,Mike Muscala,2014-15,Group 9 (2014-15)
192,1889_2014-15,6,PG,Andre Miller,2014-15,Group 6 (2014-15)
193,2034_2014-15,10,SF,Mike Miller,2014-15,Group 10 (2014-15)
194,2557_2014-15,6,PG,Luke Ridnour,2014-15,Group 6 (2014-15)
195,2732_2014-15,6,SG,Ben Gordon,2014-15,Group 6 (2014-15)
196,200770_2014-15,6,PG,Jordan Farmar,2014-15,Group 6 (2014-15)
197,200826_2014-15,6,PG,J.J. Barea,2014-15,Group 6 (2014-15)
198,201977_2014-15,10,SG,Marcus Thornton,2014-15,Group 10 (2014-15)
199,203090_2014-15,12,SF,Maurice Harkless,2014-15,Group 12 (2014-15)
200,203118_2014-15,12,PF,Mike Scott,2014-15,Group 12 (2014-15)
201,203142_2014-15,10,SF,Chris Copeland,2014-15,Group 10 (2014-15)
202,203459_2014-15,6,SG,Allen Crabbe,2014-15,Group 6 (2014-15)
203,203933_2014-15,6,SF,T.J. Warren,2014-15,Group 6 (2014-15)
204,204037_2014-15,12,SF,Travis Wear,2014-15,Group 12 (2014-15)
205,1890_2014-15,12,SF,Shawn Marion,2014-15,Group 12 (2014-15)
206,2588_2014-15,12,PF,Matt Bonner,2014-15,Group 12 (2014-15)
207,101131_2014-15,9,PF,Jason Maxiell,2014-15,Group 9 (2014-15)
208,202344_2014-15,8,PF,Trevor Booker,2014-15,Group 8 (2014-15)
209,203112_2014-15,12,PF,Quincy Acy,2014-15,Group 12 (2014-15)
210,203490_2014-15,12,SF,Otto Porter Jr.,2014-15,Group 12 (2014-15)
211,203932_2014-15,12,PF,Aaron Gordon,2014-15,Group 12 (2014-15)
212,1891_2014-15,6,SG,Jason Terry,2014-15,Group 6 (2014-15)
213,2733_2014-15,3,PG,Shaun Livingston,2014-15,Group 3 (2014-15)
214,201573_2014-15,6,PG,Jerryd Bayless,2014-15,Group 6 (2014-15)
215,202407_2014-15,7,SG,Elijah Millsap,2014-15,Group 7 (2014-15)
216,202708_2014-15,6,PG,Norris Cole,2014-15,Group 6 (2014-15)
217,2210_2014-15,10,SF,Richard Jefferson,2014-15,Group 10 (2014-15)
218,2406_2014-15,6,SF,Caron Butler,2014-15,Group 6 (2014-15)
219,2449_2014-15,8,PF,Luis Scola,2014-15,Group 8 (2014-15)
220,2581_2014-15,6,PG,Steve Blake,2014-15,Group 6 (2014-15)
221,2757_2014-15,6,PG,Beno Udrih,2014-15,Group 6 (2014-15)
222,201196_2014-15,6,PG,Ramon Sessions,2014-15,Group 6 (2014-15)
223,202709_2014-15,6,PG,Cory Joseph,2014-15,Group 6 (2014-15)
224,203145_2014-15,10,SG,Kent Bazemore,2014-15,Group 10 (2014-15)
225,203148_2014-15,6,PG,Brian Roberts,2014-15,Group 6 (2014-15)
226,203471_2014-15,6,PG,Dennis Schroder,2014-15,Group 6 (2014-15)
227,203477_2014-15,6,PG,Isaiah Canaan,2014-15,Group 6 (2014-15)
228,203503_2014-15,6,SF,Tony Snell,2014-15,Group 6 (2014-15)
229,203508_2014-15,10,SG,Sergey Karasev,2014-15,Group 10 (2014-15)
230,203918_2014-15,6,SG,Rodney Hood,2014-15,Group 6 (2014-15)
231,203957_2014-15,6,PG,Dante Exum,2014-15,Group 6 (2014-15)
232,203960_2014-15,10,SF,JaKarr Sampson,2014-15,Group 10 (2014-15)
233,204060_2014-15,6,SF,Joe Ingles,2014-15,Group 6 (2014-15)
234,2223_2014-15,9,C,Samuel Dalembert,2014-15,Group 9 (2014-15)
235,201150_2014-15,12,PF,Spencer Hawes,2014-15,Group 12 (2014-15)
236,201582_2014-15,9,C,Alexis Ajinca,2014-15,Group 9 (2014-15)
237,202338_2014-15,9,C,Kevin Seraphin,2014-15,Group 9 (2014-15)
238,203124_2014-15,12,PF,Kyle OQuinn,2014-15,Group 12 (2014-15)
239,203135_2014-15,9,C,Robert Sacre,2014-15,Group 9 (2014-15)
240,2749_2014-15,6,PG,Jameer Nelson,2014-15,Group 6 (2014-15)
241,101187_2014-15,6,SG,Alan Anderson,2014-15,Group 6 (2014-15)
242,201571_2014-15,6,PG,D.J. Augustin,2014-15,Group 6 (2014-15)
243,201627_2014-15,6,SG,Anthony Morrow,2014-15,Group 6 (2014-15)
244,202349_2014-15,6,PG,Greivis Vasquez,2014-15,Group 6 (2014-15)
245,2365_2014-15,9,C,Chris Andersen,2014-15,Group 9 (2014-15)
246,2405_2014-15,4,PF,Amare Stoudemire,2014-15,Group 4 (2014-15)
247,2549_2014-15,9,C,Chris Kaman,2014-15,Group 9 (2014-15)
248,200811_2014-15,9,PF,Lou Amundson,2014-15,Group 9 (2014-15)
249,201148_2014-15,9,PF,Brandan Wright,2014-15,Group 9 (2014-15)
250,202332_2014-15,9,C,Cole Aldrich,2014-15,Group 9 (2014-15)
251,203101_2014-15,9,C,Miles Plumlee,2014-15,Group 9 (2014-15)
252,203120_2014-15,9,C,Justin Hamilton,2014-15,Group 9 (2014-15)
253,203486_2014-15,9,C,Mason Plumlee,2014-15,Group 9 (2014-15)
254,203956_2014-15,9,PF,Mitch McGary,2014-15,Group 9 (2014-15)
255,203994_2014-15,9,C,Jusuf Nurkic,2014-15,Group 9 (2014-15)
256,204028_2014-15,9,C,Tarik Black,2014-15,Group 9 (2014-15)
257,2400_2014-15,12,PF,Drew Gooden,2014-15,Group 12 (2014-15)
258,2570_2014-15,9,C,Kendrick Perkins,2014-15,Group 9 (2014-15)
259,200777_2014-15,12,C,Joel Freeland,2014-15,Group 12 (2014-15)
260,201589_2014-15,12,PF,Darrell Arthur,2014-15,Group 12 (2014-15)
261,201973_2014-15,12,PF,Jonas Jerebko,2014-15,Group 12 (2014-15)
262,203086_2014-15,12,C,Meyers Leonard,2014-15,Group 12 (2014-15)
263,203382_2014-15,9,C,Aron Baynes,2014-15,Group 9 (2014-15)
264,203460_2014-15,10,SG,Andre Roberson,2014-15,Group 10 (2014-15)
265,203473_2014-15,9,C,Dewayne Dedmon,2014-15,Group 9 (2014-15)
266,203544_2014-15,9,C,Pero Antic,2014-15,Group 9 (2014-15)
267,2419_2014-15,7,SF,Tayshaun Prince,2014-15,Group 7 (2014-15)
268,101138_2014-15,8,PF,Brandon Bass,2014-15,Group 8 (2014-15)
269,201568_2014-15,7,SF,Danilo Gallinari,2014-15,Group 7 (2014-15)
270,201581_2014-15,8,C,JJ Hickson,2014-15,Group 8 (2014-15)
271,201967_2014-15,12,PF,Dante Cunningham,2014-15,Group 12 (2014-15)
272,202347_2014-15,7,SF,Quincy Pondexter,2014-15,Group 7 (2014-15)
273,202713_2014-15,6,SF,Kyle Singler,2014-15,Group 6 (2014-15)
274,203498_2014-15,12,SG,Shabazz Muhammad,2014-15,Group 12 (2014-15)
275,203527_2014-15,7,PF,Ryan Kelly,2014-15,Group 7 (2014-15)
276,201959_2014-15,4,PF,Taj Gibson,2014-15,Group 4 (2014-15)
277,2501_2014-15,9,PF,Reggie Evans,2014-15,Group 9 (2014-15)
278,2617_2014-15,9,PF,Udonis Haslem,2014-15,Group 9 (2014-15)
279,200761_2014-15,12,SF,Shawne Williams,2014-15,Group 12 (2014-15)
280,201229_2014-15,12,PF,Anthony Tolliver,2014-15,Group 12 (2014-15)
281,202337_2014-15,10,SF,Luke Babbitt,2014-15,Group 10 (2014-15)
282,203461_2014-15,12,PF,Anthony Bennett,2014-15,Group 12 (2014-15)
283,203487_2014-15,1,PG,Michael Carter-Williams,2014-15,Group 1 (2014-15)
284,201147_2014-15,3,SF,Corey Brewer,2014-15,Group 3 (2014-15)
285,203100_2014-15,3,PG,Tony Wroten,2014-15,Group 3 (2014-15)
286,101133_2014-15,9,C,Ian Mahinmi,2014-15,Group 9 (2014-15)
287,201168_2014-15,8,C,Tiago Splitter,2014-15,Group 8 (2014-15)
288,203092_2014-15,8,C,Tyler Zeller,2014-15,Group 8 (2014-15)
289,203141_2014-15,8,PF,Mirza Teletovic,2014-15,Group 8 (2014-15)
290,203482_2014-15,8,C,Kelly Olynyk,2014-15,Group 8 (2014-15)
291,2571_2014-15,10,SG,Leandro Barbosa,2014-15,Group 10 (2014-15)
292,201946_2014-15,12,PF,Tyler Hansbrough,2014-15,Group 12 (2014-15)
293,202066_2014-15,10,SG,Garrett Temple,2014-15,Group 10 (2014-15)
294,202397_2014-15,10,PG,Ish Smith,2014-15,Group 10 (2014-15)
295,202714_2014-15,10,PG,Shelvin Mack,2014-15,Group 10 (2014-15)
296,203106_2014-15,10,SF,Jeffery Taylor,2014-15,Group 10 (2014-15)
297,203516_2014-15,10,SF,James Ennis III,2014-15,Group 10 (2014-15)
298,203798_2014-15,10,SG,PJ Hairston,2014-15,Group 10 (2014-15)
299,203915_2014-15,10,PG,Spencer Dinwiddie,2014-15,Group 10 (2014-15)
300,203921_2014-15,7,SF,Cleanthony Early,2014-15,Group 7 (2014-15)
301,204014_2014-15,10,SF,Damjan Rudez,2014-15,Group 10 (2014-15)
302,203084_2014-15,7,SF,Harrison Barnes,2014-15,Group 7 (2014-15)
303,2730_2014-15,2,C,Dwight Howard,2014-15,Group 2 (2014-15)
304,203093_2014-15,2,PF,Terrence Jones,2014-15,Group 2 (2014-15)
305,201600_2014-15,4,C,Omer Asik,2014-15,Group 4 (2014-15)
306,202334_2014-15,9,PF,Ed Davis,2014-15,Group 9 (2014-15)
307,202685_2014-15,4,C,Jonas Valanciunas,2014-15,Group 4 (2014-15)
308,202681_2014-15,1,PG,Kyrie Irving,2014-15,Group 1 (2014-15)
309,101106_2014-15,2,C,Andrew Bogut,2014-15,Group 2 (2014-15)
310,202355_2014-15,2,C,Hassan Whiteside,2014-15,Group 2 (2014-15)
311,202697_2014-15,7,SG,Iman Shumpert,2014-15,Group 7 (2014-15)
312,203138_2014-15,7,SG,Hollis Thompson,2014-15,Group 7 (2014-15)
313,203909_2014-15,10,SG,KJ McDaniels,2014-15,Group 10 (2014-15)
314,101122_2014-15,12,SF,Danny Granger,2014-15,Group 12 (2014-15)
315,101123_2014-15,7,SG,Gerald Green,2014-15,Group 7 (2014-15)
316,200751_2014-15,6,SG,Randy Foye,2014-15,Group 6 (2014-15)
317,201978_2014-15,10,SF,Chase Budinger,2014-15,Group 10 (2014-15)
318,203085_2014-15,6,PG,Austin Rivers,2014-15,Group 6 (2014-15)
319,203144_2014-15,6,SG,Alexey Shved,2014-15,Group 6 (2014-15)
320,203894_2014-15,6,PG,Shabazz Napier,2014-15,Group 6 (2014-15)
321,203900_2014-15,10,SG,Markel Brown,2014-15,Group 10 (2014-15)
322,101126_2014-15,6,PG,Nate Robinson,2014-15,Group 6 (2014-15)
323,203087_2014-15,10,SG,Jeremy Lamb,2014-15,Group 10 (2014-15)
324,203115_2014-15,10,SG,Will Barton,2014-15,Group 10 (2014-15)
325,203187_2014-15,10,SF,Chris Johnson,2014-15,Group 10 (2014-15)
326,203898_2014-15,10,PG,Tyler Ennis,2014-15,Group 10 (2014-15)
327,202689_2014-15,1,PG,Kemba Walker,2014-15,Group 1 (2014-15)
328,101179_2014-15,5,PG,Ronnie Price,2014-15,Group 5 (2014-15)
329,203485_2014-15,10,PG,Lorenzo Brown,2014-15,Group 10 (2014-15)
330,101181_2014-15,3,PG,Jose Calderon,2014-15,Group 3 (2014-15)
331,203897_2014-15,0,PG,Zach LaVine,2014-15,Group 0 (2014-15)
332,200757_2014-15,12,SF,Thabo Sefolosha,2014-15,Group 12 (2014-15)
333,201979_2014-15,10,SG,Nick Calathes,2014-15,Group 10 (2014-15)
334,201171_2014-15,12,PF,Carl Landry,2014-15,Group 12 (2014-15)
335,203103_2014-15,10,SF,Perry Jones III,2014-15,Group 10 (2014-15)
336,203128_2014-15,12,PF,Furkan Aldemir,2014-15,Group 12 (2014-15)
337,203133_2014-15,12,SF,Robbie Hummel,2014-15,Group 12 (2014-15)
338,203462_2014-15,10,SG,Archie Goodwin,2014-15,Group 10 (2014-15)
339,203914_2014-15,10,SG,Gary Harris,2014-15,Group 10 (2014-15)
340,203917_2014-15,10,SG,Nik Stauskas,2014-15,Group 10 (2014-15)
341,201956_2014-15,7,SF,Omri Casspi,2014-15,Group 7 (2014-15)
342,202682_2014-15,7,PF,Derrick Williams,2014-15,Group 7 (2014-15)
343,203095_2014-15,3,SG,Evan Fournier,2014-15,Group 3 (2014-15)
344,203492_2014-15,6,PG,Ray McCallum,2014-15,Group 6 (2014-15)
345,203501_2014-15,7,SG,Tim Hardaway Jr.,2014-15,Group 7 (2014-15)
